Size,RunIndex,CaseName,Tool,Sequence,Scenario,MetricValue,PhaseName,MetricName,Iteration
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,465864070,Initialization,Time,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,50285600,Initialization,Memory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,254368624,Initialization,PeakMemory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,164028576,Initialization,AverageMemory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,684098146,M2MTransformation1,Time,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,65211832,M2MTransformation1,Memory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,694423872,M2MTransformation1,PeakMemory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,401634020,M2MTransformation1,AverageMemory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,BasicXform,492251,Modification,Time,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,BasicXform,65211232,Modification,Memory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,596562028,M2MTransformation2,Time,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,65218664,M2MTransformation2,Memory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,415812812,M2MTransformation2,AverageMemory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,702668056,M2MTransformation2,PeakMemory,1
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7,BasicXform,299420,Modification,Time,2
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7,BasicXform,65218824,Modification,Memory,2
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,574403407,M2MTransformation2,Time,2
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,65226192,M2MTransformation2,Memory,2
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,415820424,M2MTransformation2,AverageMemory,2
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,702675688,M2MTransformation2,PeakMemory,2
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9,BasicXform,408091,Modification,Time,3
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9,BasicXform,65226352,Modification,Memory,3
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,538053542,M2MTransformation2,Time,3
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,65233320,M2MTransformation2,Memory,3
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,702683104,M2MTransformation2,PeakMemory,3
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,415827896,M2MTransformation2,AverageMemory,3
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11,BasicXform,273343,Modification,Time,4
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11,BasicXform,65233504,Modification,Memory,4
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,535181814,M2MTransformation2,Time,4
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,65240712,M2MTransformation2,Memory,4
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,415835076,M2MTransformation2,AverageMemory,4
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,767114816,M2MTransformation2,PeakMemory,4
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13,BasicXform,262494,Modification,Time,5
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13,BasicXform,65240896,Modification,Memory,5
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,541221235,M2MTransformation2,Time,5
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,65247816,M2MTransformation2,Memory,5
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,702697816,M2MTransformation2,PeakMemory,5
32,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,415842524,M2MTransformation2,AverageMemory,5
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,BasicXform,150644,EMFResourceInitialization,Time,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,BasicXform,11452232,EMFResourceInitialization,Memory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,BasicXform,5131440073,Generation,Time,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,BasicXform,204516712,Generation,Memory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,BasicXform,477066552,Initialization,Time,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,BasicXform,97046296,Initialization,Memory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,BasicXform,194348648,Initialization,AverageMemory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,BasicXform,353657648,Initialization,PeakMemory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,BasicXform,312448761,M2MTransformation1,Time,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,BasicXform,118882192,M2MTransformation1,Memory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,BasicXform,287984048,M2MTransformation1,PeakMemory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,BasicXform,213698252,M2MTransformation1,AverageMemory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,BasicXform,5286357,Modification,Time,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,BasicXform,120855432,Modification,Memory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,BasicXform,43485,M2MTransformation2,Time,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,BasicXform,120856280,M2MTransformation2,Memory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,BasicXform,163221760,M2MTransformation2,PeakMemory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,BasicXform,163221760,M2MTransformation2,AverageMemory,1
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,BasicXform,1568748,Modification,Time,2
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,BasicXform,120892328,Modification,Memory,2
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,17717,M2MTransformation2,Time,2
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,120893176,M2MTransformation2,Memory,2
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,163258656,M2MTransformation2,PeakMemory,2
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,163258656,M2MTransformation2,AverageMemory,2
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,BasicXform,1201543,Modification,Time,3
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,BasicXform,120928448,Modification,Memory,3
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,BasicXform,15033,M2MTransformation2,Time,3
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,BasicXform,120929296,M2MTransformation2,Memory,3
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,BasicXform,163294776,M2MTransformation2,PeakMemory,3
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,BasicXform,142112136,M2MTransformation2,AverageMemory,3
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,BasicXform,1214252,Modification,Time,4
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,BasicXform,120964944,Modification,Memory,4
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,BasicXform,18527,M2MTransformation2,Time,4
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,BasicXform,120965816,M2MTransformation2,Memory,4
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,BasicXform,163331296,M2MTransformation2,AverageMemory,4
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,BasicXform,163331296,M2MTransformation2,PeakMemory,4
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,BasicXform,1206346,Modification,Time,5
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,BasicXform,121001056,Modification,Memory,5
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,BasicXform,14662,M2MTransformation2,Time,5
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,BasicXform,121001904,M2MTransformation2,Memory,5
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,BasicXform,142184744,M2MTransformation2,AverageMemory,5
16,3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,BasicXform,163367384,M2MTransformation2,PeakMemory,5
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,184637,EMFResourceInitialization,Time,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,11180432,EMFResourceInitialization,Memory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,48150103,Generation,Time,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,13249920,Generation,Memory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,34427668,Initialization,Time,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,13109760,Initialization,Memory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,54245688,Initialization,PeakMemory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,43508264,Initialization,AverageMemory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,13454149,M2MTransformation1,Time,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,13980056,M2MTransformation1,Memory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,34585192,M2MTransformation1,PeakMemory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,34585192,M2MTransformation1,AverageMemory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,261463,Modification,Time,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,13991056,Modification,Memory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,15987410,M2MTransformation2,Time,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,14007216,M2MTransformation2,Memory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,35466656,M2MTransformation2,PeakMemory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,35466656,M2MTransformation2,AverageMemory,1
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,336515,Modification,Time,2
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,14019496,Modification,Memory,2
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,14722536,M2MTransformation2,Time,2
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,14036520,M2MTransformation2,Memory,2
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,35495096,M2MTransformation2,PeakMemory,2
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,35495096,M2MTransformation2,AverageMemory,2
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,207880,Modification,Time,3
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,14047680,Modification,Memory,3
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,14673930,M2MTransformation2,Time,3
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,14066528,M2MTransformation2,Memory,3
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,35523280,M2MTransformation2,PeakMemory,3
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,35523280,M2MTransformation2,AverageMemory,3
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,216894,Modification,Time,4
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,14077872,Modification,Memory,4
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,14789773,M2MTransformation2,Time,4
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,14093032,M2MTransformation2,Memory,4
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,35553496,M2MTransformation2,PeakMemory,4
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,35553496,M2MTransformation2,AverageMemory,4
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,246935,Modification,Time,5
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,14104512,Modification,Memory,5
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,15089856,M2MTransformation2,Time,5
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,14119360,M2MTransformation2,Memory,5
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,35580112,M2MTransformation2,PeakMemory,5
1,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,35580112,M2MTransformation2,AverageMemory,5
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,221036,EMFResourceInitialization,Time,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,11259880,EMFResourceInitialization,Memory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,963748917,Generation,Time,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,58060288,Generation,Memory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,116239329,Initialization,Time,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,32332584,Initialization,Memory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,94940024,Initialization,PeakMemory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,63966668,Initialization,AverageMemory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,83015777,M2MTransformation1,Time,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,40081720,M2MTransformation1,Memory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,73630964,M2MTransformation1,AverageMemory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,115754720,M2MTransformation1,PeakMemory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,301420,Modification,Time,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,40094752,Modification,Memory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,97175373,M2MTransformation2,Time,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,40113024,M2MTransformation2,Memory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,81393312,M2MTransformation2,AverageMemory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,102042232,M2MTransformation2,PeakMemory,1
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,304644,Modification,Time,2
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,40126648,Modification,Memory,2
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,92497067,M2MTransformation2,Time,2
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,40159176,M2MTransformation2,Memory,2
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,123548992,M2MTransformation2,PeakMemory,2
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,81425212,M2MTransformation2,AverageMemory,2
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,243035,Modification,Time,3
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,40164528,Modification,Memory,3
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,87644262,M2MTransformation2,Time,3
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,40179520,M2MTransformation2,Memory,3
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,81463112,M2MTransformation2,AverageMemory,3
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,102112056,M2MTransformation2,PeakMemory,3
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,236760,Modification,Time,4
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,40185152,Modification,Memory,4
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,84849310,M2MTransformation2,Time,4
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,40200168,M2MTransformation2,Memory,4
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,102132632,M2MTransformation2,PeakMemory,4
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,81483724,M2MTransformation2,AverageMemory,4
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,177391,Modification,Time,5
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,40205960,Modification,Memory,5
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,85573217,M2MTransformation2,Time,5
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,40220888,M2MTransformation2,Memory,5
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,102153592,M2MTransformation2,PeakMemory,5
8,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,81504596,M2MTransformation2,AverageMemory,5
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,196572,EMFResourceInitialization,Time,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,11192496,EMFResourceInitialization,Memory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,80087634,Generation,Time,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,14530224,Generation,Memory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,35791177,Initialization,Time,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,14263472,Initialization,Memory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,54378248,Initialization,AverageMemory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,75853104,Initialization,PeakMemory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,21991096,M2MTransformation1,Time,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,16040600,M2MTransformation1,Memory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,35738904,M2MTransformation1,PeakMemory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,35738904,M2MTransformation1,AverageMemory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,238640,Modification,Time,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,16048752,Modification,Memory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,26656133,M2MTransformation2,Time,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,16056816,M2MTransformation2,Memory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,37524352,M2MTransformation2,AverageMemory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,37524352,M2MTransformation2,PeakMemory,1
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,229256,Modification,Time,2
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,16064968,Modification,Memory,2
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,24550289,M2MTransformation2,Time,2
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,16072816,M2MTransformation2,Memory,2
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,37540568,M2MTransformation2,PeakMemory,2
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,37540568,M2MTransformation2,AverageMemory,2
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,291968,Modification,Time,3
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,16097512,Modification,Memory,3
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,23986960,M2MTransformation2,Time,3
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,16105312,M2MTransformation2,Memory,3
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,37573112,M2MTransformation2,AverageMemory,3
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,37573112,M2MTransformation2,PeakMemory,3
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,194139,Modification,Time,4
2,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,16113832,Modification,Memory,4
