MetricName,RunIndex,CaseName,PhaseName,MetricValue,Scenario,Sequence,Size,Iteration,Tool
PeakMemory,3,StatisticBasedCase,M2MTransformation2,65392648,BasicXform,12,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,183317,BasicXform,13,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,22461304,BasicXform,13,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,56329408,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,22483560,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,65432520,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,54689852,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,485856,BasicXform,1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11454408,BasicXform,1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Generation,25112324206,BasicXform,2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Generation,774664984,BasicXform,2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Initialization,2297293535,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,325359656,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,954676979,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,1663233728,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,662053667,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,363300552,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,494427632,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,664999696,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,690660,BasicXform,5,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,363345448,BasicXform,5,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,669687332,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,363429984,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,582003064,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,738186696,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,690393,BasicXform,7,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,363445136,BasicXform,7,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,595942650,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,363458224,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,583103616,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,740002144,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,734565,BasicXform,9,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,363472624,BasicXform,9,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,579250740,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,363485688,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,583131216,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,740029856,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,721764,BasicXform,11,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,363500272,BasicXform,11,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,562506889,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,363513672,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,583158816,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,740057384,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,572228,BasicXform,13,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,363528416,BasicXform,13,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,558302285,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,363541504,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,583186944,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,740085520,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,339531,BasicXform,1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11273048,BasicXform,1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Generation,6318529661,BasicXform,2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Generation,195143632,BasicXform,2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Initialization,610177606,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,84988880,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,207337860,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,357735160,BasicXform,3,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,267260871,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,101877792,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,213901568,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,170930820,BasicXform,4,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,440373,BasicXform,5,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,101902320,BasicXform,5,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,295498550,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,101959680,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,209329524,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,273785528,BasicXform,6,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,403622,BasicXform,7,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,101968800,BasicXform,7,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,276495387,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,101983240,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,273852176,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,209396088,BasicXform,8,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,399488,BasicXform,9,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,101992120,BasicXform,9,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,281974737,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,102006304,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,209419336,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,273875352,BasicXform,10,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,480767,BasicXform,11,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,102015368,BasicXform,11,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,231110710,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,102029776,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,209442600,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,273898608,BasicXform,12,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,358493,BasicXform,13,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,102039000,BasicXform,13,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,227996582,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,102053072,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,209466268,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,273922336,BasicXform,14,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,EMFResourceInitialization,739275,BasicXform,1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,EMFResourceInitialization,11819800,BasicXform,1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Generation,144174509169,BasicXform,2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Generation,3403512192,BasicXform,2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Initialization,16996847702,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Initialization,1643994104,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,Initialization,1330908710,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,Initialization,3171708200,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation1,989417329,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation1,1736842800,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation1,2277062024,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation1,1960305496,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,4496667,BasicXform,5,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,1737287296,BasicXform,5,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,1911230182,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,1737316104,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,2086356309,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2505238672,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,4316571,BasicXform,7,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,1737759960,BasicXform,7,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,1995898903,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,1737774176,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2504382000,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,2070737469,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,4312828,BasicXform,9,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,1738154872,BasicXform,9,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,1826830831,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,1738169200,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2503898520,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,2093955213,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,4399461,BasicXform,11,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,1738550040,BasicXform,11,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,2121176246,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,1738564640,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,2160357337,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2509854480,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,4179783,BasicXform,13,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,1738945616,BasicXform,13,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,1807700113,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,1738959832,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,2094058773,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2499901824,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,205435,BasicXform,1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11818608,BasicXform,1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Generation,139543356794,BasicXform,2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Generation,2925422424,BasicXform,2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Initialization,14577170141,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,1533836320,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,1453910053,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,3653592560,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,975858969,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,1625965624,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,2182311384,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,1857868824,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,1381845,BasicXform,5,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,1625997008,BasicXform,5,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1915425665,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,1626039192,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,2001747312,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2425980976,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,1417577,BasicXform,7,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,1626068456,BasicXform,7,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1822788533,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,1626082528,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2463318824,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,2013939736,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,1273727,BasicXform,9,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,1626110448,BasicXform,9,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1803868393,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,1626124496,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2426094352,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,2013981696,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,1290470,BasicXform,11,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,1626153304,BasicXform,11,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1786251668,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,1626167680,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,2014024757,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2426137576,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,Modification,1229369,BasicXform,13,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,Modification,1626196680,BasicXform,13,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,2028388125,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,1626210752,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,2089823995,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,2426180680,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,268727,BasicXform,1,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11904184,BasicXform,1,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Generation,141483610339,BasicXform,2,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Generation,3404106296,BasicXform,2,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Initialization,22591993934,BasicXform,3,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,2850425064,BasicXform,3,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,1879796946,BasicXform,3,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,4262479104,BasicXform,3,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,2450129576,BasicXform,4,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,2970995560,BasicXform,4,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,3731200952,BasicXform,4,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,3326520327,BasicXform,4,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,38989540,BasicXform,5,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,2982110888,BasicXform,5,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,16717,BasicXform,6,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,2982111456,BasicXform,6,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,3005720560,BasicXform,6,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,2488240332,BasicXform,6,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,5005056,BasicXform,7,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,2982348112,BasicXform,7,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,16905,BasicXform,8,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,2982348680,BasicXform,8,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,3005957784,BasicXform,8,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,3236898676,BasicXform,8,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,Modification,4947695,BasicXform,9,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,Modification,2982584584,BasicXform,9,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,17697,BasicXform,10,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,2982585352,BasicXform,10,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,3006194256,BasicXform,10,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
