Iteration,Sequence,Tool,Scenario,RunIndex,MetricValue,MetricName,PhaseName,CaseName,Size
5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,38622840,PeakMemory,M2MTransformation2,StatisticBasedCase,4
5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,27885536,AverageMemory,M2MTransformation2,StatisticBasedCase,4
1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,565418,Time,EMFResourceInitialization,StatisticBasedCase,32
1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,9719320,Memory,EMFResourceInitialization,StatisticBasedCase,32
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,14086958119,Time,Generation,StatisticBasedCase,32
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,351965208,Memory,Generation,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,1773805542,Time,Initialization,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,178966456,Memory,Initialization,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,724591992,PeakMemory,Initialization,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,403416490,AverageMemory,Initialization,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,298124409,Time,M2MTransformation1,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,194508024,Memory,M2MTransformation1,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,307218248,AverageMemory,M2MTransformation1,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,403556152,PeakMemory,M2MTransformation1,StatisticBasedCase,32
1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,675051,Time,Modification,StatisticBasedCase,32
1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,194515680,Memory,Modification,StatisticBasedCase,32
1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,313217227,Time,M2MTransformation2,StatisticBasedCase,32
1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,194916696,Memory,M2MTransformation2,StatisticBasedCase,32
1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,386893136,PeakMemory,M2MTransformation2,StatisticBasedCase,32
1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,322767580,AverageMemory,M2MTransformation2,StatisticBasedCase,32
2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,534909,Time,Modification,StatisticBasedCase,32
2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,194923520,Memory,Modification,StatisticBasedCase,32
2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,305471363,Time,M2MTransformation2,StatisticBasedCase,32
2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,194948592,Memory,M2MTransformation2,StatisticBasedCase,32
2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,387300968,PeakMemory,M2MTransformation2,StatisticBasedCase,32
2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,323175416,AverageMemory,M2MTransformation2,StatisticBasedCase,32
3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,450129,Time,Modification,StatisticBasedCase,32
3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,194954840,Memory,Modification,StatisticBasedCase,32
3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,294475165,Time,M2MTransformation2,StatisticBasedCase,32
3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,195483248,Memory,M2MTransformation2,StatisticBasedCase,32
3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,387332336,PeakMemory,M2MTransformation2,StatisticBasedCase,32
3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,323206760,AverageMemory,M2MTransformation2,StatisticBasedCase,32
4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,490945,Time,Modification,StatisticBasedCase,32
4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,195489728,Memory,Modification,StatisticBasedCase,32
4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,283860325,Time,M2MTransformation2,StatisticBasedCase,32
4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,195765176,Memory,M2MTransformation2,StatisticBasedCase,32
4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,387867248,PeakMemory,M2MTransformation2,StatisticBasedCase,32
4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,323741672,AverageMemory,M2MTransformation2,StatisticBasedCase,32
5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,526491,Time,Modification,StatisticBasedCase,32
5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,195772056,Memory,Modification,StatisticBasedCase,32
5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,289271770,Time,M2MTransformation2,StatisticBasedCase,32
5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,195775464,Memory,M2MTransformation2,StatisticBasedCase,32
5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,324023956,AverageMemory,M2MTransformation2,StatisticBasedCase,32
5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,3,388149512,PeakMemory,M2MTransformation2,StatisticBasedCase,32
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,304325,Time,EMFResourceInitialization,StatisticBasedCase,32
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,9803776,Memory,EMFResourceInitialization,StatisticBasedCase,32
1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,8090881550,Time,Generation,StatisticBasedCase,32
1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,167110168,Memory,Generation,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,923480944,Time,Initialization,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,93866464,Memory,Initialization,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,230893840,AverageMemory,Initialization,StatisticBasedCase,32
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,444413984,PeakMemory,Initialization,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,631593172,Time,M2MTransformation1,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,115976256,Memory,M2MTransformation1,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,307349000,AverageMemory,M2MTransformation1,StatisticBasedCase,32
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,499636384,PeakMemory,M2MTransformation1,StatisticBasedCase,32
1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,649137,Time,Modification,StatisticBasedCase,32
1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,115976888,Memory,Modification,StatisticBasedCase,32
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,571478528,Time,M2MTransformation2,StatisticBasedCase,32
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,BasicXform,2,115987328,Memory,M2MTransformation2,StatisticBasedCase,32
