CaseName,Size,Sequence,PhaseName,Iteration,MetricName,Tool,Scenario,MetricValue,RunIndex
StatisticBasedCase,32,3,Initialization,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,156497728,3
StatisticBasedCase,32,4,M2MTransformation1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,916685174,3
StatisticBasedCase,32,4,M2MTransformation1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60162384,3
StatisticBasedCase,32,4,M2MTransformation1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,782003384,3
StatisticBasedCase,32,4,M2MTransformation1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,445141336,3
StatisticBasedCase,32,5,Modification,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,491535,3
StatisticBasedCase,32,5,Modification,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60160400,3
StatisticBasedCase,32,6,M2MTransformation2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,675399154,3
StatisticBasedCase,32,6,M2MTransformation2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60173488,3
StatisticBasedCase,32,6,M2MTransformation2,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,765824280,3
StatisticBasedCase,32,6,M2MTransformation2,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,445068312,3
StatisticBasedCase,32,7,Modification,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,403610,3
StatisticBasedCase,32,7,Modification,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60173304,3
StatisticBasedCase,32,8,M2MTransformation2,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,628689002,3
StatisticBasedCase,32,8,M2MTransformation2,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60180656,3
StatisticBasedCase,32,8,M2MTransformation2,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,765837144,3
StatisticBasedCase,32,8,M2MTransformation2,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,445081196,3
StatisticBasedCase,32,9,Modification,3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,389270,3
StatisticBasedCase,32,9,Modification,3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60180472,3
StatisticBasedCase,32,10,M2MTransformation2,3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,616608846,3
StatisticBasedCase,32,10,M2MTransformation2,3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60188104,3
StatisticBasedCase,32,10,M2MTransformation2,3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,765844336,3
StatisticBasedCase,32,10,M2MTransformation2,3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,445088376,3
StatisticBasedCase,32,11,Modification,4,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,337426,3
StatisticBasedCase,32,11,Modification,4,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60187944,3
StatisticBasedCase,32,12,M2MTransformation2,4,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,593826634,3
StatisticBasedCase,32,12,M2MTransformation2,4,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60195304,3
StatisticBasedCase,32,12,M2MTransformation2,4,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,765851784,3
StatisticBasedCase,32,12,M2MTransformation2,4,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,445095848,3
StatisticBasedCase,32,13,Modification,5,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,301917,3
StatisticBasedCase,32,13,Modification,5,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60195144,3
StatisticBasedCase,32,14,M2MTransformation2,5,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,584401164,3
StatisticBasedCase,32,14,M2MTransformation2,5,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,60202224,3
StatisticBasedCase,32,14,M2MTransformation2,5,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,765858776,3
StatisticBasedCase,32,14,M2MTransformation2,5,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,445102932,3
StatisticBasedCase,16,1,EMFResourceInitialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,159501,1
StatisticBasedCase,16,1,EMFResourceInitialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,9764728,1
StatisticBasedCase,16,2,Generation,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3198649027,1
StatisticBasedCase,16,2,Generation,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,103536776,1
StatisticBasedCase,16,3,Initialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,477591528,1
StatisticBasedCase,16,3,Initialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,65619520,1
StatisticBasedCase,16,3,Initialization,1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,171544384,1
StatisticBasedCase,16,3,Initialization,1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,288532816,1
StatisticBasedCase,16,4,M2MTransformation1,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,367449230,1
StatisticBasedCase,16,4,M2MTransformation1,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,81818448,1
StatisticBasedCase,16,4,M2MTransformation1,1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,276959096,1
StatisticBasedCase,16,4,M2MTransformation1,1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,181592648,1
StatisticBasedCase,16,5,Modification,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,5117874,1
StatisticBasedCase,16,5,Modification,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,82972592,1
StatisticBasedCase,16,6,M2MTransformation2,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58501,1
StatisticBasedCase,16,6,M2MTransformation2,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,82973464,1
StatisticBasedCase,16,6,M2MTransformation2,1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,146529176,1
StatisticBasedCase,16,6,M2MTransformation2,1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,125054320,1
StatisticBasedCase,16,7,Modification,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1375307,1
StatisticBasedCase,16,7,Modification,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,82995736,1
StatisticBasedCase,16,8,M2MTransformation2,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,20158,1
StatisticBasedCase,16,8,M2MTransformation2,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,82996608,1
StatisticBasedCase,16,8,M2MTransformation2,2,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,125077464,1
StatisticBasedCase,16,8,M2MTransformation2,2,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,125077464,1
