CaseName,Size,Sequence,PhaseName,Iteration,MetricName,Tool,Scenario,MetricValue,RunIndex
StatisticBasedCase,32,10,M2MTransformation2,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,20391,3
StatisticBasedCase,32,10,M2MTransformation2,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,261609776,3
StatisticBasedCase,32,10,M2MTransformation2,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,325758984,3
StatisticBasedCase,32,10,M2MTransformation2,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,325758984,3
StatisticBasedCase,32,11,Modification,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1453945,3
StatisticBasedCase,32,11,Modification,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,261633904,3
StatisticBasedCase,32,12,M2MTransformation2,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,15218,3
StatisticBasedCase,32,12,M2MTransformation2,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,261634808,3
StatisticBasedCase,32,12,M2MTransformation2,4,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,325784016,3
StatisticBasedCase,32,12,M2MTransformation2,4,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,293709512,3
StatisticBasedCase,32,13,Modification,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1257719,3
StatisticBasedCase,32,13,Modification,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,261658408,3
StatisticBasedCase,32,14,M2MTransformation2,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,15271,3
StatisticBasedCase,32,14,M2MTransformation2,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,261660088,3
StatisticBasedCase,32,14,M2MTransformation2,5,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,325808496,3
StatisticBasedCase,32,14,M2MTransformation2,5,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,293733992,3
StatisticBasedCase,1,1,EMFResourceInitialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,258394,1
StatisticBasedCase,1,1,EMFResourceInitialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9350768,1
StatisticBasedCase,1,2,Generation,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,138628568,1
StatisticBasedCase,1,2,Generation,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,10691896,1
StatisticBasedCase,1,3,Initialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,26206,1
StatisticBasedCase,1,3,Initialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9467216,1
StatisticBasedCase,1,3,Initialization,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,20204200,1
StatisticBasedCase,1,3,Initialization,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,30941296,1
StatisticBasedCase,1,4,M2MTransformation1,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,122138447,1
StatisticBasedCase,1,4,M2MTransformation1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9659712,1
StatisticBasedCase,1,4,M2MTransformation1,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,331593384,1
StatisticBasedCase,1,4,M2MTransformation1,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,181268024,1
StatisticBasedCase,1,5,Modification,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,100652,1
StatisticBasedCase,1,5,Modification,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9659800,1
StatisticBasedCase,1,6,M2MTransformation2,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,121361360,1
StatisticBasedCase,1,6,M2MTransformation2,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9719960,1
StatisticBasedCase,1,6,M2MTransformation2,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,331784880,1
StatisticBasedCase,1,6,M2MTransformation2,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,181460156,1
StatisticBasedCase,1,7,Modification,2,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,75436,1
StatisticBasedCase,1,7,Modification,2,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9720048,1
StatisticBasedCase,1,8,M2MTransformation2,2,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,118697864,1
StatisticBasedCase,1,8,M2MTransformation2,2,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9785024,1
StatisticBasedCase,1,8,M2MTransformation2,2,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,192258092,1
StatisticBasedCase,1,8,M2MTransformation2,2,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353320504,1
StatisticBasedCase,1,9,Modification,3,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,47600,1
StatisticBasedCase,1,9,Modification,3,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9785112,1
StatisticBasedCase,1,10,M2MTransformation2,3,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,119909043,1
StatisticBasedCase,1,10,M2MTransformation2,3,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9845992,1
StatisticBasedCase,1,10,M2MTransformation2,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353385624,1
StatisticBasedCase,1,10,M2MTransformation2,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,192323184,1
StatisticBasedCase,1,11,Modification,4,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,111142,1
StatisticBasedCase,1,11,Modification,4,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9846104,1
StatisticBasedCase,1,12,M2MTransformation2,4,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,121104144,1
StatisticBasedCase,1,12,M2MTransformation2,4,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9923552,1
StatisticBasedCase,1,12,M2MTransformation2,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,192383656,1
StatisticBasedCase,1,12,M2MTransformation2,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353445552,1
StatisticBasedCase,1,13,Modification,5,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,103998,1
StatisticBasedCase,1,13,Modification,5,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9923640,1
StatisticBasedCase,1,14,M2MTransformation2,5,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,122575469,1
StatisticBasedCase,1,14,M2MTransformation2,5,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9988648,1
StatisticBasedCase,1,14,M2MTransformation2,5,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353524336,1
StatisticBasedCase,1,14,M2MTransformation2,5,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,192461804,1
StatisticBasedCase,2,1,EMFResourceInitialization,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,718823,1
StatisticBasedCase,2,1,EMFResourceInitialization,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,9493520,1
StatisticBasedCase,2,2,Generation,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,114511384,1
StatisticBasedCase,2,2,Generation,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,12211736,1
StatisticBasedCase,2,3,Initialization,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,37996926,1
StatisticBasedCase,2,3,Initialization,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,12152224,1
StatisticBasedCase,2,3,Initialization,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,52685244,1
StatisticBasedCase,2,3,Initialization,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,74160096,1
StatisticBasedCase,2,4,M2MTransformation1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35739045,1
StatisticBasedCase,2,4,M2MTransformation1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13476464,1
StatisticBasedCase,2,4,M2MTransformation1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,33627656,1
StatisticBasedCase,2,4,M2MTransformation1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,33627656,1
StatisticBasedCase,2,5,Modification,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,250777,1
StatisticBasedCase,2,5,Modification,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13481360,1
StatisticBasedCase,2,6,M2MTransformation2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,38852508,1
StatisticBasedCase,2,6,M2MTransformation2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13515528,1
StatisticBasedCase,2,6,M2MTransformation2,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,34956992,1
StatisticBasedCase,2,6,M2MTransformation2,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,34956992,1
StatisticBasedCase,2,7,Modification,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,356810,1
StatisticBasedCase,2,7,Modification,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13520368,1
StatisticBasedCase,2,8,M2MTransformation2,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,30359439,1
StatisticBasedCase,2,8,M2MTransformation2,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13533688,1
StatisticBasedCase,2,8,M2MTransformation2,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,56470856,1
StatisticBasedCase,2,8,M2MTransformation2,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,34996000,1
StatisticBasedCase,2,9,Modification,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,286046,1
StatisticBasedCase,2,9,Modification,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13538768,1
StatisticBasedCase,2,10,M2MTransformation2,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,29369407,1
StatisticBasedCase,2,10,M2MTransformation2,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13555768,1
StatisticBasedCase,2,10,M2MTransformation2,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35014400,1
StatisticBasedCase,2,10,M2MTransformation2,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35014400,1
StatisticBasedCase,2,11,Modification,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,372335,1
StatisticBasedCase,2,11,Modification,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13560624,1
StatisticBasedCase,2,12,M2MTransformation2,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,26540646,1
StatisticBasedCase,2,12,M2MTransformation2,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13619864,1
StatisticBasedCase,2,12,M2MTransformation2,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35036280,1
StatisticBasedCase,2,12,M2MTransformation2,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35036280,1
StatisticBasedCase,2,13,Modification,5,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,291485,1
StatisticBasedCase,2,13,Modification,5,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13624848,1
StatisticBasedCase,2,14,M2MTransformation2,5,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,25097097,1
StatisticBasedCase,2,14,M2MTransformation2,5,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13638704,1
StatisticBasedCase,2,14,M2MTransformation2,5,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35100480,1
StatisticBasedCase,2,14,M2MTransformation2,5,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,35100480,1
StatisticBasedCase,16,1,EMFResourceInitialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,293410,3
StatisticBasedCase,16,1,EMFResourceInitialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9520296,3
StatisticBasedCase,16,2,Generation,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1723258987,3
StatisticBasedCase,16,2,Generation,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,54114112,3
StatisticBasedCase,16,3,Initialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,13711,3
StatisticBasedCase,16,3,Initialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,12217640,3
StatisticBasedCase,16,3,Initialization,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,33025056,3
StatisticBasedCase,16,3,Initialization,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,22621448,3
StatisticBasedCase,16,4,M2MTransformation1,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,33595004531,3
StatisticBasedCase,16,4,M2MTransformation1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16015848,3
StatisticBasedCase,16,4,M2MTransformation1,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1450895072,3
StatisticBasedCase,16,4,M2MTransformation1,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,816271530,3
StatisticBasedCase,16,5,Modification,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,246358,3
StatisticBasedCase,16,5,Modification,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16015968,3
StatisticBasedCase,16,6,M2MTransformation2,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,33893004142,3
StatisticBasedCase,16,6,M2MTransformation2,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16994776,3
StatisticBasedCase,16,6,M2MTransformation2,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1451390192,3
StatisticBasedCase,16,6,M2MTransformation2,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,563872922,3
StatisticBasedCase,16,7,Modification,2,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,266969,3
StatisticBasedCase,16,7,Modification,2,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,16994864,3
StatisticBasedCase,16,8,M2MTransformation2,2,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,33973714458,3
StatisticBasedCase,16,8,M2MTransformation2,2,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,18024232,3
StatisticBasedCase,16,8,M2MTransformation2,2,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1452467392,3
StatisticBasedCase,16,8,M2MTransformation2,2,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,987625846,3
StatisticBasedCase,16,9,Modification,3,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,201299,3
StatisticBasedCase,16,9,Modification,3,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,18024320,3
StatisticBasedCase,16,10,M2MTransformation2,3,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,33850490081,3
StatisticBasedCase,16,10,M2MTransformation2,3,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,18958216,3
StatisticBasedCase,16,10,M2MTransformation2,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1453318656,3
StatisticBasedCase,16,10,M2MTransformation2,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,702438874,3
StatisticBasedCase,16,11,Modification,4,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,208091,3
StatisticBasedCase,16,11,Modification,4,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,18957336,3
StatisticBasedCase,16,12,M2MTransformation2,4,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,34006572670,3
StatisticBasedCase,16,12,M2MTransformation2,4,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,20088232,3
StatisticBasedCase,16,12,M2MTransformation2,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1454585536,3
StatisticBasedCase,16,12,M2MTransformation2,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,583934378,3
StatisticBasedCase,16,13,Modification,5,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,258506,3
StatisticBasedCase,16,13,Modification,5,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,20088344,3
StatisticBasedCase,16,14,M2MTransformation2,5,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,33929807468,3
StatisticBasedCase,16,14,M2MTransformation2,5,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,21023872,3
StatisticBasedCase,16,14,M2MTransformation2,5,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1455063192,3
StatisticBasedCase,16,14,M2MTransformation2,5,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,510052042,3
StatisticBasedCase,8,1,EMFResourceInitialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,137622,1
StatisticBasedCase,8,1,EMFResourceInitialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,9671528,1
StatisticBasedCase,8,2,Generation,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,839885127,1
StatisticBasedCase,8,2,Generation,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,34285440,1
StatisticBasedCase,8,3,Initialization,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,157001341,1
StatisticBasedCase,8,3,Initialization,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,28894128,1
StatisticBasedCase,8,3,Initialization,1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,119189920,1
StatisticBasedCase,8,3,Initialization,1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,75715904,1
StatisticBasedCase,8,4,M2MTransformation1,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,195239856,1
StatisticBasedCase,8,4,M2MTransformation1,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,36413480,1
StatisticBasedCase,8,4,M2MTransformation1,1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,136268952,1
StatisticBasedCase,8,4,M2MTransformation1,1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,93319256,1
StatisticBasedCase,8,5,Modification,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3408846,1
StatisticBasedCase,8,5,Modification,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,36961984,1
StatisticBasedCase,8,6,M2MTransformation2,1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,17194,1
StatisticBasedCase,8,6,M2MTransformation2,1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,36962856,1
StatisticBasedCase,8,6,M2MTransformation2,1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58437616,1
StatisticBasedCase,8,6,M2MTransformation2,1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58437616,1
StatisticBasedCase,8,7,Modification,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1528284,1
StatisticBasedCase,8,7,Modification,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,36999120,1
StatisticBasedCase,8,8,M2MTransformation2,2,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,17839,1
StatisticBasedCase,8,8,M2MTransformation2,2,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,36999992,1
StatisticBasedCase,8,8,M2MTransformation2,2,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58474752,1
StatisticBasedCase,8,8,M2MTransformation2,2,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58474752,1
StatisticBasedCase,8,9,Modification,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1511975,1
StatisticBasedCase,8,9,Modification,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,37028584,1
StatisticBasedCase,8,10,M2MTransformation2,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,16239,1
StatisticBasedCase,8,10,M2MTransformation2,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,37029456,1
StatisticBasedCase,8,10,M2MTransformation2,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58504216,1
StatisticBasedCase,8,10,M2MTransformation2,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,47766936,1
StatisticBasedCase,8,11,Modification,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1465273,1
StatisticBasedCase,8,11,Modification,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,37058680,1
StatisticBasedCase,8,12,M2MTransformation2,4,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,17167,1
StatisticBasedCase,8,12,M2MTransformation2,4,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,37059576,1
StatisticBasedCase,8,12,M2MTransformation2,4,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58534336,1
StatisticBasedCase,8,12,M2MTransformation2,4,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,47797056,1
StatisticBasedCase,8,13,Modification,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1538553,1
StatisticBasedCase,8,13,Modification,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,37088120,1
StatisticBasedCase,8,14,M2MTransformation2,5,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,15148,1
StatisticBasedCase,8,14,M2MTransformation2,5,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,37089192,1
StatisticBasedCase,8,14,M2MTransformation2,5,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58563896,1
StatisticBasedCase,8,14,M2MTransformation2,5,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,58563752,1
StatisticBasedCase,1,1,EMFResourceInitialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,278585,3
StatisticBasedCase,1,1,EMFResourceInitialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9349976,3
StatisticBasedCase,1,2,Generation,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,67849578,3
StatisticBasedCase,1,2,Generation,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,10689896,3
StatisticBasedCase,1,3,Initialization,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,17919,3
StatisticBasedCase,1,3,Initialization,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9466904,3
StatisticBasedCase,1,3,Initialization,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,30941448,3
StatisticBasedCase,1,3,Initialization,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,30941144,3
StatisticBasedCase,1,4,M2MTransformation1,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,116623201,3
StatisticBasedCase,1,4,M2MTransformation1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9659488,3
StatisticBasedCase,1,4,M2MTransformation1,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,342330672,3
StatisticBasedCase,1,4,M2MTransformation1,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,181267872,3
StatisticBasedCase,1,5,Modification,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,71255,3
StatisticBasedCase,1,5,Modification,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9659576,3
StatisticBasedCase,1,6,M2MTransformation2,1,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,116965242,3
StatisticBasedCase,1,6,M2MTransformation2,1,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9719976,3
StatisticBasedCase,1,6,M2MTransformation2,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353259560,3
StatisticBasedCase,1,6,M2MTransformation2,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,181459980,3
StatisticBasedCase,1,7,Modification,2,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,49716,3
StatisticBasedCase,1,7,Modification,2,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9720064,3
StatisticBasedCase,1,8,M2MTransformation2,2,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,120031891,3
StatisticBasedCase,1,8,M2MTransformation2,2,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9785040,3
StatisticBasedCase,1,8,M2MTransformation2,2,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,192258156,3
StatisticBasedCase,1,8,M2MTransformation2,2,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353320568,3
StatisticBasedCase,1,9,Modification,3,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,118758,3
StatisticBasedCase,1,9,Modification,3,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9785128,3
StatisticBasedCase,1,10,M2MTransformation2,3,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,116022527,3
StatisticBasedCase,1,10,M2MTransformation2,3,Memory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,9846528,3
StatisticBasedCase,1,10,M2MTransformation2,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,353385760,3
StatisticBasedCase,1,10,M2MTransformation2,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,BasicXform,192323284,3
StatisticBasedCase,1,11,Modification,4,Time,BATCH_OPTIMIZED-TEMPLATE,BasicXform,100111,3
