CaseName,Scenario,Sequence,Tool,PhaseName,MetricName,MetricValue,RunIndex,Size,Iteration
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Time,120784639,1,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Memory,18015208,1,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,AverageMemory,58818284,1,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,PeakMemory,91030560,1,4,1
StatisticBasedCase,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,3226974,1,4,1
StatisticBasedCase,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18109240,1,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,18442,1,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18110112,1,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,39584872,1,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39584872,1,4,1
StatisticBasedCase,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,2002331,1,4,2
StatisticBasedCase,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18129520,1,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,18569,1,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18130392,1,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39605152,1,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,39605152,1,4,2
StatisticBasedCase,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,1764074,1,4,3
StatisticBasedCase,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18150968,1,4,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,17955,1,4,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18151840,1,4,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,28889320,1,4,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39626600,1,4,3
StatisticBasedCase,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,2129890,1,4,4
StatisticBasedCase,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18184856,1,4,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,16389,1,4,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18185752,1,4,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39660512,1,4,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,28923232,1,4,4
StatisticBasedCase,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,2025926,1,4,5
StatisticBasedCase,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18216760,1,4,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,19232,1,4,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18217632,1,4,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39692392,1,4,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,39692392,1,4,5
StatisticBasedCase,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,Time,292974,1,2,1
StatisticBasedCase,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,Memory,9232392,1,2,1
StatisticBasedCase,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Generation,Time,116312518,1,2,1
StatisticBasedCase,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Generation,Memory,11022320,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,Time,15179,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,Memory,9468544,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,AverageMemory,20205864,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,PeakMemory,30942984,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,Time,520355060,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,Memory,9860072,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,AverageMemory,481920964,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,PeakMemory,932898032,1,2,1
StatisticBasedCase,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Modification,Time,127322,1,2,1
StatisticBasedCase,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Modification,Memory,9860168,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Time,374904725,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Memory,9975648,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,AverageMemory,482068076,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,PeakMemory,954763288,1,2,1
StatisticBasedCase,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Modification,Time,85754,1,2,2
StatisticBasedCase,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Modification,Memory,9975744,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Time,360473997,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Memory,10098296,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,AverageMemory,488835948,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,PeakMemory,946875560,1,2,2
StatisticBasedCase,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Modification,Time,141547,1,2,3
StatisticBasedCase,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Modification,Memory,10098392,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Time,363280480,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Memory,10210648,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,PeakMemory,942386576,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,AverageMemory,486601548,1,2,3
StatisticBasedCase,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Modification,Time,82563,1,2,4
StatisticBasedCase,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Modification,Memory,10210768,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Time,368510468,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Memory,10348592,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,AverageMemory,495489148,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,PeakMemory,960116776,1,2,4
StatisticBasedCase,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Modification,Time,67124,1,2,5
StatisticBasedCase,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Modification,Memory,10348688,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Time,365372213,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,Memory,10463032,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,AverageMemory,494752084,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,PeakMemory,958542008,1,2,5
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,Time,337688,1,2,1
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,Memory,9483344,1,2,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,Time,124014365,1,2,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,Memory,11893808,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,Time,112862712,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,Memory,12854784,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,PeakMemory,117102216,1,2,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,AverageMemory,74152488,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,Time,106077304,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,Memory,13444320,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,AverageMemory,45067708,1,2,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,PeakMemory,55805136,1,2,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,330263,1,2,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,13444104,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,105643202,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,13453576,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,45657196,1,2,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,56394608,1,2,1
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,153852,1,2,2
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,13453360,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,101893625,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,13461824,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,56403864,1,2,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,45666452,1,2,2
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,216983,1,2,3
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,13461648,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,101021774,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,13472960,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,56412232,1,2,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,45674780,1,2,3
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,149221,1,2,4
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,13472768,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,95493119,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,13481832,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,56423320,1,2,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,45685896,1,2,4
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,260401,1,2,5
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,13481608,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,91450834,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,13487656,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,56432640,1,2,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,45694964,1,2,5
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Time,354491,1,8,1
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Memory,9446424,1,8,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Time,984258998,1,8,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Memory,32803392,1,8,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Time,139217532,1,8,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Memory,21000824,1,8,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,PeakMemory,96433088,1,8,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,AverageMemory,64220820,1,8,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Time,86168651,1,8,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Memory,24276264,1,8,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,PeakMemory,74688736,1,8,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,AverageMemory,53213780,1,8,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,662904,1,8,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,24284152,1,8,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,89634182,1,8,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,24392648,1,8,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,67234816,1,8,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,56497300,1,8,1
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,522056,1,8,2
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,24399400,1,8,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,74688921,1,8,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,24409784,1,8,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,56612484,1,8,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,88824792,1,8,2
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,406168,1,8,3
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,24418744,1,8,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,67108831,1,8,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,24429328,1,8,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,88844088,1,8,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,56631804,1,8,3
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,399753,1,8,4
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,24438392,1,8,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,70153855,1,8,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,24643008,1,8,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,67388904,1,8,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,88863760,1,8,4
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,354734,1,8,5
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,24651712,1,8,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,67658166,1,8,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,24653784,1,8,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,67602248,1,8,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,56864796,1,8,5
StatisticBasedCase,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Time,397688,3,64,1
StatisticBasedCase,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Memory,10223200,3,64,1
StatisticBasedCase,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Time,84299484706,3,64,1
StatisticBasedCase,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Memory,1579625992,3,64,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Time,11497931161,3,64,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Memory,974206096,3,64,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,AverageMemory,1256790800,3,64,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,PeakMemory,2389153336,3,64,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Time,1557020729,3,64,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Memory,1027647208,3,64,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,AverageMemory,1285299154,3,64,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,PeakMemory,1524042656,3,64,1
StatisticBasedCase,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,17772787,3,64,1
StatisticBasedCase,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,1029467576,3,64,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,59968,3,64,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,1029468456,3,64,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,1122516512,3,64,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,1075288632,3,64,1
StatisticBasedCase,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,2022869,3,64,2
StatisticBasedCase,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,1029497008,3,64,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,17293,3,64,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,1029497888,3,64,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,1075318064,3,64,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,1075318064,3,64,2
StatisticBasedCase,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,1891755,3,64,3
StatisticBasedCase,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,1029526904,3,64,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,16470,3,64,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,1029527784,3,64,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,1075347960,3,64,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,1078652372,3,64,3
StatisticBasedCase,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,1885665,3,64,4
StatisticBasedCase,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,1029556664,3,64,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,18803,3,64,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,1029557568,3,64,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,1075377744,3,64,4
StatisticBasedCase,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,1052467756,3,64,4
StatisticBasedCase,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,1554300,3,64,5
StatisticBasedCase,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,1029586120,3,64,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,16827,3,64,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,1029587000,3,64,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,1075407176,3,64,5
StatisticBasedCase,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,1075407176,3,64,5
StatisticBasedCase,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,Time,212323,2,8,1
StatisticBasedCase,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,Memory,9299848,2,8,1
