MetricName,PhaseName,Scenario,CaseName,Iteration,RunIndex,Size,Tool,MetricValue,Sequence
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28625776,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,71568056,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,60830628,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250880,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9590272,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,47522553,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10902568,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,46276494,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12050696,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,41914976,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52652400,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23216167,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12763088,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,54998992,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,44261568,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2226391,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12853376,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16051,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12854248,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23591752,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34329056,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3417411,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12880760,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17554,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12881632,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34356440,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23619136,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2265838,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12909832,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25076,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12910704,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34385512,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23648208,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2176513,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12938688,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,29036,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12939584,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55889248,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34414392,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3297868,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12963776,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18359,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12964648,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23702152,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34439456,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,201553,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9644216,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4268391468,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,102798360,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,393611349,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,53677768,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,225910984,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,140393716,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,213852157,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65114120,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,181668552,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,117458688,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,594756,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65127080,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,145986760,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65337736,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,150168160,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128908084,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,341329,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65340976,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,146347064,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65352504,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,236281408,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,150596808,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,353816,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65355936,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,133580252,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65628040,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,150397200,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,129137032,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,267051,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65630496,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,129155449,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65770952,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,129411524,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,150671600,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,330658,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65774656,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126051486,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65800656,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,150848488,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,129572036,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,142781,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9623088,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,238536695,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16623552,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,78937837,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17327536,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,74540904,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,53066052,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,89097785,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20474304,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,92490136,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,60277848,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2327397,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20730400,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16109,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20731272,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42206080,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42206080,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1425097,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20748640,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14519,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20749512,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63699176,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42224320,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1630660,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20767496,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,54360,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20768368,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42243176,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42243176,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1524688,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20797000,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16729,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20797896,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42272704,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42272704,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1698270,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20825168,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16711,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,20826040,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63775704,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,42300848,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,272748,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9759344,1
Time,Generation,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1534399293,2
Memory,Generation,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52227000,2
Time,Initialization,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,434812485,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49151760,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,110134024,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,198265512,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,297161885,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63779976,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,125497772,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,192301560,4
Time,Modification,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5286594,5
Memory,Modification,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64914624,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,26374,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64915496,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,75055088,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85194480,6
Time,Modification,BasicXform,StatisticBasedCase,2,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5891292,7
Memory,Modification,BasicXform,StatisticBasedCase,2,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64936992,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,33103,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64937864,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85216848,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,75077456,8
Time,Modification,BasicXform,StatisticBasedCase,3,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2550348,9
Memory,Modification,BasicXform,StatisticBasedCase,3,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64959696,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16092,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64960568,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85239552,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85239552,10
Time,Modification,BasicXform,StatisticBasedCase,4,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1131625,11
Memory,Modification,BasicXform,StatisticBasedCase,4,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64983208,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16272,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64984304,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85263088,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85263088,12
Time,Modification,BasicXform,StatisticBasedCase,5,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1649029,13
Memory,Modification,BasicXform,StatisticBasedCase,5,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,65045984,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16997,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,65046856,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85325840,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,85325840,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,176772,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,9358864,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,112233604,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,11965360,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,17633,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,9602272,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,31076664,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,20339568,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,1114071506,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,10016448,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,1083802896,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,167391765,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,152202,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,10016536,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,536409318,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,10141016,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,1084217488,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_OPTIMIZED-TEMPLATE,203521496,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,2,BATCH_OPTIMIZED-TEMPLATE,51377,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,2,BATCH_OPTIMIZED-TEMPLATE,10141144,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_OPTIMIZED-TEMPLATE,531871210,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_OPTIMIZED-TEMPLATE,10272928,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_OPTIMIZED-TEMPLATE,214399484,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_OPTIMIZED-TEMPLATE,1084374864,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,2,BATCH_OPTIMIZED-TEMPLATE,67483,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,2,BATCH_OPTIMIZED-TEMPLATE,10273016,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_OPTIMIZED-TEMPLATE,533424049,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_OPTIMIZED-TEMPLATE,10423336,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_OPTIMIZED-TEMPLATE,214547380,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_OPTIMIZED-TEMPLATE,1084539504,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,2,BATCH_OPTIMIZED-TEMPLATE,101727,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,2,BATCH_OPTIMIZED-TEMPLATE,10423448,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_OPTIMIZED-TEMPLATE,537284956,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_OPTIMIZED-TEMPLATE,10546768,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_OPTIMIZED-TEMPLATE,1084657192,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_OPTIMIZED-TEMPLATE,221728096,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,2,BATCH_OPTIMIZED-TEMPLATE,66662,13
