MetricName,PhaseName,Scenario,CaseName,Iteration,RunIndex,Size,Tool,MetricValue,Sequence
Time,Generation,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,183967642,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11620520,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,67486718,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11745080,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,63403064,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,47296920,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,29379197,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12901088,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38589232,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,43957952,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,224220,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12904144,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,23290661,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12934264,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34379776,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34379776,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,236877,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12937368,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,22888564,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12944160,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34413000,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,55887856,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,315835,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12947408,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,21716448,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12954992,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,55897896,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34423040,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,369565,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12958344,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,20364537,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13012256,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34434000,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34434000,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,189185,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13015504,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,18785873,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13020848,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34491136,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34491136,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,576255,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,9382176,1
Time,Generation,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,332199067,2
Memory,Generation,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,16456248,2
Time,Initialization,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,13516,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,9877888,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,31352080,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,20614984,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,2231552623,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,10701368,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,1084537520,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,327306046,4
Time,Modification,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,92026,5
Memory,Modification,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,10701456,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,2186055691,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,10940520,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,414705516,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,4,BATCH_OPTIMIZED-TEMPLATE,1439779848,6
Time,Modification,BasicXform,StatisticBasedCase,2,2,4,BATCH_OPTIMIZED-TEMPLATE,99104,7
Memory,Modification,BasicXform,StatisticBasedCase,2,2,4,BATCH_OPTIMIZED-TEMPLATE,10940608,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,4,BATCH_OPTIMIZED-TEMPLATE,1969937000,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,4,BATCH_OPTIMIZED-TEMPLATE,11194000,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,4,BATCH_OPTIMIZED-TEMPLATE,705807765,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,4,BATCH_OPTIMIZED-TEMPLATE,1441401448,8
Time,Modification,BasicXform,StatisticBasedCase,3,2,4,BATCH_OPTIMIZED-TEMPLATE,110003,9
Memory,Modification,BasicXform,StatisticBasedCase,3,2,4,BATCH_OPTIMIZED-TEMPLATE,11194088,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,4,BATCH_OPTIMIZED-TEMPLATE,1958509189,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,4,BATCH_OPTIMIZED-TEMPLATE,11425360,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,4,BATCH_OPTIMIZED-TEMPLATE,605159088,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,4,BATCH_OPTIMIZED-TEMPLATE,1442080832,10
Time,Modification,BasicXform,StatisticBasedCase,4,2,4,BATCH_OPTIMIZED-TEMPLATE,75769,11
Memory,Modification,BasicXform,StatisticBasedCase,4,2,4,BATCH_OPTIMIZED-TEMPLATE,11425472,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,4,BATCH_OPTIMIZED-TEMPLATE,1853656360,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,4,BATCH_OPTIMIZED-TEMPLATE,11716184,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,4,BATCH_OPTIMIZED-TEMPLATE,1443139712,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,4,BATCH_OPTIMIZED-TEMPLATE,707268384,12
Time,Modification,BasicXform,StatisticBasedCase,5,2,4,BATCH_OPTIMIZED-TEMPLATE,92014,13
Memory,Modification,BasicXform,StatisticBasedCase,5,2,4,BATCH_OPTIMIZED-TEMPLATE,11716272,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,4,BATCH_OPTIMIZED-TEMPLATE,1870103929,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,4,BATCH_OPTIMIZED-TEMPLATE,11951424,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,4,BATCH_OPTIMIZED-TEMPLATE,1443350568,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,4,BATCH_OPTIMIZED-TEMPLATE,716803018,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,303668,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9938544,1
Time,Generation,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16169161316,2
Memory,Generation,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,389045200,2
Time,Initialization,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1877379636,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,215089688,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,490158664,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,985048688,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,573887760,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,248134720,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,600199608,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,423570984,4
Time,Modification,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8996522,5
Memory,Modification,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250718152,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,73340,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250719032,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314784304,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314784304,6
Time,Modification,BasicXform,StatisticBasedCase,2,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1893824,7
Memory,Modification,BasicXform,StatisticBasedCase,2,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250739904,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,40525,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250740784,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,379230584,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314806056,8
Time,Modification,BasicXform,StatisticBasedCase,3,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1723522,9
Memory,Modification,BasicXform,StatisticBasedCase,3,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250762488,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,33571,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250763368,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,379253168,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314828640,10
Time,Modification,BasicXform,StatisticBasedCase,4,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1314040,11
Memory,Modification,BasicXform,StatisticBasedCase,4,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250785664,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14633,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250786568,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,282819304,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314851840,12
Time,Modification,BasicXform,StatisticBasedCase,5,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1136408,13
Memory,Modification,BasicXform,StatisticBasedCase,5,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250808640,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16291,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250809520,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314874792,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314874792,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,162195,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9938464,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15978845342,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,389043216,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2247790929,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,215079240,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,955524768,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,544663140,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,599276721,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,248124448,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,391125120,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,535433192,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11583821,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250707880,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,45298,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250708760,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314658152,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,379082680,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1733165,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250729760,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15189,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250730640,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314680032,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314680032,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1158773,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250752408,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15129,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250753288,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314702680,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,282728084,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1293345,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250775232,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17367,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250776136,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314725528,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,282750932,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1273561,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250798320,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17718,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,250799200,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,314748592,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,32,INCR_VIATRA_TRANSFORMATION-TEMPLATE,282773996,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,143516,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,9349872,1
Time,Generation,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,139772803,2
Memory,Generation,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,10610696,2
Time,Initialization,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,12927,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,9459088,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,30933480,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,20196384,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,117095663,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,9641008,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,267160648,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,149047520,4
Time,Modification,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,129571,5
Memory,Modification,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,9641136,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,119579145,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,9697320,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,310291472,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,1,1,BATCH_OPTIMIZED-TEMPLATE,159966692,6
Time,Modification,BasicXform,StatisticBasedCase,2,1,1,BATCH_OPTIMIZED-TEMPLATE,96668,7
Memory,Modification,BasicXform,StatisticBasedCase,2,1,1,BATCH_OPTIMIZED-TEMPLATE,9697408,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,1,BATCH_OPTIMIZED-TEMPLATE,116407022,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,1,BATCH_OPTIMIZED-TEMPLATE,9758424,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,1,BATCH_OPTIMIZED-TEMPLATE,160022964,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,1,1,BATCH_OPTIMIZED-TEMPLATE,310347744,8
Time,Modification,BasicXform,StatisticBasedCase,3,1,1,BATCH_OPTIMIZED-TEMPLATE,73854,9
Memory,Modification,BasicXform,StatisticBasedCase,3,1,1,BATCH_OPTIMIZED-TEMPLATE,9758512,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,1,BATCH_OPTIMIZED-TEMPLATE,118616817,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,1,BATCH_OPTIMIZED-TEMPLATE,9815496,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,1,BATCH_OPTIMIZED-TEMPLATE,310410336,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,1,1,BATCH_OPTIMIZED-TEMPLATE,160084812,10
Time,Modification,BasicXform,StatisticBasedCase,4,1,1,BATCH_OPTIMIZED-TEMPLATE,49628,11
Memory,Modification,BasicXform,StatisticBasedCase,4,1,1,BATCH_OPTIMIZED-TEMPLATE,9815608,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,1,BATCH_OPTIMIZED-TEMPLATE,94736604,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,1,BATCH_OPTIMIZED-TEMPLATE,9886776,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,1,BATCH_OPTIMIZED-TEMPLATE,288992464,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,1,1,BATCH_OPTIMIZED-TEMPLATE,160141864,12
Time,Modification,BasicXform,StatisticBasedCase,5,1,1,BATCH_OPTIMIZED-TEMPLATE,70661,13
Memory,Modification,BasicXform,StatisticBasedCase,5,1,1,BATCH_OPTIMIZED-TEMPLATE,9886856,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,1,BATCH_OPTIMIZED-TEMPLATE,96165400,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,1,BATCH_OPTIMIZED-TEMPLATE,9949328,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,1,BATCH_OPTIMIZED-TEMPLATE,160212816,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,1,1,BATCH_OPTIMIZED-TEMPLATE,289063144,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,180210,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9484920,1
Time,Generation,BasicXform,StatisticBasedCase,1,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,74363042,2
Memory,Generation,BasicXform,StatisticBasedCase,1,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11749064,2
Time,Initialization,BasicXform,StatisticBasedCase,1,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36448430,3
