Size,MetricValue,RunIndex,Scenario,MetricName,Tool,Sequence,CaseName,PhaseName,Iteration
2,37970808,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
2,37970808,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
4,320241,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
4,11209808,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
4,229943181,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2,StatisticBasedCase,Generation,1
4,23651664,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2,StatisticBasedCase,Generation,1
4,48334708,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3,StatisticBasedCase,Initialization,1
4,15459072,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3,StatisticBasedCase,Initialization,1
4,43911248,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3,StatisticBasedCase,Initialization,1
4,54648672,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3,StatisticBasedCase,Initialization,1
4,4692588474,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
4,16050464,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
4,593022605,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
4,1089856432,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
4,165643,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5,StatisticBasedCase,Modification,1
4,16051592,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5,StatisticBasedCase,Modification,1
4,5018260563,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
4,16055808,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
4,1090547424,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
4,505268929,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
4,145962,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7,StatisticBasedCase,Modification,2
4,16056720,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7,StatisticBasedCase,Modification,2
4,4663273144,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
4,16060280,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
4,824548147,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
4,1445534440,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
4,142311,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,9,StatisticBasedCase,Modification,3
4,16061192,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,9,StatisticBasedCase,Modification,3
4,4652935434,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
4,16064408,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
4,837472755,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
4,1446960240,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
4,119346,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,11,StatisticBasedCase,Modification,4
4,16065344,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,11,StatisticBasedCase,Modification,4
4,5373622480,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
4,16068600,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
4,570671100,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
4,1447513280,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
4,117401,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,13,StatisticBasedCase,Modification,5
4,16069536,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,13,StatisticBasedCase,Modification,5
4,4740588349,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
4,16076720,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
4,601438052,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
4,1447531816,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
16,309948,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
16,11340152,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
16,3164037013,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2,StatisticBasedCase,Generation,1
16,193822832,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2,StatisticBasedCase,Generation,1
16,113199046,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3,StatisticBasedCase,Initialization,1
16,21692688,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3,StatisticBasedCase,Initialization,1
16,77576864,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3,StatisticBasedCase,Initialization,1
16,66839440,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3,StatisticBasedCase,Initialization,1
16,35087082353,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
16,25961360,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
16,3252465288,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
16,1340249898,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
16,313331,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,5,StatisticBasedCase,Modification,1
16,25961776,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,5,StatisticBasedCase,Modification,1
16,36506127007,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
16,25965272,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
16,3122528576,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
16,1026754608,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
16,180581,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,7,StatisticBasedCase,Modification,2
16,25965456,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,7,StatisticBasedCase,Modification,2
16,35305004015,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
16,25968952,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
16,3101538344,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
16,1206396348,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
16,139955,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,9,StatisticBasedCase,Modification,3
16,25969144,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,9,StatisticBasedCase,Modification,3
16,36511418780,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
16,25972744,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
16,2903052808,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
16,1150355887,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
16,131247,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,11,StatisticBasedCase,Modification,4
16,25972960,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,11,StatisticBasedCase,Modification,4
16,35266755375,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
16,25977472,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
16,1172661431,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
16,3082954464,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
16,149418,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,13,StatisticBasedCase,Modification,5
16,25977688,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,13,StatisticBasedCase,Modification,5
16,35163564064,3,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
16,25980840,3,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
16,3064890744,3,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
16,1007301053,3,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
8,284507,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
8,11205640,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
8,799092818,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,1
8,57143136,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,1
8,84375239,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
8,33257736,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
8,98188416,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
8,65976140,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
8,89815257,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
8,40955248,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
8,76208044,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
8,97682920,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
8,484714,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,Modification,1
8,40983160,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,Modification,1
8,85408475,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
8,41000944,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
8,83933612,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
8,105408464,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
8,448239,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,StatisticBasedCase,Modification,2
8,41037128,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,StatisticBasedCase,Modification,2
8,75015678,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
8,41069456,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
8,126937280,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
8,83987576,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
8,292271,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,StatisticBasedCase,Modification,3
8,41097608,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,StatisticBasedCase,Modification,3
8,77665669,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
8,41113904,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
8,105522928,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
8,84048068,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
8,287468,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,StatisticBasedCase,Modification,4
8,41141248,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,StatisticBasedCase,Modification,4
8,68957703,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
8,41156192,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
8,84091804,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
8,105566736,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
8,333884,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,StatisticBasedCase,Modification,5
8,41184664,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,StatisticBasedCase,Modification,5
8,64039951,1,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
8,41199616,1,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
8,105610024,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
8,84135144,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
2,256236,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
2,11434656,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
2,118204848,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,2,StatisticBasedCase,Generation,1
2,15441280,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,2,StatisticBasedCase,Generation,1
2,82063925,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3,StatisticBasedCase,Initialization,1
2,17008120,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3,StatisticBasedCase,Initialization,1
2,86838064,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3,StatisticBasedCase,Initialization,1
2,59994496,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3,StatisticBasedCase,Initialization,1
2,116859849,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
2,25554496,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
2,70695816,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
2,54589684,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
2,2350465,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,5,StatisticBasedCase,Modification,1
2,25696392,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,5,StatisticBasedCase,Modification,1
2,4097,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
2,25697264,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
2,47171992,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
2,36434712,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
2,1867114,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,7,StatisticBasedCase,Modification,2
2,25832648,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,7,StatisticBasedCase,Modification,2
2,4152,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
2,25833488,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
2,47308248,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
2,36570968,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
2,2219994,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,9,StatisticBasedCase,Modification,3
2,26065768,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,9,StatisticBasedCase,Modification,3
2,3992,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
2,26066608,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
2,47541368,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
2,36804088,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
2,1679415,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,11,StatisticBasedCase,Modification,4
2,26180952,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,11,StatisticBasedCase,Modification,4
2,4551,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
2,26181816,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
2,36919296,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
2,47656576,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
2,1548604,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,13,StatisticBasedCase,Modification,5
2,26292416,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,13,StatisticBasedCase,Modification,5
2,4641,4,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
2,26293256,4,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
2,37030736,4,BasicXform,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
2,47768016,4,BasicXform,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
4,264629,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
4,11204784,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
4,429223155,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2,StatisticBasedCase,Generation,1
4,23627584,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2,StatisticBasedCase,Generation,1
4,49048951,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3,StatisticBasedCase,Initialization,1
4,14276288,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3,StatisticBasedCase,Initialization,1
