RunIndex,MetricName,Iteration,Scenario,PhaseName,MetricValue,Size,Tool,CaseName,Sequence
1,Memory,5,BasicXform,Modification,28582088,16,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,13
1,Time,5,BasicXform,M2MTransformation2,268475305,16,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,Memory,5,BasicXform,M2MTransformation2,28589552,16,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,AverageMemory,5,BasicXform,M2MTransformation2,195237344,16,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,PeakMemory,5,BasicXform,M2MTransformation2,320228264,16,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
2,Time,1,BasicXform,EMFResourceInitialization,633732,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1
2,Memory,1,BasicXform,EMFResourceInitialization,11232472,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1
2,Time,1,BasicXform,Generation,3195627778,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,2
2,Memory,1,BasicXform,Generation,189770192,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,2
2,Time,1,BasicXform,Initialization,28622,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,3
2,Memory,1,BasicXform,Initialization,13931976,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,3
2,PeakMemory,1,BasicXform,Initialization,77557096,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,3
2,AverageMemory,1,BasicXform,Initialization,56082240,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,3
2,Time,1,BasicXform,M2MTransformation1,37387893625,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4
2,Memory,1,BasicXform,M2MTransformation1,17832016,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4
2,AverageMemory,1,BasicXform,M2MTransformation1,1149234884,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4
2,PeakMemory,1,BasicXform,M2MTransformation1,3506046848,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4
2,Time,1,BasicXform,Modification,346973,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,5
2,Memory,1,BasicXform,Modification,17832168,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,5
2,Time,1,BasicXform,M2MTransformation2,36027072239,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
2,Memory,1,BasicXform,M2MTransformation2,18876520,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
2,PeakMemory,1,BasicXform,M2MTransformation2,3266061424,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
2,AverageMemory,1,BasicXform,M2MTransformation2,1110617808,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
2,Time,2,BasicXform,Modification,204150,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,7
2,Memory,2,BasicXform,Modification,18876640,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,7
2,Time,2,BasicXform,M2MTransformation2,36401130033,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
2,Memory,2,BasicXform,M2MTransformation2,19825304,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
2,AverageMemory,2,BasicXform,M2MTransformation2,1241373995,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
2,PeakMemory,2,BasicXform,M2MTransformation2,3259022112,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
2,Time,3,BasicXform,Modification,155968,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,9
2,Memory,3,BasicXform,Modification,19824472,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,9
2,Time,3,BasicXform,M2MTransformation2,35811425756,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
2,Memory,3,BasicXform,M2MTransformation2,20970544,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
2,PeakMemory,3,BasicXform,M2MTransformation2,3256095176,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
2,AverageMemory,3,BasicXform,M2MTransformation2,1038431502,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
2,Time,4,BasicXform,Modification,122729,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,11
2,Memory,4,BasicXform,Modification,20970688,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,11
2,Time,4,BasicXform,M2MTransformation2,36089386411,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
2,Memory,4,BasicXform,M2MTransformation2,21921800,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
2,AverageMemory,4,BasicXform,M2MTransformation2,1077653273,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
2,PeakMemory,4,BasicXform,M2MTransformation2,3247853336,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
2,Time,5,BasicXform,Modification,111331,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,13
2,Memory,5,BasicXform,Modification,21921944,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,13
2,Time,5,BasicXform,M2MTransformation2,37568604826,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
2,Memory,5,BasicXform,M2MTransformation2,22874408,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
2,AverageMemory,5,BasicXform,M2MTransformation2,1245356890,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
2,PeakMemory,5,BasicXform,M2MTransformation2,3241071320,16,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
2,Time,1,BasicXform,EMFResourceInitialization,789125,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1
2,Memory,1,BasicXform,EMFResourceInitialization,11221264,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1
2,Time,1,BasicXform,Generation,55439130,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,2
2,Memory,1,BasicXform,Generation,13099584,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,2
2,Time,1,BasicXform,Initialization,53409031,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
2,Memory,1,BasicXform,Initialization,13646216,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
2,PeakMemory,1,BasicXform,Initialization,97232488,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
2,AverageMemory,1,BasicXform,Initialization,65020180,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
2,Time,1,BasicXform,M2MTransformation1,23803507,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
2,Memory,1,BasicXform,M2MTransformation1,13982776,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
2,PeakMemory,1,BasicXform,M2MTransformation1,35121648,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
2,AverageMemory,1,BasicXform,M2MTransformation1,35121648,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
2,Time,1,BasicXform,Modification,145564,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,5
2,Memory,1,BasicXform,Modification,13982976,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,5
2,Time,1,BasicXform,M2MTransformation2,24781943,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
2,Memory,1,BasicXform,M2MTransformation2,13991216,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
2,AverageMemory,1,BasicXform,M2MTransformation2,35458576,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
2,PeakMemory,1,BasicXform,M2MTransformation2,35458576,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
2,Time,2,BasicXform,Modification,215789,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,7
2,Memory,2,BasicXform,Modification,13991376,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,7
2,Time,2,BasicXform,M2MTransformation2,24608929,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
2,Memory,2,BasicXform,M2MTransformation2,13999408,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
2,AverageMemory,2,BasicXform,M2MTransformation2,35466976,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
2,PeakMemory,2,BasicXform,M2MTransformation2,35466976,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
2,Time,3,BasicXform,Modification,163808,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,9
2,Memory,3,BasicXform,Modification,13999632,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,9
2,Time,3,BasicXform,M2MTransformation2,24674998,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
2,Memory,3,BasicXform,M2MTransformation2,14008128,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
2,PeakMemory,3,BasicXform,M2MTransformation2,35475232,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
2,AverageMemory,3,BasicXform,M2MTransformation2,35475232,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
2,Time,4,BasicXform,Modification,89560,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,11
2,Memory,4,BasicXform,Modification,14008312,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,11
2,Time,4,BasicXform,M2MTransformation2,25844246,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
2,Memory,4,BasicXform,M2MTransformation2,14016200,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
2,PeakMemory,4,BasicXform,M2MTransformation2,35483936,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
2,AverageMemory,4,BasicXform,M2MTransformation2,35483936,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
2,Time,5,BasicXform,Modification,126806,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,13
2,Memory,5,BasicXform,Modification,14016360,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,13
2,Time,5,BasicXform,M2MTransformation2,25988532,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
2,Memory,5,BasicXform,M2MTransformation2,14023896,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
2,AverageMemory,5,BasicXform,M2MTransformation2,35491960,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
2,PeakMemory,5,BasicXform,M2MTransformation2,35491960,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,Time,1,BasicXform,EMFResourceInitialization,172965,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,1
1,Memory,1,BasicXform,EMFResourceInitialization,11449600,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,1
1,Time,1,BasicXform,Generation,3019563295,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,2
1,Memory,1,BasicXform,Generation,163466024,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,2
1,Time,1,BasicXform,Initialization,408271937,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
1,Memory,1,BasicXform,Initialization,90424464,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
1,AverageMemory,1,BasicXform,Initialization,174735456,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
1,PeakMemory,1,BasicXform,Initialization,292820896,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
1,Time,1,BasicXform,M2MTransformation1,346067503,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
1,Memory,1,BasicXform,M2MTransformation1,112060696,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
1,PeakMemory,1,BasicXform,M2MTransformation1,260504280,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
1,AverageMemory,1,BasicXform,M2MTransformation1,196724580,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
1,Time,1,BasicXform,Modification,4535091,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,5
1,Memory,1,BasicXform,Modification,113937736,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,5
1,Time,1,BasicXform,M2MTransformation2,28268,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
1,Memory,1,BasicXform,M2MTransformation2,113939384,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
1,PeakMemory,1,BasicXform,M2MTransformation2,156458320,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
1,AverageMemory,1,BasicXform,M2MTransformation2,135198552,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
1,Time,2,BasicXform,Modification,1523687,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,7
1,Memory,2,BasicXform,Modification,113975224,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,7
1,Time,2,BasicXform,M2MTransformation2,15668,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
1,Memory,2,BasicXform,M2MTransformation2,113976072,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
1,PeakMemory,2,BasicXform,M2MTransformation2,156495808,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
1,AverageMemory,2,BasicXform,M2MTransformation2,135236040,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
1,Time,3,BasicXform,Modification,1212221,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,9
1,Memory,3,BasicXform,Modification,114021688,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,9
1,Time,3,BasicXform,M2MTransformation2,16569,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
1,Memory,3,BasicXform,M2MTransformation2,114022536,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
1,PeakMemory,3,BasicXform,M2MTransformation2,156542272,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
1,AverageMemory,3,BasicXform,M2MTransformation2,135282504,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
1,Time,4,BasicXform,Modification,1267607,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,11
1,Memory,4,BasicXform,Modification,114060288,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,11
1,Time,4,BasicXform,M2MTransformation2,16411,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
1,Memory,4,BasicXform,M2MTransformation2,114061160,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
1,AverageMemory,4,BasicXform,M2MTransformation2,135321128,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
1,PeakMemory,4,BasicXform,M2MTransformation2,156580896,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
1,Time,5,BasicXform,Modification,1437158,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,13
1,Memory,5,BasicXform,Modification,114164152,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,13
1,Time,5,BasicXform,M2MTransformation2,15858,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
1,Memory,5,BasicXform,M2MTransformation2,114165000,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
1,PeakMemory,5,BasicXform,M2MTransformation2,156684736,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
1,AverageMemory,5,BasicXform,M2MTransformation2,156684736,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
2,Time,1,BasicXform,EMFResourceInitialization,541779,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,1
2,Memory,1,BasicXform,EMFResourceInitialization,11356632,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,1
2,Time,1,BasicXform,Generation,824370186,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,2
2,Memory,1,BasicXform,Generation,56611744,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,2
2,Time,1,BasicXform,Initialization,155194350,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
2,Memory,1,BasicXform,Initialization,38850816,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
2,PeakMemory,1,BasicXform,Initialization,141290640,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
2,AverageMemory,1,BasicXform,Initialization,87603528,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
2,Time,1,BasicXform,M2MTransformation1,198054899,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
2,Memory,1,BasicXform,M2MTransformation1,48951384,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
2,PeakMemory,1,BasicXform,M2MTransformation1,124750832,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
2,AverageMemory,1,BasicXform,M2MTransformation1,92538540,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
2,Time,1,BasicXform,Modification,3164094,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,5
2,Memory,1,BasicXform,Modification,49850456,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,5
2,Time,1,BasicXform,M2MTransformation2,17888,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
2,Memory,1,BasicXform,M2MTransformation2,49851296,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
2,PeakMemory,1,BasicXform,M2MTransformation2,71326056,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
2,AverageMemory,1,BasicXform,M2MTransformation2,60588776,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
