RunIndex,MetricName,Iteration,Scenario,PhaseName,MetricValue,Size,Tool,CaseName,Sequence
1,PeakMemory,1,BasicXform,M2MTransformation1,1085584224,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4
1,AverageMemory,1,BasicXform,M2MTransformation1,204854716,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4
1,Time,1,BasicXform,Modification,108089,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,5
1,Memory,1,BasicXform,Modification,11732232,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,5
1,Time,1,BasicXform,M2MTransformation2,522188882,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
1,Memory,1,BasicXform,M2MTransformation2,11856696,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
1,PeakMemory,1,BasicXform,M2MTransformation2,1085998688,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
1,AverageMemory,1,BasicXform,M2MTransformation2,216006744,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,6
1,Time,2,BasicXform,Modification,65966,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,7
1,Memory,2,BasicXform,Modification,11856816,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,7
1,Time,2,BasicXform,M2MTransformation2,526285308,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
1,Memory,2,BasicXform,M2MTransformation2,11988560,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
1,PeakMemory,2,BasicXform,M2MTransformation2,1086090504,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
1,AverageMemory,2,BasicXform,M2MTransformation2,216115632,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,8
1,Time,3,BasicXform,Modification,67340,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,9
1,Memory,3,BasicXform,Modification,11988680,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,9
1,Time,3,BasicXform,M2MTransformation2,528459229,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
1,Memory,3,BasicXform,M2MTransformation2,12138736,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
1,AverageMemory,3,BasicXform,M2MTransformation2,216263012,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
1,PeakMemory,3,BasicXform,M2MTransformation2,1086255136,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,10
1,Time,4,BasicXform,Modification,89489,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,11
1,Memory,4,BasicXform,Modification,12138880,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,11
1,Time,4,BasicXform,M2MTransformation2,531600000,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
1,Memory,4,BasicXform,M2MTransformation2,12261632,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
1,PeakMemory,4,BasicXform,M2MTransformation2,1086339824,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
1,AverageMemory,4,BasicXform,M2MTransformation2,223427004,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,12
1,Time,5,BasicXform,Modification,54670,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,13
1,Memory,5,BasicXform,Modification,12261752,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,13
1,Time,5,BasicXform,M2MTransformation2,551765009,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
1,Memory,5,BasicXform,M2MTransformation2,12385720,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
1,AverageMemory,5,BasicXform,M2MTransformation2,55415756,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
1,PeakMemory,5,BasicXform,M2MTransformation2,1443011280,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,14
1,Time,1,BasicXform,EMFResourceInitialization,170096,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1
1,Memory,1,BasicXform,EMFResourceInitialization,11565808,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,1
1,Time,1,BasicXform,Generation,14963124779,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,2
1,Memory,1,BasicXform,Generation,792549280,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,2
1,Time,1,BasicXform,Initialization,492224852,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
1,Memory,1,BasicXform,Initialization,50281664,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
1,PeakMemory,1,BasicXform,Initialization,229997616,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
1,AverageMemory,1,BasicXform,Initialization,156308652,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,3
1,Time,1,BasicXform,M2MTransformation1,734462067,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
1,Memory,1,BasicXform,M2MTransformation1,65213264,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
1,PeakMemory,1,BasicXform,M2MTransformation1,714693184,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
1,AverageMemory,1,BasicXform,M2MTransformation1,397991088,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,4
1,Time,1,BasicXform,Modification,466340,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,5
1,Memory,1,BasicXform,Modification,65212728,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,5
1,Time,1,BasicXform,M2MTransformation2,622552998,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
1,Memory,1,BasicXform,M2MTransformation2,65219304,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
1,PeakMemory,1,BasicXform,M2MTransformation2,697412040,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
1,AverageMemory,1,BasicXform,M2MTransformation2,412922192,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,6
1,Time,2,BasicXform,Modification,292584,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,7
1,Memory,2,BasicXform,Modification,65219464,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,7
1,Time,2,BasicXform,M2MTransformation2,583154566,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
1,Memory,2,BasicXform,M2MTransformation2,65226736,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
1,PeakMemory,2,BasicXform,M2MTransformation2,697419840,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
1,AverageMemory,2,BasicXform,M2MTransformation2,412930004,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,8
1,Time,3,BasicXform,Modification,252929,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,9
1,Memory,3,BasicXform,Modification,65226896,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,9
1,Time,3,BasicXform,M2MTransformation2,553731524,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
1,Memory,3,BasicXform,M2MTransformation2,65234472,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
1,PeakMemory,3,BasicXform,M2MTransformation2,697427248,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
1,AverageMemory,3,BasicXform,M2MTransformation2,412937424,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,10
1,Time,4,BasicXform,Modification,253185,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,11
1,Memory,4,BasicXform,Modification,65234656,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,11
1,Time,4,BasicXform,M2MTransformation2,566688790,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
1,Memory,4,BasicXform,M2MTransformation2,65241928,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
1,AverageMemory,4,BasicXform,M2MTransformation2,412945348,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
1,PeakMemory,4,BasicXform,M2MTransformation2,697435312,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,12
1,Time,5,BasicXform,Modification,437303,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,13
1,Memory,5,BasicXform,Modification,65242112,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,13
1,Time,5,BasicXform,M2MTransformation2,588136397,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,Memory,5,BasicXform,M2MTransformation2,65249056,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,AverageMemory,5,BasicXform,M2MTransformation2,412952836,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
1,PeakMemory,5,BasicXform,M2MTransformation2,697442856,32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,StatisticBasedCase,14
3,Time,1,BasicXform,EMFResourceInitialization,147150,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,1
3,Memory,1,BasicXform,EMFResourceInitialization,11452456,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,1
3,Time,1,BasicXform,Generation,3005877998,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,2
3,Memory,1,BasicXform,Generation,163468888,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,2
3,Time,1,BasicXform,Initialization,476607021,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
3,Memory,1,BasicXform,Initialization,90428376,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
3,AverageMemory,1,BasicXform,Initialization,173690968,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
3,PeakMemory,1,BasicXform,Initialization,312203632,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,3
3,Time,1,BasicXform,M2MTransformation1,286035260,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
3,Memory,1,BasicXform,M2MTransformation1,112068992,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
3,PeakMemory,1,BasicXform,M2MTransformation1,260509704,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
3,AverageMemory,1,BasicXform,M2MTransformation1,196729408,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4
3,Time,1,BasicXform,Modification,4751833,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,5
3,Memory,1,BasicXform,Modification,113946032,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,5
3,Time,1,BasicXform,M2MTransformation2,29710,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
3,Memory,1,BasicXform,M2MTransformation2,113946880,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
3,PeakMemory,1,BasicXform,M2MTransformation2,199416632,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
3,AverageMemory,1,BasicXform,M2MTransformation2,156466936,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,6
3,Time,2,BasicXform,Modification,1869650,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,7
3,Memory,2,BasicXform,Modification,113983520,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,7
3,Time,2,BasicXform,M2MTransformation2,15616,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
3,Memory,2,BasicXform,M2MTransformation2,113984368,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
3,PeakMemory,2,BasicXform,M2MTransformation2,156504424,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
3,AverageMemory,2,BasicXform,M2MTransformation2,135244496,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8
3,Time,3,BasicXform,Modification,1391427,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,9
3,Memory,3,BasicXform,Modification,114029984,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,9
3,Time,3,BasicXform,M2MTransformation2,16002,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
3,Memory,3,BasicXform,M2MTransformation2,114030832,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
3,PeakMemory,3,BasicXform,M2MTransformation2,156550888,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
3,AverageMemory,3,BasicXform,M2MTransformation2,135290960,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,10
3,Time,4,BasicXform,Modification,1294753,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,11
3,Memory,4,BasicXform,Modification,114068584,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,11
3,Time,4,BasicXform,M2MTransformation2,14474,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
3,Memory,4,BasicXform,M2MTransformation2,157019480,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
3,AverageMemory,4,BasicXform,M2MTransformation2,135329584,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
3,PeakMemory,4,BasicXform,M2MTransformation2,156589512,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,12
3,Time,5,BasicXform,Modification,1471658,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,13
3,Memory,5,BasicXform,Modification,114172448,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,13
3,Time,5,BasicXform,M2MTransformation2,16883,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
3,Memory,5,BasicXform,M2MTransformation2,114173296,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
3,PeakMemory,5,BasicXform,M2MTransformation2,156693352,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
3,AverageMemory,5,BasicXform,M2MTransformation2,135433424,16,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,14
1,Time,1,BasicXform,EMFResourceInitialization,259959,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,1
1,Memory,1,BasicXform,EMFResourceInitialization,11179192,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,1
1,Time,1,BasicXform,Generation,50952687,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2
1,Memory,1,BasicXform,Generation,13092464,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2
1,Time,1,BasicXform,Initialization,24989449,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
1,Memory,1,BasicXform,Initialization,12982152,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
1,PeakMemory,1,BasicXform,Initialization,54239232,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
1,AverageMemory,1,BasicXform,Initialization,54239232,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
1,Time,1,BasicXform,M2MTransformation1,10812040,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
1,Memory,1,BasicXform,M2MTransformation1,13801032,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
1,AverageMemory,1,BasicXform,M2MTransformation1,34457584,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
1,PeakMemory,1,BasicXform,M2MTransformation1,34457584,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
1,Time,1,BasicXform,Modification,296322,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,5
1,Memory,1,BasicXform,Modification,13811576,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,5
1,Time,1,BasicXform,M2MTransformation2,11383042,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
1,Memory,1,BasicXform,M2MTransformation2,13825144,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
1,PeakMemory,1,BasicXform,M2MTransformation2,35287176,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
1,AverageMemory,1,BasicXform,M2MTransformation2,35287176,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
1,Time,2,BasicXform,Modification,204106,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,7
1,Memory,2,BasicXform,Modification,13835744,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,7
1,Time,2,BasicXform,M2MTransformation2,11661111,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
1,Memory,2,BasicXform,M2MTransformation2,13848608,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
1,PeakMemory,2,BasicXform,M2MTransformation2,35311344,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
1,AverageMemory,2,BasicXform,M2MTransformation2,35311344,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
1,Time,3,BasicXform,Modification,182764,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,9
1,Memory,3,BasicXform,Modification,13859496,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,9
1,Time,3,BasicXform,M2MTransformation2,10953507,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
1,Memory,3,BasicXform,M2MTransformation2,13872408,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
1,PeakMemory,3,BasicXform,M2MTransformation2,35335096,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
1,AverageMemory,3,BasicXform,M2MTransformation2,35335096,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
1,Time,4,BasicXform,Modification,247069,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,11
1,Memory,4,BasicXform,Modification,13883352,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,11
1,Time,4,BasicXform,M2MTransformation2,11032436,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
1,Memory,4,BasicXform,M2MTransformation2,13896480,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
1,PeakMemory,4,BasicXform,M2MTransformation2,35358976,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
1,AverageMemory,4,BasicXform,M2MTransformation2,35358976,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
1,Time,5,BasicXform,Modification,331488,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,13
1,Memory,5,BasicXform,Modification,13907560,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,13
1,Time,5,BasicXform,M2MTransformation2,11052931,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,14
1,Memory,5,BasicXform,M2MTransformation2,13920568,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,14
1,AverageMemory,5,BasicXform,M2MTransformation2,35383160,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,14
1,PeakMemory,5,BasicXform,M2MTransformation2,35383160,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,14
3,Time,1,BasicXform,EMFResourceInitialization,184980,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,1
3,Memory,1,BasicXform,EMFResourceInitialization,11257640,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,1
3,Time,1,BasicXform,Generation,811707080,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2
3,Memory,1,BasicXform,Generation,56536632,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2
3,Time,1,BasicXform,Initialization,106934393,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
3,Memory,1,BasicXform,Initialization,32446056,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
3,PeakMemory,1,BasicXform,Initialization,76767368,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
3,AverageMemory,1,BasicXform,Initialization,55292508,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,3
3,Time,1,BasicXform,M2MTransformation1,78772467,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
3,Memory,1,BasicXform,M2MTransformation1,40146360,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
3,PeakMemory,1,BasicXform,M2MTransformation1,139820912,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
3,AverageMemory,1,BasicXform,M2MTransformation1,86133776,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,4
3,Time,1,BasicXform,Modification,632976,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,5
3,Memory,1,BasicXform,Modification,40195736,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,5
3,Time,1,BasicXform,M2MTransformation2,88890107,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
3,Memory,1,BasicXform,M2MTransformation2,40211128,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
3,PeakMemory,1,BasicXform,M2MTransformation2,104621080,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
3,AverageMemory,1,BasicXform,M2MTransformation2,83146208,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,6
3,Time,2,BasicXform,Modification,538037,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,7
3,Memory,2,BasicXform,Modification,40268768,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,7
3,Time,2,BasicXform,M2MTransformation2,83314364,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
3,Memory,2,BasicXform,M2MTransformation2,40304336,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
3,AverageMemory,2,BasicXform,M2MTransformation2,83219192,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
3,PeakMemory,2,BasicXform,M2MTransformation2,126168872,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,8
3,Time,3,BasicXform,Modification,497974,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,9
3,Memory,3,BasicXform,Modification,40353944,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,9
3,Time,3,BasicXform,M2MTransformation2,76357979,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
3,Memory,3,BasicXform,M2MTransformation2,40368936,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
3,PeakMemory,3,BasicXform,M2MTransformation2,104779440,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
3,AverageMemory,3,BasicXform,M2MTransformation2,83304492,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,10
3,Time,4,BasicXform,Modification,454188,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,11
3,Memory,4,BasicXform,Modification,40418728,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,11
3,Time,4,BasicXform,M2MTransformation2,74535105,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
3,Memory,4,BasicXform,M2MTransformation2,40433928,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
3,AverageMemory,4,BasicXform,M2MTransformation2,83369208,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
3,PeakMemory,4,BasicXform,M2MTransformation2,126318920,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,12
3,Time,5,BasicXform,Modification,1775640,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,13
3,Memory,5,BasicXform,Modification,41008144,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,13
3,Time,5,BasicXform,M2MTransformation2,69928309,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,14
