Iteration,MetricName,Scenario,Tool,PhaseName,MetricValue,RunIndex,Size,Sequence,CaseName
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,72360536,1,8,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,334855,3,64,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,10265624,3,64,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,70616077477,3,64,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,1721739896,3,64,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,1807107548,3,64,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,203909632,3,64,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,512502224,3,64,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,291897768,3,64,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,2399298906,3,64,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,329901728,3,64,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,696999923,3,64,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,1147109456,3,64,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,2000756,3,64,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329902352,3,64,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1182400545,3,64,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329914584,3,64,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1108473968,3,64,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,810021834,3,64,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,613668,3,64,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329914032,3,64,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1114903115,3,64,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329915512,3,64,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1108486016,3,64,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,823009917,3,64,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,623439,3,64,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329916008,3,64,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1092102188,3,64,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329933384,3,64,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,835987869,3,64,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1108487672,3,64,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,637962,3,64,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329933808,3,64,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1052125473,3,64,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329936888,3,64,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1108505368,3,64,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,848981768,3,64,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,334139,3,64,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329937312,3,64,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1061831580,3,64,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329935768,3,64,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1108640168,3,64,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,836096616,3,64,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,481502,2,2,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,9565432,2,2,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,124618589,2,2,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,12018912,2,2,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,6015749,2,2,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,10320216,2,2,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,31283672,2,2,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,31283672,2,2,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,55104130,2,2,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,11843176,2,2,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,53270492,2,2,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,74745336,2,2,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,215045,2,2,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11843528,2,2,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,46939093,2,2,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,11851648,2,2,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,33319160,2,2,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,33319160,2,2,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,295478,2,2,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11852128,2,2,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,42704581,2,2,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,11858952,2,2,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,33327760,2,2,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,33327760,2,2,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,163124,2,2,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11859472,2,2,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,40458532,2,2,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,11873240,2,2,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,54809928,2,2,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,44072516,2,2,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,136446,2,2,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11873720,2,2,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,39333073,2,2,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,11879288,2,2,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,54824240,2,2,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,44086808,2,2,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,161982,2,2,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11879688,2,2,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,38881753,2,2,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,11887400,2,2,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,44092732,2,2,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,76305000,2,2,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,197917,1,8,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,9628304,1,8,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,635236171,1,8,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,20206520,1,8,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,29299877,1,8,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,13011488,1,8,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,32179536,1,8,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,32179536,1,8,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,203020861,1,8,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,18224568,1,8,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,131123800,1,8,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,77436664,1,8,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,516977,1,8,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18225160,1,8,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,165501201,1,8,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18230896,1,8,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104125392,1,8,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71913116,1,8,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,365423,1,8,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18231360,1,8,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,149864688,1,8,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18253840,1,8,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,125606600,1,8,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71919392,1,8,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,256522,1,8,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18254208,1,8,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,149600409,1,8,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18268536,1,8,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104154672,1,8,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71942280,1,8,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,225925,1,8,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18268928,1,8,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,122499003,1,8,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18278416,1,8,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104169160,1,8,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71956896,1,8,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,212820,1,8,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18278840,1,8,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,119069032,1,8,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18283352,1,8,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104179088,1,8,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71966804,1,8,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,645429,2,8,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,9629064,2,8,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,628198465,2,8,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,20205832,2,8,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,27961335,2,8,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,13012704,2,8,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,32180752,2,8,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,32180752,2,8,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,226771596,2,8,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,18225824,2,8,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,120387808,2,8,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,77437996,2,8,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,375252,2,8,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18226416,2,8,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,192900699,2,8,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18235928,2,8,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104126616,2,8,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71914356,2,8,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,298188,2,8,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18236200,2,8,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,176529008,2,8,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18240352,2,8,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104136416,2,8,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71924148,2,8,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,288014,2,8,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18240752,2,8,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,157111184,2,8,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18251584,2,8,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104141032,2,8,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71928732,2,8,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,201562,2,8,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18251976,2,8,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,138962521,2,8,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18277112,2,8,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71939964,2,8,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104152248,2,8,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,199007,2,8,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,18277536,2,8,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,129797119,2,8,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,18283448,2,8,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,104177824,2,8,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,71965520,2,8,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,269961,3,8,1,StatisticBasedCase
