MetricValue,MetricName,CaseName,Size,PhaseName,RunIndex,Iteration,Tool,Sequence,Scenario
103112,Time,LowSynchCase,64,Modification,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform
550053912,Memory,LowSynchCase,64,Modification,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform
1659750477,Time,LowSynchCase,64,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
550076488,Memory,LowSynchCase,64,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
1272772514,AverageMemory,LowSynchCase,64,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
1981854320,PeakMemory,LowSynchCase,64,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
112944,Time,LowSynchCase,64,Modification,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform
550083104,Memory,LowSynchCase,64,Modification,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform
1654309482,Time,LowSynchCase,64,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
550105080,Memory,LowSynchCase,64,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
1977034936,PeakMemory,LowSynchCase,64,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
1270364981,AverageMemory,LowSynchCase,64,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
374980,Time,LowSynchCase,64,EMFResourceInitialization,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform
13401024,Memory,LowSynchCase,64,EMFResourceInitialization,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform
3401193765,Time,LowSynchCase,64,Generation,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform
312436840,Memory,LowSynchCase,64,Generation,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform
831733318,Time,LowSynchCase,64,Initialization,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform
321083944,Memory,LowSynchCase,64,Initialization,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform
350296376,AverageMemory,LowSynchCase,64,Initialization,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform
617053464,PeakMemory,LowSynchCase,64,Initialization,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform
1444659016,Time,LowSynchCase,64,M2MTransformation1,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform
552591352,Memory,LowSynchCase,64,M2MTransformation1,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform
1622658704,PeakMemory,LowSynchCase,64,M2MTransformation1,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform
1053632442,AverageMemory,LowSynchCase,64,M2MTransformation1,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform
133679,Time,LowSynchCase,64,Modification,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform
552598640,Memory,LowSynchCase,64,Modification,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform
1785178785,Time,LowSynchCase,64,M2MTransformation2,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform
552621440,Memory,LowSynchCase,64,M2MTransformation2,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform
1973915816,PeakMemory,LowSynchCase,64,M2MTransformation2,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform
1263210197,AverageMemory,LowSynchCase,64,M2MTransformation2,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform
185328,Time,LowSynchCase,64,Modification,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform
595582352,Memory,LowSynchCase,64,Modification,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform
1749870688,Time,LowSynchCase,64,M2MTransformation2,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform
552985592,Memory,LowSynchCase,64,M2MTransformation2,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform
2007942304,PeakMemory,LowSynchCase,64,M2MTransformation2,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform
1301767554,AverageMemory,LowSynchCase,64,M2MTransformation2,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform
159613,Time,LowSynchCase,64,Modification,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform
552966768,Memory,LowSynchCase,64,Modification,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform
1713812561,Time,LowSynchCase,64,M2MTransformation2,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform
552989072,Memory,LowSynchCase,64,M2MTransformation2,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform
1272964608,AverageMemory,LowSynchCase,64,M2MTransformation2,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform
1979376816,PeakMemory,LowSynchCase,64,M2MTransformation2,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform
136152,Time,LowSynchCase,64,Modification,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform
552997768,Memory,LowSynchCase,64,Modification,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform
1732295157,Time,LowSynchCase,64,M2MTransformation2,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
553020272,Memory,LowSynchCase,64,M2MTransformation2,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
1976326680,PeakMemory,LowSynchCase,64,M2MTransformation2,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
1257884784,AverageMemory,LowSynchCase,64,M2MTransformation2,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform
141217,Time,LowSynchCase,64,Modification,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform
553029128,Memory,LowSynchCase,64,Modification,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform
1733754359,Time,LowSynchCase,64,M2MTransformation2,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
553051104,Memory,LowSynchCase,64,M2MTransformation2,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
1974323120,PeakMemory,LowSynchCase,64,M2MTransformation2,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
1256908517,AverageMemory,LowSynchCase,64,M2MTransformation2,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform
