MetricValue,RunIndex,Scenario,Sequence,Tool,MetricName,PhaseName,CaseName,Size,Iteration
712061656,1,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,2
538717,1,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Time,Modification,StatisticBasedCase,32,3
69452432,1,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Memory,Modification,StatisticBasedCase,32,3
612557329,1,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,3
69455696,1,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,3
647642416,1,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,3
390669436,1,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,3
327612,1,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Time,Modification,StatisticBasedCase,32,4
69455088,1,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Memory,Modification,StatisticBasedCase,32,4
544613627,1,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,4
69461696,1,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,4
647645136,1,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,4
390672136,1,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,4
293016,1,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Time,Modification,StatisticBasedCase,32,5
69462080,1,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Memory,Modification,StatisticBasedCase,32,5
540908236,1,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,5
69473368,1,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,5
647652288,1,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,5
390679196,1,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,5
262879,1,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,64,1
31782760,1,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,64,1
74155338303,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Generation,StatisticBasedCase,64,1
1816020712,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Generation,StatisticBasedCase,64,1
10996964140,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Initialization,StatisticBasedCase,64,1
1013100312,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Initialization,StatisticBasedCase,64,1
1000441211,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,64,1
2610757376,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,64,1
1467950817,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,64,1
1071498440,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,64,1
1590148880,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,64,1
1329008088,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,64,1
18975245,1,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,64,1
1073327768,1,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,64,1
54384,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,64,1
1073328648,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,64,1
1114514504,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,64,1
1114514504,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,64,1
2094064,1,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,64,2
1073383568,1,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,64,2
49803,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,64,2
1073384448,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,64,2
1114570304,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,64,2
1155978592,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,64,2
1866939,1,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,64,3
1073410056,1,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,64,3
15396,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,64,3
1073410936,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,64,3
1120480508,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,64,3
1114596792,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,64,3
1742830,1,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,64,4
1073438008,1,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,64,4
17253,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,64,4
1073438912,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,64,4
1114624768,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,64,4
1085119044,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,64,4
1807938,1,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,64,5
1073465960,1,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,64,5
42301,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,64,5
1073466840,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,64,5
1156060984,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,64,5
1114652696,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,64,5
147396,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,8,1
9431656,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,8,1
835007624,2,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,8,1
33749648,2,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,8,1
31811,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,8,1
10533520,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,8,1
32007912,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,8,1
21270816,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,8,1
9821428666,2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,8,1
12315496,2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,8,1
1438281968,2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,8,1
569798134,2,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,8,1
200593,2,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,8,1
12315616,2,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,8,1
8267276931,2,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,1
12805776,2,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,1
1445012328,2,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,1
858344227,2,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,1
148802,2,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,8,2
12805864,2,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,8,2
8677366183,2,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,2
13322712,2,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,2
760762192,2,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,2
1445576272,2,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,2
90907,2,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,8,3
13322800,2,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,8,3
8491308627,2,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,3
13791704,2,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,3
1446019432,2,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,3
787057805,2,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,3
179977,2,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,8,4
13791816,2,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,8,4
8403405564,2,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,4
14360680,2,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,4
1446668744,2,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,4
613278312,2,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,4
136717,2,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,8,5
14360792,2,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,8,5
8553511566,2,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,5
14832752,2,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,5
1447057424,2,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,5
639360061,2,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,5
292961,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,32,1
9701256,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,32,1
15242606931,1,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,32,1
386458488,1,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,32,1
15239,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,32,1
17564472,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,32,1
81808936,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,32,1
81808936,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,32,1
147910104946,1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,32,1
26309920,1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,32,1
1122962699,1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,32,1
3371804168,1,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,32,1
453843,1,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,1
26310040,1,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,1
148143381616,1,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,1
28400200,1,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,1
1067309665,1,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,1
2870646848,1,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,1
295425,1,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,2
28399296,1,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,2
148010183854,1,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,2
30293136,1,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,2
1038975000,1,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,2
2853706040,1,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,2
523346,1,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,3
30293224,1,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,3
148537331480,1,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,3
32581960,1,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,3
2836422544,1,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,3
1057947981,1,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,3
280202,1,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,4
32582072,1,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,4
150230897336,1,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,4
34479208,1,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,4
1035536034,1,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,4
2819353672,1,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,4
407519,1,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,5
34479320,1,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,5
149300371499,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,5
36377816,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,5
2810068816,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,5
1042793161,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,5
184161,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,32,1
9701224,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,32,1
14969880054,3,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,32,1
386457824,3,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,32,1
17411,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,32,1
17580848,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,32,1
81827920,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,32,1
49704484,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,32,1
151666679367,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,32,1
26325720,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,32,1
1184162013,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,32,1
3373336064,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,32,1
606991,3,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,1
26325840,3,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,1
149552176737,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,1
28415264,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,1
2875987448,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,1
1048685283,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,1
410827,3,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,2
28415352,3,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,2
150012383687,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,2
30309192,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,2
1043464892,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,2
2859456496,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,2
358450,3,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,3
30309280,3,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,3
151162910610,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,3
32598016,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,3
1047835315,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,3
2841517640,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,3
274809,3,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,4
32598128,3,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,4
150864537670,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,4
34495384,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,4
1022367344,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,4
2825603840,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,4
337517,3,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,32,5
34495496,3,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,32,5
151208073189,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,32,5
36393872,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,32,5
1075469873,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,32,5
2816704128,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,32,5
181820,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,4,1
9514888,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,4,1
176473189,1,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,StatisticBasedCase,4,1
13186224,1,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,StatisticBasedCase,4,1
46922419,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,StatisticBasedCase,4,1
13012128,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,StatisticBasedCase,4,1
52939480,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,4,1
42202056,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,4,1
33272000,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,4,1
14600112,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,4,1
34487560,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,4,1
34487560,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,4,1
241792,1,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,4,1
14603912,1,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,4,1
40410758,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,4,1
14665744,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,4,1
36079544,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,4,1
57554400,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,4,1
195978,1,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,4,2
14669616,1,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,4,2
38470225,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,4,2
14677040,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,4,2
36145248,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,4,2
57620104,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,4,2
