MetricValue,Iteration,Size,Scenario,MetricName,CaseName,RunIndex,PhaseName,Sequence,Tool
609700092,5,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
69029360,5,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
453894804,5,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
774617128,5,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
174227,1,64,BasicXform,Time,StatisticBasedCase,1,EMFResourceInitialization,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
10303712,1,64,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
71808153180,1,64,BasicXform,Time,StatisticBasedCase,1,Generation,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1727970184,1,64,BasicXform,Memory,StatisticBasedCase,1,Generation,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
10908478878,1,64,BasicXform,Time,StatisticBasedCase,1,Initialization,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1034460312,1,64,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1208591066,1,64,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
2857504328,1,64,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1556720985,1,64,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1115480888,1,64,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1752473352,1,64,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1423178021,1,64,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
21104398,1,64,BasicXform,Time,StatisticBasedCase,1,Modification,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121863416,1,64,BasicXform,Memory,StatisticBasedCase,1,Modification,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
62915,1,64,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121864296,1,64,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166678128,1,64,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166678128,1,64,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE
2508046,2,64,BasicXform,Time,StatisticBasedCase,1,Modification,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121891400,2,64,BasicXform,Memory,StatisticBasedCase,1,Modification,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE
21185,2,64,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121892280,2,64,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166706112,2,64,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166706112,2,64,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1904410,3,64,BasicXform,Time,StatisticBasedCase,1,Modification,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121919144,3,64,BasicXform,Memory,StatisticBasedCase,1,Modification,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE
46200,3,64,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121920024,3,64,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1212042848,3,64,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166733856,3,64,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE
2041280,4,64,BasicXform,Time,StatisticBasedCase,1,Modification,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121948464,4,64,BasicXform,Memory,StatisticBasedCase,1,Modification,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE
14881,4,64,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121949368,4,64,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1144356400,4,64,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166763232,4,64,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1881285,5,64,BasicXform,Time,StatisticBasedCase,1,Modification,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121977880,5,64,BasicXform,Memory,StatisticBasedCase,1,Modification,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE
21939,5,64,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1121978760,5,64,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166792592,5,64,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1166792592,5,64,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE
172294,1,8,BasicXform,Time,StatisticBasedCase,2,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
9427104,1,8,BasicXform,Memory,StatisticBasedCase,2,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
849143263,1,8,BasicXform,Time,StatisticBasedCase,2,Generation,2,BATCH_OPTIMIZED-TEMPLATE
33328464,1,8,BasicXform,Memory,StatisticBasedCase,2,Generation,2,BATCH_OPTIMIZED-TEMPLATE
29188,1,8,BasicXform,Time,StatisticBasedCase,2,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
10529136,1,8,BasicXform,Memory,StatisticBasedCase,2,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
32004536,1,8,BasicXform,AverageMemory,StatisticBasedCase,2,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
42741976,1,8,BasicXform,PeakMemory,StatisticBasedCase,2,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
10220801871,1,8,BasicXform,Time,StatisticBasedCase,2,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
12311592,1,8,BasicXform,Memory,StatisticBasedCase,2,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
1438793680,1,8,BasicXform,PeakMemory,StatisticBasedCase,2,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
675141860,1,8,BasicXform,AverageMemory,StatisticBasedCase,2,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
203193,1,8,BasicXform,Time,StatisticBasedCase,2,Modification,5,BATCH_OPTIMIZED-TEMPLATE
12311712,1,8,BasicXform,Memory,StatisticBasedCase,2,Modification,5,BATCH_OPTIMIZED-TEMPLATE
10119700237,1,8,BasicXform,Time,StatisticBasedCase,2,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
12803776,1,8,BasicXform,Memory,StatisticBasedCase,2,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
1445033000,1,8,BasicXform,PeakMemory,StatisticBasedCase,2,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
684933039,1,8,BasicXform,AverageMemory,StatisticBasedCase,2,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
118015,2,8,BasicXform,Time,StatisticBasedCase,2,Modification,7,BATCH_OPTIMIZED-TEMPLATE
12803864,2,8,BasicXform,Memory,StatisticBasedCase,2,Modification,7,BATCH_OPTIMIZED-TEMPLATE
9711900874,2,8,BasicXform,Time,StatisticBasedCase,2,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
13321008,2,8,BasicXform,Memory,StatisticBasedCase,2,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
1445615232,2,8,BasicXform,PeakMemory,StatisticBasedCase,2,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
627995633,2,8,BasicXform,AverageMemory,StatisticBasedCase,2,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
103281,3,8,BasicXform,Time,StatisticBasedCase,2,Modification,9,BATCH_OPTIMIZED-TEMPLATE
13321096,3,8,BasicXform,Memory,StatisticBasedCase,2,Modification,9,BATCH_OPTIMIZED-TEMPLATE
10200409056,3,8,BasicXform,Time,StatisticBasedCase,2,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
13791104,3,8,BasicXform,Memory,StatisticBasedCase,2,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
1445993152,3,8,BasicXform,PeakMemory,StatisticBasedCase,2,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
622588710,3,8,BasicXform,AverageMemory,StatisticBasedCase,2,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
130573,4,8,BasicXform,Time,StatisticBasedCase,2,Modification,11,BATCH_OPTIMIZED-TEMPLATE
13791216,4,8,BasicXform,Memory,StatisticBasedCase,2,Modification,11,BATCH_OPTIMIZED-TEMPLATE
10205194721,4,8,BasicXform,Time,StatisticBasedCase,2,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
14361192,4,8,BasicXform,Memory,StatisticBasedCase,2,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
1446709104,4,8,BasicXform,PeakMemory,StatisticBasedCase,2,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
571872578,4,8,BasicXform,AverageMemory,StatisticBasedCase,2,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
124628,5,8,BasicXform,Time,StatisticBasedCase,2,Modification,13,BATCH_OPTIMIZED-TEMPLATE
14361336,5,8,BasicXform,Memory,StatisticBasedCase,2,Modification,13,BATCH_OPTIMIZED-TEMPLATE
9801154665,5,8,BasicXform,Time,StatisticBasedCase,2,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
14834200,5,8,BasicXform,Memory,StatisticBasedCase,2,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
701985161,5,8,BasicXform,AverageMemory,StatisticBasedCase,2,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
1447057968,5,8,BasicXform,PeakMemory,StatisticBasedCase,2,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
405368,1,32,BasicXform,Time,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
9697072,1,32,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
15882144829,1,32,BasicXform,Time,StatisticBasedCase,1,Generation,2,BATCH_OPTIMIZED-TEMPLATE
397524592,1,32,BasicXform,Memory,StatisticBasedCase,1,Generation,2,BATCH_OPTIMIZED-TEMPLATE
12907,1,32,BasicXform,Time,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
17574696,1,32,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
81533656,1,32,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
81533656,1,32,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
150955970118,1,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
26320168,1,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
3366022648,1,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
1059198788,1,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
583788,1,32,BasicXform,Time,StatisticBasedCase,1,Modification,5,BATCH_OPTIMIZED-TEMPLATE
26320288,1,32,BasicXform,Memory,StatisticBasedCase,1,Modification,5,BATCH_OPTIMIZED-TEMPLATE
151057629708,1,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
28410808,1,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
1058330725,1,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
2854592584,1,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
293865,2,32,BasicXform,Time,StatisticBasedCase,1,Modification,7,BATCH_OPTIMIZED-TEMPLATE
28409904,2,32,BasicXform,Memory,StatisticBasedCase,1,Modification,7,BATCH_OPTIMIZED-TEMPLATE
151710842293,2,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
30304512,2,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
2837971624,2,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
1076799523,2,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
302310,3,32,BasicXform,Time,StatisticBasedCase,1,Modification,9,BATCH_OPTIMIZED-TEMPLATE
30304600,3,32,BasicXform,Memory,StatisticBasedCase,1,Modification,9,BATCH_OPTIMIZED-TEMPLATE
151417362219,3,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
32593696,3,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
1055989917,3,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
2821671920,3,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
295643,4,32,BasicXform,Time,StatisticBasedCase,1,Modification,11,BATCH_OPTIMIZED-TEMPLATE
32593808,4,32,BasicXform,Memory,StatisticBasedCase,1,Modification,11,BATCH_OPTIMIZED-TEMPLATE
152167745677,4,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
34491304,4,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
2811697696,4,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
1049810596,4,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
311865,5,32,BasicXform,Time,StatisticBasedCase,1,Modification,13,BATCH_OPTIMIZED-TEMPLATE
34491416,5,32,BasicXform,Memory,StatisticBasedCase,1,Modification,13,BATCH_OPTIMIZED-TEMPLATE
151113736833,5,32,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
36390272,5,32,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
1046001635,5,32,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
2786537104,5,32,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
251739,1,32,BasicXform,Time,StatisticBasedCase,3,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
9698328,1,32,BasicXform,Memory,StatisticBasedCase,3,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
15576653505,1,32,BasicXform,Time,StatisticBasedCase,3,Generation,2,BATCH_OPTIMIZED-TEMPLATE
397540296,1,32,BasicXform,Memory,StatisticBasedCase,3,Generation,2,BATCH_OPTIMIZED-TEMPLATE
12212,1,32,BasicXform,Time,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
17576336,1,32,BasicXform,Memory,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
49649984,1,32,BasicXform,AverageMemory,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
81724232,1,32,BasicXform,PeakMemory,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
145036638962,1,32,BasicXform,Time,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
26320872,1,32,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
3366060184,1,32,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
966187904,1,32,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
577011,1,32,BasicXform,Time,StatisticBasedCase,3,Modification,5,BATCH_OPTIMIZED-TEMPLATE
26320992,1,32,BasicXform,Memory,StatisticBasedCase,3,Modification,5,BATCH_OPTIMIZED-TEMPLATE
145536498180,1,32,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
28411512,1,32,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
1138073675,1,32,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
2853765896,1,32,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
307991,2,32,BasicXform,Time,StatisticBasedCase,3,Modification,7,BATCH_OPTIMIZED-TEMPLATE
28410608,2,32,BasicXform,Memory,StatisticBasedCase,3,Modification,7,BATCH_OPTIMIZED-TEMPLATE
143385090354,2,32,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
30304808,2,32,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
2837865832,2,32,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
1045990711,2,32,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
317092,3,32,BasicXform,Time,StatisticBasedCase,3,Modification,9,BATCH_OPTIMIZED-TEMPLATE
30304896,3,32,BasicXform,Memory,StatisticBasedCase,3,Modification,9,BATCH_OPTIMIZED-TEMPLATE
144990601113,3,32,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
32593992,3,32,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
1094696995,3,32,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
2822360360,3,32,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
335461,4,32,BasicXform,Time,StatisticBasedCase,3,Modification,11,BATCH_OPTIMIZED-TEMPLATE
32594104,4,32,BasicXform,Memory,StatisticBasedCase,3,Modification,11,BATCH_OPTIMIZED-TEMPLATE
144821410218,4,32,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
34492096,4,32,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
2811812680,4,32,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
1127073403,4,32,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
280715,5,32,BasicXform,Time,StatisticBasedCase,3,Modification,13,BATCH_OPTIMIZED-TEMPLATE
34492208,5,32,BasicXform,Memory,StatisticBasedCase,3,Modification,13,BATCH_OPTIMIZED-TEMPLATE
145175212025,5,32,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
36391064,5,32,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
1057619881,5,32,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
2785587624,5,32,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
231610,1,4,BasicXform,Time,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
9509736,1,4,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
336805174,1,4,BasicXform,Time,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16090432,1,4,BasicXform,Memory,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
55301088,1,4,BasicXform,Time,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
14312040,1,4,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
52935488,1,4,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
42198064,1,4,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
42649600,1,4,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16661928,1,4,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
35787472,1,4,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
35787472,1,4,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
237335,1,4,BasicXform,Time,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16663840,1,4,BasicXform,Memory,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
50140126,1,4,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16723080,1,4,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38139472,1,4,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38139472,1,4,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE
386405,2,4,BasicXform,Time,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16724896,2,4,BasicXform,Memory,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE
45417798,2,4,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16736008,2,4,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE
59675384,2,4,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38200528,2,4,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE
255355,3,4,BasicXform,Time,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16737768,3,4,BasicXform,Memory,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE
39253913,3,4,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16745960,3,4,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38213400,3,4,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38213400,3,4,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE
246278,4,4,BasicXform,Time,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16748000,4,4,BasicXform,Memory,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE
41502036,4,4,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16856504,4,4,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE
59698512,4,4,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38223656,4,4,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE
401242,5,4,BasicXform,Time,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16858448,5,4,BasicXform,Memory,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE
45000600,5,4,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE
16870360,5,4,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE
38334080,5,4,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE
59808936,5,4,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE
