RunIndex,Tool,Sequence,Iteration,Scenario,CaseName,Size,MetricName,PhaseName,MetricValue
2,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,17182728
2,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1140859588
2,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3211431696
2,BATCH_OPTIMIZED-TEMPLATE,7,2,BasicXform,StatisticBasedCase,16,Time,Modification,213995
2,BATCH_OPTIMIZED-TEMPLATE,7,2,BasicXform,StatisticBasedCase,16,Memory,Modification,17182816
2,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,38099445801
2,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,18130840
2,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3204932288
2,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1017323599
2,BATCH_OPTIMIZED-TEMPLATE,9,3,BasicXform,StatisticBasedCase,16,Time,Modification,200210
2,BATCH_OPTIMIZED-TEMPLATE,9,3,BasicXform,StatisticBasedCase,16,Memory,Modification,18129936
2,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37665228590
2,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,19275216
2,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3198973600
2,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1121875677
2,BATCH_OPTIMIZED-TEMPLATE,11,4,BasicXform,StatisticBasedCase,16,Time,Modification,172477
2,BATCH_OPTIMIZED-TEMPLATE,11,4,BasicXform,StatisticBasedCase,16,Memory,Modification,19275328
2,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,38824192743
2,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,20225704
2,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3193286840
2,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,998879720
2,BATCH_OPTIMIZED-TEMPLATE,13,5,BasicXform,StatisticBasedCase,16,Time,Modification,200331
2,BATCH_OPTIMIZED-TEMPLATE,13,5,BasicXform,StatisticBasedCase,16,Memory,Modification,20225816
2,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37975891218
2,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,21177544
2,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1168403867
2,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3194286456
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,BasicXform,StatisticBasedCase,2,Time,EMFResourceInitialization,181065
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,BasicXform,StatisticBasedCase,2,Memory,EMFResourceInitialization,9524776
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,BasicXform,StatisticBasedCase,2,Time,Generation,102802091
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,BasicXform,StatisticBasedCase,2,Memory,Generation,12264000
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,Time,Initialization,60260355
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,Memory,Initialization,12134344
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,PeakMemory,Initialization,95666680
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,AverageMemory,Initialization,52716988
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,Time,M2MTransformation1,52237110
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation1,12720488
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation1,44347188
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation1,55084600
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,BasicXform,StatisticBasedCase,2,Time,Modification,164044
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,BasicXform,StatisticBasedCase,2,Memory,Modification,12720264
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,54787230
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,12726544
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,55670744
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,44933320
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,2,BasicXform,StatisticBasedCase,2,Time,Modification,226659
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,2,BasicXform,StatisticBasedCase,2,Memory,Modification,12726320
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,55954440
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,12734168
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,44939380
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,77151664
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,3,BasicXform,StatisticBasedCase,2,Time,Modification,162814
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,3,BasicXform,StatisticBasedCase,2,Memory,Modification,12733944
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,63744109
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,12745624
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,44947008
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,55684440
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,4,BasicXform,StatisticBasedCase,2,Time,Modification,195312
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,4,BasicXform,StatisticBasedCase,2,Memory,Modification,12745552
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,56746672
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,12750936
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,44958660
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,55696112
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,5,BasicXform,StatisticBasedCase,2,Time,Modification,186120
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,5,BasicXform,StatisticBasedCase,2,Memory,Modification,12750712
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,56662370
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,12756128
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,44963768
2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,55701192
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,BasicXform,StatisticBasedCase,32,Time,EMFResourceInitialization,194326
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,BasicXform,StatisticBasedCase,32,Memory,EMFResourceInitialization,9861544
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,BasicXform,StatisticBasedCase,32,Time,Generation,14242098343
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,BasicXform,StatisticBasedCase,32,Memory,Generation,389017648
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,Time,Initialization,1045162152
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,Memory,Initialization,37661792
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,PeakMemory,Initialization,231132744
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,AverageMemory,Initialization,181385490
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,Time,M2MTransformation1,714744448
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation1,49998968
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation1,679180968
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation1,390497608
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,BasicXform,StatisticBasedCase,32,Time,Modification,592691
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,BasicXform,StatisticBasedCase,32,Memory,Modification,49997736
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,651184098
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,50011880
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,691517256
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,402833816
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,2,BasicXform,StatisticBasedCase,32,Time,Modification,454200
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,2,BasicXform,StatisticBasedCase,32,Memory,Modification,50010672
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,587104260
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,50015696
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,755954592
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,402846688
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,3,BasicXform,StatisticBasedCase,32,Time,Modification,407012
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,3,BasicXform,StatisticBasedCase,32,Memory,Modification,50015480
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,568152126
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,50021616
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,402851544
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,691534968
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,4,BasicXform,StatisticBasedCase,32,Time,Modification,357806
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,4,BasicXform,StatisticBasedCase,32,Memory,Modification,50021424
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,608685201
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,50029008
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,691540904
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,402857496
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,5,BasicXform,StatisticBasedCase,32,Time,Modification,423505
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,5,BasicXform,StatisticBasedCase,32,Memory,Modification,50029048
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,615794326
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,50034640
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,402865180
3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,691548672
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase,16,Time,EMFResourceInitialization,265260
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase,16,Memory,EMFResourceInitialization,9762448
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase,16,Time,Generation,1589632129
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase,16,Memory,Generation,50425112
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,Time,Initialization,347598896
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,Memory,Initialization,49151968
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,PeakMemory,Initialization,190316096
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,AverageMemory,Initialization,111766260
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,Time,M2MTransformation1,310545768
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation1,63749088
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation1,148327760
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation1,237481320
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,BasicXform,StatisticBasedCase,16,Time,Modification,7401127
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,BasicXform,StatisticBasedCase,16,Memory,Modification,64880224
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,91226
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,64881096
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,85640088
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,85640088
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2,BasicXform,StatisticBasedCase,16,Time,Modification,2282512
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2,BasicXform,StatisticBasedCase,16,Memory,Modification,64902104
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,62910
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,64903176
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,85661968
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,75282572
