RunIndex,Tool,Sequence,Iteration,Scenario,CaseName,Size,MetricName,PhaseName,MetricValue
2,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,4,PeakMemory,M2MTransformation2,1443350488
2,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,4,AverageMemory,M2MTransformation2,688631272
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase,32,Time,EMFResourceInitialization,193688
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase,32,Memory,EMFResourceInitialization,9943232
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase,32,Time,Generation,14480849458
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase,32,Memory,Generation,397713296
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,Time,Initialization,2175137897
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,Memory,Initialization,214934192
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,PeakMemory,Initialization,1097294160
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,AverageMemory,Initialization,626866339
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,Time,M2MTransformation1,709916794
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation1,247980432
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation1,621024048
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation1,450052100
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,BasicXform,StatisticBasedCase,32,Time,Modification,8387156
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,BasicXform,StatisticBasedCase,32,Memory,Modification,250564120
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,48171
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250565000
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314710240
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,346922512
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2,BasicXform,StatisticBasedCase,32,Time,Modification,1648096
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2,BasicXform,StatisticBasedCase,32,Memory,Modification,250586248
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,34637
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250587128
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314732368
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,379156896
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,3,BasicXform,StatisticBasedCase,32,Time,Modification,1335320
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,3,BasicXform,StatisticBasedCase,32,Memory,Modification,250608592
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,24925
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250609472
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314754712
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,282682192
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,4,BasicXform,StatisticBasedCase,32,Time,Modification,1701366
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,4,BasicXform,StatisticBasedCase,32,Memory,Modification,250631768
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,18143
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250632672
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314777912
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314777912
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,5,BasicXform,StatisticBasedCase,32,Time,Modification,1875940
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,5,BasicXform,StatisticBasedCase,32,Memory,Modification,250654600
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,17603
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250655480
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314800720
1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314800720
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase,32,Time,EMFResourceInitialization,400891
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase,32,Memory,EMFResourceInitialization,9944056
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase,32,Time,Generation,14748478404
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase,32,Memory,Generation,397713296
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,Time,Initialization,2211039623
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,Memory,Initialization,214933136
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,PeakMemory,Initialization,1115361664
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,BasicXform,StatisticBasedCase,32,AverageMemory,Initialization,647097191
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,Time,M2MTransformation1,623993433
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation1,247980560
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation1,416498696
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation1,586582416
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,BasicXform,StatisticBasedCase,32,Time,Modification,9545609
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,BasicXform,StatisticBasedCase,32,Memory,Modification,250564200
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,52269
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250565080
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,378683032
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,1,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314258504
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2,BasicXform,StatisticBasedCase,32,Time,Modification,2273929
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2,BasicXform,StatisticBasedCase,32,Memory,Modification,250586336
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,18211
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250587416
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314280760
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,2,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314280640
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,3,BasicXform,StatisticBasedCase,32,Time,Modification,1732635
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,3,BasicXform,StatisticBasedCase,32,Memory,Modification,250609144
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,16828
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250610024
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314303448
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,3,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314303448
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,4,BasicXform,StatisticBasedCase,32,Time,Modification,1387161
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,4,BasicXform,StatisticBasedCase,32,Memory,Modification,250632096
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,15371
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250633800
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,282479812
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,4,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314326424
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,5,BasicXform,StatisticBasedCase,32,Time,Modification,1348955
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,5,BasicXform,StatisticBasedCase,32,Memory,Modification,250655104
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,Time,M2MTransformation2,16035
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,Memory,M2MTransformation2,250655984
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,AverageMemory,M2MTransformation2,314349408
3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,5,BasicXform,StatisticBasedCase,32,PeakMemory,M2MTransformation2,314349408
1,BATCH_OPTIMIZED-TEMPLATE,1,1,BasicXform,StatisticBasedCase,1,Time,EMFResourceInitialization,149996
1,BATCH_OPTIMIZED-TEMPLATE,1,1,BasicXform,StatisticBasedCase,1,Memory,EMFResourceInitialization,9352744
1,BATCH_OPTIMIZED-TEMPLATE,2,1,BasicXform,StatisticBasedCase,1,Time,Generation,56967901
1,BATCH_OPTIMIZED-TEMPLATE,2,1,BasicXform,StatisticBasedCase,1,Memory,Generation,10635088
1,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,1,Time,Initialization,14699
1,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,1,Memory,Initialization,9467880
1,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,1,PeakMemory,Initialization,30942272
1,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,1,AverageMemory,Initialization,20205176
1,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,1,Time,M2MTransformation1,112522542
1,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,1,Memory,M2MTransformation1,9660528
1,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,1,PeakMemory,M2MTransformation1,310118504
1,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,1,AverageMemory,M2MTransformation1,170530844
1,BATCH_OPTIMIZED-TEMPLATE,5,1,BasicXform,StatisticBasedCase,1,Time,Modification,58963
1,BATCH_OPTIMIZED-TEMPLATE,5,1,BasicXform,StatisticBasedCase,1,Memory,Modification,9660616
1,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,1,Time,M2MTransformation2,107903409
1,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,1,Memory,M2MTransformation2,9720600
1,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,1,PeakMemory,M2MTransformation2,310311584
1,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,1,AverageMemory,M2MTransformation2,170723916
1,BATCH_OPTIMIZED-TEMPLATE,7,2,BasicXform,StatisticBasedCase,1,Time,Modification,78194
1,BATCH_OPTIMIZED-TEMPLATE,7,2,BasicXform,StatisticBasedCase,1,Memory,Modification,9720688
1,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,1,Time,M2MTransformation2,109454925
1,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,1,Memory,M2MTransformation2,9786104
1,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,1,PeakMemory,M2MTransformation2,310373000
1,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,1,AverageMemory,M2MTransformation2,170784660
1,BATCH_OPTIMIZED-TEMPLATE,9,3,BasicXform,StatisticBasedCase,1,Time,Modification,77130
1,BATCH_OPTIMIZED-TEMPLATE,9,3,BasicXform,StatisticBasedCase,1,Memory,Modification,9786192
1,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,1,Time,M2MTransformation2,123734203
1,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,1,Memory,M2MTransformation2,9846944
1,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,1,AverageMemory,M2MTransformation2,181587264
1,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,1,PeakMemory,M2MTransformation2,353387560
1,BATCH_OPTIMIZED-TEMPLATE,11,4,BasicXform,StatisticBasedCase,1,Time,Modification,94202
1,BATCH_OPTIMIZED-TEMPLATE,11,4,BasicXform,StatisticBasedCase,1,Memory,Modification,9847056
1,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,1,Time,M2MTransformation2,146227315
1,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,1,Memory,M2MTransformation2,9923808
1,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,1,PeakMemory,M2MTransformation2,353448176
1,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,1,AverageMemory,M2MTransformation2,181648016
1,BATCH_OPTIMIZED-TEMPLATE,13,5,BasicXform,StatisticBasedCase,1,Time,Modification,110115
1,BATCH_OPTIMIZED-TEMPLATE,13,5,BasicXform,StatisticBasedCase,1,Memory,Modification,9923896
1,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,1,Time,M2MTransformation2,148673923
1,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,1,Memory,M2MTransformation2,9987712
1,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,1,AverageMemory,M2MTransformation2,181724680
1,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,1,PeakMemory,M2MTransformation2,332049832
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase,2,Time,EMFResourceInitialization,184032
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase,2,Memory,EMFResourceInitialization,9492088
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,BasicXform,StatisticBasedCase,2,Time,Generation,81240868
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,BasicXform,StatisticBasedCase,2,Memory,Generation,12103840
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,Time,Initialization,39609114
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,Memory,Initialization,11973824
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,PeakMemory,Initialization,63419320
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase,2,AverageMemory,Initialization,47313176
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,Time,M2MTransformation1,22740072
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation1,13214744
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation1,33449256
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation1,33449256
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,BasicXform,StatisticBasedCase,2,Time,Modification,373130
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,BasicXform,StatisticBasedCase,2,Memory,Modification,13219328
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,24062622
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,13252584
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,34694960
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,34694960
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,2,BasicXform,StatisticBasedCase,2,Time,Modification,242387
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,2,BasicXform,StatisticBasedCase,2,Memory,Modification,13257472
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,23626467
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,13269744
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,56207960
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,2,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,34733104
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,3,BasicXform,StatisticBasedCase,2,Time,Modification,218535
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,3,BasicXform,StatisticBasedCase,2,Memory,Modification,13274440
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,24811014
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,13293720
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,34750072
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,3,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,34750072
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,4,BasicXform,StatisticBasedCase,2,Time,Modification,227013
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,4,BasicXform,StatisticBasedCase,2,Memory,Modification,13298576
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,23838191
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,13354760
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,34774232
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,4,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,56249088
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,5,BasicXform,StatisticBasedCase,2,Time,Modification,276987
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,5,BasicXform,StatisticBasedCase,2,Memory,Modification,13359520
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,Time,M2MTransformation2,23057978
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,Memory,M2MTransformation2,13369752
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,PeakMemory,M2MTransformation2,56310008
1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,5,BasicXform,StatisticBasedCase,2,AverageMemory,M2MTransformation2,34835152
3,BATCH_OPTIMIZED-TEMPLATE,1,1,BasicXform,StatisticBasedCase,16,Time,EMFResourceInitialization,254445
3,BATCH_OPTIMIZED-TEMPLATE,1,1,BasicXform,StatisticBasedCase,16,Memory,EMFResourceInitialization,9520976
3,BATCH_OPTIMIZED-TEMPLATE,2,1,BasicXform,StatisticBasedCase,16,Time,Generation,3255596410
3,BATCH_OPTIMIZED-TEMPLATE,2,1,BasicXform,StatisticBasedCase,16,Memory,Generation,101136800
3,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,Time,Initialization,18888
3,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,Memory,Initialization,12237632
3,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,PeakMemory,Initialization,54327040
3,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase,16,AverageMemory,Initialization,54327040
3,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,Time,M2MTransformation1,40260109853
3,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation1,16135816
3,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation1,3413691296
3,BATCH_OPTIMIZED-TEMPLATE,4,1,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation1,1279441825
3,BATCH_OPTIMIZED-TEMPLATE,5,1,BasicXform,StatisticBasedCase,16,Time,Modification,279882
3,BATCH_OPTIMIZED-TEMPLATE,5,1,BasicXform,StatisticBasedCase,16,Memory,Modification,16135936
3,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37563141868
3,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,17179520
3,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1045587485
3,BATCH_OPTIMIZED-TEMPLATE,6,1,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3392307864
3,BATCH_OPTIMIZED-TEMPLATE,7,2,BasicXform,StatisticBasedCase,16,Time,Modification,232062
3,BATCH_OPTIMIZED-TEMPLATE,7,2,BasicXform,StatisticBasedCase,16,Memory,Modification,17179640
3,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37746055911
3,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,18127624
3,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3385759320
3,BATCH_OPTIMIZED-TEMPLATE,8,2,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1256288848
3,BATCH_OPTIMIZED-TEMPLATE,9,3,BasicXform,StatisticBasedCase,16,Time,Modification,177071
3,BATCH_OPTIMIZED-TEMPLATE,9,3,BasicXform,StatisticBasedCase,16,Memory,Modification,18126760
3,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37943576896
3,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,19272040
3,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3380808248
3,BATCH_OPTIMIZED-TEMPLATE,10,3,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1241322722
3,BATCH_OPTIMIZED-TEMPLATE,11,4,BasicXform,StatisticBasedCase,16,Time,Modification,158409
3,BATCH_OPTIMIZED-TEMPLATE,11,4,BasicXform,StatisticBasedCase,16,Memory,Modification,19272152
3,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37871396546
3,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,20222528
3,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3373747312
3,BATCH_OPTIMIZED-TEMPLATE,12,4,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1092060719
3,BATCH_OPTIMIZED-TEMPLATE,13,5,BasicXform,StatisticBasedCase,16,Time,Modification,224803
3,BATCH_OPTIMIZED-TEMPLATE,13,5,BasicXform,StatisticBasedCase,16,Memory,Modification,20222640
3,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,Time,M2MTransformation2,37888086469
3,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,Memory,M2MTransformation2,21174368
3,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,AverageMemory,M2MTransformation2,1428979448
3,BATCH_OPTIMIZED-TEMPLATE,14,5,BasicXform,StatisticBasedCase,16,PeakMemory,M2MTransformation2,3375197488
