MetricName,Iteration,RunIndex,Scenario,Sequence,Size,CaseName,MetricValue,PhaseName,Tool
Time,2,1,BasicXform,8,32,StatisticBasedCase,139713951631,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,1,BasicXform,8,32,StatisticBasedCase,30210240,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,1,BasicXform,8,32,StatisticBasedCase,954847704,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,1,BasicXform,8,32,StatisticBasedCase,2559965440,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,3,1,BasicXform,9,32,StatisticBasedCase,298019,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,3,1,BasicXform,9,32,StatisticBasedCase,30210328,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,3,1,BasicXform,10,32,StatisticBasedCase,139751038250,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,3,1,BasicXform,10,32,StatisticBasedCase,32498144,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,1,BasicXform,10,32,StatisticBasedCase,2540223424,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,1,BasicXform,10,32,StatisticBasedCase,942861228,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,4,1,BasicXform,11,32,StatisticBasedCase,273081,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,4,1,BasicXform,11,32,StatisticBasedCase,32498256,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,4,1,BasicXform,12,32,StatisticBasedCase,139973657874,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,4,1,BasicXform,12,32,StatisticBasedCase,34394472,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,4,1,BasicXform,12,32,StatisticBasedCase,1019058897,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,4,1,BasicXform,12,32,StatisticBasedCase,2522875104,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,5,1,BasicXform,13,32,StatisticBasedCase,307194,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,5,1,BasicXform,13,32,StatisticBasedCase,34394584,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,5,1,BasicXform,14,32,StatisticBasedCase,140921831328,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,5,1,BasicXform,14,32,StatisticBasedCase,36292040,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,5,1,BasicXform,14,32,StatisticBasedCase,2508756048,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,5,1,BasicXform,14,32,StatisticBasedCase,975896469,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,1,5,BasicXform,1,2,StatisticBasedCase,545028,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,5,BasicXform,1,2,StatisticBasedCase,9606456,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,5,BasicXform,2,2,StatisticBasedCase,96668914,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,5,BasicXform,2,2,StatisticBasedCase,12036008,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,5,BasicXform,3,2,StatisticBasedCase,57799844,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,5,BasicXform,3,2,StatisticBasedCase,12334688,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,5,BasicXform,3,2,StatisticBasedCase,42061400,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,5,BasicXform,3,2,StatisticBasedCase,74273680,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,5,BasicXform,4,2,StatisticBasedCase,42395763,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,5,BasicXform,4,2,StatisticBasedCase,13634880,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,5,BasicXform,4,2,StatisticBasedCase,33810168,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,5,BasicXform,4,2,StatisticBasedCase,33810168,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,5,BasicXform,5,2,StatisticBasedCase,511666,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,5,BasicXform,5,2,StatisticBasedCase,13639480,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,5,BasicXform,6,2,StatisticBasedCase,22934111,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,5,BasicXform,6,2,StatisticBasedCase,13668696,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,5,BasicXform,6,2,StatisticBasedCase,35115160,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,5,BasicXform,6,2,StatisticBasedCase,35115160,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,2,5,BasicXform,7,2,StatisticBasedCase,454009,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,2,5,BasicXform,7,2,StatisticBasedCase,13673120,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,2,5,BasicXform,8,2,StatisticBasedCase,22143981,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,2,5,BasicXform,8,2,StatisticBasedCase,13770824,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,2,5,BasicXform,8,2,StatisticBasedCase,35148800,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,2,5,BasicXform,8,2,StatisticBasedCase,35148800,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,3,5,BasicXform,9,2,StatisticBasedCase,534407,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,3,5,BasicXform,9,2,StatisticBasedCase,13774464,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,3,5,BasicXform,10,2,StatisticBasedCase,22767140,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,3,5,BasicXform,10,2,StatisticBasedCase,13807320,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,3,5,BasicXform,10,2,StatisticBasedCase,56725000,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,3,5,BasicXform,10,2,StatisticBasedCase,35250144,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,4,5,BasicXform,11,2,StatisticBasedCase,482695,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,4,5,BasicXform,11,2,StatisticBasedCase,13811992,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,4,5,BasicXform,12,2,StatisticBasedCase,21902380,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,4,5,BasicXform,12,2,StatisticBasedCase,13837632,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,4,5,BasicXform,12,2,StatisticBasedCase,56762552,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,4,5,BasicXform,12,2,StatisticBasedCase,35287696,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,5,5,BasicXform,13,2,StatisticBasedCase,342642,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,5,5,BasicXform,13,2,StatisticBasedCase,13842200,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,5,5,BasicXform,14,2,StatisticBasedCase,21210122,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,5,5,BasicXform,14,2,StatisticBasedCase,13864336,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,5,5,BasicXform,14,2,StatisticBasedCase,35317880,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,5,5,BasicXform,14,2,StatisticBasedCase,35317880,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,1,BasicXform,1,8,StatisticBasedCase,316434,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,1,BasicXform,1,8,StatisticBasedCase,9674688,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,1,BasicXform,2,8,StatisticBasedCase,1055723777,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,1,BasicXform,2,8,StatisticBasedCase,33097072,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,1,BasicXform,3,8,StatisticBasedCase,166950061,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,1,BasicXform,3,8,StatisticBasedCase,23244000,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,1,BasicXform,3,8,StatisticBasedCase,98759888,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,1,BasicXform,3,8,StatisticBasedCase,65498016,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,1,BasicXform,4,8,StatisticBasedCase,134076549,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,1,BasicXform,4,8,StatisticBasedCase,28834584,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,1,BasicXform,4,8,StatisticBasedCase,87669152,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,1,BasicXform,4,8,StatisticBasedCase,66194316,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,1,BasicXform,5,8,StatisticBasedCase,559673,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,1,BasicXform,5,8,StatisticBasedCase,28838760,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,1,BasicXform,6,8,StatisticBasedCase,27449113,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,1,BasicXform,6,8,StatisticBasedCase,28745168,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,1,BasicXform,6,8,StatisticBasedCase,71789296,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,1,BasicXform,6,8,StatisticBasedCase,50314440,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,2,1,BasicXform,7,8,StatisticBasedCase,453159,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,2,1,BasicXform,7,8,StatisticBasedCase,28752296,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,2,1,BasicXform,8,8,StatisticBasedCase,27613975,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,2,1,BasicXform,8,8,StatisticBasedCase,28829912,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,2,1,BasicXform,8,8,StatisticBasedCase,50227976,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,2,1,BasicXform,8,8,StatisticBasedCase,50227976,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,3,1,BasicXform,9,8,StatisticBasedCase,387415,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,3,1,BasicXform,9,8,StatisticBasedCase,28833328,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,3,1,BasicXform,10,8,StatisticBasedCase,28449532,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,3,1,BasicXform,10,8,StatisticBasedCase,28860552,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,3,1,BasicXform,10,8,StatisticBasedCase,50309008,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,3,1,BasicXform,10,8,StatisticBasedCase,71783864,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,4,1,BasicXform,11,8,StatisticBasedCase,397946,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,4,1,BasicXform,11,8,StatisticBasedCase,28864232,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,4,1,BasicXform,12,8,StatisticBasedCase,29879933,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,4,1,BasicXform,12,8,StatisticBasedCase,28891976,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,4,1,BasicXform,12,8,StatisticBasedCase,71814792,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,4,1,BasicXform,12,8,StatisticBasedCase,50339936,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,5,1,BasicXform,13,8,StatisticBasedCase,372607,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,5,1,BasicXform,13,8,StatisticBasedCase,28895800,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,5,1,BasicXform,14,8,StatisticBasedCase,26463258,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,5,1,BasicXform,14,8,StatisticBasedCase,28932720,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,5,1,BasicXform,14,8,StatisticBasedCase,50371480,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,5,1,BasicXform,14,8,StatisticBasedCase,50371480,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,5,BasicXform,1,16,StatisticBasedCase,242488,EMFResourceInitialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,5,BasicXform,1,16,StatisticBasedCase,9737296,EMFResourceInitialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,5,BasicXform,2,16,StatisticBasedCase,4105564740,Generation,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,5,BasicXform,2,16,StatisticBasedCase,101263120,Generation,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,5,BasicXform,3,16,StatisticBasedCase,439831405,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,5,BasicXform,3,16,StatisticBasedCase,52255032,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,1,5,BasicXform,3,16,StatisticBasedCase,126463336,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,1,5,BasicXform,3,16,StatisticBasedCase,198497568,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,5,BasicXform,4,16,StatisticBasedCase,353164334,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,5,BasicXform,4,16,StatisticBasedCase,68059520,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,1,5,BasicXform,4,16,StatisticBasedCase,192260880,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,1,5,BasicXform,4,16,StatisticBasedCase,143244188,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,5,BasicXform,5,16,StatisticBasedCase,6491775,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,5,BasicXform,5,16,StatisticBasedCase,68425792,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,5,BasicXform,6,16,StatisticBasedCase,4574,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,5,BasicXform,6,16,StatisticBasedCase,68426664,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,1,5,BasicXform,6,16,StatisticBasedCase,110398440,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,1,5,BasicXform,6,16,StatisticBasedCase,89412652,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,2,5,BasicXform,7,16,StatisticBasedCase,1781836,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,2,5,BasicXform,7,16,StatisticBasedCase,68453432,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,2,5,BasicXform,8,16,StatisticBasedCase,4516,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,2,5,BasicXform,8,16,StatisticBasedCase,68454504,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,2,5,BasicXform,8,16,StatisticBasedCase,110426080,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,2,5,BasicXform,8,16,StatisticBasedCase,110426200,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,3,5,BasicXform,9,16,StatisticBasedCase,1657355,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,3,5,BasicXform,9,16,StatisticBasedCase,68473384,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,3,5,BasicXform,10,16,StatisticBasedCase,4721,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,3,5,BasicXform,10,16,StatisticBasedCase,68474256,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,3,5,BasicXform,10,16,StatisticBasedCase,110446032,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,3,5,BasicXform,10,16,StatisticBasedCase,89460244,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,4,5,BasicXform,11,16,StatisticBasedCase,1399358,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,4,5,BasicXform,11,16,StatisticBasedCase,68494632,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,4,5,BasicXform,12,16,StatisticBasedCase,3859,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,4,5,BasicXform,12,16,StatisticBasedCase,68495840,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,4,5,BasicXform,12,16,StatisticBasedCase,89481516,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,4,5,BasicXform,12,16,StatisticBasedCase,110467304,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,5,5,BasicXform,13,16,StatisticBasedCase,1315617,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,5,5,BasicXform,13,16,StatisticBasedCase,68514904,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,5,5,BasicXform,14,16,StatisticBasedCase,5102,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,5,5,BasicXform,14,16,StatisticBasedCase,68515776,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,5,5,BasicXform,14,16,StatisticBasedCase,110487552,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,5,5,BasicXform,14,16,StatisticBasedCase,89501764,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,1,16,StatisticBasedCase,265008,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,1,16,StatisticBasedCase,9587504,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,2,16,StatisticBasedCase,4137023601,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,2,16,StatisticBasedCase,99723960,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,3,16,StatisticBasedCase,394030068,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,3,16,StatisticBasedCase,49968928,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,4,BasicXform,3,16,StatisticBasedCase,202506488,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,4,BasicXform,3,16,StatisticBasedCase,128498208,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,4,16,StatisticBasedCase,148515102,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,4,16,StatisticBasedCase,57013944,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,4,BasicXform,4,16,StatisticBasedCase,134330680,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,4,BasicXform,4,16,StatisticBasedCase,113240392,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,5,16,StatisticBasedCase,452032,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,5,16,StatisticBasedCase,57018768,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,6,16,StatisticBasedCase,156853820,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,6,16,StatisticBasedCase,57223712,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,4,BasicXform,6,16,StatisticBasedCase,120290496,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,4,BasicXform,6,16,StatisticBasedCase,141380872,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,4,BasicXform,7,16,StatisticBasedCase,312015,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,4,BasicXform,7,16,StatisticBasedCase,57233880,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,4,BasicXform,8,16,StatisticBasedCase,143843252,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,2,4,BasicXform,8,16,StatisticBasedCase,57239848,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,2,4,BasicXform,8,16,StatisticBasedCase,120505516,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,2,4,BasicXform,8,16,StatisticBasedCase,184545496,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,4,BasicXform,9,16,StatisticBasedCase,289436,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,4,BasicXform,9,16,StatisticBasedCase,57242752,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,4,BasicXform,10,16,StatisticBasedCase,133667534,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,4,BasicXform,10,16,StatisticBasedCase,57514512,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,4,BasicXform,10,16,StatisticBasedCase,120514404,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,4,BasicXform,10,16,StatisticBasedCase,141604704,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,4,4,BasicXform,11,16,StatisticBasedCase,352520,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,4,4,BasicXform,11,16,StatisticBasedCase,57517712,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,4,4,BasicXform,12,16,StatisticBasedCase,131862042,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,4,4,BasicXform,12,16,StatisticBasedCase,57657200,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,4,4,BasicXform,12,16,StatisticBasedCase,141879632,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,4,4,BasicXform,12,16,StatisticBasedCase,120789360,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,5,4,BasicXform,13,16,StatisticBasedCase,273959,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,5,4,BasicXform,13,16,StatisticBasedCase,57660544,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,5,4,BasicXform,14,16,StatisticBasedCase,127907342,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,5,4,BasicXform,14,16,StatisticBasedCase,57668368,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,5,4,BasicXform,14,16,StatisticBasedCase,142022464,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,5,4,BasicXform,14,16,StatisticBasedCase,120932180,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,1,32,StatisticBasedCase,385942,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,1,32,StatisticBasedCase,9766400,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,2,32,StatisticBasedCase,16014989000,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,2,32,StatisticBasedCase,385606536,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,3,32,StatisticBasedCase,1962169336,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,3,32,StatisticBasedCase,187535128,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,4,BasicXform,3,32,StatisticBasedCase,854134368,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,4,BasicXform,3,32,StatisticBasedCase,468515946,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,4,32,StatisticBasedCase,307637453,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,4,32,StatisticBasedCase,203243992,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,4,BasicXform,4,32,StatisticBasedCase,311647040,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,4,BasicXform,4,32,StatisticBasedCase,435872752,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,4,BasicXform,5,32,StatisticBasedCase,766527,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,4,BasicXform,5,32,StatisticBasedCase,203251576,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
