Size,RunIndex,Tool,MetricName,PhaseName,CaseName,Scenario,Sequence,Iteration,MetricValue
8,2,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,137680
8,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,15967624
8,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,8449297170
8,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,16440352
8,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,708767968
8,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,1449204912
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,329457
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11315648
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,15283856721
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,875670768
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,12897
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,19153968
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,74234712
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,11829004
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,144359963792
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,27897536
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,948014539
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,3260843496
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,594994
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,27897952
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,145416357099
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,29987080
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,953894605
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,2463650552
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,530005
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,29987464
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,143232725870
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,31881568
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,913573090
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,2446742768
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,450131
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,31881952
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,145965830498
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,34170856
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,2429975928
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,964762844
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,421522
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,34171264
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,145148249328
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,36068728
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,916322582
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,2422606848
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,447662
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,36069136
32,1,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,143453009879
32,1,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,37967808
32,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,2402738552
32,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,1001213458
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,175226
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11313744
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,14539316300
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,879954616
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,21600
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,19153016
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,74234296
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,54558076
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,143912045478
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,27897696
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,1073052110
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,3207816296
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,575128
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,27898112
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,144606571994
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,29986904
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,2456195992
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,953792695
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,559519
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,29987288
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,143678147151
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,31881216
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,987609305
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,2440819776
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,436789
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,31881600
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,144921361192
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,34170168
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,975704758
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,2423774232
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,414843
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,34170576
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,145517312446
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,36067720
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,2403387728
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,985250222
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,430814
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,36068128
32,3,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,144197101489
32,3,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,37966416
32,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,951637117
32,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,2383863176
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,295211
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11112864
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,468471854
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,22887608
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,96920261
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,18755544
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,33077856
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,33077856
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,98412821
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,22203296
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,50984064
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,61726728
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,245081
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,22209032
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,76641865
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,22230328
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,65180248
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,54437580
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,176913
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,22235216
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,55329939
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,22249592
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,54462824
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,65205504
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,189335
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,22254744
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,51649749
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,22268992
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,54483292
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,65225960
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,149498
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,22274264
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,48784798
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,22288688
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,54502844
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,65245520
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,153100
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,22294120
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,48498192
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,22308200
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,65265392
4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,54522696
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,329601
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11427496
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,15145056959
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,879988232
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,1356693040
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,386995800
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,1015829416
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,609820864
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,445221915
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,424746376
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,722959128
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,554977216
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,701158
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,424788936
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,401285863
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,424842592
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,582521516
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,677160760
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,953984
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,424857152
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,354614257
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,424870248
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,682597624
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,585945144
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,674065
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,424884952
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,312462624
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,424898072
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,585973012
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,682625560
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,664107
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,424912960
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,326715978
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,424926288
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,586001044
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,682653592
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,537669
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,424941368
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,293018042
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,424954464
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,682681792
32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,586029336
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,878495
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11795152
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,99899874443
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,4359029352
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,9464937812
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,2050045456
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,3751390000
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,1740345598
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,956594918
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,2142673512
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,2340090740
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,2606959912
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,1381407
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,2142756136
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,866615935
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,2142938256
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,2736954616
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,2461076980
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,1184022
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,2142964192
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,710855400
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,2142978240
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,2461284828
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,2737162256
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,1161366
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,2143004320
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,710536339
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,2143018440
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,2737202256
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,2461324892
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,1020948
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,2143044704
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,965848737
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,2143059064
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,2737242752
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,2461365344
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,996861
64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,2143085488
