RunIndex,Size,Sequence,MetricValue,Iteration,MetricName,CaseName,Scenario,PhaseName,Tool
3,32,8,558008030,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,8,50017280,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,8,625513536,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,8,369732744,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,9,375079,3,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,9,50017064,3,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,10,511242932,3,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,10,50021944,3,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,10,625524656,3,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,10,369743844,3,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,11,339574,4,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,11,50021752,4,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,12,498384540,4,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,12,50031184,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,12,369748504,4,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,12,625529264,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,13,333765,5,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,13,50030992,5,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,14,492019352,5,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,14,50036160,5,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,14,369757796,5,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
3,32,14,625538632,5,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
1,16,1,303285,1,Time,StatisticBasedCase,BasicXform,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,1,9760016,1,Memory,StatisticBasedCase,BasicXform,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,2,3042121351,1,Time,StatisticBasedCase,BasicXform,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,2,101469648,1,Memory,StatisticBasedCase,BasicXform,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,3,523408228,1,Time,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,3,63868464,1,Memory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,3,276414272,1,PeakMemory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,3,154967196,1,AverageMemory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,4,429756594,1,Time,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,4,78622896,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,4,277328384,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,4,191858704,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,5,12976193,1,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,5,79775304,1,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,6,13351,1,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,6,79776176,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,6,101036216,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,6,122296056,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,7,1552140,2,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,7,79796672,2,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,8,16215,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,8,79797544,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,8,165267120,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,16,8,122317424,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
