RunIndex,Size,Sequence,MetricValue,Iteration,MetricName,CaseName,Scenario,PhaseName,Tool
3,8,12,28560496,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,12,60566656,4,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,12,92779032,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,13,390222,5,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,13,28569672,5,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,14,62391791,5,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,14,28578408,5,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,14,60782732,5,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,8,14,71520160,5,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,1,679072,1,Time,StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,1,9493480,1,Memory,StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,2,76235459,1,Time,StatisticBasedCase,BasicXform,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,2,11542824,1,Memory,StatisticBasedCase,BasicXform,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,3,36475600,1,Time,StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,3,11848512,1,Memory,StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,3,52678472,1,AverageMemory,StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,3,63415912,1,PeakMemory,StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,4,20685716,1,Time,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,4,13051744,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,4,44060376,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,4,33322936,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,5,206047,1,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,5,13054368,1,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,6,22248060,1,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,6,13087800,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,6,34530000,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,6,34530000,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,7,199127,2,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,7,13090560,2,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,8,21228020,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,8,13099720,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,8,34566192,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,8,56041048,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,9,269982,3,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,9,13102888,3,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,10,21169679,3,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,10,13111448,3,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,10,34578520,3,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,10,34578520,3,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,11,187511,4,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,11,13114784,4,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,12,21011132,4,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,12,13184336,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,12,34590440,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,12,34590440,4,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,13,257592,5,Time,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,13,13187568,5,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,14,20691875,5,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,14,13198424,5,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,14,56138056,5,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,2,14,34663200,5,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
2,4,1,248436,1,Time,StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
2,4,1,9386296,1,Memory,StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
2,4,2,305582242,1,Time,StatisticBasedCase,BasicXform,Generation,BATCH_OPTIMIZED-TEMPLATE
2,4,2,16004760,1,Memory,StatisticBasedCase,BasicXform,Generation,BATCH_OPTIMIZED-TEMPLATE
2,4,3,13955,1,Time,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
2,4,3,9866640,1,Memory,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
2,4,3,31342040,1,PeakMemory,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
2,4,3,20604440,1,AverageMemory,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
2,4,4,1566356020,1,Time,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
2,4,4,10660008,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
2,4,4,1084493248,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
2,4,4,232342558,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
2,4,5,172592,1,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,5,10660128,1,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,6,1833528339,1,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,6,10886840,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,6,1439705752,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,6,503973701,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,7,115457,2,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,7,10886928,2,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,8,2076008278,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,8,11128160,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,8,1441243336,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,8,590593814,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,9,97140,3,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,9,11128248,3,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,10,1561852942,3,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,10,11346472,3,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,10,514901966,3,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,10,1442203408,3,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,11,113825,4,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,11,11346584,4,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,12,1560650432,4,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,12,11615600,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,12,551392827,4,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,12,1443003496,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,13,90906,5,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,13,11615712,5,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
2,4,14,1572400852,5,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,14,11836968,5,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,14,1443231544,5,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
2,4,14,525999440,5,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,32,1,166613,1,Time,StatisticBasedCase,BasicXform,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,1,9943600,1,Memory,StatisticBasedCase,BasicXform,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,2,14916811724,1,Time,StatisticBasedCase,BasicXform,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,2,389067040,1,Memory,StatisticBasedCase,BasicXform,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,3,1917994745,1,Time,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,3,214939360,1,Memory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,3,1027896024,1,PeakMemory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,3,547281178,1,AverageMemory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,4,608549559,1,Time,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,4,247986416,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,4,423861312,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,4,600754352,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,5,9391640,1,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,5,250569712,1,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,6,48970,1,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,6,250570592,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,6,314812104,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,6,347024376,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,7,1827769,2,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,7,250591528,2,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,8,17466,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,8,250592408,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,8,314833920,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,8,314833920,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,9,1662422,3,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,9,250613840,3,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,10,15573,3,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,10,250614720,3,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,10,314856232,3,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,10,282735576,3,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,11,1310768,4,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,11,250636488,4,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,12,17036,4,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,12,250637392,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,12,314878904,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,12,314878904,4,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,13,1270587,5,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,13,250658840,5,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,14,16526,5,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,14,250659720,5,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,14,314901232,5,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,32,14,314901232,5,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,1,178715,1,Time,StatisticBasedCase,BasicXform,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,1,9942232,1,Memory,StatisticBasedCase,BasicXform,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,2,15032349686,1,Time,StatisticBasedCase,BasicXform,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,2,389065696,1,Memory,StatisticBasedCase,BasicXform,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,3,2439532962,1,Time,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,3,214280392,1,Memory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,3,537068142,1,AverageMemory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,3,972300984,1,PeakMemory,StatisticBasedCase,BasicXform,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,4,542349511,1,Time,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,4,247328776,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,4,534497536,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,4,390256764,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,5,9314549,1,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,5,249912216,1,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,6,52766,1,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,6,249913096,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,6,313861296,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,6,313861296,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,7,1680701,2,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,7,249934192,2,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,8,36313,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,8,249935072,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,8,378307800,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,8,313883272,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,9,1330440,3,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,9,249957080,3,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,10,22437,3,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,10,249957960,3,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,10,313906160,3,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,10,313906160,3,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,11,1389663,4,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,11,249980208,4,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,12,19253,4,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,12,249981112,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,12,313929312,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,12,313929312,4,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,13,1272742,5,Time,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,13,250003712,5,Memory,StatisticBasedCase,BasicXform,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,14,18220,5,Time,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,14,250005392,5,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,14,281978792,5,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,32,14,313952792,5,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,1,1,171624,1,Time,StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
1,1,1,9351672,1,Memory,StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
1,1,2,55756885,1,Time,StatisticBasedCase,BasicXform,Generation,BATCH_OPTIMIZED-TEMPLATE
1,1,2,10642456,1,Memory,StatisticBasedCase,BasicXform,Generation,BATCH_OPTIMIZED-TEMPLATE
1,1,3,14102,1,Time,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
1,1,3,9467048,1,Memory,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
1,1,3,20204344,1,AverageMemory,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
1,1,3,30941440,1,PeakMemory,StatisticBasedCase,BasicXform,Initialization,BATCH_OPTIMIZED-TEMPLATE
1,1,4,120859092,1,Time,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
1,1,4,9658552,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
1,1,4,181267392,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
1,1,4,331592432,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
1,1,5,80247,1,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,5,9658640,1,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,6,115252416,1,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,6,9718376,1,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,6,331785016,1,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,6,181459644,1,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,7,105968,2,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,7,9718464,2,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,8,115013515,2,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,8,9783208,2,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,8,353319712,2,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,8,181519476,2,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,9,155459,3,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,9,9783336,3,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,10,115065063,3,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,10,9843976,3,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,10,331909040,3,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,10,181584004,3,AverageMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,11,73721,4,Time,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,11,9844088,4,Memory,StatisticBasedCase,BasicXform,Modification,BATCH_OPTIMIZED-TEMPLATE
1,1,12,116258448,4,Time,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,12,9921504,4,Memory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
1,1,12,331971296,4,PeakMemory,StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
