Size,Iteration,Sequence,RunIndex,MetricName,Tool,Scenario,MetricValue,CaseName,PhaseName
64,5,13,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,499686704,LowSynchCase,Modification
64,5,14,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1730903423,LowSynchCase,M2MTransformation2
64,5,14,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,499708744,LowSynchCase,M2MTransformation2
64,5,14,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1881478880,LowSynchCase,M2MTransformation2
64,5,14,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1175825056,LowSynchCase,M2MTransformation2
64,1,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,276150,LowSynchCase,EMFResourceInitialization
64,1,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,13446680,LowSynchCase,EMFResourceInitialization
64,1,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,4289780115,LowSynchCase,Generation
64,1,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,310698840,LowSynchCase,Generation
64,1,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,801091379,LowSynchCase,Initialization
64,1,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,256110768,LowSynchCase,Initialization
64,1,3,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,341066960,LowSynchCase,Initialization
64,1,3,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,599329632,LowSynchCase,Initialization
64,1,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1362792462,LowSynchCase,M2MTransformation1
64,1,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,486599392,LowSynchCase,M2MTransformation1
64,1,4,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1470932592,LowSynchCase,M2MTransformation1
64,1,4,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,968176082,LowSynchCase,M2MTransformation1
64,1,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,239235,LowSynchCase,Modification
64,1,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,486603952,LowSynchCase,Modification
64,1,6,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1737725419,LowSynchCase,M2MTransformation2
64,1,6,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,486651088,LowSynchCase,M2MTransformation2
64,1,6,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1897006712,LowSynchCase,M2MTransformation2
64,1,6,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1191805685,LowSynchCase,M2MTransformation2
64,2,7,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,172763,LowSynchCase,Modification
64,2,7,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,529608320,LowSynchCase,Modification
64,2,8,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1712526184,LowSynchCase,M2MTransformation2
64,2,8,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,487014432,LowSynchCase,M2MTransformation2
64,2,8,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1970739728,LowSynchCase,M2MTransformation2
64,2,8,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1228704669,LowSynchCase,M2MTransformation2
64,3,9,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,169898,LowSynchCase,Modification
64,3,9,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,486989528,LowSynchCase,Modification
64,3,10,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1719009735,LowSynchCase,M2MTransformation2
64,3,10,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,487011648,LowSynchCase,M2MTransformation2
64,3,10,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1903632456,LowSynchCase,M2MTransformation2
64,3,10,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1202057170,LowSynchCase,M2MTransformation2
64,4,11,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,131163,LowSynchCase,Modification
64,4,11,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,487016624,LowSynchCase,Modification
64,4,12,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1719050248,LowSynchCase,M2MTransformation2
64,4,12,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,487038776,LowSynchCase,M2MTransformation2
64,4,12,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1903897400,LowSynchCase,M2MTransformation2
64,4,12,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1202204405,LowSynchCase,M2MTransformation2
64,5,13,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,116057,LowSynchCase,Modification
64,5,13,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,487043888,LowSynchCase,Modification
64,5,14,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1707982000,LowSynchCase,M2MTransformation2
64,5,14,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,487066392,LowSynchCase,M2MTransformation2
64,5,14,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1904079696,LowSynchCase,M2MTransformation2
64,5,14,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1202309997,LowSynchCase,M2MTransformation2
