Size,CaseName,MetricValue,Scenario,RunIndex,PhaseName,Sequence,MetricName,Iteration,Tool
4,StatisticBasedCase,46279180,BasicXform,2,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
4,StatisticBasedCase,57016608,BasicXform,2,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
16,StatisticBasedCase,424782,BasicXform,1,EMFResourceInitialization,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,9657192,BasicXform,1,EMFResourceInitialization,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,3803268203,BasicXform,1,Generation,2,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,99780832,BasicXform,1,Generation,2,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,132795045,BasicXform,1,Initialization,3,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,21340544,BasicXform,1,Initialization,3,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,109889376,BasicXform,1,Initialization,3,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,82018392,BasicXform,1,Initialization,3,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,387573479,BasicXform,1,M2MTransformation1,4,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31370736,BasicXform,1,M2MTransformation1,4,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,146691044,BasicXform,1,M2MTransformation1,4,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,230257632,BasicXform,1,M2MTransformation1,4,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,381866,BasicXform,1,Modification,5,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31371360,BasicXform,1,Modification,5,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,379143434,BasicXform,1,M2MTransformation2,6,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31385008,BasicXform,1,M2MTransformation2,6,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240288440,BasicXform,1,M2MTransformation2,6,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156721948,BasicXform,1,M2MTransformation2,6,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,460758,BasicXform,1,Modification,7,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31385376,BasicXform,1,Modification,7,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,334305687,BasicXform,1,M2MTransformation2,8,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31413752,BasicXform,1,M2MTransformation2,8,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,283252208,BasicXform,1,M2MTransformation2,8,PeakMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156735992,BasicXform,1,M2MTransformation2,8,AverageMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,216300,BasicXform,1,Modification,9,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31414120,BasicXform,1,Modification,9,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,321978029,BasicXform,1,M2MTransformation2,10,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31416664,BasicXform,1,M2MTransformation2,10,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240331368,BasicXform,1,M2MTransformation2,10,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156764792,BasicXform,1,M2MTransformation2,10,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,224264,BasicXform,1,Modification,11,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31417056,BasicXform,1,Modification,11,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,282228778,BasicXform,1,M2MTransformation2,12,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31425584,BasicXform,1,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156767752,BasicXform,1,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240334328,BasicXform,1,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,363395,BasicXform,1,Modification,13,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31425080,BasicXform,1,Modification,13,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,272817793,BasicXform,1,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31432376,BasicXform,1,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156775844,BasicXform,1,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240342512,BasicXform,1,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,236068,BasicXform,3,EMFResourceInitialization,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,9655656,BasicXform,3,EMFResourceInitialization,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,3726559416,BasicXform,3,Generation,2,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,99777320,BasicXform,3,Generation,2,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,160479095,BasicXform,3,Initialization,3,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,21337488,BasicXform,3,Initialization,3,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,131360864,BasicXform,3,Initialization,3,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,82015076,BasicXform,3,Initialization,3,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,360755149,BasicXform,3,M2MTransformation1,4,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31371496,BasicXform,3,M2MTransformation1,4,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,146687648,BasicXform,3,M2MTransformation1,4,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,230254016,BasicXform,3,M2MTransformation1,4,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,431709,BasicXform,3,Modification,5,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31372120,BasicXform,3,Modification,5,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,301400745,BasicXform,3,M2MTransformation2,6,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31406048,BasicXform,3,M2MTransformation2,6,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156722492,BasicXform,3,M2MTransformation2,6,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240288888,BasicXform,3,M2MTransformation2,6,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,408435,BasicXform,3,Modification,7,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31405232,BasicXform,3,Modification,7,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,270083912,BasicXform,3,M2MTransformation2,8,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31413400,BasicXform,3,M2MTransformation2,8,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240322000,BasicXform,3,M2MTransformation2,8,PeakMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156755604,BasicXform,3,M2MTransformation2,8,AverageMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,234940,BasicXform,3,Modification,9,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31413768,BasicXform,3,Modification,9,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,260643606,BasicXform,3,M2MTransformation2,10,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31416728,BasicXform,3,M2MTransformation2,10,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240330520,BasicXform,3,M2MTransformation2,10,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156764132,BasicXform,3,M2MTransformation2,10,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,305210,BasicXform,3,Modification,11,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31417120,BasicXform,3,Modification,11,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,274708059,BasicXform,3,M2MTransformation2,12,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31424168,BasicXform,3,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156767564,BasicXform,3,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240334008,BasicXform,3,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,326369,BasicXform,3,Modification,13,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31424656,BasicXform,3,Modification,13,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,259199723,BasicXform,3,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,31430984,BasicXform,3,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,156775024,BasicXform,3,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
16,StatisticBasedCase,240341416,BasicXform,3,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
64,StatisticBasedCase,237315,BasicXform,3,EMFResourceInitialization,1,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,10126008,BasicXform,3,EMFResourceInitialization,1,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,76564713361,BasicXform,3,Generation,2,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1813549872,BasicXform,3,Generation,2,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,10891728415,BasicXform,3,Initialization,3,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,976819256,BasicXform,3,Initialization,3,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,2550703896,BasicXform,3,Initialization,3,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1048932345,BasicXform,3,Initialization,3,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,616453111,BasicXform,3,M2MTransformation1,4,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1015488672,BasicXform,3,M2MTransformation1,4,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1328497264,BasicXform,3,M2MTransformation1,4,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1169873116,BasicXform,3,M2MTransformation1,4,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,2485370,BasicXform,3,Modification,5,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1015554192,BasicXform,3,Modification,5,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,695279258,BasicXform,3,M2MTransformation2,6,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1016882712,BasicXform,3,M2MTransformation2,6,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1237577332,BasicXform,3,M2MTransformation2,6,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1422595952,BasicXform,3,M2MTransformation2,6,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,2269863,BasicXform,3,Modification,7,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1016947000,BasicXform,3,Modification,7,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,646331236,BasicXform,3,M2MTransformation2,8,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1016960512,BasicXform,3,M2MTransformation2,8,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1386985584,BasicXform,3,M2MTransformation2,8,PeakMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1220468552,BasicXform,3,M2MTransformation2,8,AverageMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,2052997,BasicXform,3,Modification,9,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1017026416,BasicXform,3,Modification,9,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,618977809,BasicXform,3,M2MTransformation2,10,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1017019456,BasicXform,3,M2MTransformation2,10,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1424068176,BasicXform,3,M2MTransformation2,10,PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1239049556,BasicXform,3,M2MTransformation2,10,AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,2091698,BasicXform,3,Modification,11,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1017086072,BasicXform,3,Modification,11,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,607320392,BasicXform,3,M2MTransformation2,12,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1017615800,BasicXform,3,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1239109340,BasicXform,3,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1424128032,BasicXform,3,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1813587,BasicXform,3,Modification,13,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1017681864,BasicXform,3,Modification,13,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,607476248,BasicXform,3,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1019788712,BasicXform,3,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1424723496,BasicXform,3,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
64,StatisticBasedCase,1239704940,BasicXform,3,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
4,StatisticBasedCase,236401,BasicXform,3,EMFResourceInitialization,1,Time,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,11176032,BasicXform,3,EMFResourceInitialization,1,Memory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,350581972,BasicXform,3,Generation,2,Time,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,17753992,BasicXform,3,Generation,2,Memory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,220628,BasicXform,3,Initialization,3,Time,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,11687976,BasicXform,3,Initialization,3,Memory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,33149160,BasicXform,3,Initialization,3,AverageMemory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,33149160,BasicXform,3,Initialization,3,PeakMemory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,28459767,BasicXform,3,M2MTransformation1,4,Time,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12639888,BasicXform,3,M2MTransformation1,4,Memory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,65375664,BasicXform,3,M2MTransformation1,4,PeakMemory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,49269520,BasicXform,3,M2MTransformation1,4,AverageMemory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,220322,BasicXform,3,Modification,5,Time,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12636920,BasicXform,3,Modification,5,Memory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,24639261,BasicXform,3,M2MTransformation2,6,Time,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12646512,BasicXform,3,M2MTransformation2,6,Memory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,34112552,BasicXform,3,M2MTransformation2,6,PeakMemory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,34112552,BasicXform,3,M2MTransformation2,6,AverageMemory,1,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,144684,BasicXform,3,Modification,7,Time,2,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12646560,BasicXform,3,Modification,7,Memory,2,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,23546125,BasicXform,3,M2MTransformation2,8,Time,2,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12663992,BasicXform,3,M2MTransformation2,8,Memory,2,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,55597048,BasicXform,3,M2MTransformation2,8,PeakMemory,2,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,34122192,BasicXform,3,M2MTransformation2,8,AverageMemory,2,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,123659,BasicXform,3,Modification,9,Time,3,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12664040,BasicXform,3,Modification,9,Memory,3,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,22766736,BasicXform,3,M2MTransformation2,10,Time,3,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,12674672,BasicXform,3,M2MTransformation2,10,Memory,3,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,34139672,BasicXform,3,M2MTransformation2,10,AverageMemory,3,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,34139672,BasicXform,3,M2MTransformation2,10,PeakMemory,3,BATCH_YAMTL-TEMPLATE
4,StatisticBasedCase,80492,BasicXform,3,Modification,11,Time,4,BATCH_YAMTL-TEMPLATE
