Size,CaseName,MetricValue,Scenario,RunIndex,PhaseName,Sequence,MetricName,Iteration,Tool
64,StatisticBasedCase,745490074,BasicXform,3,M2MTransformation2,8,AverageMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,677277,BasicXform,3,Modification,9,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,226857208,BasicXform,3,Modification,9,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,1031638180,BasicXform,3,M2MTransformation2,10,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,226861160,BasicXform,3,M2MTransformation2,10,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,1004680048,BasicXform,3,M2MTransformation2,10,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,745406029,BasicXform,3,M2MTransformation2,10,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,626940,BasicXform,3,Modification,11,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,226861200,BasicXform,3,Modification,11,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,1011312082,BasicXform,3,M2MTransformation2,12,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,226863016,BasicXform,3,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,757756216,BasicXform,3,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,1004683744,BasicXform,3,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,303946,BasicXform,3,Modification,13,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,226863056,BasicXform,3,Modification,13,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,1014840637,BasicXform,3,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,226869288,BasicXform,3,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,757758112,BasicXform,3,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
64,StatisticBasedCase,1004685672,BasicXform,3,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
16,StatisticBasedCase,195353,BasicXform,2,EMFResourceInitialization,1,Time,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,9432392,BasicXform,2,EMFResourceInitialization,1,Memory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,3593674220,BasicXform,2,Generation,2,Time,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,99485504,BasicXform,2,Generation,2,Memory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,13685,BasicXform,2,Initialization,3,Time,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,12144064,BasicXform,2,Initialization,3,Memory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,53915368,BasicXform,2,Initialization,3,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,53915040,BasicXform,2,Initialization,3,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,30853591240,BasicXform,2,M2MTransformation1,4,Time,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,16042696,BasicXform,2,M2MTransformation1,4,Memory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,3248857208,BasicXform,2,M2MTransformation1,4,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,1345299455,BasicXform,2,M2MTransformation1,4,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,337120,BasicXform,2,Modification,5,Time,1,BATCH_OPTIMIZED-TEMPLATE
16,StatisticBasedCase,16042816,BasicXform,2,Modification,5,Memory,1,BATCH_OPTIMIZED-TEMPLATE
