Scenario,CaseName,PhaseName,RunIndex,Size,Iteration,MetricValue,Tool,Sequence,MetricName
BasicXform,StatisticBasedCase,Initialization,1,1,1,40279344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,1,1,39878921,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,1,1,14833336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,1,1,1,209499,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,1,1,1,14846256,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,1,40105404,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,1,14875920,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,1,1,2,204446,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,1,1,2,14887480,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,2,34387648,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,2,14919664,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,1,1,3,163033,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,1,1,3,14931336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,3,30949107,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,3,14966264,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,1,1,4,180907,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,1,1,4,14978120,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,4,30681982,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,4,15013480,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,1,1,5,201299,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,1,1,5,15024520,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,5,28405455,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,1,5,15052104,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,8,1,315585,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,8,1,11157016,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,2,8,1,802255055,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,2,8,1,61862072,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,2,8,1,7542638,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,8,1,835188973,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,8,1,17809640,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,2,8,1,253986,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,2,8,1,17810504,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,1,386782041,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,1,18849008,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,2,8,2,206210,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,2,8,2,18849840,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,2,376494213,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,2,18867144,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,2,8,3,175555,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,2,8,3,18867976,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,3,370382142,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,3,18876984,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,2,8,4,176919,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,2,8,4,18877920,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,4,374138780,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,4,18887336,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,2,8,5,183376,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,2,8,5,18888272,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,5,491485965,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,5,18897384,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,8,1,298724,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,8,1,11118952,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,3,8,1,749058614,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,3,8,1,63522080,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,3,8,1,104002448,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,8,1,111444562,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,8,1,52005040,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,3,8,1,443422,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,3,8,1,52055632,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,1,133139083,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,1,52105208,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,3,8,2,439963,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,3,8,2,52156152,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,2,126543532,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,2,52234736,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,3,8,3,437038,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,3,8,3,52285776,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,3,112211642,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,3,52315184,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,3,8,4,404890,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,3,8,4,52366344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,4,107032236,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,4,52396064,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,3,8,5,1680300,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,3,8,5,52971648,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,5,166878068,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,8,5,53001104,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,2,1,488562,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,2,1,11048592,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,3,2,1,194580332,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,3,2,1,14984544,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,3,2,1,71328226,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,2,1,70617631,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,2,1,18085128,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,3,2,1,235558,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,3,2,1,18093832,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,1,66114833,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,1,18115368,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,3,2,2,185462,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,3,2,2,18125168,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,2,54617224,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,2,18143960,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,3,2,3,223192,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,3,2,3,18170304,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,3,46179626,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,3,18189208,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,3,2,4,177769,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,3,2,4,18199352,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,4,36627673,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,4,18218336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,3,2,5,188441,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,3,2,5,18232712,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,5,36393470,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,2,5,18251536,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,4,1,823780,BATCH_OPTIMIZED-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,4,1,10948472,BATCH_OPTIMIZED-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,2,4,1,433342931,BATCH_OPTIMIZED-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,2,4,1,19439064,BATCH_OPTIMIZED-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,2,4,1,10138,BATCH_OPTIMIZED-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,4,1,1745705174,BATCH_OPTIMIZED-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,4,1,12228528,BATCH_OPTIMIZED-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,2,4,1,110986,BATCH_OPTIMIZED-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,2,4,1,12229024,BATCH_OPTIMIZED-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,1,1722972231,BATCH_OPTIMIZED-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,1,12460240,BATCH_OPTIMIZED-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,2,4,2,89880,BATCH_OPTIMIZED-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,2,4,2,12460736,BATCH_OPTIMIZED-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,2,2263369905,BATCH_OPTIMIZED-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,2,12706432,BATCH_OPTIMIZED-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,2,4,3,106468,BATCH_OPTIMIZED-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,2,4,3,12706928,BATCH_OPTIMIZED-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,3,1733459852,BATCH_OPTIMIZED-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,3,12929864,BATCH_OPTIMIZED-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,2,4,4,87354,BATCH_OPTIMIZED-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,2,4,4,12930408,BATCH_OPTIMIZED-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,4,1752946530,BATCH_OPTIMIZED-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,4,13204680,BATCH_OPTIMIZED-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,2,4,5,87887,BATCH_OPTIMIZED-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,2,4,5,13205176,BATCH_OPTIMIZED-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,5,1743062999,BATCH_OPTIMIZED-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,5,13431832,BATCH_OPTIMIZED-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,1,1,613069,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,1,1,11067336,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,3,1,1,103318180,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,3,1,1,13299432,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,3,1,1,3890888,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,1,1,8058381739,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,1,1,11564312,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,3,1,1,202475,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,3,1,1,11564848,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,1,8177998154,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,1,11566984,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,3,1,2,131176,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,3,1,2,11567520,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,2,8720232112,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,2,11570592,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,3,1,3,106952,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,3,1,3,11571128,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,3,9136691367,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,3,11574136,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,3,1,4,130096,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,3,1,4,11574696,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,4,9675548660,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,4,11577744,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,3,1,5,122469,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,3,1,5,11578280,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,5,10243249917,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,1,5,11581112,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,32,1,280403,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,32,1,11481432,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,1,32,1,13439802345,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,1,32,1,793147296,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,1,32,1,1348520749,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,32,1,600604170,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,32,1,421529928,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,1,32,1,7188056,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,1,32,1,425877256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,1,8340,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,1,425877560,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,1,32,2,1224798,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,1,32,2,425926056,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,2,8727,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,2,425926328,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,1,32,3,1260790,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,1,32,3,425975416,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,3,8652,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,3,425975688,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,1,32,4,1279507,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,1,32,4,426024680,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,4,8899,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,4,426024976,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,1,32,5,1236653,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,1,32,5,426073792,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,5,8195,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,32,5,426074064,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,2,1,1091239,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,2,1,11080304,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,1,2,1,151669972,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,1,2,1,14918848,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,1,2,1,6220608,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,2,1,56418377455,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,2,1,11808488,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,1,2,1,156574,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,1,2,1,11809024,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,2,1,57808340488,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,2,1,11810672,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,1,2,2,104165,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,1,2,2,11811208,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,2,2,58470538832,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8,Time
