PhaseName,MetricValue,Iteration,Sequence,Tool,CaseName,Scenario,Size,MetricName,RunIndex
EMFResourceInitialization,417655,1,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
EMFResourceInitialization,9550808,1,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
Generation,104321547,1,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Generation,11954760,1,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
Initialization,35808474,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Initialization,11419528,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
Initialization,63481344,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
Initialization,42006480,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
M2MTransformation1,29035069,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
M2MTransformation1,12636992,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation1,32894880,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
M2MTransformation1,32894880,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
Modification,406279,1,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Modification,12644976,1,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,32291734,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
M2MTransformation2,12993688,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,34120656,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
M2MTransformation2,34120656,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
Modification,257879,2,7,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Modification,12998776,2,7,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,30268479,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
M2MTransformation2,13331552,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,34474456,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
M2MTransformation2,34474456,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
Modification,369412,3,9,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Modification,13336864,3,9,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,29235081,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
M2MTransformation2,13698376,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,34812544,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
M2MTransformation2,34812544,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
Modification,297596,4,11,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Modification,13702880,4,11,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,28210766,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
M2MTransformation2,14080520,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,35178584,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
M2MTransformation2,35178584,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
Modification,287803,5,13,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
Modification,14088296,5,13,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,26549167,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,5
M2MTransformation2,14434000,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,5
M2MTransformation2,35563976,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,5
M2MTransformation2,35563976,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,5
EMFResourceInitialization,550654,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
EMFResourceInitialization,9590480,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
Generation,109847468,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Generation,11379992,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
Initialization,48220796,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Initialization,13274584,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
Initialization,52775172,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
Initialization,74250024,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
M2MTransformation1,42407922,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
M2MTransformation1,13839872,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation1,34750016,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
M2MTransformation1,34750016,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
Modification,261631,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Modification,13839872,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,44834634,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
M2MTransformation2,13844616,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,35315504,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
M2MTransformation2,35315504,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
Modification,145700,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Modification,13844584,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,43999473,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
M2MTransformation2,13850544,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,35320216,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
M2MTransformation2,35320216,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
Modification,151706,3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Modification,13850512,3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,44278036,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
M2MTransformation2,13856264,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,35326144,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
M2MTransformation2,35326144,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
Modification,143714,4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Modification,13856280,4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,43815980,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
M2MTransformation2,13861624,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,35331936,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
M2MTransformation2,35331936,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
Modification,156843,5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
Modification,13861624,5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,42711088,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,3
M2MTransformation2,13873976,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,3
M2MTransformation2,35337256,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,3
M2MTransformation2,35337256,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,3
EMFResourceInitialization,354496,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
EMFResourceInitialization,10323280,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
Generation,70023469408,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Generation,1721478104,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
Initialization,11794131275,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Initialization,1008552392,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
Initialization,2916740976,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
Initialization,1113678252,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
M2MTransformation1,1569761754,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
M2MTransformation1,1062287768,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation1,1510933144,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
M2MTransformation1,1297808138,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
Modification,20546226,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Modification,1064115560,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,45655,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
M2MTransformation2,1064116440,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,1109781296,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
M2MTransformation2,1155729920,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
Modification,1879169,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Modification,1064171688,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,22949,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
M2MTransformation2,1064172568,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,1109837424,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
M2MTransformation2,1109837424,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
Modification,1818929,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Modification,1064199288,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,13067,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
M2MTransformation2,1064200168,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,1109865024,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
M2MTransformation2,1109052792,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
Modification,2091219,4,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Modification,1064227728,4,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,15467,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
M2MTransformation2,1064228600,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,1109893488,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
M2MTransformation2,1079458984,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
Modification,1466311,5,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
Modification,1064255944,5,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,16058,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,5
M2MTransformation2,1064256824,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,5
M2MTransformation2,1087089352,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,5
M2MTransformation2,1109921680,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,5
EMFResourceInitialization,242931,1,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
EMFResourceInitialization,9621104,1,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
Generation,56923773,1,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Generation,10785960,1,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
Initialization,49363674,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Initialization,11355000,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
Initialization,52684624,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
Initialization,41947200,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
M2MTransformation1,29373441,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
M2MTransformation1,12186744,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation1,43567872,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
M2MTransformation1,32830432,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
Modification,2334074,1,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Modification,12238952,1,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,4805,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
M2MTransformation2,12240024,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,22977304,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
M2MTransformation2,33714584,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
Modification,2015191,2,7,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Modification,12266416,2,7,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,4128,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
M2MTransformation2,12267288,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,33742048,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
M2MTransformation2,23004768,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
Modification,1846231,3,9,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Modification,12296472,3,9,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,4410,3,10,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
M2MTransformation2,12297344,3,10,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,33772104,3,10,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
M2MTransformation2,23034824,3,10,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
Modification,2008850,4,11,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Modification,12324632,4,11,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,4126,4,12,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
M2MTransformation2,12325528,4,12,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,33800288,4,12,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
M2MTransformation2,23063008,4,12,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
Modification,2250412,5,13,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
Modification,12349856,5,13,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,4916,5,14,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,5
M2MTransformation2,12350728,5,14,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,5
M2MTransformation2,23088208,5,14,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,5
M2MTransformation2,33825488,5,14,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,5
EMFResourceInitialization,376566,1,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
EMFResourceInitialization,9698120,1,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
Generation,1056129079,1,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
Generation,31044952,1,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
Initialization,129962533,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
Initialization,21858992,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
Initialization,107435296,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,3
Initialization,64485592,1,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,AverageMemory,3
M2MTransformation1,174849712,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
M2MTransformation1,28829536,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
M2MTransformation1,75546768,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,AverageMemory,3
M2MTransformation1,118496496,1,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,3
Modification,2818161,1,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
Modification,29017496,1,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
M2MTransformation2,3742,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
M2MTransformation2,29018368,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
M2MTransformation2,50493176,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,3
M2MTransformation2,39755872,1,6,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,AverageMemory,3
Modification,1143616,2,7,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
Modification,29037296,2,7,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
M2MTransformation2,4810,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
M2MTransformation2,29038168,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
M2MTransformation2,50512976,2,8,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,3
