PhaseName,MetricValue,Iteration,Sequence,Tool,CaseName,Scenario,Size,MetricName,RunIndex
M2MTransformation2,45909696,1,6,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
M2MTransformation2,56647120,1,6,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
Modification,376198,2,7,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,13728520,2,7,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,16433154,2,8,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,13780744,2,8,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,56679008,2,8,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,35204152,2,8,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,401116,3,9,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,13785288,3,9,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,16757229,3,10,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,13862528,3,10,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,35260920,3,10,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
M2MTransformation2,35260920,3,10,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
Modification,396801,4,11,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,13867304,4,11,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,16592600,4,12,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,13892576,4,12,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,35342960,4,12,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,35342960,4,12,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,407813,5,13,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,13897312,5,13,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,16714679,5,14,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,13921760,5,14,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,35372944,5,14,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
M2MTransformation2,35372944,5,14,INCR_VIATRA_AGGREGATED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
EMFResourceInitialization,256978,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
EMFResourceInitialization,9622200,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
Generation,88696208,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Generation,11414416,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
Initialization,59462105,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Initialization,12656072,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
Initialization,42072920,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Initialization,52810344,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation1,58477292,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation1,13705936,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation1,50237640,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
M2MTransformation1,66343784,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
Modification,2349207,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,13759880,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,20050,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,13760752,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,35235512,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
M2MTransformation2,35235512,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
Modification,1666641,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,13774960,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,16721,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,13775832,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,35250592,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,35250592,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Modification,1782508,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,13790664,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,17009,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,13791536,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,35266296,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,24529016,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Modification,1378667,4,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,13805952,4,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,18177,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,13806848,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,35281608,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,35281608,4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Modification,1625252,5,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,13821288,5,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,18158,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,13822160,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,35296920,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,24559640,5,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
EMFResourceInitialization,741124,1,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
EMFResourceInitialization,9537248,1,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
Generation,55974231,1,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Generation,10683656,1,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
Initialization,29199062,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Initialization,10737144,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
Initialization,74073640,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
Initialization,41861360,1,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
M2MTransformation1,16661016,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
M2MTransformation1,11322480,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation1,32212448,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
M2MTransformation1,32212448,1,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
Modification,355776,1,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Modification,11329976,1,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,18256682,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
M2MTransformation2,11511224,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,32805608,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
M2MTransformation2,32805608,1,6,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
Modification,290908,2,7,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Modification,11516160,2,7,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,17431251,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
M2MTransformation2,11687368,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,32991792,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
M2MTransformation2,32991792,2,8,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
Modification,320495,3,9,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Modification,11694080,3,9,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,19086575,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
M2MTransformation2,11882480,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,33169712,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
M2MTransformation2,33169712,3,10,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
Modification,290103,4,11,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Modification,11888848,4,11,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,17513869,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
M2MTransformation2,12091568,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,33364504,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
M2MTransformation2,33364504,4,12,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
Modification,371932,5,13,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
Modification,12096808,5,13,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,17569232,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Time,1
M2MTransformation2,12286104,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,Memory,1
M2MTransformation2,33572440,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,PeakMemory,1
M2MTransformation2,33572440,5,14,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,BasicXform,1,AverageMemory,1
EMFResourceInitialization,270275,1,1,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
EMFResourceInitialization,9332096,1,1,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
Generation,145331979,1,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Generation,11714864,1,2,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
Initialization,18625,1,3,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Initialization,9578632,1,3,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
Initialization,31053072,1,3,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
Initialization,31053072,1,3,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
M2MTransformation1,632836076,1,4,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation1,9993920,1,4,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation1,1083812024,1,4,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation1,52774584,1,4,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Modification,135694,1,5,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,9994000,1,5,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,453030785,1,6,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,10119496,1,6,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,1084227720,1,6,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,63927704,1,6,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Modification,84408,2,7,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,10119576,2,7,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,454330544,2,8,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,10256816,2,8,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,64069672,2,8,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
M2MTransformation2,1084386064,2,8,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
Modification,105254,3,9,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,10256896,3,9,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,459513867,3,10,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,10404440,3,10,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,1084572584,3,10,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,64231548,3,10,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
Modification,79619,4,11,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,10404544,4,11,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,463964419,4,12,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,10529584,4,12,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,71468524,4,12,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
M2MTransformation2,1084638288,4,12,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
Modification,77673,5,13,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
Modification,10529664,5,13,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,479402135,5,14,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,4
M2MTransformation2,10656352,5,14,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,4
M2MTransformation2,1183346800,5,14,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,4
M2MTransformation2,611241148,5,14,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,4
EMFResourceInitialization,214008,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
EMFResourceInitialization,10183216,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
Generation,76130018739,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Generation,1783461672,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
Initialization,12088498112,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Initialization,977227184,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
Initialization,2893320968,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
Initialization,1171193074,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
M2MTransformation1,686310737,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
M2MTransformation1,1015902664,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation1,1175902016,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
M2MTransformation1,1374802232,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
Modification,910705,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Modification,1015916328,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,768018115,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
M2MTransformation2,1017238648,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,1242664824,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
M2MTransformation2,1469644656,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
Modification,964014,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Modification,1017277032,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,675061036,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
M2MTransformation2,1017280952,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,1425423424,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
M2MTransformation2,1244025368,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
Modification,885464,3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Modification,1017289840,3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,640729195,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
M2MTransformation2,1017304160,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,1380087328,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
M2MTransformation2,1221363724,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
Modification,853443,4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Modification,1017314456,4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,631671254,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
M2MTransformation2,1017842032,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,1380111448,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
M2MTransformation2,1221388104,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
Modification,816956,5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
Modification,1017852376,5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,619299780,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Time,2
M2MTransformation2,1019953488,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,Memory,2
M2MTransformation2,1221926112,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,AverageMemory,2
M2MTransformation2,1380649568,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,64,PeakMemory,2
EMFResourceInitialization,667637,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,1
EMFResourceInitialization,9651144,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,1
Generation,1055038470,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,1
Generation,32732192,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,1
Initialization,93117315,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,1
Initialization,16887112,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,1
Initialization,75183920,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,1
Initialization,53709084,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,AverageMemory,1
M2MTransformation1,194709816,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,1
M2MTransformation1,19422456,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,1
M2MTransformation1,102787016,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,1
M2MTransformation1,70574780,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,AverageMemory,1
Modification,432917,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,1
