Iteration,Scenario,CaseName,Size,MetricValue,MetricName,RunIndex,PhaseName,Tool,Sequence
5,BasicXform,StatisticBasedCase,8,117683472,Memory,3,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,3958,Time,3,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,117684320,Memory,3,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,139159128,PeakMemory,3,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,128421824,AverageMemory,3,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,14
1,BasicXform,StatisticBasedCase,2,325922,Time,4,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,11296584,Memory,4,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,88236872,Time,4,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,15407944,Memory,4,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,53470626,Time,4,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,15488144,Memory,4,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,43750464,AverageMemory,4,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,65225328,PeakMemory,4,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,32971734,Time,4,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,19649928,Memory,4,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,36963576,PeakMemory,4,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,36963576,AverageMemory,4,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,663511,Time,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,5
1,BasicXform,StatisticBasedCase,2,19664576,Memory,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,5
1,BasicXform,StatisticBasedCase,2,24110532,Time,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,19881368,Memory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,41140176,PeakMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,41140176,AverageMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
2,BasicXform,StatisticBasedCase,2,482189,Time,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,7
2,BasicXform,StatisticBasedCase,2,19928872,Memory,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,7
2,BasicXform,StatisticBasedCase,2,21316502,Time,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,19979416,Memory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,41404472,AverageMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,62879328,PeakMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
3,BasicXform,StatisticBasedCase,2,363060,Time,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,19994272,Memory,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,21313160,Time,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,20052424,Memory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,41469872,PeakMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,41469872,AverageMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
4,BasicXform,StatisticBasedCase,2,353523,Time,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,20067656,Memory,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,20732754,Time,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,20106344,Memory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,41543280,AverageMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,41543280,PeakMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
5,BasicXform,StatisticBasedCase,2,373482,Time,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,20121520,Memory,4,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,22237015,Time,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,20162376,Memory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,41597120,PeakMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,41597120,AverageMemory,4,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
1,BasicXform,StatisticBasedCase,2,493494,Time,5,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,11206144,Memory,5,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,101771271,Time,5,Generation,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,15589272,Memory,5,Generation,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,27719385,Time,5,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,14617728,Memory,5,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,65136544,PeakMemory,5,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,49030400,AverageMemory,5,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,31312773,Time,5,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,16747512,Memory,5,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,36093032,PeakMemory,5,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,36093032,AverageMemory,5,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,329654,Time,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,2,16762360,Memory,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,2,32305022,Time,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,16782848,Memory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,38237960,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,38237960,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
2,BasicXform,StatisticBasedCase,2,340428,Time,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,2,16797392,Memory,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,2,29765454,Time,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,16819544,Memory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,38272992,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,59747848,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
3,BasicXform,StatisticBasedCase,2,309038,Time,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,16832872,Memory,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,28977426,Time,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,16856416,Memory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,38308472,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,38308472,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
4,BasicXform,StatisticBasedCase,2,299247,Time,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,16866888,Memory,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,28454294,Time,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,16886792,Memory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,38342512,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,38342512,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
5,BasicXform,StatisticBasedCase,2,251057,Time,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,16897280,Memory,5,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,27387401,Time,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,16919880,Memory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,59847728,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,49110304,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
1,BasicXform,StatisticBasedCase,1,200748,Time,2,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE,1
1,BasicXform,StatisticBasedCase,1,11283176,Memory,2,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE,1
1,BasicXform,StatisticBasedCase,1,45885903,Time,2,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE,2
1,BasicXform,StatisticBasedCase,1,13226760,Memory,2,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE,2
1,BasicXform,StatisticBasedCase,1,41159883,Time,2,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,1,13746960,Memory,2,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,1,43609808,AverageMemory,2,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,1,75822088,PeakMemory,2,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE,3
1,BasicXform,StatisticBasedCase,1,15816953,Time,2,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,1,15693032,Memory,2,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,1,35222488,AverageMemory,2,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,1,35222488,PeakMemory,2,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE,4
1,BasicXform,StatisticBasedCase,1,701941,Time,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,5
1,BasicXform,StatisticBasedCase,1,15704312,Memory,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,5
1,BasicXform,StatisticBasedCase,1,17903578,Time,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
1,BasicXform,StatisticBasedCase,1,15837592,Memory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
1,BasicXform,StatisticBasedCase,1,37179912,PeakMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
1,BasicXform,StatisticBasedCase,1,37179912,AverageMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,6
2,BasicXform,StatisticBasedCase,1,405550,Time,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,7
2,BasicXform,StatisticBasedCase,1,15848880,Memory,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,7
2,BasicXform,StatisticBasedCase,1,16936698,Time,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,1,15886456,Memory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,1,37324480,AverageMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,1,37324480,PeakMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,8
3,BasicXform,StatisticBasedCase,1,442804,Time,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,9
3,BasicXform,StatisticBasedCase,1,15898032,Memory,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,9
3,BasicXform,StatisticBasedCase,1,16675292,Time,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,1,15942064,Memory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,1,37373632,PeakMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,1,37373632,AverageMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,10
4,BasicXform,StatisticBasedCase,1,346507,Time,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,11
4,BasicXform,StatisticBasedCase,1,15953696,Memory,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,11
4,BasicXform,StatisticBasedCase,1,16873014,Time,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,1,16000160,Memory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,1,37429320,AverageMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,1,58904176,PeakMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,12
5,BasicXform,StatisticBasedCase,1,421662,Time,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,13
5,BasicXform,StatisticBasedCase,1,16011928,Memory,2,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE,13
5,BasicXform,StatisticBasedCase,1,17258271,Time,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,1,16047712,Memory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,1,37487528,AverageMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,1,37487528,PeakMemory,2,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE,14
1,BasicXform,StatisticBasedCase,8,225609,Time,5,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1
1,BasicXform,StatisticBasedCase,8,11293136,Memory,5,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,1
1,BasicXform,StatisticBasedCase,8,788758385,Time,5,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
1,BasicXform,StatisticBasedCase,8,50792568,Memory,5,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,2
1,BasicXform,StatisticBasedCase,8,112385398,Time,5,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,20252408,Memory,5,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,66058976,PeakMemory,5,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,44584124,AverageMemory,5,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,21102248425,Time,5,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,21508000,Memory,5,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,604818016,AverageMemory,5,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,1095370688,PeakMemory,5,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,332101,Time,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5
1,BasicXform,StatisticBasedCase,8,21509000,Memory,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,5
1,BasicXform,StatisticBasedCase,8,20700546067,Time,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,21512352,Memory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,1101153224,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,562398545,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,6
2,BasicXform,StatisticBasedCase,8,162398,Time,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7
2,BasicXform,StatisticBasedCase,8,21513296,Memory,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,7
2,BasicXform,StatisticBasedCase,8,22128386783,Time,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,21516368,Memory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,1450277816,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,656408610,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,8
3,BasicXform,StatisticBasedCase,8,152466,Time,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,9
3,BasicXform,StatisticBasedCase,8,21517304,Memory,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,9
3,BasicXform,StatisticBasedCase,8,21103500658,Time,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,21520248,Memory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,1452042320,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,633652490,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,10
4,BasicXform,StatisticBasedCase,8,123561,Time,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,11
4,BasicXform,StatisticBasedCase,8,21521216,Memory,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,11
4,BasicXform,StatisticBasedCase,8,22402772715,Time,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,21524832,Memory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,1453090752,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,714905893,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,12
5,BasicXform,StatisticBasedCase,8,145066,Time,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,21525808,Memory,5,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,21301811983,Time,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,21536944,Memory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,637591236,AverageMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,1453156728,PeakMemory,5,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,14
1,BasicXform,StatisticBasedCase,64,331367,Time,2,EMFResourceInitialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,1
1,BasicXform,StatisticBasedCase,64,12177096,Memory,2,EMFResourceInitialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,1
1,BasicXform,StatisticBasedCase,64,77475548227,Time,2,Generation,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,2
1,BasicXform,StatisticBasedCase,64,3331612640,Memory,2,Generation,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,2
1,BasicXform,StatisticBasedCase,64,12493340589,Time,2,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3
1,BasicXform,StatisticBasedCase,64,1922777744,Memory,2,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3
1,BasicXform,StatisticBasedCase,64,3714818328,PeakMemory,2,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3
1,BasicXform,StatisticBasedCase,64,1598700077,AverageMemory,2,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,3
1,BasicXform,StatisticBasedCase,64,38270653825,Time,2,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4
1,BasicXform,StatisticBasedCase,64,5201197872,Memory,2,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4
1,BasicXform,StatisticBasedCase,64,3851802116,AverageMemory,2,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4
1,BasicXform,StatisticBasedCase,64,6255377504,PeakMemory,2,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,4
1,BasicXform,StatisticBasedCase,64,3289449,Time,2,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,5
1,BasicXform,StatisticBasedCase,64,5201369272,Memory,2,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,5
1,BasicXform,StatisticBasedCase,64,4700,Time,2,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6
1,BasicXform,StatisticBasedCase,64,5201370088,Memory,2,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6
1,BasicXform,StatisticBasedCase,64,5225181056,PeakMemory,2,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6
1,BasicXform,StatisticBasedCase,64,5213275688,AverageMemory,2,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,6
2,BasicXform,StatisticBasedCase,64,3801367,Time,2,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,7
2,BasicXform,StatisticBasedCase,64,5202382896,Memory,2,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,7
2,BasicXform,StatisticBasedCase,64,4244,Time,2,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
