Size,Tool,MetricValue,Scenario,RunIndex,Iteration,CaseName,MetricName,PhaseName,Sequence
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1184227130,BasicXform,2,3,LowSynchCase,AverageMemory,M2MTransformation2,10
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1894125480,BasicXform,2,3,LowSynchCase,PeakMemory,M2MTransformation2,10
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,109331,BasicXform,2,4,LowSynchCase,Time,Modification,11
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501659448,BasicXform,2,4,LowSynchCase,Memory,Modification,11
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1707673578,BasicXform,2,4,LowSynchCase,Time,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501682200,BasicXform,2,4,LowSynchCase,Memory,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1888006816,BasicXform,2,4,LowSynchCase,PeakMemory,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1194833394,BasicXform,2,4,LowSynchCase,AverageMemory,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126943,BasicXform,2,5,LowSynchCase,Time,Modification,13
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501687792,BasicXform,2,5,LowSynchCase,Memory,Modification,13
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1798669996,BasicXform,2,5,LowSynchCase,Time,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501709768,BasicXform,2,5,LowSynchCase,Memory,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1884500200,BasicXform,2,5,LowSynchCase,PeakMemory,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1206558736,BasicXform,2,5,LowSynchCase,AverageMemory,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,332347,BasicXform,1,1,LowSynchCase,Time,EMFResourceInitialization,1
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13444912,BasicXform,1,1,LowSynchCase,Memory,EMFResourceInitialization,1
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3911661398,BasicXform,1,1,LowSynchCase,Time,Generation,2
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,310645248,BasicXform,1,1,LowSynchCase,Memory,Generation,2
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,817885077,BasicXform,1,1,LowSynchCase,Time,Initialization,3
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,271018960,BasicXform,1,1,LowSynchCase,Memory,Initialization,3
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,615523216,BasicXform,1,1,LowSynchCase,PeakMemory,Initialization,3
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,349493472,BasicXform,1,1,LowSynchCase,AverageMemory,Initialization,3
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1352566389,BasicXform,1,1,LowSynchCase,Time,M2MTransformation1,4
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501349776,BasicXform,1,1,LowSynchCase,Memory,M2MTransformation1,4
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,994348293,BasicXform,1,1,LowSynchCase,AverageMemory,M2MTransformation1,4
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1504933296,BasicXform,1,1,LowSynchCase,PeakMemory,M2MTransformation1,4
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,138441,BasicXform,1,1,LowSynchCase,Time,Modification,5
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501356376,BasicXform,1,1,LowSynchCase,Memory,Modification,5
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2000632154,BasicXform,1,1,LowSynchCase,Time,M2MTransformation2,6
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501378976,BasicXform,1,1,LowSynchCase,Memory,M2MTransformation2,6
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1350286595,BasicXform,1,1,LowSynchCase,AverageMemory,M2MTransformation2,6
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1884797776,BasicXform,1,1,LowSynchCase,PeakMemory,M2MTransformation2,6
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,156053,BasicXform,1,2,LowSynchCase,Time,Modification,7
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501385736,BasicXform,1,2,LowSynchCase,Memory,Modification,7
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1732841693,BasicXform,1,2,LowSynchCase,Time,M2MTransformation2,8
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501744120,BasicXform,1,2,LowSynchCase,Memory,M2MTransformation2,8
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1262243058,BasicXform,1,2,LowSynchCase,AverageMemory,M2MTransformation2,8
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1994464264,BasicXform,1,2,LowSynchCase,PeakMemory,M2MTransformation2,8
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,165441,BasicXform,1,3,LowSynchCase,Time,Modification,9
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501721440,BasicXform,1,3,LowSynchCase,Memory,Modification,9
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1927989761,BasicXform,1,3,LowSynchCase,Time,M2MTransformation2,10
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501743512,BasicXform,1,3,LowSynchCase,Memory,M2MTransformation2,10
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1192819064,BasicXform,1,3,LowSynchCase,AverageMemory,M2MTransformation2,10
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1883916088,BasicXform,1,3,LowSynchCase,PeakMemory,M2MTransformation2,10
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,160505,BasicXform,1,4,LowSynchCase,Time,Modification,11
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501750664,BasicXform,1,4,LowSynchCase,Memory,Modification,11
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1729337586,BasicXform,1,4,LowSynchCase,Time,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501773264,BasicXform,1,4,LowSynchCase,Memory,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1191523840,BasicXform,1,4,LowSynchCase,AverageMemory,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1924245752,BasicXform,1,4,LowSynchCase,PeakMemory,M2MTransformation2,12
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,147173,BasicXform,1,5,LowSynchCase,Time,Modification,13
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501780536,BasicXform,1,5,LowSynchCase,Memory,Modification,13
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1732627756,BasicXform,1,5,LowSynchCase,Time,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,501802928,BasicXform,1,5,LowSynchCase,Memory,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1204186333,BasicXform,1,5,LowSynchCase,AverageMemory,M2MTransformation2,14
64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1879575952,BasicXform,1,5,LowSynchCase,PeakMemory,M2MTransformation2,14
