CaseName,Sequence,PhaseName,RunIndex,Tool,MetricValue,Scenario,MetricName,Iteration,Size
StatisticBasedCase,3,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,262979496,BasicXform,Memory,1,64
StatisticBasedCase,3,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1026028080,BasicXform,PeakMemory,1,64
StatisticBasedCase,3,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,536438396,BasicXform,AverageMemory,1,64
StatisticBasedCase,4,M2MTransformation1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87887180308,BasicXform,Time,1,64
StatisticBasedCase,4,M2MTransformation1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293562304,BasicXform,Memory,1,64
StatisticBasedCase,4,M2MTransformation1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3140305216,BasicXform,PeakMemory,1,64
StatisticBasedCase,4,M2MTransformation1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1441137005,BasicXform,AverageMemory,1,64
StatisticBasedCase,5,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2220378,BasicXform,Time,1,64
StatisticBasedCase,5,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293562528,BasicXform,Memory,1,64
StatisticBasedCase,6,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87535322733,BasicXform,Time,1,64
StatisticBasedCase,6,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293588352,BasicXform,Memory,1,64
StatisticBasedCase,6,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1851665072,BasicXform,PeakMemory,1,64
StatisticBasedCase,6,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1065011651,BasicXform,AverageMemory,1,64
StatisticBasedCase,7,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,645814,BasicXform,Time,2,64
StatisticBasedCase,7,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293588336,BasicXform,Memory,2,64
StatisticBasedCase,8,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87687235236,BasicXform,Time,2,64
StatisticBasedCase,8,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293588224,BasicXform,Memory,2,64
StatisticBasedCase,8,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1754658800,BasicXform,PeakMemory,2,64
StatisticBasedCase,8,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1037596228,BasicXform,AverageMemory,2,64
StatisticBasedCase,9,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,567603,BasicXform,Time,3,64
StatisticBasedCase,9,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293588208,BasicXform,Memory,3,64
StatisticBasedCase,10,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87518788898,BasicXform,Time,3,64
StatisticBasedCase,10,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293595024,BasicXform,Memory,3,64
StatisticBasedCase,10,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1755250416,BasicXform,PeakMemory,3,64
StatisticBasedCase,10,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1059025119,BasicXform,AverageMemory,3,64
StatisticBasedCase,11,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,610452,BasicXform,Time,4,64
StatisticBasedCase,11,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293595032,BasicXform,Memory,4,64
StatisticBasedCase,12,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87489096451,BasicXform,Time,4,64
StatisticBasedCase,12,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293601584,BasicXform,Memory,4,64
StatisticBasedCase,12,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1755206192,BasicXform,PeakMemory,4,64
StatisticBasedCase,12,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1081829290,BasicXform,AverageMemory,4,64
StatisticBasedCase,13,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,299356,BasicXform,Time,5,64
StatisticBasedCase,13,Modification,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293601592,BasicXform,Memory,5,64
StatisticBasedCase,14,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87670106926,BasicXform,Time,5,64
StatisticBasedCase,14,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,293603104,BasicXform,Memory,5,64
StatisticBasedCase,14,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1755253688,BasicXform,PeakMemory,5,64
StatisticBasedCase,14,M2MTransformation2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1071516001,BasicXform,AverageMemory,5,64
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_OPTIMIZED-TEMPLATE,610830,BasicXform,Time,1,16
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_OPTIMIZED-TEMPLATE,9391888,BasicXform,Memory,1,16
StatisticBasedCase,2,Generation,2,BATCH_OPTIMIZED-TEMPLATE,1622370257,BasicXform,Time,1,16
StatisticBasedCase,2,Generation,2,BATCH_OPTIMIZED-TEMPLATE,48419136,BasicXform,Memory,1,16
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,14425,BasicXform,Time,1,16
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,12087880,BasicXform,Memory,1,16
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,32028392,BasicXform,PeakMemory,1,16
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,22058236,BasicXform,AverageMemory,1,16
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,28912378624,BasicXform,Time,1,16
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,15899168,BasicXform,Memory,1,16
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,1450593264,BasicXform,PeakMemory,1,16
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,739985577,BasicXform,AverageMemory,1,16
StatisticBasedCase,5,Modification,2,BATCH_OPTIMIZED-TEMPLATE,287597,BasicXform,Time,1,16
StatisticBasedCase,5,Modification,2,BATCH_OPTIMIZED-TEMPLATE,15899288,BasicXform,Memory,1,16
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,28927265151,BasicXform,Time,1,16
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,16883176,BasicXform,Memory,1,16
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1451158824,BasicXform,PeakMemory,1,16
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,720882361,BasicXform,AverageMemory,1,16
StatisticBasedCase,7,Modification,2,BATCH_OPTIMIZED-TEMPLATE,193967,BasicXform,Time,2,16
StatisticBasedCase,7,Modification,2,BATCH_OPTIMIZED-TEMPLATE,16883264,BasicXform,Memory,2,16
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,29156207491,BasicXform,Time,2,16
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,17918960,BasicXform,Memory,2,16
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1452232912,BasicXform,PeakMemory,2,16
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,681316050,BasicXform,AverageMemory,2,16
StatisticBasedCase,9,Modification,2,BATCH_OPTIMIZED-TEMPLATE,180374,BasicXform,Time,3,16
StatisticBasedCase,9,Modification,2,BATCH_OPTIMIZED-TEMPLATE,17918096,BasicXform,Memory,3,16
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,29372092361,BasicXform,Time,3,16
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,18856176,BasicXform,Memory,3,16
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,710750741,BasicXform,AverageMemory,3,16
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1453079280,BasicXform,PeakMemory,3,16
StatisticBasedCase,11,Modification,2,BATCH_OPTIMIZED-TEMPLATE,210122,BasicXform,Time,4,16
StatisticBasedCase,11,Modification,2,BATCH_OPTIMIZED-TEMPLATE,18856288,BasicXform,Memory,4,16
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,29228402098,BasicXform,Time,4,16
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,19992680,BasicXform,Memory,4,16
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1454402568,BasicXform,PeakMemory,4,16
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,647470168,BasicXform,AverageMemory,4,16
StatisticBasedCase,13,Modification,2,BATCH_OPTIMIZED-TEMPLATE,180536,BasicXform,Time,5,16
StatisticBasedCase,13,Modification,2,BATCH_OPTIMIZED-TEMPLATE,19992792,BasicXform,Memory,5,16
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,29278383423,BasicXform,Time,5,16
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,20933928,BasicXform,Memory,5,16
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1455039288,BasicXform,PeakMemory,5,16
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,649164812,BasicXform,AverageMemory,5,16
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,256683,BasicXform,Time,1,64
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10191392,BasicXform,Memory,1,64
StatisticBasedCase,2,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,68093202040,BasicXform,Time,1,64
StatisticBasedCase,2,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1721184776,BasicXform,Memory,1,64
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2183176908,BasicXform,Time,1,64
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,203808976,BasicXform,Memory,1,64
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,672897864,BasicXform,PeakMemory,1,64
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,386760573,BasicXform,AverageMemory,1,64
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,117463450716,BasicXform,Time,1,64
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258296616,BasicXform,Memory,1,64
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1157743447,BasicXform,AverageMemory,1,64
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3154183112,BasicXform,PeakMemory,1,64
StatisticBasedCase,5,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2519799,BasicXform,Time,1,64
StatisticBasedCase,5,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258297336,BasicXform,Memory,1,64
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,117485643997,BasicXform,Time,1,64
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258293320,BasicXform,Memory,1,64
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1028646671,BasicXform,AverageMemory,1,64
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1738440712,BasicXform,PeakMemory,1,64
StatisticBasedCase,7,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,650470,BasicXform,Time,2,64
StatisticBasedCase,7,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258293712,BasicXform,Memory,2,64
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,117342522121,BasicXform,Time,2,64
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258296344,BasicXform,Memory,2,64
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1004750932,BasicXform,AverageMemory,2,64
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1737241040,BasicXform,PeakMemory,2,64
StatisticBasedCase,9,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,565526,BasicXform,Time,3,64
StatisticBasedCase,9,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258296736,BasicXform,Memory,3,64
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,117682788128,BasicXform,Time,3,64
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258306856,BasicXform,Memory,3,64
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1022498260,BasicXform,AverageMemory,3,64
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1737538976,BasicXform,PeakMemory,3,64
StatisticBasedCase,11,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,629880,BasicXform,Time,4,64
StatisticBasedCase,11,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258307272,BasicXform,Memory,4,64
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,117740601112,BasicXform,Time,4,64
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258316960,BasicXform,Memory,4,64
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1737254624,BasicXform,PeakMemory,4,64
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1017412616,BasicXform,AverageMemory,4,64
StatisticBasedCase,13,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,337585,BasicXform,Time,5,64
StatisticBasedCase,13,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258317408,BasicXform,Memory,5,64
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,117908344972,BasicXform,Time,5,64
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,258331936,BasicXform,Memory,5,64
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1737240160,BasicXform,PeakMemory,5,64
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1006007289,BasicXform,AverageMemory,5,64
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,653965,BasicXform,Time,1,1
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9472432,BasicXform,Memory,1,1
StatisticBasedCase,2,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,70602618,BasicXform,Time,1,1
StatisticBasedCase,2,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10702872,BasicXform,Memory,1,1
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44264118,BasicXform,Time,1,1
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12909840,BasicXform,Memory,1,1
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,57907728,BasicXform,AverageMemory,1,1
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63276448,BasicXform,PeakMemory,1,1
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,37949825,BasicXform,Time,1,1
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13181896,BasicXform,Memory,1,1
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,34385272,BasicXform,AverageMemory,1,1
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,34385272,BasicXform,PeakMemory,1,1
StatisticBasedCase,5,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,171261,BasicXform,Time,1,1
StatisticBasedCase,5,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13181480,BasicXform,Memory,1,1
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,40080196,BasicXform,Time,1,1
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13187000,BasicXform,Memory,1,1
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,34657112,BasicXform,AverageMemory,1,1
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,34657112,BasicXform,PeakMemory,1,1
