CaseName,Sequence,PhaseName,RunIndex,Tool,MetricValue,Scenario,MetricName,Iteration,Size
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12252456,BasicXform,Memory,4,1
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55202072,BasicXform,PeakMemory,4,1
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,33727216,BasicXform,AverageMemory,4,1
StatisticBasedCase,13,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2495060,BasicXform,Time,5,1
StatisticBasedCase,13,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12276664,BasicXform,Memory,5,1
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,19582,BasicXform,Time,5,1
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12277536,BasicXform,Memory,5,1
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,33752296,BasicXform,PeakMemory,5,1
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23015016,BasicXform,AverageMemory,5,1
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,274392,BasicXform,Time,1,32
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9825672,BasicXform,Memory,1,32
StatisticBasedCase,2,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,15634224720,BasicXform,Time,1,32
StatisticBasedCase,2,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,385715080,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,668398389,BasicXform,Time,1,32
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,51176272,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,154760224,BasicXform,AverageMemory,1,32
StatisticBasedCase,3,Initialization,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,228527032,BasicXform,PeakMemory,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20196872456,BasicXform,Time,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63575968,BasicXform,Memory,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1557914623,BasicXform,AverageMemory,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3285562608,BasicXform,PeakMemory,1,32
StatisticBasedCase,5,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1325186,BasicXform,Time,1,32
StatisticBasedCase,5,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63576168,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19980669646,BasicXform,Time,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63583560,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3352611832,BasicXform,PeakMemory,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1546517452,BasicXform,AverageMemory,1,32
StatisticBasedCase,7,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,407843,BasicXform,Time,2,32
StatisticBasedCase,7,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63583536,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19823094827,BasicXform,Time,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63584360,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1609527963,BasicXform,AverageMemory,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3230062936,BasicXform,PeakMemory,2,32
StatisticBasedCase,9,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,294900,BasicXform,Time,3,32
StatisticBasedCase,9,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63584336,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19987325415,BasicXform,Time,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63593808,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2791230400,BasicXform,PeakMemory,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1202452252,BasicXform,AverageMemory,3,32
StatisticBasedCase,11,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,336010,BasicXform,Time,4,32
StatisticBasedCase,11,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63593872,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19807079624,BasicXform,Time,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63600792,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1054458352,BasicXform,AverageMemory,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2426376456,BasicXform,PeakMemory,4,32
StatisticBasedCase,13,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,345345,BasicXform,Time,5,32
StatisticBasedCase,13,Modification,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63600792,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19815733769,BasicXform,Time,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63605832,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2058628072,BasicXform,PeakMemory,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1020886331,BasicXform,AverageMemory,5,32
StatisticBasedCase,1,EMFResourceInitialization,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,586559,BasicXform,Time,1,32
StatisticBasedCase,1,EMFResourceInitialization,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9857008,BasicXform,Memory,1,32
StatisticBasedCase,2,Generation,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14048672221,BasicXform,Time,1,32
StatisticBasedCase,2,Generation,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,385673568,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2092193811,BasicXform,Time,1,32
StatisticBasedCase,3,Initialization,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,202771584,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,528003207,BasicXform,AverageMemory,1,32
StatisticBasedCase,3,Initialization,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,824443656,BasicXform,PeakMemory,1,32
StatisticBasedCase,4,M2MTransformation1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,628457194,BasicXform,Time,1,32
StatisticBasedCase,4,M2MTransformation1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225007976,BasicXform,Memory,1,32
StatisticBasedCase,4,M2MTransformation1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,520247008,BasicXform,PeakMemory,1,32
StatisticBasedCase,4,M2MTransformation1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,377034748,BasicXform,AverageMemory,1,32
StatisticBasedCase,5,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8347988,BasicXform,Time,1,32
StatisticBasedCase,5,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225784552,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,43188,BasicXform,Time,1,32
StatisticBasedCase,6,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225785432,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,289047920,BasicXform,AverageMemory,1,32
StatisticBasedCase,6,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,353472448,BasicXform,PeakMemory,1,32
StatisticBasedCase,7,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1537990,BasicXform,Time,2,32
StatisticBasedCase,7,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225820920,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,44188,BasicXform,Time,2,32
StatisticBasedCase,8,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225821800,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,353508816,BasicXform,PeakMemory,2,32
StatisticBasedCase,8,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,289084288,BasicXform,AverageMemory,2,32
StatisticBasedCase,9,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1356075,BasicXform,Time,3,32
StatisticBasedCase,9,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225842344,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16309,BasicXform,Time,3,32
StatisticBasedCase,10,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225843224,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,289105712,BasicXform,PeakMemory,3,32
StatisticBasedCase,10,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,289105712,BasicXform,AverageMemory,3,32
StatisticBasedCase,11,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1461092,BasicXform,Time,4,32
StatisticBasedCase,11,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225864680,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13356,BasicXform,Time,4,32
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225865584,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,257496928,BasicXform,AverageMemory,4,32
StatisticBasedCase,12,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,289128072,BasicXform,PeakMemory,4,32
StatisticBasedCase,13,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1270187,BasicXform,Time,5,32
StatisticBasedCase,13,Modification,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225886544,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14591,BasicXform,Time,5,32
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,225887424,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,289149912,BasicXform,PeakMemory,5,32
StatisticBasedCase,14,M2MTransformation2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,257518768,BasicXform,AverageMemory,5,32
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_OPTIMIZED-TEMPLATE,430364,BasicXform,Time,1,32
StatisticBasedCase,1,EMFResourceInitialization,2,BATCH_OPTIMIZED-TEMPLATE,9572864,BasicXform,Memory,1,32
StatisticBasedCase,2,Generation,2,BATCH_OPTIMIZED-TEMPLATE,15106729150,BasicXform,Time,1,32
StatisticBasedCase,2,Generation,2,BATCH_OPTIMIZED-TEMPLATE,402384808,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,14808,BasicXform,Time,1,32
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,17449424,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,80313952,BasicXform,PeakMemory,1,32
StatisticBasedCase,3,Initialization,2,BATCH_OPTIMIZED-TEMPLATE,48881788,BasicXform,AverageMemory,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,126552998851,BasicXform,Time,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,26195096,BasicXform,Memory,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,1135211495,BasicXform,AverageMemory,1,32
StatisticBasedCase,4,M2MTransformation1,2,BATCH_OPTIMIZED-TEMPLATE,3333108728,BasicXform,PeakMemory,1,32
StatisticBasedCase,5,Modification,2,BATCH_OPTIMIZED-TEMPLATE,431744,BasicXform,Time,1,32
StatisticBasedCase,5,Modification,2,BATCH_OPTIMIZED-TEMPLATE,26195216,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,129077207973,BasicXform,Time,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,28283528,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,2594838456,BasicXform,PeakMemory,1,32
StatisticBasedCase,6,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1023573848,BasicXform,AverageMemory,1,32
StatisticBasedCase,7,Modification,2,BATCH_OPTIMIZED-TEMPLATE,329748,BasicXform,Time,2,32
StatisticBasedCase,7,Modification,2,BATCH_OPTIMIZED-TEMPLATE,28284088,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,129021971131,BasicXform,Time,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,30177072,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,993068140,BasicXform,AverageMemory,2,32
StatisticBasedCase,8,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,2577372976,BasicXform,PeakMemory,2,32
StatisticBasedCase,9,Modification,2,BATCH_OPTIMIZED-TEMPLATE,282005,BasicXform,Time,3,32
StatisticBasedCase,9,Modification,2,BATCH_OPTIMIZED-TEMPLATE,30177160,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,129444101817,BasicXform,Time,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,32465040,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,2575088176,BasicXform,PeakMemory,3,32
StatisticBasedCase,10,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1003929371,BasicXform,AverageMemory,3,32
StatisticBasedCase,11,Modification,2,BATCH_OPTIMIZED-TEMPLATE,277813,BasicXform,Time,4,32
StatisticBasedCase,11,Modification,2,BATCH_OPTIMIZED-TEMPLATE,32465152,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,129388419155,BasicXform,Time,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,34361432,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,2555741072,BasicXform,PeakMemory,4,32
StatisticBasedCase,12,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1003677213,BasicXform,AverageMemory,4,32
StatisticBasedCase,13,Modification,2,BATCH_OPTIMIZED-TEMPLATE,269848,BasicXform,Time,5,32
StatisticBasedCase,13,Modification,2,BATCH_OPTIMIZED-TEMPLATE,34361544,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,129366990436,BasicXform,Time,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,36259064,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,2534388544,BasicXform,PeakMemory,5,32
StatisticBasedCase,14,M2MTransformation2,2,BATCH_OPTIMIZED-TEMPLATE,1003907807,BasicXform,AverageMemory,5,32
StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,176619,BasicXform,Time,1,32
StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9824968,BasicXform,Memory,1,32
StatisticBasedCase,2,Generation,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14858433198,BasicXform,Time,1,32
StatisticBasedCase,2,Generation,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,385717480,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,673262019,BasicXform,Time,1,32
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,51161880,BasicXform,Memory,1,32
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,154388884,BasicXform,AverageMemory,1,32
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,227976968,BasicXform,PeakMemory,1,32
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20758861069,BasicXform,Time,1,32
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63560944,BasicXform,Memory,1,32
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1686630527,BasicXform,AverageMemory,1,32
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3285548216,BasicXform,PeakMemory,1,32
StatisticBasedCase,5,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,673441,BasicXform,Time,1,32
StatisticBasedCase,5,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63561144,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20344113148,BasicXform,Time,1,32
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63568624,BasicXform,Memory,1,32
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3353756144,BasicXform,PeakMemory,1,32
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1642250078,BasicXform,AverageMemory,1,32
StatisticBasedCase,7,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,435041,BasicXform,Time,2,32
StatisticBasedCase,7,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63568600,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20250238023,BasicXform,Time,2,32
StatisticBasedCase,8,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63569552,BasicXform,Memory,2,32
StatisticBasedCase,8,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1440915373,BasicXform,AverageMemory,2,32
StatisticBasedCase,8,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3231121184,BasicXform,PeakMemory,2,32
StatisticBasedCase,9,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,337809,BasicXform,Time,3,32
StatisticBasedCase,9,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63569528,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20315522839,BasicXform,Time,3,32
StatisticBasedCase,10,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63578944,BasicXform,Memory,3,32
StatisticBasedCase,10,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2792288776,BasicXform,PeakMemory,3,32
StatisticBasedCase,10,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1294479825,BasicXform,AverageMemory,3,32
StatisticBasedCase,11,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,383839,BasicXform,Time,4,32
StatisticBasedCase,11,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63579008,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20085153278,BasicXform,Time,4,32
StatisticBasedCase,12,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63585928,BasicXform,Memory,4,32
StatisticBasedCase,12,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1074386037,BasicXform,AverageMemory,4,32
StatisticBasedCase,12,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2427401976,BasicXform,PeakMemory,4,32
StatisticBasedCase,13,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,359131,BasicXform,Time,5,32
StatisticBasedCase,13,Modification,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63585928,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20248076497,BasicXform,Time,5,32
StatisticBasedCase,14,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,63590968,BasicXform,Memory,5,32
StatisticBasedCase,14,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2059669992,BasicXform,PeakMemory,5,32
StatisticBasedCase,14,M2MTransformation2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1087874985,BasicXform,AverageMemory,5,32
StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,262499,BasicXform,Time,1,64
StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10083352,BasicXform,Memory,1,64
StatisticBasedCase,2,Generation,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,67491913445,BasicXform,Time,1,64
StatisticBasedCase,2,Generation,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1721277632,BasicXform,Memory,1,64
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11342947250,BasicXform,Time,1,64
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,977542240,BasicXform,Memory,1,64
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1120831291,BasicXform,AverageMemory,1,64
StatisticBasedCase,3,Initialization,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2826233440,BasicXform,PeakMemory,1,64
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,723608833,BasicXform,Time,1,64
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1016215840,BasicXform,Memory,1,64
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1378764080,BasicXform,PeakMemory,1,64
StatisticBasedCase,4,M2MTransformation1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1177778868,BasicXform,AverageMemory,1,64
StatisticBasedCase,5,Modification,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,957524,BasicXform,Time,1,64
StatisticBasedCase,5,Modification,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1016229312,BasicXform,Memory,1,64
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,759543555,BasicXform,Time,1,64
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1017552112,BasicXform,Memory,1,64
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1420600512,BasicXform,PeakMemory,1,64
StatisticBasedCase,6,M2MTransformation2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1240880320,BasicXform,AverageMemory,1,64
StatisticBasedCase,7,Modification,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1014490,BasicXform,Time,2,64
StatisticBasedCase,7,Modification,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1017591152,BasicXform,Memory,2,64
StatisticBasedCase,8,M2MTransformation2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,711656442,BasicXform,Time,2,64
