PhaseName,Scenario,RunIndex,Size,CaseName,MetricName,Iteration,Tool,MetricValue,Sequence
Modification,BasicXform,3,16,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22617240,7
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,297567722,8
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22631656,8
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,171437948,8
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,320687616,8
Modification,BasicXform,3,16,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,229236,9
Modification,BasicXform,3,16,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22630464,9
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,259171503,10
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22636984,10
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,277751032,10
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,171451116,10
Modification,BasicXform,3,16,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,243427,11
Modification,BasicXform,3,16,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22636808,11
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,259942132,12
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22642488,12
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,277757424,12
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,171457496,12
Modification,BasicXform,3,16,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,185928,13
Modification,BasicXform,3,16,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22642312,13
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,273607780,14
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,22647632,14
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,277765000,14
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,171464024,14
EMFResourceInitialization,BasicXform,1,64,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,426418,1
EMFResourceInitialization,BasicXform,1,64,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10228176,1
Generation,BasicXform,1,64,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,73416918118,2
Generation,BasicXform,1,64,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1727712368,2
Initialization,BasicXform,1,64,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3503483531,3
Initialization,BasicXform,1,64,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,184306992,3
Initialization,BasicXform,1,64,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,561344025,3
Initialization,BasicXform,1,64,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1047739504,3
M2MTransformation1,BasicXform,1,64,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1208985289,4
M2MTransformation1,BasicXform,1,64,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214771168,4
M2MTransformation1,BasicXform,1,64,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,865898397,4
M2MTransformation1,BasicXform,1,64,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1304064552,4
Modification,BasicXform,1,64,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1053465,5
Modification,BasicXform,1,64,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214769200,5
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1130558231,6
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214783040,6
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,924895965,6
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1357890000,6
Modification,BasicXform,1,64,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,634135,7
Modification,BasicXform,1,64,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214782832,7
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1069226910,8
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214785552,8
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,PeakMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1357772768,8
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,AverageMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,959458357,8
Modification,BasicXform,1,64,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,520943,9
Modification,BasicXform,1,64,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214785344,9
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1044950533,10
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214791696,10
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,959471874,10
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1410954608,10
Modification,BasicXform,1,64,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,538720,11
Modification,BasicXform,1,64,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214791512,11
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1099970093,12
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214795584,12
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1357781824,12
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,959467309,12
Modification,BasicXform,1,64,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,341976,13
Modification,BasicXform,1,64,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214795400,13
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1042111392,14
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,214798376,14
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,976788877,14
M2MTransformation2,BasicXform,1,64,StatisticBasedCase,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1357785224,14
EMFResourceInitialization,BasicXform,1,8,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,196256,1
EMFResourceInitialization,BasicXform,1,8,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9558792,1
Generation,BasicXform,1,8,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,889639903,2
Generation,BasicXform,1,8,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,33458680,2
Initialization,BasicXform,1,8,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,123403529,3
Initialization,BasicXform,1,8,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,22869856,3
Initialization,BasicXform,1,8,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,96556712,3
Initialization,BasicXform,1,8,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64344464,3
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,85867543,4
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28172832,4
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,55082816,4
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65820336,4
Modification,BasicXform,1,8,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,311199,5
Modification,BasicXform,1,8,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28179920,5
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,81503850,6
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28285384,6
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,60393072,6
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,71130592,6
Modification,BasicXform,1,8,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,245084,7
Modification,BasicXform,1,8,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28287488,7
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,72532758,8
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28317480,8
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,71238160,8
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,60500640,8
Modification,BasicXform,1,8,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,295993,9
Modification,BasicXform,1,8,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28319616,9
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,68476147,10
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28334176,10
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,92744960,10
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,71270104,10
Modification,BasicXform,1,8,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,255931,11
Modification,BasicXform,1,8,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28336640,11
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,66809318,12
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28543624,12
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,92762000,12
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,60549720,12
Modification,BasicXform,1,8,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,260497,13
Modification,BasicXform,1,8,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28546328,13
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,63894966,14
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28554904,14
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,92971664,14
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,60759384,14
EMFResourceInitialization,BasicXform,3,1,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,157341,1
EMFResourceInitialization,BasicXform,3,1,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9594000,1
Generation,BasicXform,3,1,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49562123,2
Generation,BasicXform,3,1,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10903832,2
Initialization,BasicXform,3,1,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52229267,3
Initialization,BasicXform,3,1,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12086392,3
Initialization,BasicXform,3,1,StatisticBasedCase,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52658096,3
Initialization,BasicXform,3,1,StatisticBasedCase,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52658096,3
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,27505742,4
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12825288,4
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,44299240,4
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55036664,4
Modification,BasicXform,3,1,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3128732,5
