RunIndex,Scenario,MetricValue,CaseName,Iteration,MetricName,Size,Tool,PhaseName,Sequence
3,BasicXform,293279816,StatisticBasedCase,5,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,14
3,BasicXform,3219362288,StatisticBasedCase,5,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,14
3,BasicXform,1748121057,StatisticBasedCase,5,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,14
2,BasicXform,237015,StatisticBasedCase,1,Time,16,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,1
2,BasicXform,9391640,StatisticBasedCase,1,Memory,16,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,1
2,BasicXform,1691247364,StatisticBasedCase,1,Time,16,BATCH_OPTIMIZED-TEMPLATE,Generation,2
2,BasicXform,48428080,StatisticBasedCase,1,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Generation,2
2,BasicXform,12873,StatisticBasedCase,1,Time,16,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
2,BasicXform,12096784,StatisticBasedCase,1,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
2,BasicXform,32088984,StatisticBasedCase,1,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
2,BasicXform,22092984,StatisticBasedCase,1,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
2,BasicXform,28371701701,StatisticBasedCase,1,Time,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,4
2,BasicXform,15908712,StatisticBasedCase,1,Memory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,4
2,BasicXform,1450657448,StatisticBasedCase,1,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,4
2,BasicXform,672301737,StatisticBasedCase,1,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,4
2,BasicXform,261858,StatisticBasedCase,1,Time,16,BATCH_OPTIMIZED-TEMPLATE,Modification,5
2,BasicXform,15908832,StatisticBasedCase,1,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Modification,5
2,BasicXform,28649327580,StatisticBasedCase,1,Time,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,6
2,BasicXform,16892720,StatisticBasedCase,1,Memory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,6
2,BasicXform,1451160176,StatisticBasedCase,1,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,6
2,BasicXform,729874871,StatisticBasedCase,1,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,6
2,BasicXform,191955,StatisticBasedCase,2,Time,16,BATCH_OPTIMIZED-TEMPLATE,Modification,7
2,BasicXform,16892808,StatisticBasedCase,2,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Modification,7
2,BasicXform,28735481675,StatisticBasedCase,2,Time,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,8
2,BasicXform,17927552,StatisticBasedCase,2,Memory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,8
2,BasicXform,1452236344,StatisticBasedCase,2,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,8
2,BasicXform,721017528,StatisticBasedCase,2,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,8
2,BasicXform,184907,StatisticBasedCase,3,Time,16,BATCH_OPTIMIZED-TEMPLATE,Modification,9
2,BasicXform,17927640,StatisticBasedCase,3,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Modification,9
2,BasicXform,28745885034,StatisticBasedCase,3,Time,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10
2,BasicXform,18865720,StatisticBasedCase,3,Memory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10
2,BasicXform,699034281,StatisticBasedCase,3,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10
2,BasicXform,1453080632,StatisticBasedCase,3,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10
2,BasicXform,267359,StatisticBasedCase,4,Time,16,BATCH_OPTIMIZED-TEMPLATE,Modification,11
2,BasicXform,18865832,StatisticBasedCase,4,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Modification,11
2,BasicXform,28684211954,StatisticBasedCase,4,Time,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,12
2,BasicXform,20002224,StatisticBasedCase,4,Memory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,12
2,BasicXform,1454158160,StatisticBasedCase,4,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,12
2,BasicXform,753518008,StatisticBasedCase,4,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,12
2,BasicXform,185115,StatisticBasedCase,5,Time,16,BATCH_OPTIMIZED-TEMPLATE,Modification,13
2,BasicXform,20002336,StatisticBasedCase,5,Memory,16,BATCH_OPTIMIZED-TEMPLATE,Modification,13
2,BasicXform,28828645238,StatisticBasedCase,5,Time,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,14
2,BasicXform,20943472,StatisticBasedCase,5,Memory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,14
2,BasicXform,1455097984,StatisticBasedCase,5,PeakMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,14
2,BasicXform,711620640,StatisticBasedCase,5,AverageMemory,16,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,14
2,BasicXform,269134,StatisticBasedCase,1,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,1
2,BasicXform,10192216,StatisticBasedCase,1,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,1
2,BasicXform,78330448287,StatisticBasedCase,1,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,2
2,BasicXform,1813516632,StatisticBasedCase,1,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,2
2,BasicXform,1951966876,StatisticBasedCase,1,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,3
2,BasicXform,206635528,StatisticBasedCase,1,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,3
2,BasicXform,739988760,StatisticBasedCase,1,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,3
2,BasicXform,363888789,StatisticBasedCase,1,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,3
2,BasicXform,1500501424,StatisticBasedCase,1,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,4
2,BasicXform,260698264,StatisticBasedCase,1,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,4
2,BasicXform,1057330472,StatisticBasedCase,1,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,4
2,BasicXform,664702317,StatisticBasedCase,1,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,4
2,BasicXform,1853016,StatisticBasedCase,1,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,5
2,BasicXform,260698888,StatisticBasedCase,1,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,5
2,BasicXform,1282161119,StatisticBasedCase,1,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,6
2,BasicXform,260696240,StatisticBasedCase,1,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,6
2,BasicXform,755351106,StatisticBasedCase,1,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,6
2,BasicXform,1099456376,StatisticBasedCase,1,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,6
2,BasicXform,670408,StatisticBasedCase,2,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,7
2,BasicXform,260695720,StatisticBasedCase,2,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,7
2,BasicXform,1175044509,StatisticBasedCase,2,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,8
2,BasicXform,260708216,StatisticBasedCase,2,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,8
2,BasicXform,789839634,StatisticBasedCase,2,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,8
2,BasicXform,1117908352,StatisticBasedCase,2,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,8
2,BasicXform,565184,StatisticBasedCase,3,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,9
2,BasicXform,260708616,StatisticBasedCase,3,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,9
2,BasicXform,1189066318,StatisticBasedCase,3,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,10
2,BasicXform,260713496,StatisticBasedCase,3,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,10
2,BasicXform,784727824,StatisticBasedCase,3,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,10
2,BasicXform,1109619208,StatisticBasedCase,3,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,10
2,BasicXform,565681,StatisticBasedCase,4,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11
2,BasicXform,260713920,StatisticBasedCase,4,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,11
2,BasicXform,1176294544,StatisticBasedCase,4,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,12
2,BasicXform,260716904,StatisticBasedCase,4,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,12
2,BasicXform,781336112,StatisticBasedCase,4,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,12
2,BasicXform,1104121328,StatisticBasedCase,4,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,12
2,BasicXform,578476,StatisticBasedCase,5,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,13
2,BasicXform,260717328,StatisticBasedCase,5,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,13
2,BasicXform,1134955330,StatisticBasedCase,5,Time,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,14
2,BasicXform,260725928,StatisticBasedCase,5,Memory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,14
2,BasicXform,1100476080,StatisticBasedCase,5,PeakMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,14
2,BasicXform,789454637,StatisticBasedCase,5,AverageMemory,64,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,14
2,BasicXform,217177,StatisticBasedCase,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,1
2,BasicXform,9473272,StatisticBasedCase,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,1
2,BasicXform,82064792,StatisticBasedCase,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,2
2,BasicXform,10697584,StatisticBasedCase,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,2
2,BasicXform,56706946,StatisticBasedCase,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,3
2,BasicXform,12576720,StatisticBasedCase,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,3
2,BasicXform,95490224,StatisticBasedCase,1,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,3
2,BasicXform,52540516,StatisticBasedCase,1,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,3
2,BasicXform,38642891,StatisticBasedCase,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,4
2,BasicXform,12853224,StatisticBasedCase,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,4
2,BasicXform,34052200,StatisticBasedCase,1,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,4
2,BasicXform,34052200,StatisticBasedCase,1,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,4
2,BasicXform,144649,StatisticBasedCase,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,5
2,BasicXform,12853008,StatisticBasedCase,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,5
2,BasicXform,38989651,StatisticBasedCase,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,6
2,BasicXform,12859096,StatisticBasedCase,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,6
2,BasicXform,34328688,StatisticBasedCase,1,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,6
