RunIndex,Scenario,Tool,Sequence,PhaseName,Iteration,MetricValue,MetricName,Size,CaseName
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,434109320,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,276212520,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Modification,4,341423,Time,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Modification,4,55165120,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,478119358,Time,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,55172160,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,434118288,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,276221484,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Modification,5,332660,Time,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Modification,5,55172160,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,479544083,Time,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,55175712,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,276228460,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,434125224,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,1,518984,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,1,9857904,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,1,14443844707,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,1,385697528,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,2013359539,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,204054384,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,535794328,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,831958792,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,612780735,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,226283376,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,489093680,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,378177648,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Modification,1,7292792,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Modification,1,227061376,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,40974,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,227062256,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,258665628,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,290268800,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Modification,2,1406441,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Modification,2,227098016,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,M2MTransformation2,2,29569,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,M2MTransformation2,2,227098896,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,M2MTransformation2,2,290305440,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,M2MTransformation2,2,354729968,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,Modification,3,1109055,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,Modification,3,227120128,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,M2MTransformation2,3,13598,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,M2MTransformation2,3,227121008,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,M2MTransformation2,3,258724380,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,M2MTransformation2,3,290327552,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Modification,4,1216390,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Modification,4,227142432,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,M2MTransformation2,4,13461,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,M2MTransformation2,4,227143336,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,M2MTransformation2,4,258746708,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,M2MTransformation2,4,290349880,PeakMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Modification,5,1173415,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Modification,5,227164552,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,M2MTransformation2,5,15463,Time,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,M2MTransformation2,5,227165432,Memory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,M2MTransformation2,5,258768804,AverageMemory,32,StatisticBasedCase
2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,M2MTransformation2,5,290371976,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,EMFResourceInitialization,1,210467,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,EMFResourceInitialization,1,9571432,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,Generation,1,14450841679,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,Generation,1,402383768,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,13186,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,17449128,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,80313760,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,48881544,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,126746370734,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,26194416,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,1149952441,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,3329942392,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,5,Modification,1,489884,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,5,Modification,1,26194536,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,126197808357,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,28282848,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,2730456336,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,1012923346,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,7,Modification,2,355737,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,7,Modification,2,28282936,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,127029547183,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,30175920,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,978600397,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,2709074608,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,9,Modification,3,286529,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,9,Modification,3,30176008,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,126838818504,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,32463888,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,2690258352,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,1039055739,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,11,Modification,4,319376,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,11,Modification,4,32464000,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,127789228141,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,34360280,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,2671779600,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,1002925074,AverageMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,13,Modification,5,318655,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,13,Modification,5,34360392,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,127500893251,Time,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,36257912,Memory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,2662665920,PeakMemory,32,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,1011934560,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,1,590113,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,1,9808496,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Generation,1,15901719404,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Generation,1,385743408,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,846610375,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,42723936,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,228391736,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,154659128,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,725054620,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,55122768,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,264147228,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,422306288,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Modification,1,572780,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Modification,1,55123008,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,598559840,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,55129248,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,276546572,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,434705728,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Modification,2,511933,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Modification,2,55127944,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,532826156,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,55133184,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,276551420,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,499135016,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Modification,3,319349,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Modification,3,55133160,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,522935696,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,55142880,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,434715736,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,276556652,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Modification,4,317510,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Modification,4,55142880,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,515063979,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,55149912,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,434725704,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,276566508,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Modification,5,407309,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Modification,5,55149912,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,491502954,Time,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,55153464,Memory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,276573504,AverageMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,434732688,PeakMemory,32,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,EMFResourceInitialization,1,832872,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,EMFResourceInitialization,1,10082288,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Generation,1,70604242413,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Generation,1,1721276552,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,1,12400999427,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,1,976870384,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,1,2872913736,PeakMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Initialization,1,1144807650,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,M2MTransformation1,1,692036967,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,M2MTransformation1,1,1015545968,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,M2MTransformation1,1,1340635008,PeakMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,M2MTransformation1,1,1181488244,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Modification,1,1035760,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Modification,1,1015559552,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,M2MTransformation2,1,762095407,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,M2MTransformation2,1,1016884424,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,M2MTransformation2,1,1242913092,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,M2MTransformation2,1,1424795352,PeakMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Modification,2,1072291,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Modification,2,1016923256,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,M2MTransformation2,2,728039599,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,M2MTransformation2,2,1016924696,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,M2MTransformation2,2,1426158920,PeakMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,M2MTransformation2,2,1244276728,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Modification,3,1119845,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Modification,3,1016935208,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,M2MTransformation2,3,689893382,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,M2MTransformation2,3,1016944744,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,M2MTransformation2,3,1244288852,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,M2MTransformation2,3,1426171216,PeakMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Modification,4,866972,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Modification,4,1016955584,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,M2MTransformation2,4,642444963,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,M2MTransformation2,4,1017487016,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,M2MTransformation2,4,1426190992,PeakMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,M2MTransformation2,4,1244308956,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Modification,5,941700,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Modification,5,1017498160,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,M2MTransformation2,5,635887324,Time,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,M2MTransformation2,5,1019597064,Memory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,M2MTransformation2,5,1244851604,AverageMemory,64,StatisticBasedCase
1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,M2MTransformation2,5,1472619472,PeakMemory,64,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,1,273108,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,EMFResourceInitialization,1,9585168,Memory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,1,1024621261,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,1,32643296,Memory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,235639207,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,25197944,Memory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,96574504,PeakMemory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,1,64362208,AverageMemory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,200199910,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,29910096,Memory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,78918440,AverageMemory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,M2MTransformation1,1,111163464,PeakMemory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Modification,1,2876756,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Modification,1,30095472,Memory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,17689,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,30096344,Memory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,51571152,PeakMemory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,M2MTransformation2,1,51571152,AverageMemory,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Modification,2,1518703,Time,8,StatisticBasedCase
3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Modification,2,30136568,Memory,8,StatisticBasedCase
