RunIndex,Scenario,Tool,Sequence,PhaseName,Iteration,MetricValue,MetricName,Size,CaseName
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,196242096,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,894621128,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,507924527,AverageMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,1224855174,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,226831968,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,945993896,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,652613042,AverageMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Modification,1,1084301,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Modification,1,226832112,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,1140295459,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,226842760,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,1009181736,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,715800941,AverageMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Modification,2,657569,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Modification,2,226842776,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,1080486645,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,226844032,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,1043072192,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,M2MTransformation2,2,737543704,AverageMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Modification,3,641926,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Modification,3,226844048,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,1051461704,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,226848960,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,1009194400,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,M2MTransformation2,3,748411210,AverageMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Modification,4,614770,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Modification,4,226849000,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,1036766241,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,226856560,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,1009199176,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,M2MTransformation2,4,748416010,AverageMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Modification,5,294898,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Modification,5,226856600,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,1042259340,Time,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,226857888,Memory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,1009206928,PeakMemory,64,StatisticBasedCase
3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,M2MTransformation2,5,748423752,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,EMFResourceInitialization,1,507180,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,EMFResourceInitialization,1,9389744,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,Generation,1,1645625412,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,Generation,1,48427376,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,14358,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,12096120,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,32036624,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,Initialization,1,22066472,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,28745851321,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,15907408,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,1450599752,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,M2MTransformation1,1,690230503,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,5,Modification,1,292092,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,5,Modification,1,15907528,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,28938153758,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,16891416,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,1451150680,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,6,M2MTransformation2,1,690407002,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,7,Modification,2,192022,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,7,Modification,2,16891504,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,28828047077,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,17926248,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,1452224768,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,8,M2MTransformation2,2,712843938,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,9,Modification,3,201250,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,9,Modification,3,17926336,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,29105132464,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,18864416,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,676671859,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,10,M2MTransformation2,3,1453097792,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,11,Modification,4,290179,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,11,Modification,4,18864528,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,28941711560,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,20000920,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,1454216280,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,12,M2MTransformation2,4,651781936,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,13,Modification,5,189130,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,13,Modification,5,20001032,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,29148280408,Time,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,20942168,Memory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,1455170408,PeakMemory,16,StatisticBasedCase
2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,14,M2MTransformation2,5,676900020,AverageMemory,16,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,EMFResourceInitialization,1,257293,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,EMFResourceInitialization,1,10171456,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Generation,1,71529797142,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Generation,1,1721564024,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,1,1868448351,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,1,205896408,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,1,725539176,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,1,358793557,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,M2MTransformation1,1,1342749479,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,M2MTransformation1,1,259973736,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,M2MTransformation1,1,716248058,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,M2MTransformation1,1,1101995824,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,Modification,1,934959,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,Modification,1,259974392,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,M2MTransformation2,1,1277987548,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,M2MTransformation2,1,259983000,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,M2MTransformation2,1,1118021440,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,M2MTransformation2,1,769828773,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,Modification,2,595532,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,Modification,2,259983304,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,M2MTransformation2,2,1193269316,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,M2MTransformation2,2,259984384,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,M2MTransformation2,2,1118030064,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,M2MTransformation2,2,782272965,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,Modification,3,629566,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,Modification,3,259983792,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,M2MTransformation2,3,1181893508,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,M2MTransformation2,3,259992352,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,M2MTransformation2,3,1118030816,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,M2MTransformation2,3,782273570,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,Modification,4,664883,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,Modification,4,259992776,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,M2MTransformation2,4,1171299191,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,M2MTransformation2,4,260004256,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,M2MTransformation2,4,1118040184,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,M2MTransformation2,4,782282829,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,Modification,5,611458,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,Modification,5,260004680,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,M2MTransformation2,5,1138386505,Time,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,M2MTransformation2,5,260002832,Memory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,M2MTransformation2,5,794730029,AverageMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,M2MTransformation2,5,1118051840,PeakMemory,64,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,1,224570,Time,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,1,9458056,Memory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Generation,1,81838883,Time,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Generation,1,10700632,Memory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,64396964,Time,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,11956808,Memory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,63260884,AverageMemory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Initialization,1,95473168,PeakMemory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,33476512,Time,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,12229728,Memory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,33432288,PeakMemory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,M2MTransformation1,1,33432288,AverageMemory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Modification,1,108373,Time,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Modification,1,12229512,Memory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,25535008,Time,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,12240064,Memory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,55180048,PeakMemory,1,StatisticBasedCase
2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,M2MTransformation2,1,33705192,AverageMemory,1,StatisticBasedCase
