Iteration,RunIndex,Tool,Sequence,MetricValue,Size,CaseName,Scenario,MetricName,PhaseName
1,3,BATCH_OPTIMIZED-TEMPLATE,4,788126602,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,3,BATCH_OPTIMIZED-TEMPLATE,4,1438113008,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,3,BATCH_OPTIMIZED-TEMPLATE,5,209572,8,StatisticBasedCase,BasicXform,Time,Modification
1,3,BATCH_OPTIMIZED-TEMPLATE,5,12188664,8,StatisticBasedCase,BasicXform,Memory,Modification
1,3,BATCH_OPTIMIZED-TEMPLATE,6,7320112917,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,3,BATCH_OPTIMIZED-TEMPLATE,6,12680184,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,3,BATCH_OPTIMIZED-TEMPLATE,6,1444049760,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_OPTIMIZED-TEMPLATE,6,727836459,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_OPTIMIZED-TEMPLATE,7,130879,8,StatisticBasedCase,BasicXform,Time,Modification
2,3,BATCH_OPTIMIZED-TEMPLATE,7,12680280,8,StatisticBasedCase,BasicXform,Memory,Modification
2,3,BATCH_OPTIMIZED-TEMPLATE,8,7305817228,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,3,BATCH_OPTIMIZED-TEMPLATE,8,13197728,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,3,BATCH_OPTIMIZED-TEMPLATE,8,778517134,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_OPTIMIZED-TEMPLATE,8,1444344784,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,3,BATCH_OPTIMIZED-TEMPLATE,9,101878,8,StatisticBasedCase,BasicXform,Time,Modification
3,3,BATCH_OPTIMIZED-TEMPLATE,9,13197824,8,StatisticBasedCase,BasicXform,Memory,Modification
3,3,BATCH_OPTIMIZED-TEMPLATE,10,7384134552,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,3,BATCH_OPTIMIZED-TEMPLATE,10,13669064,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,3,BATCH_OPTIMIZED-TEMPLATE,10,680846359,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,3,BATCH_OPTIMIZED-TEMPLATE,10,1445837112,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,3,BATCH_OPTIMIZED-TEMPLATE,11,140270,8,StatisticBasedCase,BasicXform,Time,Modification
4,3,BATCH_OPTIMIZED-TEMPLATE,11,13669656,8,StatisticBasedCase,BasicXform,Memory,Modification
4,3,BATCH_OPTIMIZED-TEMPLATE,12,7337255146,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,3,BATCH_OPTIMIZED-TEMPLATE,12,14240128,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,3,BATCH_OPTIMIZED-TEMPLATE,12,1446481064,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,3,BATCH_OPTIMIZED-TEMPLATE,12,738455959,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,3,BATCH_OPTIMIZED-TEMPLATE,13,115483,8,StatisticBasedCase,BasicXform,Time,Modification
5,3,BATCH_OPTIMIZED-TEMPLATE,13,14240248,8,StatisticBasedCase,BasicXform,Memory,Modification
5,3,BATCH_OPTIMIZED-TEMPLATE,14,7401435142,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,3,BATCH_OPTIMIZED-TEMPLATE,14,14713664,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,3,BATCH_OPTIMIZED-TEMPLATE,14,1446887728,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_OPTIMIZED-TEMPLATE,14,697752040,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,177896,2,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,9500728,2,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,109781481,2,StatisticBasedCase,BasicXform,Time,Generation
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,11855032,2,StatisticBasedCase,BasicXform,Memory,Generation
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,6104084,2,StatisticBasedCase,BasicXform,Time,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,10251600,2,StatisticBasedCase,BasicXform,Memory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,31217712,2,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,31217712,2,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,61972080,2,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,11770368,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,96151608,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,53201916,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,223885,2,StatisticBasedCase,BasicXform,Time,Modification
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,11770720,2,StatisticBasedCase,BasicXform,Memory,Modification
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,51116256,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,11777600,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,33246400,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,33246400,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,239316,2,StatisticBasedCase,BasicXform,Time,Modification
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,11778080,2,StatisticBasedCase,BasicXform,Memory,Modification
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,44963516,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,11784984,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,33253760,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,33253760,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,245807,2,StatisticBasedCase,BasicXform,Time,Modification
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,11785592,2,StatisticBasedCase,BasicXform,Memory,Modification
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,44987190,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,11798184,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,33261272,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,33261272,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,154976,2,StatisticBasedCase,BasicXform,Time,Modification
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,11798656,2,StatisticBasedCase,BasicXform,Memory,Modification
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,42979355,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,11804112,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,54749184,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,44011772,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,127236,2,StatisticBasedCase,BasicXform,Time,Modification
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,11804600,2,StatisticBasedCase,BasicXform,Memory,Modification
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,42392746,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,11811624,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,54755104,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,44017692,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,322895,2,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,9500632,2,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,110505972,2,StatisticBasedCase,BasicXform,Time,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,11854824,2,StatisticBasedCase,BasicXform,Memory,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,6155853,2,StatisticBasedCase,BasicXform,Time,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,10251472,2,StatisticBasedCase,BasicXform,Memory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,31217536,2,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,31217536,2,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,67111395,2,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,11770200,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,74676632,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,53201768,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,230768,2,StatisticBasedCase,BasicXform,Time,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,11770552,2,StatisticBasedCase,BasicXform,Memory,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,51982082,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,11780024,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,33246184,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,33246184,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,250086,2,StatisticBasedCase,BasicXform,Time,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,11780504,2,StatisticBasedCase,BasicXform,Memory,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,49309574,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,11787344,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,33256136,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,33256136,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,210241,2,StatisticBasedCase,BasicXform,Time,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,11787952,2,StatisticBasedCase,BasicXform,Memory,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,48939775,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,11800480,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,33263584,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,33263584,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,158614,2,StatisticBasedCase,BasicXform,Time,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,11800952,2,StatisticBasedCase,BasicXform,Memory,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,47315351,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,11806624,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,54751464,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,44014036,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,206000,2,StatisticBasedCase,BasicXform,Time,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,11807112,2,StatisticBasedCase,BasicXform,Memory,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,42820538,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,11814248,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,54757600,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,44020172,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,271697,4,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9550624,4,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,275675297,4,StatisticBasedCase,BasicXform,Time,Generation
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16421704,4,StatisticBasedCase,BasicXform,Memory,Generation
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,84178641,4,StatisticBasedCase,BasicXform,Time,Initialization
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,15881896,4,StatisticBasedCase,BasicXform,Memory,Initialization
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,74469536,4,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,52994684,4,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,120045056,4,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,18029128,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,58832208,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,91044496,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3378199,4,StatisticBasedCase,BasicXform,Time,Modification
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,18123160,4,StatisticBasedCase,BasicXform,Memory,Modification
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,20077,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,18124032,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,39598840,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,39598840,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,1949370,4,StatisticBasedCase,BasicXform,Time,Modification
2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,18143440,4,StatisticBasedCase,BasicXform,Memory,Modification
2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,18016,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,18144312,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,39619120,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,39619120,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,2093812,4,StatisticBasedCase,BasicXform,Time,Modification
3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,18164888,4,StatisticBasedCase,BasicXform,Memory,Modification
3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,15966,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,18166560,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,28903264,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,39640568,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,2575993,4,StatisticBasedCase,BasicXform,Time,Modification
4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,18198776,4,StatisticBasedCase,BasicXform,Memory,Modification
4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,18287,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,18199672,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,39674480,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,39674480,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,2105843,4,StatisticBasedCase,BasicXform,Time,Modification
5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,18230680,4,StatisticBasedCase,BasicXform,Memory,Modification
5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,19554,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,18231552,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,39706360,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,39706360,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_OPTIMIZED-TEMPLATE,1,173996,2,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,1,BATCH_OPTIMIZED-TEMPLATE,1,9241744,2,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,1,BATCH_OPTIMIZED-TEMPLATE,2,127785123,2,StatisticBasedCase,BasicXform,Time,Generation
1,1,BATCH_OPTIMIZED-TEMPLATE,2,11032440,2,StatisticBasedCase,BasicXform,Memory,Generation
1,1,BATCH_OPTIMIZED-TEMPLATE,3,19558,2,StatisticBasedCase,BasicXform,Time,Initialization
1,1,BATCH_OPTIMIZED-TEMPLATE,3,9478664,2,StatisticBasedCase,BasicXform,Memory,Initialization
1,1,BATCH_OPTIMIZED-TEMPLATE,3,20215984,2,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,1,BATCH_OPTIMIZED-TEMPLATE,3,30953104,2,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,1,BATCH_OPTIMIZED-TEMPLATE,4,517086605,2,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,1,BATCH_OPTIMIZED-TEMPLATE,4,9870192,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,1,BATCH_OPTIMIZED-TEMPLATE,4,481929928,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,1,BATCH_OPTIMIZED-TEMPLATE,4,932905840,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,1,BATCH_OPTIMIZED-TEMPLATE,5,91055,2,StatisticBasedCase,BasicXform,Time,Modification
1,1,BATCH_OPTIMIZED-TEMPLATE,5,9870288,2,StatisticBasedCase,BasicXform,Memory,Modification
1,1,BATCH_OPTIMIZED-TEMPLATE,6,396973696,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,1,BATCH_OPTIMIZED-TEMPLATE,6,9985768,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,1,BATCH_OPTIMIZED-TEMPLATE,6,482077444,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_OPTIMIZED-TEMPLATE,6,954771888,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,BATCH_OPTIMIZED-TEMPLATE,7,84030,2,StatisticBasedCase,BasicXform,Time,Modification
2,1,BATCH_OPTIMIZED-TEMPLATE,7,9985864,2,StatisticBasedCase,BasicXform,Memory,Modification
2,1,BATCH_OPTIMIZED-TEMPLATE,8,368140776,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,1,BATCH_OPTIMIZED-TEMPLATE,8,10108416,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,1,BATCH_OPTIMIZED-TEMPLATE,8,488845820,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,1,BATCH_OPTIMIZED-TEMPLATE,8,946885168,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,1,BATCH_OPTIMIZED-TEMPLATE,9,105508,2,StatisticBasedCase,BasicXform,Time,Modification
3,1,BATCH_OPTIMIZED-TEMPLATE,9,10108512,2,StatisticBasedCase,BasicXform,Memory,Modification
3,1,BATCH_OPTIMIZED-TEMPLATE,10,371937397,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,1,BATCH_OPTIMIZED-TEMPLATE,10,10220768,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,1,BATCH_OPTIMIZED-TEMPLATE,10,942399720,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,1,BATCH_OPTIMIZED-TEMPLATE,10,486613188,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,1,BATCH_OPTIMIZED-TEMPLATE,11,121829,2,StatisticBasedCase,BasicXform,Time,Modification
4,1,BATCH_OPTIMIZED-TEMPLATE,11,10220888,2,StatisticBasedCase,BasicXform,Memory,Modification
4,1,BATCH_OPTIMIZED-TEMPLATE,12,390304519,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,1,BATCH_OPTIMIZED-TEMPLATE,12,10358712,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,1,BATCH_OPTIMIZED-TEMPLATE,12,485174748,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,1,BATCH_OPTIMIZED-TEMPLATE,12,939477856,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
