MetricValue,CaseName,Scenario,Sequence,Iteration,Size,MetricName,Tool,PhaseName,RunIndex
1468319,StatisticBasedCase,BasicXform,13,5,4,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,2
27408728,StatisticBasedCase,BasicXform,13,5,4,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,2
4250,StatisticBasedCase,BasicXform,14,5,4,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,2
27409568,StatisticBasedCase,BasicXform,14,5,4,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,2
48884328,StatisticBasedCase,BasicXform,14,5,4,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,2
38147048,StatisticBasedCase,BasicXform,14,5,4,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,2
261791,StatisticBasedCase,BasicXform,1,1,2,Time,BATCH_SIMPLE-TEMPLATE,EMFResourceInitialization,5
11075024,StatisticBasedCase,BasicXform,1,1,2,Memory,BATCH_SIMPLE-TEMPLATE,EMFResourceInitialization,5
98820332,StatisticBasedCase,BasicXform,2,1,2,Time,BATCH_SIMPLE-TEMPLATE,Generation,5
14411328,StatisticBasedCase,BasicXform,2,1,2,Memory,BATCH_SIMPLE-TEMPLATE,Generation,5
12614,StatisticBasedCase,BasicXform,3,1,2,Time,BATCH_SIMPLE-TEMPLATE,Initialization,5
11317680,StatisticBasedCase,BasicXform,3,1,2,Memory,BATCH_SIMPLE-TEMPLATE,Initialization,5
32792216,StatisticBasedCase,BasicXform,3,1,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,Initialization,5
32792372,StatisticBasedCase,BasicXform,3,1,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,Initialization,5
3293219479,StatisticBasedCase,BasicXform,4,1,2,Time,BATCH_SIMPLE-TEMPLATE,M2MTransformation1,5
11515032,StatisticBasedCase,BasicXform,4,1,2,Memory,BATCH_SIMPLE-TEMPLATE,M2MTransformation1,5
359381448,StatisticBasedCase,BasicXform,4,1,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation1,5
1085354264,StatisticBasedCase,BasicXform,4,1,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation1,5
149597,StatisticBasedCase,BasicXform,5,1,2,Time,BATCH_SIMPLE-TEMPLATE,Modification,5
11515168,StatisticBasedCase,BasicXform,5,1,2,Memory,BATCH_SIMPLE-TEMPLATE,Modification,5
3333790690,StatisticBasedCase,BasicXform,6,1,2,Time,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
11517128,StatisticBasedCase,BasicXform,6,1,2,Memory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
376759992,StatisticBasedCase,BasicXform,6,1,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
1085552248,StatisticBasedCase,BasicXform,6,1,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
103950,StatisticBasedCase,BasicXform,7,2,2,Time,BATCH_SIMPLE-TEMPLATE,Modification,5
11517264,StatisticBasedCase,BasicXform,7,2,2,Memory,BATCH_SIMPLE-TEMPLATE,Modification,5
3644940481,StatisticBasedCase,BasicXform,8,2,2,Time,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
11518992,StatisticBasedCase,BasicXform,8,2,2,Memory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
1263779496,StatisticBasedCase,BasicXform,8,2,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
451721050,StatisticBasedCase,BasicXform,8,2,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
62454,StatisticBasedCase,BasicXform,9,3,2,Time,BATCH_SIMPLE-TEMPLATE,Modification,5
11519152,StatisticBasedCase,BasicXform,9,3,2,Memory,BATCH_SIMPLE-TEMPLATE,Modification,5
3481179715,StatisticBasedCase,BasicXform,10,3,2,Time,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
11520904,StatisticBasedCase,BasicXform,10,3,2,Memory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
583780636,StatisticBasedCase,BasicXform,10,3,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
1442039304,StatisticBasedCase,BasicXform,10,3,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
94311,StatisticBasedCase,BasicXform,11,4,2,Time,BATCH_SIMPLE-TEMPLATE,Modification,5
11521064,StatisticBasedCase,BasicXform,11,4,2,Memory,BATCH_SIMPLE-TEMPLATE,Modification,5
3550359321,StatisticBasedCase,BasicXform,12,4,2,Time,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
11523032,StatisticBasedCase,BasicXform,12,4,2,Memory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
576881798,StatisticBasedCase,BasicXform,12,4,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
1442041240,StatisticBasedCase,BasicXform,12,4,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
47435,StatisticBasedCase,BasicXform,13,5,2,Time,BATCH_SIMPLE-TEMPLATE,Modification,5
11523168,StatisticBasedCase,BasicXform,13,5,2,Memory,BATCH_SIMPLE-TEMPLATE,Modification,5
3659026530,StatisticBasedCase,BasicXform,14,5,2,Time,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
11524968,StatisticBasedCase,BasicXform,14,5,2,Memory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
1442043320,StatisticBasedCase,BasicXform,14,5,2,PeakMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
579923420,StatisticBasedCase,BasicXform,14,5,2,AverageMemory,BATCH_SIMPLE-TEMPLATE,M2MTransformation2,5
187554,StatisticBasedCase,BasicXform,1,1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,3
11215088,StatisticBasedCase,BasicXform,1,1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,3
244789727,StatisticBasedCase,BasicXform,2,1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,3
23788744,StatisticBasedCase,BasicXform,2,1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,3
50222808,StatisticBasedCase,BasicXform,3,1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
18815184,StatisticBasedCase,BasicXform,3,1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
54655976,StatisticBasedCase,BasicXform,3,1,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
43918548,StatisticBasedCase,BasicXform,3,1,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
37572033,StatisticBasedCase,BasicXform,4,1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
22415592,StatisticBasedCase,BasicXform,4,1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
61765472,StatisticBasedCase,BasicXform,4,1,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
51028044,StatisticBasedCase,BasicXform,4,1,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
282896,StatisticBasedCase,BasicXform,5,1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
22430768,StatisticBasedCase,BasicXform,5,1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
58869003,StatisticBasedCase,BasicXform,6,1,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
22445800,StatisticBasedCase,BasicXform,6,1,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
86856104,StatisticBasedCase,BasicXform,6,1,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
65381236,StatisticBasedCase,BasicXform,6,1,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
314509,StatisticBasedCase,BasicXform,7,2,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
22461088,StatisticBasedCase,BasicXform,7,2,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
56958308,StatisticBasedCase,BasicXform,8,2,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
22475768,StatisticBasedCase,BasicXform,8,2,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
54674112,StatisticBasedCase,BasicXform,8,2,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
65411536,StatisticBasedCase,BasicXform,8,2,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
389568,StatisticBasedCase,BasicXform,9,3,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
22491192,StatisticBasedCase,BasicXform,9,3,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
77006912,StatisticBasedCase,BasicXform,10,3,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
22506384,StatisticBasedCase,BasicXform,10,3,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
54704212,StatisticBasedCase,BasicXform,10,3,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
86916488,StatisticBasedCase,BasicXform,10,3,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
303665,StatisticBasedCase,BasicXform,11,4,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
22522248,StatisticBasedCase,BasicXform,11,4,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
45793116,StatisticBasedCase,BasicXform,12,4,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
22553600,StatisticBasedCase,BasicXform,12,4,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
65472696,StatisticBasedCase,BasicXform,12,4,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
54735284,StatisticBasedCase,BasicXform,12,4,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
308977,StatisticBasedCase,BasicXform,13,5,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
22573440,StatisticBasedCase,BasicXform,13,5,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
42537700,StatisticBasedCase,BasicXform,14,5,4,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
22599408,StatisticBasedCase,BasicXform,14,5,4,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
65524080,StatisticBasedCase,BasicXform,14,5,4,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
54786560,StatisticBasedCase,BasicXform,14,5,4,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
147599,StatisticBasedCase,BasicXform,1,1,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,2
11533496,StatisticBasedCase,BasicXform,1,1,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,2
17108197716,StatisticBasedCase,BasicXform,2,1,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,2
755538480,StatisticBasedCase,BasicXform,2,1,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,2
1665227892,StatisticBasedCase,BasicXform,3,1,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,2
325137536,StatisticBasedCase,BasicXform,3,1,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,2
813108424,StatisticBasedCase,BasicXform,3,1,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,2
1433263040,StatisticBasedCase,BasicXform,3,1,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,2
281251180,StatisticBasedCase,BasicXform,4,1,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,2
362898248,StatisticBasedCase,BasicXform,4,1,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,2
601844888,StatisticBasedCase,BasicXform,4,1,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,2
491161744,StatisticBasedCase,BasicXform,4,1,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,2
612309,StatisticBasedCase,BasicXform,5,1,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
362940912,StatisticBasedCase,BasicXform,5,1,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
346345539,StatisticBasedCase,BasicXform,6,1,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
362956360,StatisticBasedCase,BasicXform,6,1,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
670433880,StatisticBasedCase,BasicXform,6,1,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
547436956,StatisticBasedCase,BasicXform,6,1,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
399085,StatisticBasedCase,BasicXform,7,2,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
362969024,StatisticBasedCase,BasicXform,7,2,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
307456710,StatisticBasedCase,BasicXform,8,2,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
362983840,StatisticBasedCase,BasicXform,8,2,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
548704404,StatisticBasedCase,BasicXform,8,2,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
736952048,StatisticBasedCase,BasicXform,8,2,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
353351,StatisticBasedCase,BasicXform,9,3,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
362997640,StatisticBasedCase,BasicXform,9,3,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
304079963,StatisticBasedCase,BasicXform,10,3,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
363011360,StatisticBasedCase,BasicXform,10,3,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
672555976,StatisticBasedCase,BasicXform,10,3,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
548732940,StatisticBasedCase,BasicXform,10,3,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
364784,StatisticBasedCase,BasicXform,11,4,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
363025344,StatisticBasedCase,BasicXform,11,4,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
301346174,StatisticBasedCase,BasicXform,12,4,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
363039304,StatisticBasedCase,BasicXform,12,4,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
672583880,StatisticBasedCase,BasicXform,12,4,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
548760756,StatisticBasedCase,BasicXform,12,4,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
353337,StatisticBasedCase,BasicXform,13,5,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
363053448,StatisticBasedCase,BasicXform,13,5,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,2
298896419,StatisticBasedCase,BasicXform,14,5,32,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
363067144,StatisticBasedCase,BasicXform,14,5,32,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
672611920,StatisticBasedCase,BasicXform,14,5,32,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
548788816,StatisticBasedCase,BasicXform,14,5,32,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,2
164774,StatisticBasedCase,BasicXform,1,1,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,4
11511848,StatisticBasedCase,BasicXform,1,1,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,4
156448819,StatisticBasedCase,BasicXform,2,1,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Generation,4
18175560,StatisticBasedCase,BasicXform,2,1,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Generation,4
140754127,StatisticBasedCase,BasicXform,3,1,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,4
21853376,StatisticBasedCase,BasicXform,3,1,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,4
130106120,StatisticBasedCase,BasicXform,3,1,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,4
76418948,StatisticBasedCase,BasicXform,3,1,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,4
192997406,StatisticBasedCase,BasicXform,4,1,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,4
37632280,StatisticBasedCase,BasicXform,4,1,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,4
75541096,StatisticBasedCase,BasicXform,4,1,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,4
107753376,StatisticBasedCase,BasicXform,4,1,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,4
2187273,StatisticBasedCase,BasicXform,5,1,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
37726792,StatisticBasedCase,BasicXform,5,1,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
4585,StatisticBasedCase,BasicXform,6,1,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
37727632,StatisticBasedCase,BasicXform,6,1,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
59202392,StatisticBasedCase,BasicXform,6,1,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
48465112,StatisticBasedCase,BasicXform,6,1,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
2587218,StatisticBasedCase,BasicXform,7,2,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
37883112,StatisticBasedCase,BasicXform,7,2,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
3219,StatisticBasedCase,BasicXform,8,2,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
37883952,StatisticBasedCase,BasicXform,8,2,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
59358712,StatisticBasedCase,BasicXform,8,2,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
48621432,StatisticBasedCase,BasicXform,8,2,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
1722258,StatisticBasedCase,BasicXform,9,3,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
37985640,StatisticBasedCase,BasicXform,9,3,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
4098,StatisticBasedCase,BasicXform,10,3,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
37986480,StatisticBasedCase,BasicXform,10,3,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
59461240,StatisticBasedCase,BasicXform,10,3,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
48723960,StatisticBasedCase,BasicXform,10,3,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
1714595,StatisticBasedCase,BasicXform,11,4,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
38083024,StatisticBasedCase,BasicXform,11,4,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
5372,StatisticBasedCase,BasicXform,12,4,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
38083888,StatisticBasedCase,BasicXform,12,4,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
59558648,StatisticBasedCase,BasicXform,12,4,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
48821368,StatisticBasedCase,BasicXform,12,4,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
1876267,StatisticBasedCase,BasicXform,13,5,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
38178792,StatisticBasedCase,BasicXform,13,5,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,4
5297,StatisticBasedCase,BasicXform,14,5,4,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
38179632,StatisticBasedCase,BasicXform,14,5,4,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
59654392,StatisticBasedCase,BasicXform,14,5,4,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
48917112,StatisticBasedCase,BasicXform,14,5,4,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,4
270293,StatisticBasedCase,BasicXform,1,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,4
11209752,StatisticBasedCase,BasicXform,1,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,4
53971683,StatisticBasedCase,BasicXform,2,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,4
13102376,StatisticBasedCase,BasicXform,2,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,4
28495002,StatisticBasedCase,BasicXform,3,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,4
13172192,StatisticBasedCase,BasicXform,3,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,4
75746712,StatisticBasedCase,BasicXform,3,1,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,4
43534432,StatisticBasedCase,BasicXform,3,1,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,4
15964834,StatisticBasedCase,BasicXform,4,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,4
14191408,StatisticBasedCase,BasicXform,4,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,4
34647496,StatisticBasedCase,BasicXform,4,1,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,4
34647496,StatisticBasedCase,BasicXform,4,1,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,4
353976,StatisticBasedCase,BasicXform,5,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,4
14202824,StatisticBasedCase,BasicXform,5,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,4
16210439,StatisticBasedCase,BasicXform,6,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
14223136,StatisticBasedCase,BasicXform,6,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
35678424,StatisticBasedCase,BasicXform,6,1,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
35678424,StatisticBasedCase,BasicXform,6,1,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
301006,StatisticBasedCase,BasicXform,7,2,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,4
14236152,StatisticBasedCase,BasicXform,7,2,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,4
17355680,StatisticBasedCase,BasicXform,8,2,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
14256384,StatisticBasedCase,BasicXform,8,2,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
35711752,StatisticBasedCase,BasicXform,8,2,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
35711752,StatisticBasedCase,BasicXform,8,2,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
278226,StatisticBasedCase,BasicXform,9,3,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,4
14269912,StatisticBasedCase,BasicXform,9,3,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,4
16488393,StatisticBasedCase,BasicXform,10,3,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
14290800,StatisticBasedCase,BasicXform,10,3,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
35745512,StatisticBasedCase,BasicXform,10,3,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
35745512,StatisticBasedCase,BasicXform,10,3,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,4
