RunIndex,Scenario,PhaseName,Sequence,MetricValue,MetricName,Tool,Iteration,Size,CaseName
2,BasicXform,M2MTransformation2,12,36238352506,Time,BATCH_OPTIMIZED-TEMPLATE,4,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,20225232,Memory,BATCH_OPTIMIZED-TEMPLATE,4,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,3204394312,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,4,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,1007384638,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,4,16,StatisticBasedCase
2,BasicXform,Modification,13,206976,Time,BATCH_OPTIMIZED-TEMPLATE,5,16,StatisticBasedCase
2,BasicXform,Modification,13,20225344,Memory,BATCH_OPTIMIZED-TEMPLATE,5,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,35883564252,Time,BATCH_OPTIMIZED-TEMPLATE,5,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,21177480,Memory,BATCH_OPTIMIZED-TEMPLATE,5,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,941318755,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,5,16,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,3203266496,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,5,16,StatisticBasedCase
2,BasicXform,EMFResourceInitialization,1,310637,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,EMFResourceInitialization,1,9522328,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Generation,2,106558126,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Generation,2,11547344,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Initialization,3,66806781,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Initialization,3,12118888,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Initialization,3,74172928,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Initialization,3,41960652,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation1,4,41990418,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation1,4,12666424,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation1,4,55069184,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation1,4,44331752,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Modification,5,158189,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Modification,5,12666224,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,6,43012008,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,6,12671232,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,6,55616680,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,6,44879268,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,2,StatisticBasedCase
2,BasicXform,Modification,7,192072,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,StatisticBasedCase
2,BasicXform,Modification,7,12671008,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,8,43115080,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,8,12675824,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,8,77096320,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,8,44884052,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,StatisticBasedCase
2,BasicXform,Modification,9,151191,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,StatisticBasedCase
2,BasicXform,Modification,9,12675600,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,10,43549311,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,10,12679248,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,10,55626096,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,10,44888664,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,StatisticBasedCase
2,BasicXform,Modification,11,195829,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,StatisticBasedCase
2,BasicXform,Modification,11,12679048,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,46179382,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,12684064,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,55629608,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,12,44892156,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,StatisticBasedCase
2,BasicXform,Modification,13,1942806,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,StatisticBasedCase
2,BasicXform,Modification,13,12683968,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,44482691,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,12688560,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,55634424,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,StatisticBasedCase
2,BasicXform,M2MTransformation2,14,44897012,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,StatisticBasedCase
3,BasicXform,EMFResourceInitialization,1,210276,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,EMFResourceInitialization,1,9859472,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Generation,2,14034061738,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Generation,2,388871888,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Initialization,3,660776682,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Initialization,3,37652488,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Initialization,3,145868068,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Initialization,3,209934952,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation1,4,741592762,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation1,4,49991112,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation1,4,614255400,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation1,4,357987688,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Modification,5,515228,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Modification,5,49991128,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,6,629773525,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,6,50005560,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,6,370326404,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,6,626594016,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,32,StatisticBasedCase
3,BasicXform,Modification,7,448226,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,32,StatisticBasedCase
3,BasicXform,Modification,7,50003360,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,8,925619269,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,8,50006752,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,8,691030792,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,8,370338644,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,32,StatisticBasedCase
3,BasicXform,Modification,9,653348,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,32,StatisticBasedCase
3,BasicXform,Modification,9,50006536,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,10,509265555,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,10,50014576,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,10,370341788,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,10,691033904,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,32,StatisticBasedCase
3,BasicXform,Modification,11,330325,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,32,StatisticBasedCase
3,BasicXform,Modification,11,50014384,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,12,483824172,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,12,50019848,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,12,626617408,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,12,370349740,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,32,StatisticBasedCase
3,BasicXform,Modification,13,310283,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,32,StatisticBasedCase
3,BasicXform,Modification,13,50019656,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,14,485351236,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,14,50028800,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,14,626622592,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,32,StatisticBasedCase
3,BasicXform,M2MTransformation2,14,370354956,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,32,StatisticBasedCase
1,BasicXform,EMFResourceInitialization,1,158223,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,EMFResourceInitialization,1,9760120,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Generation,2,3150251437,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Generation,2,104473368,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Initialization,3,625503075,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Initialization,3,63698608,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Initialization,3,150740016,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Initialization,3,246494416,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation1,4,320033104,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation1,4,78455328,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation1,4,212699488,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation1,4,159453584,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Modification,5,4786470,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Modification,5,79607072,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,6,15484,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,6,79607944,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,6,122116336,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,6,143591192,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16,StatisticBasedCase
1,BasicXform,Modification,7,1972257,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16,StatisticBasedCase
1,BasicXform,Modification,7,79628016,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,8,18435,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,8,79628888,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,8,122137280,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16,StatisticBasedCase
1,BasicXform,M2MTransformation2,8,165086976,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16,StatisticBasedCase
