MetricName,Tool,RunIndex,PhaseName,CaseName,Scenario,MetricValue,Sequence,Size,Iteration
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24389664,6,8,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,67230736,6,8,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,56493220,6,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,411475,7,8,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,24396416,7,8,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,83936878,8,8,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24408416,8,8,2
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,56609500,8,8,2
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,67346952,8,8,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,424317,9,8,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,24417376,9,8,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,79849092,10,8,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24427496,10,8,3
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,67367856,10,8,3
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,56630432,10,8,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,480128,11,8,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,24436560,11,8,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,81646477,12,8,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24641672,12,8,4
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,56649644,12,8,4
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,67387072,12,8,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,455253,13,8,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,24650376,13,8,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,73897492,14,8,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24652192,14,8,5
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,56863524,14,8,5
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,67601040,14,8,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,450878,1,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,9479968,1,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,65631127,2,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,10660840,2,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,58831197,3,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,11984928,3,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,52544972,3,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,74019848,3,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,28419664,4,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,12523424,4,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,33460360,4,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,33460360,4,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,326418,5,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,12523784,5,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,27914921,6,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,12534024,6,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,33999416,6,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,33999416,6,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,199446,7,1,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,12534384,7,1,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,27650932,8,1,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,12542080,8,1,2
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34010016,8,1,2
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34010016,8,1,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,152868,9,1,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,12542568,9,1,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,28215266,10,1,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,12550648,10,1,3
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34018200,10,1,3
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34018200,10,1,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,114391,11,1,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,12551128,11,1,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,28673439,12,1,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,12561968,12,1,4
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34026784,12,1,4
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34026784,12,1,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,211731,13,1,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,12562584,13,1,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,26947732,14,1,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,12570976,14,1,5
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34038216,14,1,5
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34038216,14,1,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,314907,1,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,9521360,1,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,86988452,2,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,11892560,2,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,63130573,3,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,12904144,3,2,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,41976496,3,2,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,52713920,3,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,58087097,4,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,13985104,4,2,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,45116992,4,2,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,66591856,4,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,3165886,5,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,14049432,5,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,15680,6,2,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14051104,6,2,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,35525064,6,2,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24787784,6,2,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,2537871,7,2,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,14075752,7,2,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,19773,8,2,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14076624,8,2,2
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,35551384,8,2,2
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,57026240,8,2,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,2625742,9,2,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,14105088,9,2,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,15884,10,2,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14105960,10,2,3
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,35580720,10,2,3
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24843440,10,2,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,2327447,11,2,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,14128728,11,2,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,15339,12,2,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14129624,12,2,4
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,35604384,12,2,4
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,35604384,12,2,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,2363564,13,2,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,14152296,13,2,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14502,14,2,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14153168,14,2,5
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,35627928,14,2,5
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,24890648,14,2,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,834213,1,16,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,9638056,1,16,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,3759023079,2,16,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,99721112,2,16,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,228347021,3,16,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,19962120,3,16,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,109435504,3,16,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,81673592,3,16,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,2231278516,4,16,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,25469424,4,16,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,331709693,4,16,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,518757856,4,16,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,880655,5,16,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,25469664,5,16,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,2196553759,6,16,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,25477552,6,16,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,347944723,6,16,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,567199048,6,16,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,329026,7,16,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,25477536,7,16,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,2185172553,8,16,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,25483296,8,16,2
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,524257136,8,16,2
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,337215093,8,16,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,233752,9,16,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,25483280,9,16,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,2161020542,10,16,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,25488480,10,16,3
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,337220860,10,16,3
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,524262904,10,16,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,226420,11,16,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,25488520,11,16,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,2177152316,12,16,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,25494200,12,16,4
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,337226119,12,16,4
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,524268160,12,16,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,231933,13,16,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,25494240,13,16,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,2149552454,14,16,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,25500912,14,16,5
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,524273816,14,16,5
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,337231784,14,16,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,294127,1,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,9479392,1,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,63741547,2,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,10660848,2,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,76202173,3,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,11984936,3,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,52544948,3,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,74019792,3,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,28969253,4,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,12523432,4,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,33460368,4,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,33460368,4,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,192694,5,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12523792,5,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,28907129,6,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12529208,6,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,33999424,6,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,33999424,6,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,173227,7,1,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12529568,7,1,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,29217092,8,1,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12537264,8,1,2
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,55480056,8,1,2
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,34005200,8,1,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,169643,9,1,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12537752,9,1,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,31236830,10,1,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12549472,10,1,3
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,55488240,10,1,3
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,34013384,10,1,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,184935,11,1,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12549952,11,1,4
