RunIndex,MetricName,MetricValue,Scenario,Size,Sequence,PhaseName,CaseName,Iteration,Tool
3,Time,16496,BasicXform,32,12,M2MTransformation2,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,Memory,403629944,BasicXform,32,12,M2MTransformation2,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,AverageMemory,435227424,BasicXform,32,12,M2MTransformation2,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,PeakMemory,466825504,BasicXform,32,12,M2MTransformation2,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,Time,1150962,BasicXform,32,13,Modification,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,Memory,403667864,BasicXform,32,13,Modification,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,Time,45676,BasicXform,32,14,M2MTransformation2,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,Memory,403668744,BasicXform,32,14,M2MTransformation2,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,AverageMemory,435267024,BasicXform,32,14,M2MTransformation2,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
3,PeakMemory,466865104,BasicXform,32,14,M2MTransformation2,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,280459,BasicXform,1,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Memory,8744016,BasicXform,1,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Time,74075451,BasicXform,1,2,Generation,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Memory,10560344,BasicXform,1,2,Generation,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Time,15372,BasicXform,1,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Memory,8854584,BasicXform,1,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,30329024,BasicXform,1,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,19591904,BasicXform,1,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Time,111081888,BasicXform,1,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9041280,BasicXform,1,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,169917932,BasicXform,1,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,309505928,BasicXform,1,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Time,83833,BasicXform,1,5,Modification,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9041368,BasicXform,1,5,Modification,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Time,109841355,BasicXform,1,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9099152,BasicXform,1,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,309692584,BasicXform,1,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,170104816,BasicXform,1,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
1,Time,71675,BasicXform,1,7,Modification,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9099240,BasicXform,1,7,Modification,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
1,Time,104027548,BasicXform,1,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9161880,BasicXform,1,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,331225424,BasicXform,1,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,170162744,BasicXform,1,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
1,Time,76846,BasicXform,1,9,Modification,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9161968,BasicXform,1,9,Modification,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
1,Time,105183010,BasicXform,1,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9220560,BasicXform,1,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,170225320,BasicXform,1,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,309812992,BasicXform,1,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
1,Time,80946,BasicXform,1,11,Modification,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9220672,BasicXform,1,11,Modification,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
1,Time,104731906,BasicXform,1,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9295416,BasicXform,1,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,309871984,BasicXform,1,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,170284180,BasicXform,1,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
1,Time,88810,BasicXform,1,13,Modification,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9295504,BasicXform,1,13,Modification,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
1,Time,106436326,BasicXform,1,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
1,Memory,9357520,BasicXform,1,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
1,AverageMemory,170359028,BasicXform,1,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
1,PeakMemory,309946872,BasicXform,1,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
2,Time,221144,BasicXform,64,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,9616672,BasicXform,64,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,84724441290,BasicXform,64,2,Generation,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,3329249728,BasicXform,64,2,Generation,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,3357179356,BasicXform,64,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,225732448,BasicXform,64,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1149113064,BasicXform,64,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,669508494,BasicXform,64,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1683651820,BasicXform,64,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264735032,BasicXform,64,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,981246629,BasicXform,64,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1601847656,BasicXform,64,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1021856,BasicXform,64,5,Modification,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264733048,BasicXform,64,5,Modification,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1376278781,BasicXform,64,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264746640,BasicXform,64,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,1073653098,BasicXform,64,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1680342544,BasicXform,64,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,615368,BasicXform,64,7,Modification,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264746464,BasicXform,64,7,Modification,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1286996511,BasicXform,64,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264754336,BasicXform,64,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,1092155498,BasicXform,64,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1666003144,BasicXform,64,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,581713,BasicXform,64,9,Modification,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264754160,BasicXform,64,9,Modification,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1269245624,BasicXform,64,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264761688,BasicXform,64,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1698158152,BasicXform,64,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,1086570973,BasicXform,64,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,559560,BasicXform,64,11,Modification,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264761536,BasicXform,64,11,Modification,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1257609469,BasicXform,64,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264769336,BasicXform,64,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1650297464,BasicXform,64,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,1096083445,BasicXform,64,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,582817,BasicXform,64,13,Modification,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264769184,BasicXform,64,13,Modification,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Time,1300686859,BasicXform,64,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,Memory,264776680,BasicXform,64,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,PeakMemory,1646179520,BasicXform,64,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
2,AverageMemory,1093615698,BasicXform,64,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
1,Time,180449,BasicXform,2,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,8884144,BasicXform,2,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,90316273,BasicXform,2,2,Generation,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,13044456,BasicXform,2,2,Generation,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,40645196,BasicXform,2,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,12522376,BasicXform,2,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,62810760,BasicXform,2,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,41335896,BasicXform,2,3,Initialization,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,26147538,BasicXform,2,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14326968,BasicXform,2,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,33997808,BasicXform,2,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,33997808,BasicXform,2,4,M2MTransformation1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,345391,BasicXform,2,5,Modification,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14335968,BasicXform,2,5,Modification,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,29574218,BasicXform,2,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14351272,BasicXform,2,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,35811600,BasicXform,2,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,35811600,BasicXform,2,6,M2MTransformation2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,279967,BasicXform,2,7,Modification,StatisticBasedCase,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14362416,BasicXform,2,7,Modification,StatisticBasedCase,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,28058602,BasicXform,2,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14380336,BasicXform,2,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,57312904,BasicXform,2,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,35838048,BasicXform,2,8,M2MTransformation2,StatisticBasedCase,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,371618,BasicXform,2,9,Modification,StatisticBasedCase,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14422384,BasicXform,2,9,Modification,StatisticBasedCase,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,27332302,BasicXform,2,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14444328,BasicXform,2,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,35898016,BasicXform,2,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,35898016,BasicXform,2,10,M2MTransformation2,StatisticBasedCase,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,239683,BasicXform,2,11,Modification,StatisticBasedCase,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14453768,BasicXform,2,11,Modification,StatisticBasedCase,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,24532072,BasicXform,2,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14467736,BasicXform,2,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,35929424,BasicXform,2,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,35929424,BasicXform,2,12,M2MTransformation2,StatisticBasedCase,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,240908,BasicXform,2,13,Modification,StatisticBasedCase,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14477312,BasicXform,2,13,Modification,StatisticBasedCase,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Time,25329325,BasicXform,2,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,Memory,14490992,BasicXform,2,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,PeakMemory,35952944,BasicXform,2,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
1,AverageMemory,35952944,BasicXform,2,14,M2MTransformation2,StatisticBasedCase,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
3,Time,220123,BasicXform,16,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Memory,8912640,BasicXform,16,1,EMFResourceInitialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Time,3352265245,BasicXform,16,2,Generation,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Memory,187329608,BasicXform,16,2,Generation,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Time,15139,BasicXform,16,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Memory,11611488,BasicXform,16,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,53439296,BasicXform,16,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,32525492,BasicXform,16,3,Initialization,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Time,36428323839,BasicXform,16,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Memory,15510160,BasicXform,16,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,1083630312,BasicXform,16,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,3507413056,BasicXform,16,4,M2MTransformation1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Time,302082,BasicXform,16,5,Modification,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Memory,15510248,BasicXform,16,5,Modification,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Time,36034511197,BasicXform,16,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Memory,16553384,BasicXform,16,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,910013066,BasicXform,16,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,3275814560,BasicXform,16,6,M2MTransformation2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE
3,Time,207682,BasicXform,16,7,Modification,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
3,Memory,16553472,BasicXform,16,7,Modification,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
3,Time,35404018148,BasicXform,16,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
3,Memory,17500768,BasicXform,16,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,3268782176,BasicXform,16,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,1204778321,BasicXform,16,8,M2MTransformation2,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE
3,Time,145362,BasicXform,16,9,Modification,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
3,Memory,17499864,BasicXform,16,9,Modification,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
3,Time,36198540867,BasicXform,16,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
3,Memory,18644456,BasicXform,16,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,1125772242,BasicXform,16,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,3265902952,BasicXform,16,10,M2MTransformation2,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE
3,Time,156180,BasicXform,16,11,Modification,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
3,Memory,18644608,BasicXform,16,11,Modification,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
3,Time,35516262394,BasicXform,16,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
3,Memory,19594808,BasicXform,16,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,3258323192,BasicXform,16,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,1009072876,BasicXform,16,12,M2MTransformation2,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE
3,Time,217274,BasicXform,16,13,Modification,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
3,Memory,19594896,BasicXform,16,13,Modification,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
3,Time,36643163988,BasicXform,16,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
3,Memory,20546088,BasicXform,16,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
3,AverageMemory,1074406860,BasicXform,16,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
3,PeakMemory,3251943696,BasicXform,16,14,M2MTransformation2,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE
1,Time,249219,BasicXform,8,1,EMFResourceInitialization,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,9064088,BasicXform,8,1,EMFResourceInitialization,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,776753169,BasicXform,8,2,Generation,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,54323296,BasicXform,8,2,Generation,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,448837481,BasicXform,8,3,Initialization,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,37106168,BasicXform,8,3,Initialization,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,PeakMemory,128262040,BasicXform,8,3,Initialization,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,AverageMemory,74574880,BasicXform,8,3,Initialization,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,323493399,BasicXform,8,4,M2MTransformation1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,47207392,BasicXform,8,4,M2MTransformation1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,PeakMemory,112268736,BasicXform,8,4,M2MTransformation1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,AverageMemory,85425168,BasicXform,8,4,M2MTransformation1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,3271603,BasicXform,8,5,Modification,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,48105592,BasicXform,8,5,Modification,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,18162,BasicXform,8,6,M2MTransformation2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,48106464,BasicXform,8,6,M2MTransformation2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,AverageMemory,69581224,BasicXform,8,6,M2MTransformation2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,PeakMemory,69581224,BasicXform,8,6,M2MTransformation2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,2075532,BasicXform,8,7,Modification,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,48171736,BasicXform,8,7,Modification,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Time,19687,BasicXform,8,8,M2MTransformation2,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,Memory,48172608,BasicXform,8,8,M2MTransformation2,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
1,PeakMemory,91122224,BasicXform,8,8,M2MTransformation2,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
