CaseName,MetricName,RunIndex,PhaseName,Iteration,Scenario,Size,Sequence,MetricValue,Tool
StatisticBasedCase,Memory,1,Modification,5,BasicXform,16,13,28585216,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,5,BasicXform,16,14,274979035,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,5,BasicXform,16,14,28594032,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,5,BasicXform,16,14,319984544,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,5,BasicXform,16,14,195099424,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,EMFResourceInitialization,1,BasicXform,16,1,336829,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,EMFResourceInitialization,1,BasicXform,16,1,11234824,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Generation,1,BasicXform,16,2,3236440417,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Generation,1,BasicXform,16,2,189773640,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Initialization,1,BasicXform,16,3,33094,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Initialization,1,BasicXform,16,3,13933768,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,Initialization,1,BasicXform,16,3,56085360,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,Initialization,1,BasicXform,16,3,35009664,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation1,1,BasicXform,16,4,39065643396,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation1,1,BasicXform,16,4,17833584,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation1,1,BasicXform,16,4,1179569427,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation1,1,BasicXform,16,4,3327782528,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Modification,1,BasicXform,16,5,370225,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Modification,1,BasicXform,16,5,17833736,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,1,BasicXform,16,6,38548519346,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,1,BasicXform,16,6,18878208,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,1,BasicXform,16,6,3266071200,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,1,BasicXform,16,6,1131668988,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Modification,2,BasicXform,16,7,171328,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Modification,2,BasicXform,16,7,18878328,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,2,BasicXform,16,8,38703581943,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,2,BasicXform,16,8,19825920,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,2,BasicXform,16,8,1316745476,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,2,BasicXform,16,8,3257319864,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Modification,3,BasicXform,16,9,97468,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Modification,3,BasicXform,16,9,19826040,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,3,BasicXform,16,10,38658389919,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,3,BasicXform,16,10,20972112,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,3,BasicXform,16,10,3258767336,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,3,BasicXform,16,10,1012076542,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Modification,4,BasicXform,16,11,140682,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Modification,4,BasicXform,16,11,20972256,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,4,BasicXform,16,12,39059698213,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,4,BasicXform,16,12,21923368,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,4,BasicXform,16,12,1153075720,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,4,BasicXform,16,12,3246955864,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,Modification,5,BasicXform,16,13,113263,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,Modification,5,BasicXform,16,13,21923512,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,5,BasicXform,16,14,39315996179,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,5,BasicXform,16,14,22875976,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,5,BasicXform,16,14,1243601743,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,5,BasicXform,16,14,3240605944,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,EMFResourceInitialization,1,BasicXform,1,1,271215,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,EMFResourceInitialization,1,BasicXform,1,1,11215360,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Generation,1,BasicXform,1,2,62462356,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Generation,1,BasicXform,1,2,13082136,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Initialization,1,BasicXform,1,3,50254072,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Initialization,1,BasicXform,1,3,13638032,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,Initialization,1,BasicXform,1,3,54275740,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,Initialization,1,BasicXform,1,3,75750576,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation1,1,BasicXform,1,4,24586503,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation1,1,BasicXform,1,4,13965880,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation1,1,BasicXform,1,4,35113464,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation1,1,BasicXform,1,4,35113464,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,1,BasicXform,1,5,157501,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,1,BasicXform,1,5,13966080,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,1,BasicXform,1,6,26594569,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,1,BasicXform,1,6,13973736,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,1,BasicXform,1,6,35441680,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,1,BasicXform,1,6,35441680,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,2,BasicXform,1,7,119403,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,2,BasicXform,1,7,13973896,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,2,BasicXform,1,8,26278372,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,2,BasicXform,1,8,13981344,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,2,BasicXform,1,8,35449496,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,2,BasicXform,1,8,35449496,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,3,BasicXform,1,9,163353,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,3,BasicXform,1,9,13981568,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,3,BasicXform,1,10,27497773,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,3,BasicXform,1,10,13990024,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,3,BasicXform,1,10,35457168,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,3,BasicXform,1,10,35457168,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,4,BasicXform,1,11,132035,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,4,BasicXform,1,11,13990208,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,4,BasicXform,1,12,26523105,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,4,BasicXform,1,12,13998088,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,4,BasicXform,1,12,35465832,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,4,BasicXform,1,12,35465832,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,5,BasicXform,1,13,123765,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,5,BasicXform,1,13,13998248,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,5,BasicXform,1,14,27082997,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,5,BasicXform,1,14,14005720,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,5,BasicXform,1,14,35473848,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,5,BasicXform,1,14,35473848,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,1,EMFResourceInitialization,1,BasicXform,16,1,255678,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,EMFResourceInitialization,1,BasicXform,16,1,11450144,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Generation,1,BasicXform,16,2,2987110053,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Generation,1,BasicXform,16,2,163469904,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Initialization,1,BasicXform,16,3,376565503,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Initialization,1,BasicXform,16,3,90428520,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,Initialization,1,BasicXform,16,3,173692216,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,Initialization,1,BasicXform,16,3,290730072,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation1,1,BasicXform,16,4,311429950,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation1,1,BasicXform,16,4,112064904,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation1,1,BasicXform,16,4,324934752,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation1,1,BasicXform,16,4,228942036,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,1,BasicXform,16,5,5383251,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,1,BasicXform,16,5,113942080,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,1,BasicXform,16,6,39986,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,1,BasicXform,16,6,113943128,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,1,BasicXform,16,6,156463048,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,1,BasicXform,16,6,135203088,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,2,BasicXform,16,7,1096320,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,2,BasicXform,16,7,113979568,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,2,BasicXform,16,8,16244,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,2,BasicXform,16,8,113980416,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,2,BasicXform,16,8,156500536,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,2,BasicXform,16,8,156500536,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,3,BasicXform,16,9,1051529,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,3,BasicXform,16,9,114026032,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,3,BasicXform,16,10,14131,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,3,BasicXform,16,10,114026880,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,3,BasicXform,16,10,156547000,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,3,BasicXform,16,10,135287040,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,4,BasicXform,16,11,1063497,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,4,BasicXform,16,11,114064632,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,4,BasicXform,16,12,13350,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,4,BasicXform,16,12,114065504,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,4,BasicXform,16,12,135325664,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,4,BasicXform,16,12,156585624,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,5,BasicXform,16,13,1356209,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,5,BasicXform,16,13,114168496,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,5,BasicXform,16,14,14562,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,5,BasicXform,16,14,114169344,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,5,BasicXform,16,14,156689464,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,5,BasicXform,16,14,135429504,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,2,EMFResourceInitialization,1,BasicXform,8,1,615631,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,2,EMFResourceInitialization,1,BasicXform,8,1,11359208,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,2,Generation,1,BasicXform,8,2,905330129,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,2,Generation,1,BasicXform,8,2,50665592,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,2,Initialization,1,BasicXform,8,3,120078398,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,2,Initialization,1,BasicXform,8,3,36772456,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,2,Initialization,1,BasicXform,8,3,119806896,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,2,Initialization,1,BasicXform,8,3,76856160,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation1,1,BasicXform,8,4,166858348,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation1,1,BasicXform,8,4,46692880,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation1,1,BasicXform,8,4,79722748,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation1,1,BasicXform,8,4,101197608,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,2,Modification,1,BasicXform,8,5,2590214,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,2,Modification,1,BasicXform,8,5,47567952,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,1,BasicXform,8,6,18006,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,1,BasicXform,8,6,47568792,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,1,BasicXform,8,6,69043552,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,1,BasicXform,8,6,58306272,INCR_VIATRA_TRANSFORMATION-TEMPLATE
