CaseName,MetricName,RunIndex,PhaseName,Iteration,Scenario,Size,Sequence,MetricValue,Tool
StatisticBasedCase,AverageMemory,3,M2MTransformation2,5,BasicXform,32,14,434190276,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,EMFResourceInitialization,1,BasicXform,1,1,184511,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,EMFResourceInitialization,1,BasicXform,1,1,11064408,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Generation,1,BasicXform,1,2,52535402,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Generation,1,BasicXform,1,2,12948792,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Initialization,1,BasicXform,1,3,14641,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Initialization,1,BasicXform,1,3,11178216,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,Initialization,1,BasicXform,1,3,32652608,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,Initialization,1,BasicXform,1,3,21915512,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation1,1,BasicXform,1,4,121152748,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation1,1,BasicXform,1,4,11369680,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation1,1,BasicXform,1,4,182978632,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation1,1,BasicXform,1,4,333303744,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Modification,1,BasicXform,1,5,88478,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Modification,1,BasicXform,1,5,11369800,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,1,BasicXform,1,6,117938166,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,1,BasicXform,1,6,11429304,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,1,BasicXform,1,6,183170484,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,1,BasicXform,1,6,333495568,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Modification,2,BasicXform,1,7,56205,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Modification,2,BasicXform,1,7,11429424,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,2,BasicXform,1,8,120456301,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,2,BasicXform,1,8,11493736,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,2,BasicXform,1,8,333556488,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,2,BasicXform,1,8,183230756,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Modification,3,BasicXform,1,9,41321,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Modification,3,BasicXform,1,9,11493904,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,3,BasicXform,1,10,121402970,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,3,BasicXform,1,10,11554368,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,3,BasicXform,1,10,333620616,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,3,BasicXform,1,10,183295060,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Modification,4,BasicXform,1,11,44607,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Modification,4,BasicXform,1,11,11554512,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,4,BasicXform,1,12,123655499,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,4,BasicXform,1,12,11630832,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,4,BasicXform,1,12,333681696,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,4,BasicXform,1,12,183355916,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,Modification,5,BasicXform,1,13,52960,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,Modification,5,BasicXform,1,13,11630952,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,5,BasicXform,1,14,124778388,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,5,BasicXform,1,14,11694336,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,5,BasicXform,1,14,194170176,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,5,BasicXform,1,14,355233800,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,2,EMFResourceInitialization,1,BasicXform,64,1,710711,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,EMFResourceInitialization,1,BasicXform,64,1,11929104,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Generation,1,BasicXform,64,2,82251378098,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Generation,1,BasicXform,64,2,3332741848,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Initialization,1,BasicXform,64,3,2707002953,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Initialization,1,BasicXform,64,3,238894208,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,Initialization,1,BasicXform,64,3,1194391248,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,Initialization,1,BasicXform,64,3,622113903,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation1,1,BasicXform,64,4,1263542484,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation1,1,BasicXform,64,4,275672560,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation1,1,BasicXform,64,4,962015594,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation1,1,BasicXform,64,4,1470879056,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,1,BasicXform,64,5,1357742,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,1,BasicXform,64,5,275672952,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,1,BasicXform,64,6,1213090738,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,1,BasicXform,64,6,275679376,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,1,BasicXform,64,6,1557471016,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,1,BasicXform,64,6,1041190733,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,2,BasicXform,64,7,439766,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,2,BasicXform,64,7,275679544,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,2,BasicXform,64,8,1164414551,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,2,BasicXform,64,8,275686936,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,2,BasicXform,64,8,1551032376,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,2,BasicXform,64,8,1063922157,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,3,BasicXform,64,9,356822,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,3,BasicXform,64,9,275687104,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,3,BasicXform,64,10,1371255239,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,3,BasicXform,64,10,275694520,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,3,BasicXform,64,10,972960877,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,3,BasicXform,64,10,1546666344,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,4,BasicXform,64,11,413152,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,4,BasicXform,64,11,275694712,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,4,BasicXform,64,12,1140578458,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,4,BasicXform,64,12,275702368,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,4,BasicXform,64,12,1543864128,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,4,BasicXform,64,12,1068300888,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,Modification,5,BasicXform,64,13,375773,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,Modification,5,BasicXform,64,13,275702560,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,2,M2MTransformation2,5,BasicXform,64,14,1147172782,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Memory,2,M2MTransformation2,5,BasicXform,64,14,275709976,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,PeakMemory,2,M2MTransformation2,5,BasicXform,64,14,1553634224,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,AverageMemory,2,M2MTransformation2,5,BasicXform,64,14,1074410082,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
StatisticBasedCase,Time,1,EMFResourceInitialization,1,BasicXform,2,1,176125,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,EMFResourceInitialization,1,BasicXform,2,1,11190536,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Generation,1,BasicXform,2,2,87453888,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Generation,1,BasicXform,2,2,15335952,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Initialization,1,BasicXform,2,3,31627827,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Initialization,1,BasicXform,2,3,14560376,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,Initialization,1,BasicXform,2,3,43642816,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,Initialization,1,BasicXform,2,3,54380240,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation1,1,BasicXform,2,4,23688557,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation1,1,BasicXform,2,4,16369632,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation1,1,BasicXform,2,4,36035808,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation1,1,BasicXform,2,4,36035808,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Modification,1,BasicXform,2,5,258707,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Modification,1,BasicXform,2,5,16383480,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,1,BasicXform,2,6,27759797,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,1,BasicXform,2,6,16398664,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,1,BasicXform,2,6,37859080,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,1,BasicXform,2,6,37859080,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Modification,2,BasicXform,2,7,422357,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Modification,2,BasicXform,2,7,16447424,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,2,BasicXform,2,8,25941487,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,2,BasicXform,2,8,16465872,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,2,BasicXform,2,8,37923024,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,2,BasicXform,2,8,37923024,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Modification,3,BasicXform,2,9,389018,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Modification,3,BasicXform,2,9,16479976,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,3,BasicXform,2,10,24930553,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,3,BasicXform,2,10,16502224,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,3,BasicXform,2,10,37955576,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,3,BasicXform,2,10,37955576,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Modification,4,BasicXform,2,11,354300,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Modification,4,BasicXform,2,11,16516552,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,4,BasicXform,2,12,22694057,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,4,BasicXform,2,12,16531096,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,4,BasicXform,2,12,37992176,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,4,BasicXform,2,12,37992176,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,Modification,5,BasicXform,2,13,262331,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,Modification,5,BasicXform,2,13,16545520,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,5,BasicXform,2,14,20033472,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,5,BasicXform,2,14,16562696,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,5,BasicXform,2,14,38021120,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,5,BasicXform,2,14,38021120,BATCH_VIATRA_QUERY_RETE-TEMPLATE
StatisticBasedCase,Time,3,EMFResourceInitialization,1,BasicXform,16,1,483239,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,EMFResourceInitialization,1,BasicXform,16,1,11232992,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Generation,1,BasicXform,16,2,3182402101,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Generation,1,BasicXform,16,2,189769920,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Initialization,1,BasicXform,16,3,43103,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Initialization,1,BasicXform,16,3,13930120,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,Initialization,1,BasicXform,16,3,56114952,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,Initialization,1,BasicXform,16,3,56115280,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,M2MTransformation1,1,BasicXform,16,4,35919397141,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,M2MTransformation1,1,BasicXform,16,4,17829760,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,M2MTransformation1,1,BasicXform,16,4,1192720062,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,M2MTransformation1,1,BasicXform,16,4,3328837984,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Modification,1,BasicXform,16,5,287105,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Modification,1,BasicXform,16,5,17829912,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,M2MTransformation2,1,BasicXform,16,6,35928100195,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,M2MTransformation2,1,BasicXform,16,6,18874264,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,M2MTransformation2,1,BasicXform,16,6,3266552488,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,M2MTransformation2,1,BasicXform,16,6,1246848175,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Modification,2,BasicXform,16,7,136812,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Modification,2,BasicXform,16,7,18874384,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,M2MTransformation2,2,BasicXform,16,8,36579175679,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,M2MTransformation2,2,BasicXform,16,8,19823088,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,M2MTransformation2,2,BasicXform,16,8,1242820507,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,M2MTransformation2,2,BasicXform,16,8,3257848240,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Modification,3,BasicXform,16,9,94272,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Modification,3,BasicXform,16,9,19822216,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,M2MTransformation2,3,BasicXform,16,10,35315914433,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,M2MTransformation2,3,BasicXform,16,10,20968288,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,M2MTransformation2,3,BasicXform,16,10,3259312376,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,M2MTransformation2,3,BasicXform,16,10,1343568360,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Modification,4,BasicXform,16,11,127504,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Modification,4,BasicXform,16,11,20968432,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,M2MTransformation2,4,BasicXform,16,12,36166358181,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,M2MTransformation2,4,BasicXform,16,12,21919544,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,M2MTransformation2,4,BasicXform,16,12,1295059995,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,M2MTransformation2,4,BasicXform,16,12,3247474248,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,Modification,5,BasicXform,16,13,116619,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,Modification,5,BasicXform,16,13,21919688,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,3,M2MTransformation2,5,BasicXform,16,14,35980143767,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Memory,3,M2MTransformation2,5,BasicXform,16,14,22872152,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,AverageMemory,3,M2MTransformation2,5,BasicXform,16,14,1047050489,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,PeakMemory,3,M2MTransformation2,5,BasicXform,16,14,3241159176,BATCH_OPTIMIZED-TEMPLATE
StatisticBasedCase,Time,1,EMFResourceInitialization,1,BasicXform,8,1,155803,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,EMFResourceInitialization,1,BasicXform,8,1,11356504,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Generation,1,BasicXform,8,2,768004397,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Generation,1,BasicXform,8,2,56612704,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Initialization,1,BasicXform,8,3,139262702,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Initialization,1,BasicXform,8,3,38851760,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,Initialization,1,BasicXform,8,3,119816800,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,Initialization,1,BasicXform,8,3,76867088,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation1,1,BasicXform,8,4,171111705,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation1,1,BasicXform,8,4,48952128,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation1,1,BasicXform,8,4,103276872,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation1,1,BasicXform,8,4,81802032,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,1,BasicXform,8,5,2771518,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,1,BasicXform,8,5,49851200,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,1,BasicXform,8,6,20380,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,1,BasicXform,8,6,49852040,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,1,BasicXform,8,6,71326800,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,1,BasicXform,8,6,71326800,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,2,BasicXform,8,7,1471805,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,2,BasicXform,8,7,49917808,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,2,BasicXform,8,8,16939,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,2,BasicXform,8,8,49918648,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,2,BasicXform,8,8,71393408,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,2,BasicXform,8,8,60656128,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,3,BasicXform,8,9,1245149,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,3,BasicXform,8,9,49951856,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,3,BasicXform,8,10,20172,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,M2MTransformation2,3,BasicXform,8,10,49952696,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,AverageMemory,1,M2MTransformation2,3,BasicXform,8,10,71427456,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,PeakMemory,1,M2MTransformation2,3,BasicXform,8,10,71427456,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,Modification,4,BasicXform,8,11,3957740,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Memory,1,Modification,4,BasicXform,8,11,49986808,INCR_VIATRA_TRANSFORMATION-TEMPLATE
StatisticBasedCase,Time,1,M2MTransformation2,4,BasicXform,8,12,46338,INCR_VIATRA_TRANSFORMATION-TEMPLATE
