Sequence,MetricValue,Tool,CaseName,Size,Scenario,RunIndex,PhaseName,Iteration,MetricName
12,290207912,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,M2MTransformation2,4,PeakMemory
12,258429296,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,M2MTransformation2,4,AverageMemory
13,2532384,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,Modification,5,Time
13,226727640,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,Modification,5,Memory
14,17024,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,M2MTransformation2,5,Time
14,226728520,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,M2MTransformation2,5,Memory
14,290285952,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,M2MTransformation2,5,AverageMemory
14,290285952,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,1,M2MTransformation2,5,PeakMemory
1,168032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,EMFResourceInitialization,1,Time
1,9799488,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,EMFResourceInitialization,1,Memory
2,13437823418,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Generation,1,Time
2,385677160,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Generation,1,Memory
3,1757402684,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Initialization,1,Time
3,203346520,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Initialization,1,Memory
3,472432546,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Initialization,1,AverageMemory
3,872153560,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Initialization,1,PeakMemory
4,582576084,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation1,1,Time
4,225578208,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation1,1,Memory
4,457564920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation1,1,PeakMemory
4,362233244,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation1,1,AverageMemory
5,10160213,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,1,Time
5,226409600,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,1,Memory
6,73786,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,1,Time
6,226410480,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,1,Memory
6,354389368,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,1,PeakMemory
6,289964840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,1,AverageMemory
7,3278726,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,2,Time
7,226486856,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,2,Memory
8,15481,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,2,Time
8,226487736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,2,Memory
8,290042096,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,2,AverageMemory
8,290042096,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,2,PeakMemory
9,3727667,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,3,Time
9,226565496,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,3,Memory
10,14815,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,3,Time
10,226566376,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,3,Memory
10,290120736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,3,PeakMemory
10,290120736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,3,AverageMemory
11,2706506,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,4,Time
11,226644352,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,4,Memory
12,15986,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,4,Time
12,226645256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,4,Memory
12,290199616,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,4,PeakMemory
12,290199616,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,4,AverageMemory
13,2894009,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,5,Time
13,226722384,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,5,Memory
14,26554,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,Time
14,226723264,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,Memory
14,290277624,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,AverageMemory
14,290277624,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,PeakMemory
1,705343,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,EMFResourceInitialization,1,Time
1,9165824,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,EMFResourceInitialization,1,Memory
2,65886614,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Generation,1,Time
2,10353144,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Generation,1,Memory
3,18682,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Initialization,1,Time
3,9284592,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Initialization,1,Memory
3,30758720,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Initialization,1,PeakMemory
3,20021600,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Initialization,1,AverageMemory
4,106304867,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation1,1,Time
4,9478136,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation1,1,Memory
4,266985360,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation1,1,PeakMemory
4,148872496,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation1,1,AverageMemory
5,86706,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,1,Time
5,9478232,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,1,Memory
6,99341128,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,1,Time
6,9538936,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,1,Memory
6,149066684,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,1,AverageMemory
6,288654312,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,1,PeakMemory
7,75150,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,2,Time
7,9539024,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,2,Memory
8,98910262,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,2,Time
8,9605112,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,2,Memory
8,159864956,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,2,AverageMemory
8,288715208,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,2,PeakMemory
9,74925,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,3,Time
9,9605200,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,3,Memory
10,101083283,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,3,Time
10,9669704,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,3,Memory
10,159931424,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,3,AverageMemory
10,288781968,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,3,PeakMemory
11,83647,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,4,Time
11,9669824,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,4,Memory
12,101528642,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,4,Time
12,9746456,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,4,Memory
12,288847808,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,4,PeakMemory
12,159996668,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,4,AverageMemory
13,71793,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,5,Time
13,9746600,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,Modification,5,Memory
14,103745906,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,5,Time
14,9812616,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,5,Memory
14,288923336,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,5,PeakMemory
14,160072808,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,1,BasicXform,1,M2MTransformation2,5,AverageMemory
1,444370,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,EMFResourceInitialization,1,Time
1,9325512,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,EMFResourceInitialization,1,Memory
2,154927675,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Generation,1,Time
2,11678568,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Generation,1,Memory
3,43543979,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Initialization,1,Time
3,11326120,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Initialization,1,Memory
3,73991392,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Initialization,1,PeakMemory
3,41779112,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Initialization,1,AverageMemory
4,25655944,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation1,1,Time
4,12087720,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation1,1,Memory
4,32801600,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation1,1,PeakMemory
4,32801600,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation1,1,AverageMemory
5,276020,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,1,Time
5,12091336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,1,Memory
6,26469938,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,1,Time
6,12126832,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,1,Memory
6,33567016,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,1,PeakMemory
6,33567016,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,1,AverageMemory
7,258692,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,2,Time
7,12128840,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,2,Memory
8,24336484,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,2,Time
8,12136640,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,2,Memory
8,55079376,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,2,PeakMemory
8,33604520,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,2,AverageMemory
9,257282,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,3,Time
9,12139536,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,3,Memory
10,23487241,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,3,Time
10,12158240,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,3,Memory
10,33615216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,3,PeakMemory
10,33615216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,3,AverageMemory
11,228925,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,4,Time
11,12161144,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,4,Memory
12,22151659,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,4,Time
12,12216400,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,4,Memory
12,33636848,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,4,AverageMemory
12,33636848,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,4,PeakMemory
13,290148,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,5,Time
13,12219360,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,Modification,5,Memory
14,21443424,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,5,Time
14,12225072,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,5,Memory
14,55169896,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,5,PeakMemory
14,33695040,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,2,BasicXform,1,M2MTransformation2,5,AverageMemory
1,243154,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,EMFResourceInitialization,1,Time
1,9333920,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,EMFResourceInitialization,1,Memory
2,4211701306,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Generation,1,Time
2,99392816,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Generation,1,Memory
3,14047,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Initialization,1,Time
3,12056776,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Initialization,1,Memory
3,53367120,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Initialization,1,PeakMemory
3,32712048,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Initialization,1,AverageMemory
4,32462861854,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation1,1,Time
4,15955984,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation1,1,Memory
4,1319957734,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation1,1,AverageMemory
4,3423374248,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation1,1,PeakMemory
5,347035,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,1,Time
5,15956104,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,1,Memory
6,30812047372,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,1,Time
6,16999928,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,1,Memory
6,3402933312,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,1,PeakMemory
6,1155621241,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,1,AverageMemory
7,197526,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,2,Time
7,17000016,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,2,Memory
8,30437098360,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,2,Time
8,17946744,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,2,Memory
8,1288683764,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,2,AverageMemory
8,3396483248,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,2,PeakMemory
9,196330,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,3,Time
9,17946832,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,3,Memory
10,31178758785,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,3,Time
10,19092160,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,3,Memory
10,3392107392,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,3,PeakMemory
10,970432256,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,3,AverageMemory
11,214238,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,4,Time
11,19092272,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,4,Memory
12,31217248396,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,4,Time
12,20042520,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,4,Memory
12,1249917235,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,4,AverageMemory
12,3391243688,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,4,PeakMemory
13,177759,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,5,Time
13,20042632,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,Modification,5,Memory
14,30622042455,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,5,Time
14,62885120,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,5,Memory
14,3379078632,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,5,PeakMemory
14,1408976847,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,16,BasicXform,3,M2MTransformation2,5,AverageMemory
1,227596,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,EMFResourceInitialization,1,Time
1,9528416,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,EMFResourceInitialization,1,Memory
2,828586184,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Generation,1,Time
2,32622344,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Generation,1,Memory
3,172872819,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Initialization,1,Time
3,24955608,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Initialization,1,Memory
3,64840980,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Initialization,1,AverageMemory
3,108315016,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Initialization,1,PeakMemory
4,198760680,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation1,1,Time
4,29669080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation1,1,Memory
4,121592976,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation1,1,PeakMemory
4,78643288,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation1,1,AverageMemory
5,4309426,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,1,Time
5,29867880,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,1,Memory
6,17523,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,1,Time
6,29868752,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,1,Memory
6,51343512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,1,PeakMemory
6,51343512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,1,AverageMemory
7,2600136,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,2,Time
7,29918936,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,2,Memory
8,17592,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,2,Time
8,29919808,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,2,Memory
8,51394568,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,2,PeakMemory
8,51394568,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,2,AverageMemory
9,2144058,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,3,Time
9,29950728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,3,Memory
10,17402,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,3,Time
10,29952400,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,3,Memory
10,51426360,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,3,PeakMemory
10,40689080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,3,AverageMemory
11,2284269,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,4,Time
11,29983360,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,Modification,4,Memory
12,17078,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,4,Time
12,29984256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,4,Memory
12,72933872,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,4,PeakMemory
12,51459016,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,8,BasicXform,1,M2MTransformation2,4,AverageMemory
