CaseName,Scenario,Size,RunIndex,Tool,MetricValue,Iteration,MetricName,PhaseName,Sequence
StatisticBasedCase,BasicXform,8,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123330928,5,PeakMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,251389,1,Time,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,9521672,1,Memory,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3982771122,1,Time,Generation,2
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,101193048,1,Memory,Generation,2
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,29702,1,Time,Initialization,3
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,12237760,1,Memory,Initialization,3
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,33495184,1,AverageMemory,Initialization,3
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,54752408,1,PeakMemory,Initialization,3
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,39190395797,1,Time,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,16136800,1,Memory,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,1409049614,1,AverageMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3410455928,1,PeakMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,280204,1,Time,Modification,5
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,16136920,1,Memory,Modification,5
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,36274100312,1,Time,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,17180296,1,Memory,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3389615480,1,PeakMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,1015077537,1,AverageMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,263811,2,Time,Modification,7
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,17180384,2,Memory,Modification,7
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,35585561329,2,Time,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,18127408,2,Memory,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,1034967689,2,AverageMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3383138624,2,PeakMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,148164,3,Time,Modification,9
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,18127496,3,Memory,Modification,9
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,36181532346,3,Time,M2MTransformation2,10
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,19273728,3,Memory,M2MTransformation2,10
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3378179352,3,PeakMemory,M2MTransformation2,10
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,1409665542,3,AverageMemory,M2MTransformation2,10
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,189945,4,Time,Modification,11
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,19272888,4,Memory,Modification,11
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,36019740942,4,Time,M2MTransformation2,12
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,20223256,4,Memory,M2MTransformation2,12
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,1096039059,4,AverageMemory,M2MTransformation2,12
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3371648816,4,PeakMemory,M2MTransformation2,12
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,214083,5,Time,Modification,13
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,20223368,5,Memory,Modification,13
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,36239932895,5,Time,M2MTransformation2,14
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,21175032,5,Memory,M2MTransformation2,14
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,3372976104,5,PeakMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,16,2,BATCH_OPTIMIZED-TEMPLATE,1143228960,5,AverageMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,272348,1,Time,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9521960,1,Memory,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,100409861,1,Time,Generation,2
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11587488,1,Memory,Generation,2
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55920209,1,Time,Initialization,3
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12124632,1,Memory,Initialization,3
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,52706420,1,AverageMemory,Initialization,3
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,74181264,1,PeakMemory,Initialization,3
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,43252601,1,Time,M2MTransformation1,4
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12689864,1,Memory,M2MTransformation1,4
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33600064,1,PeakMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33600064,1,AverageMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,144444,1,Time,Modification,5
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12689640,1,Memory,Modification,5
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,42424781,1,Time,M2MTransformation2,6
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12699880,1,Memory,M2MTransformation2,6
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44902792,1,AverageMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77115168,1,PeakMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,220311,2,Time,Modification,7
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12699680,2,Memory,Modification,7
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,40924735,2,Time,M2MTransformation2,8
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12705080,2,Memory,M2MTransformation2,8
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,77125072,2,PeakMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44912764,2,AverageMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,142651,3,Time,Modification,9
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12704856,3,Memory,Modification,9
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,41162553,3,Time,M2MTransformation2,10
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12710352,3,Memory,M2MTransformation2,10
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44917900,3,AverageMemory,M2MTransformation2,10
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55655312,3,PeakMemory,M2MTransformation2,10
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,139334,4,Time,Modification,11
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12710152,4,Memory,Modification,11
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,40386471,4,Time,M2MTransformation2,12
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12715808,4,Memory,M2MTransformation2,12
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44923220,4,AverageMemory,M2MTransformation2,12
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55660632,4,PeakMemory,M2MTransformation2,12
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,134401,5,Time,Modification,13
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12715584,5,Memory,Modification,13
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,40017003,5,Time,M2MTransformation2,14
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12725552,5,Memory,M2MTransformation2,14
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55666040,5,PeakMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44928628,5,AverageMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,409186,1,Time,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9864112,1,Memory,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16716550690,1,Time,Generation,2
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,389165704,1,Memory,Generation,2
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,937699948,1,Time,Initialization,3
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,37652856,1,Memory,Initialization,3
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,153461160,1,AverageMemory,Initialization,3
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,226561416,1,PeakMemory,Initialization,3
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,586552950,1,Time,M2MTransformation1,4
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,49990944,1,Memory,M2MTransformation1,4
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,476072432,1,PeakMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,288178568,1,AverageMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,564093,1,Time,Modification,5
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,49990864,1,Memory,Modification,5
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,517417745,1,Time,M2MTransformation2,6
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50002264,1,Memory,M2MTransformation2,6
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,300516732,1,AverageMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,488410576,1,PeakMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,377831,2,Time,Modification,7
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50002048,2,Memory,Modification,7
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,527091865,2,Time,M2MTransformation2,8
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50008504,2,Memory,M2MTransformation2,8
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,332772840,2,AverageMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,552911608,2,PeakMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,547079,3,Time,Modification,9
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50008288,3,Memory,Modification,9
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,518322271,3,Time,M2MTransformation2,10
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50015232,3,Memory,M2MTransformation2,10
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,300534248,3,AverageMemory,M2MTransformation2,10
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,488428184,3,PeakMemory,M2MTransformation2,10
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,309155,4,Time,Modification,11
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50015040,4,Memory,Modification,11
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,436129706,4,Time,M2MTransformation2,12
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50023248,4,Memory,M2MTransformation2,12
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,488434664,4,PeakMemory,M2MTransformation2,12
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,300540876,4,AverageMemory,M2MTransformation2,12
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,336340,5,Time,Modification,13
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50023128,5,Memory,Modification,13
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,431978265,5,Time,M2MTransformation2,14
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,50025392,5,Memory,M2MTransformation2,14
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,300548928,5,AverageMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,32,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,488442704,5,PeakMemory,M2MTransformation2,14
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,195985,1,Time,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9763680,1,Memory,EMFResourceInitialization,1
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1565443863,1,Time,Generation,2
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,52263040,1,Memory,Generation,2
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,370770018,1,Time,Initialization,3
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,48492264,1,Memory,Initialization,3
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,186959320,1,PeakMemory,Initialization,3
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,109934352,1,AverageMemory,Initialization,3
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,303229695,1,Time,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,63080440,1,Memory,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,202411616,1,PeakMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,135670104,1,AverageMemory,M2MTransformation1,4
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5904070,1,Time,Modification,5
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64219216,1,Memory,Modification,5
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16328,1,Time,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64220088,1,Memory,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,84655736,1,AverageMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,84655736,1,PeakMemory,M2MTransformation2,6
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1840393,2,Time,Modification,7
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64241504,2,Memory,Modification,7
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16885,2,Time,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64242376,2,Memory,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,84678024,2,AverageMemory,M2MTransformation2,8
StatisticBasedCase,BasicXform,16,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,84678024,2,PeakMemory,M2MTransformation2,8
