MetricValue,Tool,MetricName,Iteration,Sequence,RunIndex,CaseName,Size,Scenario,PhaseName
1866481608,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,5,14,2,LowSynchCase,64,BasicXform,M2MTransformation2
1175437029,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,5,14,2,LowSynchCase,64,BasicXform,M2MTransformation2
473524,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,1,1,LowSynchCase,64,BasicXform,EMFResourceInitialization
13435376,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,1,1,LowSynchCase,64,BasicXform,EMFResourceInitialization
3581946873,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,2,1,LowSynchCase,64,BasicXform,Generation
309794528,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,2,1,LowSynchCase,64,BasicXform,Generation
796088500,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,3,1,LowSynchCase,64,BasicXform,Initialization
272186584,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,3,1,LowSynchCase,64,BasicXform,Initialization
572667672,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,1,3,1,LowSynchCase,64,BasicXform,Initialization
328052740,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,1,3,1,LowSynchCase,64,BasicXform,Initialization
1380914987,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,4,1,LowSynchCase,64,BasicXform,M2MTransformation1
502581160,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,4,1,LowSynchCase,64,BasicXform,M2MTransformation1
980907469,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,1,4,1,LowSynchCase,64,BasicXform,M2MTransformation1
1462837248,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,1,4,1,LowSynchCase,64,BasicXform,M2MTransformation1
153001,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,5,1,LowSynchCase,64,BasicXform,Modification
502588992,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,5,1,LowSynchCase,64,BasicXform,Modification
1762776865,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,6,1,LowSynchCase,64,BasicXform,M2MTransformation2
502611592,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,6,1,LowSynchCase,64,BasicXform,M2MTransformation2
1885660640,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,1,6,1,LowSynchCase,64,BasicXform,M2MTransformation2
1172650320,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,1,6,1,LowSynchCase,64,BasicXform,M2MTransformation2
183158,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,2,7,1,LowSynchCase,64,BasicXform,Modification
502632408,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,2,7,1,LowSynchCase,64,BasicXform,Modification
1729317012,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,2,8,1,LowSynchCase,64,BasicXform,M2MTransformation2
502977440,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,2,8,1,LowSynchCase,64,BasicXform,M2MTransformation2
1909525480,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,2,8,1,LowSynchCase,64,BasicXform,M2MTransformation2
1234442410,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,2,8,1,LowSynchCase,64,BasicXform,M2MTransformation2
161558,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,3,9,1,LowSynchCase,64,BasicXform,Modification
502955600,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,3,9,1,LowSynchCase,64,BasicXform,Modification
1714266014,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,3,10,1,LowSynchCase,64,BasicXform,M2MTransformation2
502977776,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,3,10,1,LowSynchCase,64,BasicXform,M2MTransformation2
1848860232,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,3,10,1,LowSynchCase,64,BasicXform,M2MTransformation2
1182705706,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,3,10,1,LowSynchCase,64,BasicXform,M2MTransformation2
187679,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,4,11,1,LowSynchCase,64,BasicXform,Modification
502985768,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,4,11,1,LowSynchCase,64,BasicXform,Modification
1723342448,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,4,12,1,LowSynchCase,64,BasicXform,M2MTransformation2
503008248,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,4,12,1,LowSynchCase,64,BasicXform,M2MTransformation2
1843984888,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,4,12,1,LowSynchCase,64,BasicXform,M2MTransformation2
1180258368,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,4,12,1,LowSynchCase,64,BasicXform,M2MTransformation2
141720,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,5,13,1,LowSynchCase,64,BasicXform,Modification
503016400,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,5,13,1,LowSynchCase,64,BasicXform,Modification
1719796076,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,5,14,1,LowSynchCase,64,BasicXform,M2MTransformation2
503038552,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,5,14,1,LowSynchCase,64,BasicXform,M2MTransformation2
1841035408,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,5,14,1,LowSynchCase,64,BasicXform,M2MTransformation2
1178738922,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,5,14,1,LowSynchCase,64,BasicXform,M2MTransformation2
