CaseName,PhaseName,Scenario,RunIndex,Sequence,Tool,Size,Iteration,MetricValue,MetricName
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,4,53865975,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,4,12750472,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,4,55695288,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,4,44957860,AverageMemory
StatisticBasedCase,Modification,BasicXform,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,5,158111,Time
StatisticBasedCase,Modification,BasicXform,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,5,12750248,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,5,55748110,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,5,12755840,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,5,55700736,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,5,44963308,AverageMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,300291,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,9685248,Memory
StatisticBasedCase,Generation,BasicXform,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,4724297779,Time
StatisticBasedCase,Generation,BasicXform,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,101330768,Memory
StatisticBasedCase,Initialization,BasicXform,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,202868348,Time
StatisticBasedCase,Initialization,BasicXform,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,17120080,Memory
StatisticBasedCase,Initialization,BasicXform,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,140378936,PeakMemory
StatisticBasedCase,Initialization,BasicXform,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,86906608,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,417542483,Time
StatisticBasedCase,M2MTransformation1,BasicXform,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,22583928,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,208461184,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,357281600,PeakMemory
StatisticBasedCase,Modification,BasicXform,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,333120,Time
StatisticBasedCase,Modification,BasicXform,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,22583976,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,441764856,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,22589312,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,362745504,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,1,213925176,AverageMemory
StatisticBasedCase,Modification,BasicXform,1,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,2,493626,Time
StatisticBasedCase,Modification,BasicXform,1,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,2,22589096,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,2,414325422,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,2,22606184,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,2,213930420,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,2,405700568,PeakMemory
StatisticBasedCase,Modification,BasicXform,1,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,3,273362,Time
StatisticBasedCase,Modification,BasicXform,1,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,3,22605976,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,3,342122046,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,3,22629280,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,3,362767504,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,3,213947176,AverageMemory
StatisticBasedCase,Modification,BasicXform,1,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,4,245055,Time
StatisticBasedCase,Modification,BasicXform,1,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,4,22628104,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,4,314125798,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,4,22632928,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,4,362789936,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,4,213969468,AverageMemory
StatisticBasedCase,Modification,BasicXform,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,5,311220,Time
StatisticBasedCase,Modification,BasicXform,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,5,22632744,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,5,295729737,Time
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,5,22637384,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,5,362794512,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,5,213974064,AverageMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,1,1,362151,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,1,1,9353208,Memory
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,1,1,56675307,Time
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,1,1,10635240,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,1,1,33447,Time
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,1,1,9468592,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,1,1,30942984,PeakMemory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,1,1,20205888,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,1,1,120461499,Time
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,1,1,9661368,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,1,1,331594280,PeakMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,1,1,181269088,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,1,1,126310,Time
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,1,1,9661456,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,1,1,123216384,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,1,1,9721328,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,1,1,353260952,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,1,1,181461592,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,1,2,67534,Time
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,1,2,9721416,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,1,2,123117516,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,1,2,9786072,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,1,2,331847320,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,1,2,181522184,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,1,3,76286,Time
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,1,3,9786160,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,1,3,125394755,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,1,3,9846712,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,1,3,192324780,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,1,3,353387768,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,11,BATCH_OPTIMIZED-TEMPLATE,1,4,48543,Time
StatisticBasedCase,Modification,BasicXform,2,11,BATCH_OPTIMIZED-TEMPLATE,1,4,9846824,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,1,4,126970134,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,1,4,9923576,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,1,4,353448320,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,1,4,192385400,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,13,BATCH_OPTIMIZED-TEMPLATE,1,5,92544,Time
StatisticBasedCase,Modification,BasicXform,2,13,BATCH_OPTIMIZED-TEMPLATE,1,5,9923664,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,1,5,128915950,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,1,5,9987800,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,1,5,192462152,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,1,5,353525008,PeakMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,667536,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,10226672,Memory
StatisticBasedCase,Generation,BasicXform,3,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,77978948854,Time
StatisticBasedCase,Generation,BasicXform,3,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1790536792,Memory
StatisticBasedCase,Initialization,BasicXform,3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,2974840197,Time
StatisticBasedCase,Initialization,BasicXform,3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,184277760,Memory
StatisticBasedCase,Initialization,BasicXform,3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,999063192,PeakMemory
StatisticBasedCase,Initialization,BasicXform,3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,531630795,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,3,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1572150844,Time
StatisticBasedCase,M2MTransformation1,BasicXform,3,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214740760,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,3,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,916942829,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,3,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1525426816,PeakMemory
StatisticBasedCase,Modification,BasicXform,3,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,859357,Time
StatisticBasedCase,Modification,BasicXform,3,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214739656,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1379966219,Time
StatisticBasedCase,M2MTransformation2,BasicXform,3,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214755424,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1555102544,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,3,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,971796845,AverageMemory
StatisticBasedCase,Modification,BasicXform,3,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,2,760213,Time
StatisticBasedCase,Modification,BasicXform,3,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,2,214755120,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,2,1283908749,Time
StatisticBasedCase,M2MTransformation2,BasicXform,3,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,2,214756632,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,2,1586818184,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,3,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,2,1004832666,AverageMemory
StatisticBasedCase,Modification,BasicXform,3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,3,564029,Time
StatisticBasedCase,Modification,BasicXform,3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,3,214756464,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,3,1353742775,Time
StatisticBasedCase,M2MTransformation2,BasicXform,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,3,214763520,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,3,1580227104,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,3,989753754,AverageMemory
StatisticBasedCase,Modification,BasicXform,3,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,4,528750,Time
StatisticBasedCase,Modification,BasicXform,3,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,4,214763336,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,4,1255054239,Time
StatisticBasedCase,M2MTransformation2,BasicXform,3,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,4,214770120,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,4,1577784328,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,3,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,4,1025208528,AverageMemory
StatisticBasedCase,Modification,BasicXform,3,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,5,543088,Time
StatisticBasedCase,Modification,BasicXform,3,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,5,214769912,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,5,1249064861,Time
StatisticBasedCase,M2MTransformation2,BasicXform,3,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,5,214771912,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,3,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,5,1576175120,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,3,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,5,1024254400,AverageMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,2,1,153635,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,2,1,9363144,Memory
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,2,1,110677747,Time
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,2,1,12008128,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,2,1,12825,Time
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,2,1,9605608,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,2,1,20342904,AverageMemory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,2,1,31080000,PeakMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,2,1,1228437573,Time
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,2,1,10017248,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,2,1,1083773464,PeakMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,2,1,467881312,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,2,1,82613,Time
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,2,1,10017336,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,2,1,666268717,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,2,1,10140696,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,2,1,192784140,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,2,1,1084218288,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,2,2,112966,Time
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,2,2,10140824,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,2,2,800361322,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,2,2,10272752,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,2,2,1084374544,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,2,2,192924188,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,2,3,103548,Time
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,2,3,10272840,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,2,3,515768094,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,2,3,10398152,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,2,3,1084539328,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,2,3,203809888,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,11,BATCH_OPTIMIZED-TEMPLATE,2,4,78384,Time
StatisticBasedCase,Modification,BasicXform,2,11,BATCH_OPTIMIZED-TEMPLATE,2,4,10398264,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,2,4,519981563,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,2,4,10546024,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,2,4,209190900,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,2,4,1084648408,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,13,BATCH_OPTIMIZED-TEMPLATE,2,5,95622,Time
StatisticBasedCase,Modification,BasicXform,2,13,BATCH_OPTIMIZED-TEMPLATE,2,5,10546112,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,2,5,876604363,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,2,5,10671008,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,2,5,39397596,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,2,5,1441295672,PeakMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,32,1,173838,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,32,1,9702288,Memory
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,32,1,16122965127,Time
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,32,1,388955064,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,32,1,28162,Time
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,32,1,17563800,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,32,1,113737176,PeakMemory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,32,1,81524904,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,32,1,150851638774,Time
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,32,1,26309024,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,32,1,1170306806,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,32,1,3373298376,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,32,1,559205,Time
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,32,1,26309144,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,32,1,150050228284,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,32,1,28396736,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,32,1,2889782464,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,32,1,1081172061,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,32,2,328938,Time
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,32,2,28396824,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,32,2,150020685638,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,32,2,30289496,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,32,2,2878287760,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,32,2,1128886508,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,32,3,647141,Time
