CaseName,PhaseName,Scenario,RunIndex,Sequence,Tool,Size,Iteration,MetricValue,MetricName
StatisticBasedCase,M2MTransformation2,BasicXform,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,5,112591684,AverageMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,16,1,247868,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_OPTIMIZED-TEMPLATE,16,1,9521528,Memory
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,16,1,3599138049,Time
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_OPTIMIZED-TEMPLATE,16,1,101138456,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,16,1,11870,Time
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,16,1,12238520,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,16,1,54325048,PeakMemory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_OPTIMIZED-TEMPLATE,16,1,33281884,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,16,1,37747670523,Time
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,16,1,16136680,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,16,1,3243776144,PeakMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_OPTIMIZED-TEMPLATE,16,1,1053079690,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,16,1,276128,Time
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_OPTIMIZED-TEMPLATE,16,1,16136800,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,16,1,36496901531,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,16,1,17181480,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,16,1,1301170411,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_OPTIMIZED-TEMPLATE,16,1,3221906952,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,16,2,195185,Time
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_OPTIMIZED-TEMPLATE,16,2,17181568,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,16,2,36179745338,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,16,2,18129608,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,16,2,3214779904,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_OPTIMIZED-TEMPLATE,16,2,1269611505,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,16,3,147730,Time
StatisticBasedCase,Modification,BasicXform,2,9,BATCH_OPTIMIZED-TEMPLATE,16,3,18128704,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,16,3,35981592599,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,16,3,19274040,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,16,3,3208843728,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,10,BATCH_OPTIMIZED-TEMPLATE,16,3,956543612,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,11,BATCH_OPTIMIZED-TEMPLATE,16,4,159279,Time
StatisticBasedCase,Modification,BasicXform,2,11,BATCH_OPTIMIZED-TEMPLATE,16,4,19274152,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,16,4,36470769518,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,16,4,20224528,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,16,4,3202878496,PeakMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,12,BATCH_OPTIMIZED-TEMPLATE,16,4,1366889262,AverageMemory
StatisticBasedCase,Modification,BasicXform,2,13,BATCH_OPTIMIZED-TEMPLATE,16,5,257876,Time
StatisticBasedCase,Modification,BasicXform,2,13,BATCH_OPTIMIZED-TEMPLATE,16,5,20224640,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,16,5,36815326092,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,16,5,21176368,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,16,5,1369616704,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,14,BATCH_OPTIMIZED-TEMPLATE,16,5,3201666272,PeakMemory
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,270311,Time
StatisticBasedCase,EMFResourceInitialization,BasicXform,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,9524008,Memory
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,100999110,Time
StatisticBasedCase,Generation,BasicXform,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,12264696,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,57854769,Time
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,12134720,Memory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,95667408,PeakMemory
StatisticBasedCase,Initialization,BasicXform,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,52717680,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,55925014,Time
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,12721096,Memory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,44347580,AverageMemory
StatisticBasedCase,M2MTransformation1,BasicXform,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,55085008,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,133242,Time
StatisticBasedCase,Modification,BasicXform,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,12720872,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,51907322,Time
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,12726320,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,44933932,AverageMemory
StatisticBasedCase,M2MTransformation2,BasicXform,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,55671360,PeakMemory
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,126254,Time
StatisticBasedCase,Modification,BasicXform,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,12726096,Memory
StatisticBasedCase,M2MTransformation2,BasicXform,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,2,52173493,Time
