RunIndex,MetricName,Tool,CaseName,Size,Scenario,MetricValue,Iteration,PhaseName,Sequence
2,Memory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,32,BasicXform,36390000,5,M2MTransformation2,14
2,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,32,BasicXform,2682269840,5,M2MTransformation2,14
2,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,32,BasicXform,1010552680,5,M2MTransformation2,14
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,637455,1,EMFResourceInitialization,1
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,9860040,1,EMFResourceInitialization,1
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,15055246223,1,Generation,2
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,397932896,1,Generation,2
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,591618193,1,Initialization,3
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,37651472,1,Initialization,3
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,237303544,1,Initialization,3
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,158742364,1,Initialization,3
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,732920721,1,M2MTransformation1,4
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,49990896,1,M2MTransformation1,4
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,349926052,1,M2MTransformation1,4
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,631957512,1,M2MTransformation1,4
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,644158,1,Modification,5
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,49990904,1,Modification,5
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,698994289,1,M2MTransformation2,6
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,49996416,1,M2MTransformation2,6
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,612084784,1,M2MTransformation2,6
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,362265628,1,M2MTransformation2,6
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,391135,2,Modification,7
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,49996104,2,Modification,7
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,536215840,2,M2MTransformation2,8
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50009728,2,M2MTransformation2,8
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,676514504,2,M2MTransformation2,8
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,362270824,2,M2MTransformation2,8
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,374908,3,Modification,9
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50009512,3,Modification,9
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,500739381,3,M2MTransformation2,10
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50014152,3,M2MTransformation2,10
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,612103552,3,M2MTransformation2,10
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,362284316,3,M2MTransformation2,10
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,334013,4,Modification,11
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50013960,4,Modification,11
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,485252927,4,M2MTransformation2,12
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50023776,4,M2MTransformation2,12
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,362288828,4,M2MTransformation2,12
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,612108104,4,M2MTransformation2,12
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,327400,5,Modification,13
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50023592,5,Modification,13
2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,477436167,5,M2MTransformation2,14
2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50028416,5,M2MTransformation2,14
2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,362298428,5,M2MTransformation2,14
2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,612117696,5,M2MTransformation2,14
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,184379,1,EMFResourceInitialization,1
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,12028008,1,EMFResourceInitialization,1
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,75232105,1,Generation,2
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,13295472,1,Generation,2
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,52158130,1,Initialization,3
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14490248,1,Initialization,3
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,98037256,1,Initialization,3
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,55087564,1,Initialization,3
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,19900675,1,M2MTransformation1,4
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14747592,1,M2MTransformation1,4
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,35965680,1,M2MTransformation1,4
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,35965680,1,M2MTransformation1,4
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,124269,1,Modification,5
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14747632,1,Modification,5
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,21233940,1,M2MTransformation2,6
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14752744,1,M2MTransformation2,6
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36223264,1,M2MTransformation2,6
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,57698120,1,M2MTransformation2,6
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,128182,2,Modification,7
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14752528,2,Modification,7
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,20994845,2,M2MTransformation2,8
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14757952,2,M2MTransformation2,8
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36228160,2,M2MTransformation2,8
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36228160,2,M2MTransformation2,8
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,100044,3,Modification,9
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14757736,3,Modification,9
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,22610796,3,M2MTransformation2,10
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14762576,3,M2MTransformation2,10
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36233368,3,M2MTransformation2,10
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36233368,3,M2MTransformation2,10
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,122530,4,Modification,11
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14762432,4,Modification,11
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,21851135,4,M2MTransformation2,12
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14765536,4,M2MTransformation2,12
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36238088,4,M2MTransformation2,12
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36238088,4,M2MTransformation2,12
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,125920,5,Modification,13
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14765320,5,Modification,13
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,22770891,5,M2MTransformation2,14
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,14770952,5,M2MTransformation2,14
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36240952,5,M2MTransformation2,14
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,1,BasicXform,36240952,5,M2MTransformation2,14
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,217445,1,EMFResourceInitialization,1
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,9590488,1,EMFResourceInitialization,1
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,857872760,1,Generation,2
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,33832592,1,Generation,2
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,66606280,1,Initialization,3
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,15376616,1,Initialization,3
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,85839528,1,Initialization,3
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,53627224,1,Initialization,3
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,176980134,1,M2MTransformation1,4
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20087224,1,M2MTransformation1,4
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,101276540,1,M2MTransformation1,4
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,176438472,1,M2MTransformation1,4
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,229933,1,Modification,5
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20087856,1,Modification,5
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,178850124,1,M2MTransformation2,6
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20098696,1,M2MTransformation2,6
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,170412592,1,M2MTransformation2,6
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,105988040,1,M2MTransformation2,6
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,195567,2,Modification,7
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20099072,2,Modification,7
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,167908085,2,M2MTransformation2,8
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20121328,2,M2MTransformation2,8
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,170423848,2,M2MTransformation2,8
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,105999276,2,M2MTransformation2,8
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,152787,3,Modification,9
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20121800,3,Modification,9
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,169765500,3,M2MTransformation2,10
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20129720,3,M2MTransformation2,10
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,106022028,3,M2MTransformation2,10
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,191921480,3,M2MTransformation2,10
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,229967,4,Modification,11
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20130120,4,Modification,11
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,167213991,4,M2MTransformation2,12
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20135328,4,M2MTransformation2,12
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,170454992,4,M2MTransformation2,12
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,106030384,4,M2MTransformation2,12
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,265913,5,Modification,13
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20135760,5,Modification,13
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,145720697,5,M2MTransformation2,14
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,20158256,5,M2MTransformation2,14
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,106036052,5,M2MTransformation2,14
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,8,BasicXform,170460712,5,M2MTransformation2,14
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,169085,1,EMFResourceInitialization,1
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,9680936,1,EMFResourceInitialization,1
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,3327323903,1,Generation,2
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,101367416,1,Generation,2
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,114430133,1,Initialization,3
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,21321160,1,Initialization,3
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,118894824,1,Initialization,3
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,86897840,1,Initialization,3
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,345696417,1,M2MTransformation1,4
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31466784,1,M2MTransformation1,4
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,191398224,1,M2MTransformation1,4
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,318955536,1,M2MTransformation1,4
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,392452,1,Modification,5
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31467392,1,Modification,5
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,318934194,1,M2MTransformation2,6
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31493408,1,M2MTransformation2,6
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,372051736,1,M2MTransformation2,6
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,201544684,1,M2MTransformation2,6
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,365524,2,Modification,7
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31493776,2,Modification,7
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,319499038,2,M2MTransformation2,8
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31504160,2,M2MTransformation2,8
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,329128584,2,M2MTransformation2,8
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,201571148,2,M2MTransformation2,8
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,249664,3,Modification,9
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31503536,3,Modification,9
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,288124399,3,M2MTransformation2,10
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31507800,3,M2MTransformation2,10
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,201580852,3,M2MTransformation2,10
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,372087928,3,M2MTransformation2,10
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,212547,4,Modification,11
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31508296,4,Modification,11
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,279665447,4,M2MTransformation2,12
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31517872,4,M2MTransformation2,12
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,201585584,4,M2MTransformation2,12
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,329142912,4,M2MTransformation2,12
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,212702,5,Modification,13
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31518272,5,Modification,13
1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,264088110,5,M2MTransformation2,14
1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,31524128,5,M2MTransformation2,14
1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,201595536,5,M2MTransformation2,14
1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,16,BasicXform,329152864,5,M2MTransformation2,14
3,Time,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,189680,1,EMFResourceInitialization,1
3,Memory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,9383584,1,EMFResourceInitialization,1
3,Time,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,193059089,1,Generation,2
3,Memory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,13405880,1,Generation,2
3,Time,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,13410,1,Initialization,3
3,Memory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,9866408,1,Initialization,3
3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,31341808,1,Initialization,3
3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,4,BasicXform,20604208,1,Initialization,3
