RunIndex,MetricName,Tool,CaseName,Size,Scenario,MetricValue,Iteration,PhaseName,Sequence
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,590855644,1,Initialization,3
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,37653936,1,Initialization,3
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,155345984,1,Initialization,3
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,229389616,1,Initialization,3
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,729873501,1,M2MTransformation1,4
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,49988968,1,M2MTransformation1,4
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,609826376,1,M2MTransformation1,4
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,355527780,1,M2MTransformation1,4
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,580524,1,Modification,5
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,49988984,1,Modification,5
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,604498057,1,M2MTransformation2,6
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50001672,1,M2MTransformation2,6
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,367863068,1,M2MTransformation2,6
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,622161728,1,M2MTransformation2,6
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,368188,2,Modification,7
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50001360,2,Modification,7
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,541123815,2,M2MTransformation2,8
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50011896,2,M2MTransformation2,8
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,367875456,2,M2MTransformation2,8
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,622174128,2,M2MTransformation2,8
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,357427,3,Modification,9
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50011680,3,Modification,9
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,499609415,3,M2MTransformation2,10
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50017448,3,M2MTransformation2,10
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,367885808,3,M2MTransformation2,10
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,622184512,3,M2MTransformation2,10
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,321890,4,Modification,11
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50017256,4,Modification,11
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,480403751,4,M2MTransformation2,12
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50021680,4,M2MTransformation2,12
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,622189984,4,M2MTransformation2,12
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,367891344,4,M2MTransformation2,12
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,361095,5,Modification,13
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50021488,5,Modification,13
3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,473981717,5,M2MTransformation2,14
3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,50023648,5,M2MTransformation2,14
3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,622194136,5,M2MTransformation2,14
3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,32,BasicXform,367895524,5,M2MTransformation2,14
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,169445,1,EMFResourceInitialization,1
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,9761568,1,EMFResourceInitialization,1
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,3150230861,1,Generation,2
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,93553976,1,Generation,2
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,538575046,1,Initialization,3
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,60760672,1,Initialization,3
1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,150765836,1,Initialization,3
1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,246543400,1,Initialization,3
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,333356721,1,M2MTransformation1,4
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,75427824,1,M2MTransformation1,4
1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,178013664,1,M2MTransformation1,4
1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,274220856,1,M2MTransformation1,4
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,4548397,1,Modification,5
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,76563560,1,Modification,5
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,16692,1,M2MTransformation2,6
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,76564432,1,M2MTransformation2,6
1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,119084408,1,M2MTransformation2,6
1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,97824520,1,M2MTransformation2,6
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,1793110,2,Modification,7
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,76624520,2,Modification,7
1,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,17230,2,M2MTransformation2,8
1,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,76625392,2,M2MTransformation2,8
1,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,119145368,2,M2MTransformation2,8
1,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,16,BasicXform,119145368,2,M2MTransformation2,8
