PhaseName,MetricValue,Scenario,Sequence,CaseName,Iteration,RunIndex,MetricName,Tool,Size
M2MTransformation2,158267998587,BasicXform,10,StatisticBasedCase,3,1,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,31949648,BasicXform,10,StatisticBasedCase,3,1,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2495690880,BasicXform,10,StatisticBasedCase,3,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,953285543,BasicXform,10,StatisticBasedCase,3,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,283351,BasicXform,11,StatisticBasedCase,4,1,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,31949760,BasicXform,11,StatisticBasedCase,4,1,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,160241756894,BasicXform,12,StatisticBasedCase,4,1,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,33847296,BasicXform,12,StatisticBasedCase,4,1,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2479072848,BasicXform,12,StatisticBasedCase,4,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,1007646060,BasicXform,12,StatisticBasedCase,4,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,288904,BasicXform,13,StatisticBasedCase,5,1,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,33847408,BasicXform,13,StatisticBasedCase,5,1,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,160176578654,BasicXform,14,StatisticBasedCase,5,1,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,35746064,BasicXform,14,StatisticBasedCase,5,1,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2464357096,BasicXform,14,StatisticBasedCase,5,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,968691257,BasicXform,14,StatisticBasedCase,5,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
EMFResourceInitialization,908929,BasicXform,1,StatisticBasedCase,1,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
EMFResourceInitialization,9094448,BasicXform,1,StatisticBasedCase,1,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
Generation,13881721527,BasicXform,2,StatisticBasedCase,1,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Generation,753194000,BasicXform,2,StatisticBasedCase,1,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
Initialization,12999,BasicXform,3,StatisticBasedCase,1,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Initialization,16931864,BasicXform,3,StatisticBasedCase,1,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
Initialization,80171776,BasicXform,3,StatisticBasedCase,1,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
Initialization,48551920,BasicXform,3,StatisticBasedCase,1,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation1,160538533319,BasicXform,4,StatisticBasedCase,1,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation1,25677440,BasicXform,4,StatisticBasedCase,1,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation1,1059528512,BasicXform,4,StatisticBasedCase,1,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation1,3258043968,BasicXform,4,StatisticBasedCase,1,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,532602,BasicXform,5,StatisticBasedCase,1,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,25677560,BasicXform,5,StatisticBasedCase,1,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,159731503554,BasicXform,6,StatisticBasedCase,1,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,27767928,BasicXform,6,StatisticBasedCase,1,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2546667936,BasicXform,6,StatisticBasedCase,1,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,1011725949,BasicXform,6,StatisticBasedCase,1,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,285825,BasicXform,7,StatisticBasedCase,2,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,27767024,BasicXform,7,StatisticBasedCase,2,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,160905033665,BasicXform,8,StatisticBasedCase,2,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,29661144,BasicXform,8,StatisticBasedCase,2,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2512835432,BasicXform,8,StatisticBasedCase,2,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,984602857,BasicXform,8,StatisticBasedCase,2,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,321187,BasicXform,9,StatisticBasedCase,3,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,29661232,BasicXform,9,StatisticBasedCase,3,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,160729358384,BasicXform,10,StatisticBasedCase,3,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,31950248,BasicXform,10,StatisticBasedCase,3,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2495281880,BasicXform,10,StatisticBasedCase,3,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,1048211462,BasicXform,10,StatisticBasedCase,3,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,266422,BasicXform,11,StatisticBasedCase,4,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,31950360,BasicXform,11,StatisticBasedCase,4,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,159905676100,BasicXform,12,StatisticBasedCase,4,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,33847776,BasicXform,12,StatisticBasedCase,4,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2479106216,BasicXform,12,StatisticBasedCase,4,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,977159279,BasicXform,12,StatisticBasedCase,4,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
Modification,413623,BasicXform,13,StatisticBasedCase,5,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
Modification,33847888,BasicXform,13,StatisticBasedCase,5,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,160920391566,BasicXform,14,StatisticBasedCase,5,3,Time,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,35746664,BasicXform,14,StatisticBasedCase,5,3,Memory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,2468928712,BasicXform,14,StatisticBasedCase,5,3,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32
M2MTransformation2,965918337,BasicXform,14,StatisticBasedCase,5,3,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,32
EMFResourceInitialization,321388,BasicXform,1,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
EMFResourceInitialization,8907720,BasicXform,1,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Generation,250877010,BasicXform,2,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Generation,21271672,BasicXform,2,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Initialization,53715949,BasicXform,3,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Initialization,16997328,BasicXform,3,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Initialization,52347136,BasicXform,3,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Initialization,73821992,BasicXform,3,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation1,42061786,BasicXform,4,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation1,20587712,BasicXform,4,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation1,38472760,BasicXform,4,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation1,38472760,BasicXform,4,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,426144,BasicXform,5,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,20614200,BasicXform,5,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,49356890,BasicXform,6,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,20629664,BasicXform,6,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,63564672,BasicXform,6,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,52827252,BasicXform,6,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,321021,BasicXform,7,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,20656368,BasicXform,7,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,47545434,BasicXform,8,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,20671296,BasicXform,8,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,85081680,BasicXform,8,StatisticBasedCase,2,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,52869412,BasicXform,8,StatisticBasedCase,2,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,838196,BasicXform,9,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,20829104,BasicXform,9,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,46676355,BasicXform,10,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,20844624,BasicXform,10,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,53042148,BasicXform,10,StatisticBasedCase,3,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,63779560,BasicXform,10,StatisticBasedCase,3,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,338172,BasicXform,11,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,20871272,BasicXform,11,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,41523554,BasicXform,12,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,20903344,BasicXform,12,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,63821784,BasicXform,12,StatisticBasedCase,4,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,53084356,BasicXform,12,StatisticBasedCase,4,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,418895,BasicXform,13,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Modification,20934496,BasicXform,13,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,46434416,BasicXform,14,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,20960376,BasicXform,14,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,63884992,BasicXform,14,StatisticBasedCase,5,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
M2MTransformation2,53147560,BasicXform,14,StatisticBasedCase,5,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
EMFResourceInitialization,467975,BasicXform,1,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
EMFResourceInitialization,9224960,BasicXform,1,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Generation,15434492280,BasicXform,2,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Generation,753142704,BasicXform,2,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Initialization,1500051667,BasicXform,3,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Initialization,329273880,BasicXform,3,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Initialization,646874712,BasicXform,3,StatisticBasedCase,1,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Initialization,1184764496,BasicXform,3,StatisticBasedCase,1,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation1,279292006,BasicXform,4,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation1,367031880,BasicXform,4,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation1,616322736,BasicXform,4,StatisticBasedCase,1,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation1,488546604,BasicXform,4,StatisticBasedCase,1,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,601812,BasicXform,5,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,367074568,BasicXform,5,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,337981268,BasicXform,6,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,367089496,BasicXform,6,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,526348472,BasicXform,6,StatisticBasedCase,1,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,621912352,BasicXform,6,StatisticBasedCase,1,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,460820,BasicXform,7,StatisticBasedCase,2,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,367104128,BasicXform,7,StatisticBasedCase,2,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,306643569,BasicXform,8,StatisticBasedCase,2,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,367118192,BasicXform,8,StatisticBasedCase,2,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,558590368,BasicXform,8,StatisticBasedCase,2,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,686366584,BasicXform,8,StatisticBasedCase,2,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,402513,BasicXform,9,StatisticBasedCase,3,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,367132968,BasicXform,9,StatisticBasedCase,3,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,289580408,BasicXform,10,StatisticBasedCase,3,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,367146720,BasicXform,10,StatisticBasedCase,3,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,621971096,BasicXform,10,StatisticBasedCase,3,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,526407044,BasicXform,10,StatisticBasedCase,3,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,430023,BasicXform,11,StatisticBasedCase,4,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,367161872,BasicXform,11,StatisticBasedCase,4,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,288563146,BasicXform,12,StatisticBasedCase,4,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,367175864,BasicXform,12,StatisticBasedCase,4,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,621999632,BasicXform,12,StatisticBasedCase,4,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,526435776,BasicXform,12,StatisticBasedCase,4,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,407829,BasicXform,13,StatisticBasedCase,5,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
Modification,367191368,BasicXform,13,StatisticBasedCase,5,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,324981223,BasicXform,14,StatisticBasedCase,5,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,367205096,BasicXform,14,StatisticBasedCase,5,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,622029288,BasicXform,14,StatisticBasedCase,5,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
M2MTransformation2,526465340,BasicXform,14,StatisticBasedCase,5,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32
EMFResourceInitialization,173442,BasicXform,1,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
EMFResourceInitialization,9587832,BasicXform,1,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Generation,92389178803,BasicXform,2,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Generation,3547004360,BasicXform,2,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Initialization,10553199906,BasicXform,3,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Initialization,1655824792,BasicXform,3,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Initialization,3547668032,BasicXform,3,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Initialization,1595508154,BasicXform,3,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation1,657170218,BasicXform,4,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation1,1748256624,BasicXform,4,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation1,2153755976,BasicXform,4,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation1,1916646172,BasicXform,4,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,1130614,BasicXform,5,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,1748338608,BasicXform,5,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,812236607,BasicXform,6,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,1748354104,BasicXform,6,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2339654736,BasicXform,6,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2063707556,BasicXform,6,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,807694,BasicXform,7,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,1748379200,BasicXform,7,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,766637110,BasicXform,8,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,1748394160,BasicXform,8,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2339694952,BasicXform,8,StatisticBasedCase,2,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2063747960,BasicXform,8,StatisticBasedCase,2,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,729736,BasicXform,9,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,1748419600,BasicXform,9,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,751683882,BasicXform,10,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,1748434336,BasicXform,10,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2063788636,BasicXform,10,StatisticBasedCase,3,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2339735872,BasicXform,10,StatisticBasedCase,3,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,767908,BasicXform,11,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,1748459960,BasicXform,11,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,746990674,BasicXform,12,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,1748474928,BasicXform,12,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2339775936,BasicXform,12,StatisticBasedCase,4,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2063828844,BasicXform,12,StatisticBasedCase,4,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,500699,BasicXform,13,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
Modification,1748500744,BasicXform,13,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,978235583,BasicXform,14,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,1748515456,BasicXform,14,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2063869640,BasicXform,14,StatisticBasedCase,5,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
M2MTransformation2,2339816768,BasicXform,14,StatisticBasedCase,5,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64
EMFResourceInitialization,165954,BasicXform,1,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
EMFResourceInitialization,8939728,BasicXform,1,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Generation,352686555,BasicXform,2,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Generation,21299984,BasicXform,2,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Initialization,75239745,BasicXform,3,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Initialization,11948656,BasicXform,3,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Initialization,95328672,BasicXform,3,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Initialization,63116408,BasicXform,3,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation1,142171052,BasicXform,4,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation1,13491816,BasicXform,4,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation1,119323528,BasicXform,4,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation1,76373808,BasicXform,4,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Modification,170994,BasicXform,5,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Modification,13491640,BasicXform,5,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation2,130036900,BasicXform,6,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation2,13499352,BasicXform,6,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation2,67179564,BasicXform,6,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
M2MTransformation2,99391856,BasicXform,6,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Modification,144441,BasicXform,7,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Modification,13499168,BasicXform,7,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
