Iteration,CaseName,Tool,Size,Scenario,MetricName,Sequence,MetricValue,PhaseName,RunIndex
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,1,9068480,EMFResourceInitialization,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,2,1003852146,Generation,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,2,45757320,Generation,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,3,285427292,Initialization,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,3,33287152,Initialization,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,3,117530616,Initialization,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,3,74580940,Initialization,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,4,338403962,M2MTransformation1,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,4,42441448,M2MTransformation1,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,4,119187208,M2MTransformation1,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,4,86974896,M2MTransformation1,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,5,4253500,Modification,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,5,43290112,Modification,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,6,21599,M2MTransformation2,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,6,43290984,M2MTransformation2,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,6,64765744,M2MTransformation2,3
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,6,86240600,M2MTransformation2,3
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,7,2411569,Modification,3
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,7,43387704,Modification,3
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,8,19377,M2MTransformation2,3
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,8,43388576,M2MTransformation2,3
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,8,86338192,M2MTransformation2,3
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,8,64863336,M2MTransformation2,3
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,9,2005196,Modification,3
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,9,43452496,Modification,3
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,10,21610,M2MTransformation2,3
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,10,43453368,M2MTransformation2,3
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,10,64928128,M2MTransformation2,3
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,10,64928128,M2MTransformation2,3
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,11,2227462,Modification,3
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,11,43518080,Modification,3
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,12,19000,M2MTransformation2,3
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,12,43518976,M2MTransformation2,3
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,12,64993736,M2MTransformation2,3
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,12,64993736,M2MTransformation2,3
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,13,3628375,Modification,3
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,13,44107328,Modification,3
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Time,14,19352,M2MTransformation2,3
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,Memory,14,44108200,M2MTransformation2,3
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,PeakMemory,14,65582960,M2MTransformation2,3
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,BasicXform,AverageMemory,14,65582960,M2MTransformation2,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,1,280369,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,1,9083784,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,2,3561854060,Generation,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,2,152610784,Generation,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,3,178494746,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,3,17691152,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,3,118300688,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,3,86303188,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,4,384713921,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,4,24868536,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,4,209032504,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,4,357853112,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,5,459468,Modification,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,5,24868568,Modification,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,6,428238307,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,6,24878472,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,6,407980344,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,6,237684920,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,7,375308,Modification,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,7,24878200,Modification,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,8,377065157,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,8,24886512,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,8,365071192,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,8,216235160,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,9,280290,Modification,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,9,24886336,Modification,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,10,313479287,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,10,24893920,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,10,407998296,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,10,216227932,M2MTransformation2,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,11,219269,Modification,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,11,24893768,Modification,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,12,302609572,M2MTransformation2,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,12,24901576,M2MTransformation2,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,12,216235300,M2MTransformation2,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,12,365055880,M2MTransformation2,2
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,13,251024,Modification,2
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,13,24901424,Modification,2
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,14,300122536,M2MTransformation2,2
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,14,24909168,M2MTransformation2,2
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,14,216242880,M2MTransformation2,2
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,14,365063408,M2MTransformation2,2
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,1,176012,EMFResourceInitialization,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,1,9705280,EMFResourceInitialization,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,2,69382308665,Generation,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,2,1421525848,Generation,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,3,8412778442,Initialization,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,3,1077857312,Initialization,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,3,3010060616,Initialization,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,3,1065737683,Initialization,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,4,1496020246,M2MTransformation1,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,4,1186769936,M2MTransformation1,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,4,1796581904,M2MTransformation1,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,4,1461426456,M2MTransformation1,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,5,28723181,Modification,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,5,1196737432,Modification,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,6,49735,M2MTransformation2,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,6,1196738312,M2MTransformation2,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,6,1258220176,M2MTransformation2,1
1,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,6,1237552720,M2MTransformation2,1
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,7,1883718,Modification,1
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,7,1196784200,Modification,1
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,8,18916,M2MTransformation2,1
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,8,1196785848,M2MTransformation2,1
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,8,1237599488,M2MTransformation2,1
2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,8,1237599488,M2MTransformation2,1
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,9,1659003,Modification,1
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,9,1196830984,Modification,1
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,10,16299,M2MTransformation2,1
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,10,1196831864,M2MTransformation2,1
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,10,1237646272,M2MTransformation2,1
3,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,10,1237646272,M2MTransformation2,1
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,11,2859034,Modification,1
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,11,1196878432,Modification,1
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,12,36584,M2MTransformation2,1
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,12,1196879336,M2MTransformation2,1
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,12,1279028632,M2MTransformation2,1
4,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,12,1237693744,M2MTransformation2,1
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,13,1356705,Modification,1
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,13,1196925496,Modification,1
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Time,14,17491,M2MTransformation2,1
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,Memory,14,1196926376,M2MTransformation2,1
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,PeakMemory,14,1237740784,M2MTransformation2,1
5,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64,BasicXform,AverageMemory,14,1237740784,M2MTransformation2,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,1,158285,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,1,8828576,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,2,897592946,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,2,46239640,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,3,15275,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,3,9919952,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,3,20657776,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,3,31395400,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,4,9369665459,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,4,11701216,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,4,1436595248,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,4,574348655,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,5,169389,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,5,11701336,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,6,8753363418,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,6,12192720,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,6,731975360,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,6,1444586464,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,7,198264,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,7,12192808,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,8,8291267193,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,8,12708824,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,8,828855558,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,8,1444955040,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,9,97648,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,9,12708912,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,10,8672563351,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,10,13177480,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,10,1445364584,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,10,648998075,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,11,131682,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,11,13177592,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,12,8314627926,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,12,13745744,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,12,815678531,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,12,1446070904,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,13,122070,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,13,13745856,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Time,14,8939332529,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,Memory,14,14216872,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,AverageMemory,14,607287766,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,PeakMemory,14,1446450680,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,1,299606,EMFResourceInitialization,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,1,9099592,EMFResourceInitialization,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,2,15612870437,Generation,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,2,607833448,Generation,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,3,13715,Initialization,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,3,16952104,Initialization,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,3,81103592,Initialization,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,3,49027948,Initialization,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,4,136645643682,M2MTransformation1,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,4,25697632,M2MTransformation1,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,4,1071469663,M2MTransformation1,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,4,3348561232,M2MTransformation1,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,5,605240,Modification,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,5,25697752,Modification,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,6,137505928873,M2MTransformation2,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,6,27787168,M2MTransformation2,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,6,2725888128,M2MTransformation2,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,6,1075033876,M2MTransformation2,1
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,7,262055,Modification,1
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,7,27787256,Modification,1
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,8,139330388439,M2MTransformation2,1
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,8,29681648,M2MTransformation2,1
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,8,2689131120,M2MTransformation2,1
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,8,993806403,M2MTransformation2,1
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,9,375539,Modification,1
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,9,29681736,Modification,1
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,10,137814018905,M2MTransformation2,1
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,10,31970968,M2MTransformation2,1
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,10,2688756464,M2MTransformation2,1
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,10,983318172,M2MTransformation2,1
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,11,293320,Modification,1
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,11,31971080,Modification,1
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,12,137068313632,M2MTransformation2,1
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,12,33868712,M2MTransformation2,1
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,12,967136143,M2MTransformation2,1
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,12,2661063064,M2MTransformation2,1
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,13,357775,Modification,1
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,13,33868824,Modification,1
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,14,144091544960,M2MTransformation2,1
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,14,35767816,M2MTransformation2,1
