Size,Iteration,Sequence,PhaseName,MetricValue,Tool,Scenario,RunIndex,MetricName,CaseName
4,1,4,M2MTransformation1,23105088,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,1,4,M2MTransformation1,72528568,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
4,1,4,M2MTransformation1,51053716,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
4,1,5,Modification,3050617,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,1,5,Modification,23510944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,1,6,M2MTransformation2,19500,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,1,6,M2MTransformation2,23511816,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,1,6,M2MTransformation2,44986576,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
4,1,6,M2MTransformation2,44986576,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
4,2,7,Modification,2227911,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,2,7,Modification,23559352,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,2,8,M2MTransformation2,15352,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,2,8,M2MTransformation2,23560224,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,2,8,M2MTransformation2,45034984,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
4,2,8,M2MTransformation2,45034984,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
4,3,9,Modification,2468444,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,3,9,Modification,23743312,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,3,10,M2MTransformation2,16843,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,3,10,M2MTransformation2,23744184,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,3,10,M2MTransformation2,45218944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
4,3,10,M2MTransformation2,45218944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
4,4,11,Modification,2147957,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,4,11,Modification,23801200,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,4,12,M2MTransformation2,16048,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,4,12,M2MTransformation2,23802096,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,4,12,M2MTransformation2,45276856,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
4,4,12,M2MTransformation2,34539576,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
4,5,13,Modification,2323110,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,5,13,Modification,23866672,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,5,14,M2MTransformation2,16812,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
4,5,14,M2MTransformation2,23867544,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
4,5,14,M2MTransformation2,45342304,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
4,5,14,M2MTransformation2,45342304,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,1,EMFResourceInitialization,471194,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,1,1,EMFResourceInitialization,9153096,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,1,2,Generation,3024106218,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,1,2,Generation,152711408,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,1,3,Initialization,407909803,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,1,3,Initialization,81864184,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,1,3,Initialization,171439068,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
16,1,3,Initialization,288506040,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,1,4,M2MTransformation1,307623419,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,1,4,M2MTransformation1,101642040,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,1,4,M2MTransformation1,273414544,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,1,4,M2MTransformation1,188161584,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
16,1,5,Modification,4716595,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,1,5,Modification,103393344,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,31010,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,1,6,M2MTransformation2,103394224,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,145912840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,1,6,M2MTransformation2,145912840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
16,2,7,Modification,1808996,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,2,7,Modification,103456040,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,17033,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,2,8,M2MTransformation2,103456920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,145975536,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,2,8,M2MTransformation2,124716328,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
16,3,9,Modification,1716999,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,3,9,Modification,103519152,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,16749,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,3,10,M2MTransformation2,103520032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,124779440,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
16,3,10,M2MTransformation2,146038648,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,4,11,Modification,1661661,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,4,11,Modification,103582608,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,4,12,M2MTransformation2,16837,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,4,12,M2MTransformation2,103583512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,4,12,M2MTransformation2,146102128,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,4,12,M2MTransformation2,124842920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
16,5,13,Modification,1483547,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,5,13,Modification,103645568,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,5,14,M2MTransformation2,16715,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
16,5,14,M2MTransformation2,103646448,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
16,5,14,M2MTransformation2,146165064,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
16,5,14,M2MTransformation2,146165064,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
2,1,1,EMFResourceInitialization,172259,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,1,1,EMFResourceInitialization,8753592,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,1,2,Generation,116694378,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,1,2,Generation,11561736,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,1,3,Initialization,14145,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,1,3,Initialization,8985704,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,1,3,Initialization,30460096,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,1,3,Initialization,19723000,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
2,1,4,M2MTransformation1,469166065,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,1,4,M2MTransformation1,9371312,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,1,4,M2MTransformation1,30690260,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
2,1,4,M2MTransformation1,1083186328,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,1,5,Modification,85483,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,1,5,Modification,9371392,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,1,6,M2MTransformation2,448325901,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,1,6,M2MTransformation2,9484096,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,1,6,M2MTransformation2,1083539576,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,1,6,M2MTransformation2,41797148,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
2,2,7,Modification,61778,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,2,7,Modification,9484176,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,2,8,M2MTransformation2,584509870,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,2,8,M2MTransformation2,9604448,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,2,8,M2MTransformation2,1083685128,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,2,8,M2MTransformation2,41926608,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
2,3,9,Modification,141402,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,3,9,Modification,9604528,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,3,10,M2MTransformation2,567820421,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,3,10,M2MTransformation2,9714392,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,3,10,M2MTransformation2,1083739944,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,3,10,M2MTransformation2,42013984,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
2,4,11,Modification,132244,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,4,11,Modification,9714520,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,4,12,M2MTransformation2,446184323,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,4,12,M2MTransformation2,9850712,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,4,12,M2MTransformation2,45758640,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
2,4,12,M2MTransformation2,1083989224,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,5,13,Modification,108136,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,5,13,Modification,9850792,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,5,14,M2MTransformation2,446408289,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
2,5,14,M2MTransformation2,9963312,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
2,5,14,M2MTransformation2,1154059488,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
2,5,14,M2MTransformation2,596258044,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,1,EMFResourceInitialization,307256,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,1,1,EMFResourceInitialization,8911912,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,1,2,Generation,4147938451,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,1,2,Generation,152469920,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,1,3,Initialization,26165,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,1,3,Initialization,11609448,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,1,3,Initialization,76033512,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
16,1,3,Initialization,54558656,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,1,4,M2MTransformation1,35593174783,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,1,4,M2MTransformation1,15509200,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,1,4,M2MTransformation1,1232290780,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,1,4,M2MTransformation1,3241080904,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
16,1,5,Modification,281673,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,1,5,Modification,15509320,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,36458716413,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,1,6,M2MTransformation2,16552720,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,3129399784,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
16,1,6,M2MTransformation2,1135605469,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,2,7,Modification,239756,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,2,7,Modification,16552808,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,36342519927,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,2,8,M2MTransformation2,17499624,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,3120924104,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
16,2,8,M2MTransformation2,1265832192,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,3,9,Modification,149151,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,3,9,Modification,17499712,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,35489804588,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,3,10,M2MTransformation2,18645816,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,3115041008,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
16,3,10,M2MTransformation2,1065815712,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,4,11,Modification,161445,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,4,11,Modification,18645928,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,4,12,M2MTransformation2,37274305690,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,4,12,M2MTransformation2,19596088,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,4,12,M2MTransformation2,3108746784,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
16,4,12,M2MTransformation2,1175383953,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,5,13,Modification,240076,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,5,13,Modification,19596200,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,5,14,M2MTransformation2,36244908924,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
16,5,14,M2MTransformation2,20547712,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
16,5,14,M2MTransformation2,1316882098,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,5,14,M2MTransformation2,3103561224,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
32,1,1,EMFResourceInitialization,355970,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,1,1,EMFResourceInitialization,9337336,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,1,2,Generation,13809958051,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,1,2,Generation,608345536,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,1,3,Initialization,2205780390,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,1,3,Initialization,289911056,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,1,3,Initialization,673599347,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
32,1,3,Initialization,1132984336,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,1,4,M2MTransformation1,596876670,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,1,4,M2MTransformation1,334508032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,1,4,M2MTransformation1,602456936,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,1,4,M2MTransformation1,477438412,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
32,1,5,Modification,7932470,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,1,5,Modification,338421224,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,1,6,M2MTransformation2,44763,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,1,6,M2MTransformation2,338422104,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,1,6,M2MTransformation2,433143528,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
32,1,6,M2MTransformation2,465355792,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,2,7,Modification,1536786,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,2,7,Modification,338455152,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,2,8,M2MTransformation2,18724,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,2,8,M2MTransformation2,338456032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,2,8,M2MTransformation2,400965192,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,2,8,M2MTransformation2,400965192,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
32,3,9,Modification,1586003,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,3,9,Modification,338489624,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,3,10,M2MTransformation2,20962,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,3,10,M2MTransformation2,338490504,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,3,10,M2MTransformation2,400999664,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,3,10,M2MTransformation2,369745184,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
32,4,11,Modification,1283087,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,4,11,Modification,338524176,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,4,12,M2MTransformation2,18773,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,4,12,M2MTransformation2,338525080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,4,12,M2MTransformation2,401034240,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,4,12,M2MTransformation2,369779760,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
32,5,13,Modification,1248843,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,5,13,Modification,338558432,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,5,14,M2MTransformation2,13912,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
32,5,14,M2MTransformation2,338559312,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
32,5,14,M2MTransformation2,401068472,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
32,5,14,M2MTransformation2,369813992,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
8,1,1,EMFResourceInitialization,592331,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,1,EMFResourceInitialization,8821936,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,2,Generation,979668833,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,2,Generation,40758120,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,3,Initialization,18262,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,3,Initialization,9886816,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,3,Initialization,20623824,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,1,3,Initialization,31360944,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,1,4,M2MTransformation1,7440363355,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,4,M2MTransformation1,11616832,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,4,M2MTransformation1,1436988272,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,1,4,M2MTransformation1,350989686,BATCH_OPTIMIZED-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
