RunIndex,Iteration,Sequence,PhaseName,Scenario,CaseName,Tool,Size,MetricValue,MetricName
2,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3204298448,PeakMemory
2,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1283919386,AverageMemory
2,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,230524,Time
2,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,20225704,Memory
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,36713265322,Time
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,21177840,Memory
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1102509038,AverageMemory
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3203133704,PeakMemory
2,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,238421,Time
2,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,9526496,Memory
2,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,104030295,Time
2,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12121288,Memory
2,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,53536541,Time
2,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12134496,Memory
2,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,95666968,PeakMemory
2,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,52717276,AverageMemory
2,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,48813943,Time
2,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12721688,Memory
2,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,44347340,AverageMemory
2,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,55084752,PeakMemory
2,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,163687,Time
2,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12721464,Memory
2,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,51414256,Time
2,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12726592,Memory
2,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,44934528,AverageMemory
2,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,55671960,PeakMemory
2,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,166914,Time
2,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12726408,Memory
2,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,51210987,Time
2,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12733640,Memory
2,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,55676928,PeakMemory
2,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,44939484,AverageMemory
2,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,158168,Time
2,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12733416,Memory
2,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,51193982,Time
2,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12744960,Memory
2,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,44946476,AverageMemory
2,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,55683904,PeakMemory
2,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,230943,Time
2,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12744760,Memory
2,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,57199355,Time
2,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12751816,Memory
2,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,55695240,PeakMemory
2,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,44957828,AverageMemory
2,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,193080,Time
2,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12751592,Memory
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,58044582,Time
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,12757536,Memory
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,55702080,PeakMemory
2,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,44964652,AverageMemory
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,168306,Time
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,9866872,Memory
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,14137189130,Time
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,389087080,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,982691988,Time
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,37648136,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,274010344,PeakMemory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,161737600,AverageMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,664212476,Time
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,49985632,Memory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,613228744,PeakMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,357415400,AverageMemory
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,576696,Time
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,49985648,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,659783279,Time
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,49998336,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,625566384,PeakMemory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,369753064,AverageMemory
3,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,364301,Time
3,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,49996104,Memory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,543304275,Time
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50002880,Memory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,369763456,AverageMemory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,690001240,PeakMemory
3,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,388732,Time
3,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50002696,Memory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,509027636,Time
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50010456,Memory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,369770108,AverageMemory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,625583424,PeakMemory
3,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,309149,Time
3,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50010264,Memory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,494125712,Time
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50016600,Memory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,625591016,PeakMemory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,369777700,AverageMemory
3,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,315676,Time
3,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50016408,Memory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,576376676,Time
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,50020856,Memory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,690021632,PeakMemory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,369783804,AverageMemory
1,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,264118,Time
1,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,9761040,Memory
1,1,2,Generation,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,3048070782,Time
1,1,2,Generation,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,104390824,Memory
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,478597680,Time
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,64272088,Memory
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,152043984,AverageMemory
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,248668544,PeakMemory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,289432528,Time
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,79034864,Memory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,160897272,AverageMemory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,214578256,PeakMemory
1,1,5,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,5231382,Time
1,1,5,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,80189480,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,30924,Time
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,80190352,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,123133872,AverageMemory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,144608728,PeakMemory
1,2,7,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,1740373,Time
1,2,7,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,80211368,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,30609,Time
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,80212440,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,101684100,AverageMemory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,123155760,PeakMemory
