RunIndex,Iteration,Sequence,PhaseName,Scenario,CaseName,Tool,Size,MetricValue,MetricName
1,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9655376,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,113569458,Time
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9714472,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,331781928,PeakMemory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,181456468,AverageMemory
1,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,82813,Time
1,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9714560,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,114210842,Time
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9778216,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,181514956,AverageMemory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,331839720,PeakMemory
1,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,46327,Time
1,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9778304,Memory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,114233801,Time
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9838448,Memory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,331903992,PeakMemory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,181578964,AverageMemory
1,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,83020,Time
1,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9838560,Memory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,116394028,Time
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9914480,Memory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,181639560,AverageMemory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,331964904,PeakMemory
1,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,76063,Time
1,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9914568,Memory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,117242432,Time
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9977384,Memory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,332040360,PeakMemory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,181715280,AverageMemory
1,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,418163,Time
1,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9493064,Memory
1,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,136093734,Time
1,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11490216,Memory
1,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,77773277,Time
1,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11752280,Memory
1,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,74145624,PeakMemory
1,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,52670772,AverageMemory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,26675322,Time
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12921824,Memory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,33227760,PeakMemory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,33227760,AverageMemory
1,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,268172,Time
1,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12924952,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,36468785,Time
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12956512,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34400632,AverageMemory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34400632,PeakMemory
1,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,269110,Time
1,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12959816,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,19473326,Time
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12985016,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,55910352,PeakMemory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34435496,AverageMemory
1,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,190924,Time
1,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12988424,Memory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,19290999,Time
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12998112,Memory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34464104,PeakMemory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34464104,AverageMemory
1,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,203485,Time
1,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13001440,Memory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,19895994,Time
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13058288,Memory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34477144,PeakMemory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34477144,AverageMemory
1,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,211088,Time
1,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13061640,Memory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,18961220,Time
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13070648,Memory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34537320,AverageMemory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,34537320,PeakMemory
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,195482,Time
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,9520296,Memory
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3043554876,Time
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,101160376,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,14351,Time
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,12237720,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,54319784,PeakMemory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,33278852,AverageMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,37539966071,Time
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,16136560,Memory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3246411384,PeakMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1406852928,AverageMemory
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,269444,Time
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,16136680,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,35495874531,Time
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,17180704,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3223399560,PeakMemory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1203967842,AverageMemory
3,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,228510,Time
3,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,17180792,Memory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,36083636949,Time
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,18129168,Memory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3216448216,PeakMemory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1357430321,AverageMemory
3,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,151362,Time
3,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,18128264,Memory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,35617977489,Time
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,19274008,Memory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3209891864,PeakMemory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1012937145,AverageMemory
3,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,200118,Time
3,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,19274120,Memory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,35367447234,Time
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,20225312,Memory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3203839008,PeakMemory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,1159456534,AverageMemory
3,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,205750,Time
3,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,20225424,Memory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,36915590114,Time
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,21177560,Memory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,965403005,AverageMemory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,16,3202732016,PeakMemory
1,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,571854,Time
1,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,9669472,Memory
1,1,2,Generation,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,826673460,Time
1,1,2,Generation,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,33604848,Memory
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,245882136,Time
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,27710544,Memory
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,75194532,AverageMemory
1,1,3,Initialization,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,128881680,PeakMemory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,180786775,Time
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,34560056,Memory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,92134684,AverageMemory
1,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,145821840,PeakMemory
1,1,5,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,3471841,Time
1,1,5,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35103664,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,30796,Time
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35104640,Memory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56579296,PeakMemory
1,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56579296,AverageMemory
1,2,7,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1998490,Time
1,2,7,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35144640,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,19231,Time
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35145512,Memory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,78095128,PeakMemory
1,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56620272,AverageMemory
1,3,9,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1412306,Time
1,3,9,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35165000,Memory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,16715,Time
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35165872,Memory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,45903352,AverageMemory
1,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56640632,PeakMemory
1,4,11,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1167162,Time
1,4,11,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35186840,Memory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,18594,Time
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35187736,Memory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56662496,AverageMemory
1,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56662496,PeakMemory
1,5,13,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,1132706,Time
1,5,13,Modification,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35207528,Memory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,17125,Time
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35208400,Memory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56683160,AverageMemory
1,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,56683160,PeakMemory
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,253447,Time
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9351936,Memory
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,62153586,Time
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,10678352,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,14856,Time
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9466400,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,20203696,AverageMemory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,30940792,PeakMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,118863168,Time
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9656576,Memory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,310117016,PeakMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,170529360,AverageMemory
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,54144,Time
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9656664,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,114365995,Time
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9715536,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,310308120,PeakMemory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,170720208,AverageMemory
3,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,67616,Time
3,2,7,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9715624,Memory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,113723608,Time
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9779280,Memory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,170779472,AverageMemory
3,2,8,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,310367688,PeakMemory
3,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,96020,Time
3,3,9,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9779368,Memory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,113318377,Time
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9838784,Memory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,310429944,PeakMemory
3,3,10,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,170842472,AverageMemory
3,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,54955,Time
3,4,11,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9838896,Memory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,116213972,Time
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9914952,Memory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,181640292,AverageMemory
3,4,12,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,331966032,PeakMemory
3,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,89276,Time
3,5,13,Modification,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9915040,Memory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,117606278,Time
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,9977856,Memory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,310568080,PeakMemory
3,5,14,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,170979376,AverageMemory
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,168726,Time
3,1,1,EMFResourceInitialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,9550744,Memory
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,253281721,Time
3,1,2,Generation,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,16855216,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,72686919,Time
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,12464312,Memory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,52993260,AverageMemory
3,1,3,Initialization,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,74468112,PeakMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,95835093,Time
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,13628192,Memory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,76889432,PeakMemory
3,1,4,M2MTransformation1,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,55414588,AverageMemory
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,179614,Time
3,1,5,Modification,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,13627968,Memory
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,102003799,Time
3,1,6,M2MTransformation2,BasicXform,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,13637896,Memory
