RunIndex,CaseName,MetricValue,Tool,Iteration,MetricName,Sequence,Scenario,Size,PhaseName
1,StatisticBasedCase,10039224,INCR_VIATRA_TRANSFORMATION-JDT,1,Time,9,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,44565224,INCR_VIATRA_TRANSFORMATION-JDT,1,Memory,9,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,4095892,INCR_VIATRA_TRANSFORMATION-JDT,2,Time,10,ToolChainPerformance,4,Modification
1,StatisticBasedCase,44619488,INCR_VIATRA_TRANSFORMATION-JDT,2,Memory,10,ToolChainPerformance,4,Modification
1,StatisticBasedCase,14503,INCR_VIATRA_TRANSFORMATION-JDT,2,Time,11,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,55359496,INCR_VIATRA_TRANSFORMATION-JDT,2,Memory,11,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,18508811,INCR_VIATRA_TRANSFORMATION-JDT,2,Time,12,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,44710832,INCR_VIATRA_TRANSFORMATION-JDT,2,Memory,12,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,3906340,INCR_VIATRA_TRANSFORMATION-JDT,3,Time,13,ToolChainPerformance,4,Modification
1,StatisticBasedCase,44765896,INCR_VIATRA_TRANSFORMATION-JDT,3,Memory,13,ToolChainPerformance,4,Modification
1,StatisticBasedCase,15072,INCR_VIATRA_TRANSFORMATION-JDT,3,Time,14,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,44763136,INCR_VIATRA_TRANSFORMATION-JDT,3,Memory,14,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,26845477,INCR_VIATRA_TRANSFORMATION-JDT,3,Time,15,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,44890240,INCR_VIATRA_TRANSFORMATION-JDT,3,Memory,15,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,4065790,INCR_VIATRA_TRANSFORMATION-JDT,4,Time,16,ToolChainPerformance,4,Modification
1,StatisticBasedCase,44944352,INCR_VIATRA_TRANSFORMATION-JDT,4,Memory,16,ToolChainPerformance,4,Modification
1,StatisticBasedCase,25915,INCR_VIATRA_TRANSFORMATION-JDT,4,Time,17,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,44942232,INCR_VIATRA_TRANSFORMATION-JDT,4,Memory,17,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,35578719,INCR_VIATRA_TRANSFORMATION-JDT,4,Time,18,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,45101032,INCR_VIATRA_TRANSFORMATION-JDT,4,Memory,18,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,4101598,INCR_VIATRA_TRANSFORMATION-JDT,5,Time,19,ToolChainPerformance,4,Modification
1,StatisticBasedCase,45152880,INCR_VIATRA_TRANSFORMATION-JDT,5,Memory,19,ToolChainPerformance,4,Modification
1,StatisticBasedCase,14091,INCR_VIATRA_TRANSFORMATION-JDT,5,Time,20,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,45150032,INCR_VIATRA_TRANSFORMATION-JDT,5,Memory,20,ToolChainPerformance,4,M2MTransformation2
1,StatisticBasedCase,45430396,INCR_VIATRA_TRANSFORMATION-JDT,5,Time,21,ToolChainPerformance,4,M2TTransformation2
1,StatisticBasedCase,45298632,INCR_VIATRA_TRANSFORMATION-JDT,5,Memory,21,ToolChainPerformance,4,M2TTransformation2
5,StatisticBasedCase,740718,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,1,ToolChainPerformance,64,EMFResourceInitialization
5,StatisticBasedCase,29695296,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,1,ToolChainPerformance,64,EMFResourceInitialization
5,StatisticBasedCase,92409310637,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,2,ToolChainPerformance,64,Generation
5,StatisticBasedCase,3449339576,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,2,ToolChainPerformance,64,Generation
5,StatisticBasedCase,10105576048,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,3,ToolChainPerformance,64,Initialization
5,StatisticBasedCase,1033531488,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,4,ToolChainPerformance,64,M2MTransformation1
5,StatisticBasedCase,1893666504,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,4,ToolChainPerformance,64,M2MTransformation1
5,StatisticBasedCase,37898020221,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,5,ToolChainPerformance,64,M2TTransformation1
5,StatisticBasedCase,2575453992,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,5,ToolChainPerformance,64,M2TTransformation1
5,StatisticBasedCase,487,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,6,ToolChainPerformance,64,EmptyChangeMonitorInitialization
5,StatisticBasedCase,2575364592,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,6,ToolChainPerformance,64,EmptyChangeMonitorInitialization
5,StatisticBasedCase,1083755,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,7,ToolChainPerformance,64,Modification
5,StatisticBasedCase,2573573376,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,7,ToolChainPerformance,64,Modification
5,StatisticBasedCase,1277948540,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,8,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,2570218784,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,8,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,32538250253,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time,9,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,3242713856,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory,9,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,1015037,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time,10,ToolChainPerformance,64,Modification
5,StatisticBasedCase,3240001120,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory,10,ToolChainPerformance,64,Modification
5,StatisticBasedCase,1295267292,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time,11,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,3235171344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory,11,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,31218745822,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time,12,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,3909094992,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory,12,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,999109,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time,13,ToolChainPerformance,64,Modification
5,StatisticBasedCase,3906102448,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Memory,13,ToolChainPerformance,64,Modification
5,StatisticBasedCase,1359916011,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time,14,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,3901013576,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Memory,14,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,33115031283,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time,15,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,4572824168,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Memory,15,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,1006434,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time,16,ToolChainPerformance,64,Modification
5,StatisticBasedCase,4571031488,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory,16,ToolChainPerformance,64,Modification
5,StatisticBasedCase,1411450894,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time,17,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,4565475656,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory,17,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,33976601407,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time,18,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,5234894872,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory,18,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,1061654,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time,19,ToolChainPerformance,64,Modification
5,StatisticBasedCase,5235135080,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory,19,ToolChainPerformance,64,Modification
5,StatisticBasedCase,1462369741,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time,20,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,5230400584,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory,20,ToolChainPerformance,64,M2MTransformation2
5,StatisticBasedCase,42858605092,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time,21,ToolChainPerformance,64,M2TTransformation2
5,StatisticBasedCase,5897376232,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory,21,ToolChainPerformance,64,M2TTransformation2
2,StatisticBasedCase,303035,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,1,ToolChainPerformance,1,EMFResourceInitialization
2,StatisticBasedCase,50472848,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,1,ToolChainPerformance,1,EMFResourceInitialization
2,StatisticBasedCase,74894953,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,2,ToolChainPerformance,1,Generation
2,StatisticBasedCase,31245160,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,2,ToolChainPerformance,1,Generation
2,StatisticBasedCase,35742590,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,3,ToolChainPerformance,1,Initialization
2,StatisticBasedCase,28198742,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,4,ToolChainPerformance,1,M2MTransformation1
2,StatisticBasedCase,32806200,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,4,ToolChainPerformance,1,M2MTransformation1
2,StatisticBasedCase,312006541,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,5,ToolChainPerformance,1,M2TTransformation1
2,StatisticBasedCase,35886104,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,5,ToolChainPerformance,1,M2TTransformation1
2,StatisticBasedCase,946,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,6,ToolChainPerformance,1,EmptyChangeMonitorInitialization
2,StatisticBasedCase,35876296,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,6,ToolChainPerformance,1,EmptyChangeMonitorInitialization
2,StatisticBasedCase,158463,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,7,ToolChainPerformance,1,Modification
2,StatisticBasedCase,35836680,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,7,ToolChainPerformance,1,Modification
2,StatisticBasedCase,33154661,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,8,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,35913248,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,8,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,311131143,BATCH_VIATRA_QUERY_RETE-JDT,1,Time,9,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,39039832,BATCH_VIATRA_QUERY_RETE-JDT,1,Memory,9,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,168060,BATCH_VIATRA_QUERY_RETE-JDT,2,Time,10,ToolChainPerformance,1,Modification
2,StatisticBasedCase,38990336,BATCH_VIATRA_QUERY_RETE-JDT,2,Memory,10,ToolChainPerformance,1,Modification
2,StatisticBasedCase,32123462,BATCH_VIATRA_QUERY_RETE-JDT,2,Time,11,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,38896600,BATCH_VIATRA_QUERY_RETE-JDT,2,Memory,11,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,316897485,BATCH_VIATRA_QUERY_RETE-JDT,2,Time,12,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,42159552,BATCH_VIATRA_QUERY_RETE-JDT,2,Memory,12,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,176714,BATCH_VIATRA_QUERY_RETE-JDT,3,Time,13,ToolChainPerformance,1,Modification
2,StatisticBasedCase,42085312,BATCH_VIATRA_QUERY_RETE-JDT,3,Memory,13,ToolChainPerformance,1,Modification
2,StatisticBasedCase,29500729,BATCH_VIATRA_QUERY_RETE-JDT,3,Time,14,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,63429616,BATCH_VIATRA_QUERY_RETE-JDT,3,Memory,14,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,316649841,BATCH_VIATRA_QUERY_RETE-JDT,3,Time,15,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,66536072,BATCH_VIATRA_QUERY_RETE-JDT,3,Memory,15,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,157167,BATCH_VIATRA_QUERY_RETE-JDT,4,Time,16,ToolChainPerformance,1,Modification
2,StatisticBasedCase,66508328,BATCH_VIATRA_QUERY_RETE-JDT,4,Memory,16,ToolChainPerformance,1,Modification
2,StatisticBasedCase,29164250,BATCH_VIATRA_QUERY_RETE-JDT,4,Time,17,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,44866008,BATCH_VIATRA_QUERY_RETE-JDT,4,Memory,17,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,321743402,BATCH_VIATRA_QUERY_RETE-JDT,4,Time,18,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,48114272,BATCH_VIATRA_QUERY_RETE-JDT,4,Memory,18,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,175306,BATCH_VIATRA_QUERY_RETE-JDT,5,Time,19,ToolChainPerformance,1,Modification
2,StatisticBasedCase,48109208,BATCH_VIATRA_QUERY_RETE-JDT,5,Memory,19,ToolChainPerformance,1,Modification
2,StatisticBasedCase,30389220,BATCH_VIATRA_QUERY_RETE-JDT,5,Time,20,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,47919120,BATCH_VIATRA_QUERY_RETE-JDT,5,Memory,20,ToolChainPerformance,1,M2MTransformation2
2,StatisticBasedCase,333180491,BATCH_VIATRA_QUERY_RETE-JDT,5,Time,21,ToolChainPerformance,1,M2TTransformation2
2,StatisticBasedCase,51247112,BATCH_VIATRA_QUERY_RETE-JDT,5,Memory,21,ToolChainPerformance,1,M2TTransformation2
1,StatisticBasedCase,233748,BATCH_SIMPLE-TEMPLATE,1,Time,1,ToolChainPerformance,2,EMFResourceInitialization
1,StatisticBasedCase,28838120,BATCH_SIMPLE-TEMPLATE,1,Memory,1,ToolChainPerformance,2,EMFResourceInitialization
1,StatisticBasedCase,244145116,BATCH_SIMPLE-TEMPLATE,1,Time,2,ToolChainPerformance,2,Generation
1,StatisticBasedCase,33758776,BATCH_SIMPLE-TEMPLATE,1,Memory,2,ToolChainPerformance,2,Generation
1,StatisticBasedCase,34738,BATCH_SIMPLE-TEMPLATE,1,Time,3,ToolChainPerformance,2,Initialization
1,StatisticBasedCase,3260607582,BATCH_SIMPLE-TEMPLATE,1,Time,4,ToolChainPerformance,2,M2MTransformation1
1,StatisticBasedCase,27770256,BATCH_SIMPLE-TEMPLATE,1,Memory,4,ToolChainPerformance,2,M2MTransformation1
1,StatisticBasedCase,648710665,BATCH_SIMPLE-TEMPLATE,1,Time,5,ToolChainPerformance,2,M2TTransformation1
1,StatisticBasedCase,34056400,BATCH_SIMPLE-TEMPLATE,1,Memory,5,ToolChainPerformance,2,M2TTransformation1
1,StatisticBasedCase,551,BATCH_SIMPLE-TEMPLATE,1,Time,6,ToolChainPerformance,2,EmptyChangeMonitorInitialization
1,StatisticBasedCase,44789072,BATCH_SIMPLE-TEMPLATE,1,Memory,6,ToolChainPerformance,2,EmptyChangeMonitorInitialization
1,StatisticBasedCase,94967,BATCH_SIMPLE-TEMPLATE,1,Time,7,ToolChainPerformance,2,Modification
1,StatisticBasedCase,39340936,BATCH_SIMPLE-TEMPLATE,1,Memory,7,ToolChainPerformance,2,Modification
1,StatisticBasedCase,3348273202,BATCH_SIMPLE-TEMPLATE,1,Time,8,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,32853432,BATCH_SIMPLE-TEMPLATE,1,Memory,8,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,663421037,BATCH_SIMPLE-TEMPLATE,1,Time,9,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,39588128,BATCH_SIMPLE-TEMPLATE,1,Memory,9,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,63771,BATCH_SIMPLE-TEMPLATE,2,Time,10,ToolChainPerformance,2,Modification
1,StatisticBasedCase,39544184,BATCH_SIMPLE-TEMPLATE,2,Memory,10,ToolChainPerformance,2,Modification
1,StatisticBasedCase,3445622862,BATCH_SIMPLE-TEMPLATE,2,Time,11,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,38639104,BATCH_SIMPLE-TEMPLATE,2,Memory,11,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,658493014,BATCH_SIMPLE-TEMPLATE,2,Time,12,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,47381128,BATCH_SIMPLE-TEMPLATE,2,Memory,12,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,90123,BATCH_SIMPLE-TEMPLATE,3,Time,13,ToolChainPerformance,2,Modification
1,StatisticBasedCase,45103624,BATCH_SIMPLE-TEMPLATE,3,Memory,13,ToolChainPerformance,2,Modification
1,StatisticBasedCase,3574048082,BATCH_SIMPLE-TEMPLATE,3,Time,14,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,42965136,BATCH_SIMPLE-TEMPLATE,3,Memory,14,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,646756735,BATCH_SIMPLE-TEMPLATE,3,Time,15,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,49807864,BATCH_SIMPLE-TEMPLATE,3,Memory,15,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,75679,BATCH_SIMPLE-TEMPLATE,4,Time,16,ToolChainPerformance,2,Modification
1,StatisticBasedCase,55238752,BATCH_SIMPLE-TEMPLATE,4,Memory,16,ToolChainPerformance,2,Modification
1,StatisticBasedCase,3602562184,BATCH_SIMPLE-TEMPLATE,4,Time,17,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,49508272,BATCH_SIMPLE-TEMPLATE,4,Memory,17,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,643686496,BATCH_SIMPLE-TEMPLATE,4,Time,18,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,56181640,BATCH_SIMPLE-TEMPLATE,4,Memory,18,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,68204,BATCH_SIMPLE-TEMPLATE,5,Time,19,ToolChainPerformance,2,Modification
1,StatisticBasedCase,56105912,BATCH_SIMPLE-TEMPLATE,5,Memory,19,ToolChainPerformance,2,Modification
1,StatisticBasedCase,3845202180,BATCH_SIMPLE-TEMPLATE,5,Time,20,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,55201848,BATCH_SIMPLE-TEMPLATE,5,Memory,20,ToolChainPerformance,2,M2MTransformation2
1,StatisticBasedCase,636563339,BATCH_SIMPLE-TEMPLATE,5,Time,21,ToolChainPerformance,2,M2TTransformation2
1,StatisticBasedCase,60468768,BATCH_SIMPLE-TEMPLATE,5,Memory,21,ToolChainPerformance,2,M2TTransformation2
4,StatisticBasedCase,882502,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,1,ToolChainPerformance,32,EMFResourceInitialization
4,StatisticBasedCase,25267776,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,1,ToolChainPerformance,32,EMFResourceInitialization
4,StatisticBasedCase,13634199914,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,2,ToolChainPerformance,32,Generation
4,StatisticBasedCase,792525136,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,2,ToolChainPerformance,32,Generation
4,StatisticBasedCase,1258835541,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,3,ToolChainPerformance,32,Initialization
4,StatisticBasedCase,949438157,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,4,ToolChainPerformance,32,M2MTransformation1
4,StatisticBasedCase,420558648,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,4,ToolChainPerformance,32,M2MTransformation1
4,StatisticBasedCase,12732729055,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,5,ToolChainPerformance,32,M2TTransformation1
4,StatisticBasedCase,660332872,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,5,ToolChainPerformance,32,M2TTransformation1
4,StatisticBasedCase,466048520,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,6,ToolChainPerformance,32,ChangeMonitorInitialization
4,StatisticBasedCase,666188296,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,6,ToolChainPerformance,32,ChangeMonitorInitialization
4,StatisticBasedCase,10269360,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,7,ToolChainPerformance,32,Modification
4,StatisticBasedCase,676418376,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,7,ToolChainPerformance,32,Modification
4,StatisticBasedCase,3426,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,8,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,682441920,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,8,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,330080128,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Time,9,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,670410544,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,1,Memory,9,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,3338227,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,2,Time,10,ToolChainPerformance,32,Modification
4,StatisticBasedCase,670434080,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,2,Memory,10,ToolChainPerformance,32,Modification
4,StatisticBasedCase,3438,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,2,Time,11,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,664383960,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,2,Memory,11,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,15476537,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,2,Time,12,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,670529744,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,2,Memory,12,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,3530238,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,3,Time,13,ToolChainPerformance,32,Modification
4,StatisticBasedCase,664425112,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,3,Memory,13,ToolChainPerformance,32,Modification
4,StatisticBasedCase,2847,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,3,Time,14,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,664368648,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,3,Memory,14,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,25182124,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,3,Time,15,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,676372672,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,3,Memory,15,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,2988000,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4,Time,16,ToolChainPerformance,32,Modification
4,StatisticBasedCase,670428176,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4,Memory,16,ToolChainPerformance,32,Modification
4,StatisticBasedCase,2696,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4,Time,17,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,664378224,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4,Memory,17,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,29104031,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4,Time,18,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,676560312,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4,Memory,18,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,3181181,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,5,Time,19,ToolChainPerformance,32,Modification
4,StatisticBasedCase,670640688,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,5,Memory,19,ToolChainPerformance,32,Modification
4,StatisticBasedCase,3187,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,5,Time,20,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,670477560,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,5,Memory,20,ToolChainPerformance,32,M2MTransformation2
4,StatisticBasedCase,36151781,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,5,Time,21,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,664711264,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,5,Memory,21,ToolChainPerformance,32,M2TTransformation2
4,StatisticBasedCase,248192,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Time,1,ToolChainPerformance,2,EMFResourceInitialization
4,StatisticBasedCase,24998448,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Memory,1,ToolChainPerformance,2,EMFResourceInitialization
4,StatisticBasedCase,177041143,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Time,2,ToolChainPerformance,2,Generation
4,StatisticBasedCase,19054376,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Memory,2,ToolChainPerformance,2,Generation
4,StatisticBasedCase,51617860,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Time,3,ToolChainPerformance,2,Initialization
4,StatisticBasedCase,150445085,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Time,4,ToolChainPerformance,2,M2MTransformation1
4,StatisticBasedCase,21955720,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Memory,4,ToolChainPerformance,2,M2MTransformation1
4,StatisticBasedCase,808796452,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-JDT,1,Time,5,ToolChainPerformance,2,M2TTransformation1
