MetricName,MetricValue,PhaseName,Size,Iteration,Tool,RunIndex,Sequence,Scenario,CaseName
PeakMemory,2397470592,M2MTransformation2,32,5,BATCH_OPTIMIZED-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Time,173315,EMFResourceInitialization,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Memory,11209280,EMFResourceInitialization,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Time,201403200,Generation,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Memory,17673592,Generation,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Time,59323088,Initialization,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Memory,17009480,Initialization,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
AverageMemory,76107988,Initialization,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
PeakMemory,97582864,Initialization,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Time,59680460,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Memory,20460864,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
AverageMemory,49222324,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
PeakMemory,59959736,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Time,273350,Modification,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Memory,20465504,Modification,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Time,67636810,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Memory,20481552,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
AverageMemory,52678624,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
PeakMemory,63416144,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Time,267824,Modification,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Memory,20485888,Modification,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Time,65170705,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Memory,20500544,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
PeakMemory,63436344,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
AverageMemory,52698916,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Time,293548,Modification,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Memory,20505040,Modification,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,62417824,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,20520832,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,63455488,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,52718064,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,216687,Modification,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,20524544,Modification,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,61834103,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,20540232,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,63475208,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,52737688,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Time,220860,Modification,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Memory,20545200,Modification,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Time,61696727,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Memory,20560008,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
AverageMemory,52758236,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
PeakMemory,63495672,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Time,699268,EMFResourceInitialization,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Memory,11526832,EMFResourceInitialization,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Time,16608191455,Generation,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Memory,755689504,Generation,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Time,2124698824,Initialization,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Memory,325864096,Initialization,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
PeakMemory,1404310288,Initialization,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
AverageMemory,830372722,Initialization,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Time,306942802,M2MTransformation1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Memory,363621688,M2MTransformation1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
AverageMemory,463767784,M2MTransformation1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
PeakMemory,575477256,M2MTransformation1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Time,629763,Modification,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,5,BasicXform,StatisticBasedCase
Memory,363664352,Modification,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,5,BasicXform,StatisticBasedCase
Time,360022868,M2MTransformation2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
Memory,363678872,M2MTransformation2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
AverageMemory,516370276,M2MTransformation2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
PeakMemory,607993376,M2MTransformation2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
Time,394293,Modification,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,7,BasicXform,StatisticBasedCase
Memory,363692528,Modification,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,7,BasicXform,StatisticBasedCase
Time,337916648,M2MTransformation2,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
Memory,363707624,M2MTransformation2,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
AverageMemory,517047544,M2MTransformation2,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
PeakMemory,673484680,M2MTransformation2,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
Time,385533,Modification,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,9,BasicXform,StatisticBasedCase
Memory,363720432,Modification,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,9,BasicXform,StatisticBasedCase
Time,312972428,M2MTransformation2,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
Memory,363734376,M2MTransformation2,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
PeakMemory,609087880,M2MTransformation2,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
AverageMemory,517075360,M2MTransformation2,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
Time,369524,Modification,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,11,BasicXform,StatisticBasedCase
Memory,363748360,Modification,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,11,BasicXform,StatisticBasedCase
Time,301092330,M2MTransformation2,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
Memory,363762752,M2MTransformation2,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
AverageMemory,517103272,M2MTransformation2,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
PeakMemory,609115752,M2MTransformation2,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
Time,382045,Modification,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,13,BasicXform,StatisticBasedCase
Memory,363776896,Modification,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,13,BasicXform,StatisticBasedCase
Time,294014659,M2MTransformation2,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Memory,363790592,M2MTransformation2,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
PeakMemory,609144312,M2MTransformation2,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
AverageMemory,517131808,M2MTransformation2,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Time,187164,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Memory,11891464,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Time,101313560069,Generation,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Memory,3512431824,Generation,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Time,11561084776,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Memory,1644326288,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
PeakMemory,2991157240,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
AverageMemory,1261933735,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Time,650654671,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Memory,1736759600,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
PeakMemory,2227997960,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
AverageMemory,1935892236,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Time,940782,Modification,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Memory,1736841312,Modification,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Time,1237093053,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Memory,1736857824,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
PeakMemory,2417485520,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
AverageMemory,2133555869,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Time,623629,Modification,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Memory,1736881568,Modification,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Time,774308989,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Memory,1736896496,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
AverageMemory,2070888424,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
PeakMemory,2381037000,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Time,598391,Modification,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Memory,1736921664,Modification,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,775818998,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,1736936368,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,2397011696,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,2078753080,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,587177,Modification,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,1736961720,Modification,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,767383757,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,1736976688,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,2395884752,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,2078190080,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Time,894848,Modification,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Memory,1737002200,Modification,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Time,767946281,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Memory,1737016880,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
PeakMemory,2400169232,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
AverageMemory,2080866940,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Time,187517,EMFResourceInitialization,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Memory,11246448,EMFResourceInitialization,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Time,314903010,Generation,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Memory,23694528,Generation,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Time,64833763,Initialization,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Memory,14536424,Initialization,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,BasicXform,StatisticBasedCase
PeakMemory,76161168,Initialization,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,BasicXform,StatisticBasedCase
AverageMemory,54686304,Initialization,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Time,102572697,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Memory,15955400,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,4,BasicXform,StatisticBasedCase
AverageMemory,68224232,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,4,BasicXform,StatisticBasedCase
PeakMemory,100436608,M2MTransformation1,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Time,184437,Modification,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Memory,15955792,Modification,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Time,105252946,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Memory,15963520,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,6,BasicXform,StatisticBasedCase
PeakMemory,101856024,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,6,BasicXform,StatisticBasedCase
AverageMemory,69643708,M2MTransformation2,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Time,201770,Modification,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Memory,15963688,Modification,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Time,98502257,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Memory,15975728,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,8,BasicXform,StatisticBasedCase
PeakMemory,101863864,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,8,BasicXform,StatisticBasedCase
AverageMemory,69651576,M2MTransformation2,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Time,226646,Modification,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Memory,15975888,Modification,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,88327722,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,15985536,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,101876104,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,69663796,M2MTransformation2,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,176957,Modification,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,15985720,Modification,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,83597620,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,15994632,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,101885888,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,69673616,M2MTransformation2,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Time,125152,Modification,4,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Memory,15993824,Modification,4,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Time,79701018,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Memory,16006024,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,14,BasicXform,StatisticBasedCase
AverageMemory,69681712,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,14,BasicXform,StatisticBasedCase
PeakMemory,101894000,M2MTransformation2,4,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Time,206015,EMFResourceInitialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Memory,11308424,EMFResourceInitialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Time,217712864,Generation,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Memory,17794048,Generation,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Time,91297239,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Memory,20239424,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
PeakMemory,76206208,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
AverageMemory,54731360,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Time,98177356,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Memory,24749736,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
AverageMemory,73927164,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
PeakMemory,95402032,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Time,2713054,Modification,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Memory,25163400,Modification,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Time,22063,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Memory,25164240,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
AverageMemory,23319524,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
PeakMemory,68113904,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Time,1613891,Modification,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Memory,25195880,Modification,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Time,17443,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Memory,25197520,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
AverageMemory,46671528,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
PeakMemory,46671528,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Time,1581396,Modification,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,9,BasicXform,StatisticBasedCase
