RunIndex,PhaseName,Scenario,Sequence,CaseName,Iteration,Tool,Size,MetricName,MetricValue
1,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,16,PeakMemory,323123632
2,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Time,202419
2,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Memory,12064440
2,Generation,BasicXform,2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Time,3389590774
2,Generation,BasicXform,2,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Memory,145262000
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Time,41841
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Memory,14773424
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,35603032
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,56432440
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Time,39947032218
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Memory,18673648
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,3244260968
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,1208496117
2,Modification,BasicXform,5,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Time,263214
2,Modification,BasicXform,5,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Memory,18673768
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Time,38902014982
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,Memory,19718488
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,1066641190
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,3158375424
2,Modification,BasicXform,7,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE,16,Time,152583
2,Modification,BasicXform,7,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE,16,Memory,19718576
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE,16,Time,38060987183
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE,16,Memory,20667704
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,3151352848
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,1005291277
2,Modification,BasicXform,9,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE,16,Time,100044
2,Modification,BasicXform,9,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE,16,Memory,20666800
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE,16,Time,39586057329
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE,16,Memory,21813184
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,3144854592
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,1040355697
2,Modification,BasicXform,11,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE,16,Time,140615
2,Modification,BasicXform,11,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE,16,Memory,21813296
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE,16,Time,38730861412
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE,16,Memory,22764776
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,3138841256
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,1133963667
2,Modification,BasicXform,13,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE,16,Time,179695
2,Modification,BasicXform,13,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE,16,Memory,22764888
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE,16,Time,38361577518
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE,16,Memory,23717720
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE,16,AverageMemory,1105690961
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_OPTIMIZED-TEMPLATE,16,PeakMemory,3133421528
2,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,182387
2,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,12062856
2,Generation,BasicXform,2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,54049514
2,Generation,BasicXform,2,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,13679176
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,54086703
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14560464
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,55126964
2,Initialization,BasicXform,3,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,98076656
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,29975726
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14924880
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,41404664
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,46773384
2,Modification,BasicXform,5,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,160537
2,Modification,BasicXform,5,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14924736
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,29801521
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14933040
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,57875272
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,36400416
2,Modification,BasicXform,7,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,193835
2,Modification,BasicXform,7,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14932856
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,28835494
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14941352
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,57883392
2,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,36408536
2,Modification,BasicXform,9,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,143092
2,Modification,BasicXform,9,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14941232
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,28246332
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14952872
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,36416912
2,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,36416912
2,Modification,BasicXform,11,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,86762
2,Modification,BasicXform,11,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14952712
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,27059330
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14960880
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,36428416
2,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,36428416
2,Modification,BasicXform,13,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,92456
2,Modification,BasicXform,13,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14960696
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Time,27672149
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,Memory,14968824
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,PeakMemory,36436376
2,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,AverageMemory,36436376
1,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,295724
1,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,12311344
1,Generation,BasicXform,2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,3416043776
1,Generation,BasicXform,2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,141107856
1,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,468512139
1,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,83831000
1,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,309203240
1,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,172308544
1,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,310478704
1,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,102081008
1,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,199250480
1,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,272796816
1,Modification,BasicXform,5,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,4894763
1,Modification,BasicXform,5,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103410224
1,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,47916
1,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103411104
1,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,166758424
1,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,145283568
1,Modification,BasicXform,7,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,1275241
1,Modification,BasicXform,7,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103437768
1,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,22267
1,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103438848
1,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,188260808
1,M2MTransformation2,BasicXform,8,StatisticBasedCase,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,145311112
1,Modification,BasicXform,9,StatisticBasedCase,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,1126869
1,Modification,BasicXform,9,StatisticBasedCase,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103466144
1,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,36823
1,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103467024
1,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,145339488
1,M2MTransformation2,BasicXform,10,StatisticBasedCase,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,188289184
1,Modification,BasicXform,11,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,1140613
1,Modification,BasicXform,11,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103494736
1,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,32156
1,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103495640
1,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,188317800
1,M2MTransformation2,BasicXform,12,StatisticBasedCase,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,145368104
1,Modification,BasicXform,13,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,1132897
1,Modification,BasicXform,13,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103523344
1,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Time,18889
1,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,Memory,103524224
1,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,PeakMemory,145396688
1,M2MTransformation2,BasicXform,14,StatisticBasedCase,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16,AverageMemory,124460556
2,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time,283400
2,EMFResourceInitialization,BasicXform,1,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory,12218416
2,Generation,BasicXform,2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time,1216225517
2,Generation,BasicXform,2,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory,45435792
2,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time,137029784
2,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory,35314040
2,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,PeakMemory,120687080
2,Initialization,BasicXform,3,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,AverageMemory,77737352
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time,177154968
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory,43777848
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,PeakMemory,99739224
2,M2MTransformation1,BasicXform,4,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,AverageMemory,78264372
2,Modification,BasicXform,5,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time,3024484
2,Modification,BasicXform,5,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory,44404792
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time,22921
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory,44405664
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,PeakMemory,65880472
2,M2MTransformation2,BasicXform,6,StatisticBasedCase,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,AverageMemory,55143168
