Size,Tool,Iteration,MetricValue,Scenario,Sequence,RunIndex,MetricName,CaseName,PhaseName
4,BATCH_OPTIMIZED-TEMPLATE,1,355468887,BasicXform,2,2,Time,StatisticBasedCase,Generation
4,BATCH_OPTIMIZED-TEMPLATE,1,15951472,BasicXform,2,2,Memory,StatisticBasedCase,Generation
4,BATCH_OPTIMIZED-TEMPLATE,1,16821,BasicXform,3,2,Time,StatisticBasedCase,Initialization
4,BATCH_OPTIMIZED-TEMPLATE,1,9802088,BasicXform,3,2,Memory,StatisticBasedCase,Initialization
4,BATCH_OPTIMIZED-TEMPLATE,1,31276480,BasicXform,3,2,PeakMemory,StatisticBasedCase,Initialization
4,BATCH_OPTIMIZED-TEMPLATE,1,20539384,BasicXform,3,2,AverageMemory,StatisticBasedCase,Initialization
4,BATCH_OPTIMIZED-TEMPLATE,1,1806352595,BasicXform,4,2,Time,StatisticBasedCase,M2MTransformation1
4,BATCH_OPTIMIZED-TEMPLATE,1,10624688,BasicXform,4,2,Memory,StatisticBasedCase,M2MTransformation1
4,BATCH_OPTIMIZED-TEMPLATE,1,697578445,BasicXform,4,2,AverageMemory,StatisticBasedCase,M2MTransformation1
4,BATCH_OPTIMIZED-TEMPLATE,1,1084428696,BasicXform,4,2,PeakMemory,StatisticBasedCase,M2MTransformation1
4,BATCH_OPTIMIZED-TEMPLATE,1,135880,BasicXform,5,2,Time,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,1,10624784,BasicXform,5,2,Memory,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,1,1720973133,BasicXform,6,2,Time,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,1,10864912,BasicXform,6,2,Memory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,1,398308381,BasicXform,6,2,AverageMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,1,1439703176,BasicXform,6,2,PeakMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,2,139530,BasicXform,7,2,Time,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,2,10865032,BasicXform,7,2,Memory,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,2,1664652620,BasicXform,8,2,Time,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,2,11118024,BasicXform,8,2,Memory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,2,1441325856,BasicXform,8,2,PeakMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,2,385752918,BasicXform,8,2,AverageMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,3,82862,BasicXform,9,2,Time,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,3,11118120,BasicXform,9,2,Memory,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,3,1674053873,BasicXform,10,2,Time,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,3,11348776,BasicXform,10,2,Memory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,3,381503608,BasicXform,10,2,AverageMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,3,1442004864,BasicXform,10,2,PeakMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,4,65516,BasicXform,11,2,Time,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,4,11348896,BasicXform,11,2,Memory,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,4,1684252677,BasicXform,12,2,Time,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,4,11638296,BasicXform,12,2,Memory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,4,392900960,BasicXform,12,2,AverageMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,4,1443095888,BasicXform,12,2,PeakMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,5,85563,BasicXform,13,2,Time,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,5,11638392,BasicXform,13,2,Memory,StatisticBasedCase,Modification
4,BATCH_OPTIMIZED-TEMPLATE,5,1689771986,BasicXform,14,2,Time,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,5,11871888,BasicXform,14,2,Memory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,5,393479307,BasicXform,14,2,AverageMemory,StatisticBasedCase,M2MTransformation2
4,BATCH_OPTIMIZED-TEMPLATE,5,1443270608,BasicXform,14,2,PeakMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,183769,BasicXform,1,3,Time,StatisticBasedCase,EMFResourceInitialization
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9587920,BasicXform,1,3,Memory,StatisticBasedCase,EMFResourceInitialization
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,358243678,BasicXform,2,3,Time,StatisticBasedCase,Generation
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16246816,BasicXform,2,3,Memory,StatisticBasedCase,Generation
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,100325012,BasicXform,3,3,Time,StatisticBasedCase,Initialization
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,16010264,BasicXform,3,3,Memory,StatisticBasedCase,Initialization
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,85245952,BasicXform,3,3,PeakMemory,StatisticBasedCase,Initialization
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,53033656,BasicXform,3,3,AverageMemory,StatisticBasedCase,Initialization
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,130858463,BasicXform,4,3,Time,StatisticBasedCase,M2MTransformation1
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,18156784,BasicXform,4,3,Memory,StatisticBasedCase,M2MTransformation1
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,80435392,BasicXform,4,3,PeakMemory,StatisticBasedCase,M2MTransformation1
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,58960540,BasicXform,4,3,AverageMemory,StatisticBasedCase,M2MTransformation1
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3761896,BasicXform,5,3,Time,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,18257288,BasicXform,5,3,Memory,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,18306,BasicXform,6,3,Time,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,18258160,BasicXform,6,3,Memory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,39732920,BasicXform,6,3,PeakMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,28995640,BasicXform,6,3,AverageMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2700613,BasicXform,7,3,Time,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,18283520,BasicXform,7,3,Memory,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,18694,BasicXform,8,3,Time,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,18284392,BasicXform,8,3,Memory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,39759152,BasicXform,8,3,PeakMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,29021872,BasicXform,8,3,AverageMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2554260,BasicXform,9,3,Time,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,18312136,BasicXform,9,3,Memory,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,18618,BasicXform,10,3,Time,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,18313008,BasicXform,10,3,Memory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,39787768,BasicXform,10,3,PeakMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,39787768,BasicXform,10,3,AverageMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2511687,BasicXform,11,3,Time,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,18352400,BasicXform,11,3,Memory,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,19645,BasicXform,12,3,Time,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,18353296,BasicXform,12,3,Memory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,39828056,BasicXform,12,3,PeakMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,39828056,BasicXform,12,3,AverageMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2583206,BasicXform,13,3,Time,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,18390880,BasicXform,13,3,Memory,StatisticBasedCase,Modification
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,18903,BasicXform,14,3,Time,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,18391752,BasicXform,14,3,Memory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,39866512,BasicXform,14,3,PeakMemory,StatisticBasedCase,M2MTransformation2
4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,29129232,BasicXform,14,3,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,209706,BasicXform,1,3,Time,StatisticBasedCase,EMFResourceInitialization
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9764424,BasicXform,1,3,Memory,StatisticBasedCase,EMFResourceInitialization
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,15387376335,BasicXform,2,3,Time,StatisticBasedCase,Generation
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,385603200,BasicXform,2,3,Memory,StatisticBasedCase,Generation
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1998547580,BasicXform,3,3,Time,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,187522656,BasicXform,3,3,Memory,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,968574136,BasicXform,3,3,PeakMemory,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,522114178,BasicXform,3,3,AverageMemory,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,321604445,BasicXform,4,3,Time,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,203232264,BasicXform,4,3,Memory,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,308846044,BasicXform,4,3,AverageMemory,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,369507416,BasicXform,4,3,PeakMemory,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,902209,BasicXform,5,3,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,203239848,BasicXform,5,3,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,317775729,BasicXform,6,3,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,203645824,BasicXform,6,3,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,393072656,BasicXform,6,3,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,329795328,BasicXform,6,3,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,494367,BasicXform,7,3,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,203664264,BasicXform,7,3,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,307838290,BasicXform,8,3,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,203672120,BasicXform,8,3,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,330219840,BasicXform,8,3,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,393497264,BasicXform,8,3,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,510488,BasicXform,9,3,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,203677560,BasicXform,9,3,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,300133287,BasicXform,10,3,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,204204256,BasicXform,10,3,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,330233120,BasicXform,10,3,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,393510528,BasicXform,10,3,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,430027,BasicXform,11,3,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,204209672,BasicXform,11,3,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,289227757,BasicXform,12,3,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,204489872,BasicXform,12,3,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,330765176,BasicXform,12,3,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,394042504,BasicXform,12,3,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,410332,BasicXform,13,3,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,204495720,BasicXform,13,3,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,291223437,BasicXform,14,3,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,204490712,BasicXform,14,3,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,394328480,BasicXform,14,3,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,331051176,BasicXform,14,3,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,606609,BasicXform,1,2,Time,StatisticBasedCase,EMFResourceInitialization
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,9875952,BasicXform,1,2,Memory,StatisticBasedCase,EMFResourceInitialization
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,14240436066,BasicXform,2,2,Time,StatisticBasedCase,Generation
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,385869208,BasicXform,2,2,Memory,StatisticBasedCase,Generation
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,286646811,BasicXform,3,2,Time,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,44535168,BasicXform,3,2,Memory,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,145258728,BasicXform,3,2,PeakMemory,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,113380528,BasicXform,3,2,AverageMemory,StatisticBasedCase,Initialization
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,856670924,BasicXform,4,2,Time,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,76825816,BasicXform,4,2,Memory,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,283785816,BasicXform,4,2,AverageMemory,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,459280424,BasicXform,4,2,PeakMemory,StatisticBasedCase,M2MTransformation1
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,1239237,BasicXform,5,2,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,76826536,BasicXform,5,2,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,582669805,BasicXform,6,2,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,76840320,BasicXform,6,2,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,299971312,BasicXform,6,2,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,459359872,BasicXform,6,2,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,472118,BasicXform,7,2,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,76840680,BasicXform,7,2,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,554975781,BasicXform,8,2,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,76851672,BasicXform,8,2,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,459374080,BasicXform,8,2,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,299985488,BasicXform,8,2,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,386044,BasicXform,9,2,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,76852128,BasicXform,9,2,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,531593105,BasicXform,10,2,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,76855936,BasicXform,10,2,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,299996896,BasicXform,10,2,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,459385448,BasicXform,10,2,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,402549,BasicXform,11,2,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,76855472,BasicXform,11,2,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,524985982,BasicXform,12,2,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,76868456,BasicXform,12,2,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,459388792,BasicXform,12,2,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,300000252,BasicXform,12,2,AverageMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,451087,BasicXform,13,2,Time,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,76868944,BasicXform,13,2,Memory,StatisticBasedCase,Modification
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,499977728,BasicXform,14,2,Time,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,76872656,BasicXform,14,2,Memory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,459402304,BasicXform,14,2,PeakMemory,StatisticBasedCase,M2MTransformation2
32,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,300013732,BasicXform,14,2,AverageMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,162309,BasicXform,1,2,Time,StatisticBasedCase,EMFResourceInitialization
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9634160,BasicXform,1,2,Memory,StatisticBasedCase,EMFResourceInitialization
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1184190519,BasicXform,2,2,Time,StatisticBasedCase,Generation
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,33779936,BasicXform,2,2,Memory,StatisticBasedCase,Generation
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,173442529,BasicXform,3,2,Time,StatisticBasedCase,Initialization
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,25031672,BasicXform,3,2,Memory,StatisticBasedCase,Initialization
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,104404400,BasicXform,3,2,PeakMemory,StatisticBasedCase,Initialization
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,67932736,BasicXform,3,2,AverageMemory,StatisticBasedCase,Initialization
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,196693081,BasicXform,4,2,Time,StatisticBasedCase,M2MTransformation1
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,29745712,BasicXform,4,2,Memory,StatisticBasedCase,M2MTransformation1
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,108713024,BasicXform,4,2,PeakMemory,StatisticBasedCase,M2MTransformation1
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,71871588,BasicXform,4,2,AverageMemory,StatisticBasedCase,M2MTransformation1
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4776027,BasicXform,5,2,Time,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,29942776,BasicXform,5,2,Memory,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,39665,BasicXform,6,2,Time,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,29943648,BasicXform,6,2,Memory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,50678896,BasicXform,6,2,AverageMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,61416336,BasicXform,6,2,PeakMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2586126,BasicXform,7,2,Time,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,29993792,BasicXform,7,2,Memory,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,35141,BasicXform,8,2,Time,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,29994664,BasicXform,8,2,Memory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,50729912,BasicXform,8,2,AverageMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,72204768,BasicXform,8,2,PeakMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2021269,BasicXform,9,2,Time,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,30024328,BasicXform,9,2,Memory,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,19445,BasicXform,10,2,Time,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,30025200,BasicXform,10,2,Memory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,50760448,BasicXform,10,2,PeakMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,50760448,BasicXform,10,2,AverageMemory,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2002500,BasicXform,11,2,Time,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,30055664,BasicXform,11,2,Memory,StatisticBasedCase,Modification
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,21764,BasicXform,12,2,Time,StatisticBasedCase,M2MTransformation2
8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,30056560,BasicXform,12,2,Memory,StatisticBasedCase,M2MTransformation2
