MetricName,Scenario,Iteration,CaseName,RunIndex,Sequence,Tool,PhaseName,MetricValue,Size
Time,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1840114,4
Memory,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,18229032,4
Time,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16992,4
Memory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18229904,4
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,39704664,4
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,39704664,4
Time,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1979551,4
Memory,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,18258896,4
Time,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16653,4
Memory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18259768,4
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,28997248,4
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,39734528,4
Time,BasicXform,4,StatisticBasedCase,1,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2227047,4
Memory,BasicXform,4,StatisticBasedCase,1,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,18300264,4
Time,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17287,4
Memory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18301160,4
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,29038640,4
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,39775920,4
Time,BasicXform,5,StatisticBasedCase,1,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2427018,4
Memory,BasicXform,5,StatisticBasedCase,1,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,18340296,4
Time,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,74671,4
Memory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18341168,4
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,39815928,4
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,39815928,4
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,381623,2
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,9245512,2
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_OPTIMIZED-TEMPLATE,Generation,152699836,2
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_OPTIMIZED-TEMPLATE,Generation,11617096,2
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,16351,2
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,9491016,2
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,30965456,2
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,20228336,2
Time,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,656147016,2
Memory,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,9905032,2
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,52703268,2
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,1083757176,2
Time,BasicXform,1,StatisticBasedCase,1,5,BATCH_OPTIMIZED-TEMPLATE,Modification,80535,2
Memory,BasicXform,1,StatisticBasedCase,1,5,BATCH_OPTIMIZED-TEMPLATE,Modification,9905120,2
Time,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,450177821,2
Memory,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10029544,2
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,53101464,2
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1084138840,2
Time,BasicXform,2,StatisticBasedCase,1,7,BATCH_OPTIMIZED-TEMPLATE,Modification,84398,2
Memory,BasicXform,2,StatisticBasedCase,1,7,BATCH_OPTIMIZED-TEMPLATE,Modification,10029632,2
Time,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,445897778,2
Memory,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10161624,2
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,63979912,2
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1084296120,2
Time,BasicXform,3,StatisticBasedCase,1,9,BATCH_OPTIMIZED-TEMPLATE,Modification,95054,2
Memory,BasicXform,3,StatisticBasedCase,1,9,BATCH_OPTIMIZED-TEMPLATE,Modification,10161712,2
Time,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,452148580,2
Memory,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10287944,2
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1084395432,2
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,64095416,2
Time,BasicXform,4,StatisticBasedCase,1,11,BATCH_OPTIMIZED-TEMPLATE,Modification,95431,2
Memory,BasicXform,4,StatisticBasedCase,1,11,BATCH_OPTIMIZED-TEMPLATE,Modification,10288096,2
Time,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,459485868,2
Memory,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10435416,2
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1084538240,2
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,58840028,2
Time,BasicXform,5,StatisticBasedCase,1,13,BATCH_OPTIMIZED-TEMPLATE,Modification,76111,2
Memory,BasicXform,5,StatisticBasedCase,1,13,BATCH_OPTIMIZED-TEMPLATE,Modification,10435504,2
Time,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,467501478,2
Memory,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,10559976,2
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1183250496,2
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,611145924,2
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,381843,2
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,9499600,2
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,109637872,2
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,11320440,2
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,52998266,2
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,13198360,2
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,41951072,2
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,74163352,2
Time,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,58825518,2
Memory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,13775712,2
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,34673792,2
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,34673792,2
Time,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,215900,2
Memory,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13775840,2
Time,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,55282976,2
Memory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13781072,2
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35251472,2
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35251472,2
Time,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,153704,2
Memory,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13781040,2
Time,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,53926872,2
Memory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13786456,2
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35256672,2
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35256672,2
Time,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,231208,2
Memory,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13786464,2
Time,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,55221601,2
Memory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13792096,2
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,45999508,2
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56736920,2
Time,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,227020,2
Memory,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13792088,2
Time,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,53304398,2
Memory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13803768,2
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,46005156,2
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56742568,2
Time,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,166136,2
Memory,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13803736,2
Time,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,51189325,2
Memory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13811576,2
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56754248,2
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,46016808,2
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,325472,8
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,9460512,8
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,930054707,8
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,32558720,8
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,136087159,8
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,20866624,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,64245472,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,96457752,8
Time,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,98373274,8
Memory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,24139960,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,63816920,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,53079492,8
Time,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,457098,8
Memory,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,24143368,8
Time,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,90612557,8
Memory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,24249288,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,67094032,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,56356516,8
Time,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,282791,8
Memory,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,24254648,8
Time,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,77427972,8
Memory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,24269848,8
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,56467732,8
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,67205184,8
Time,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,321485,8
Memory,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,24271736,8
Time,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,73374833,8
Memory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,24279888,8
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,67222400,8
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,56484884,8
Time,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,256328,8
Memory,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,24281880,8
Time,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,72635723,8
Memory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,24487440,8
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,67232568,8
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,56495052,8
Time,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,257880,8
Memory,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,24489704,8
Time,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,69938397,8
Memory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,24493800,8
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,56702852,8
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,67440368,8
Time,BasicXform,1,StatisticBasedCase,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,302391,64
Memory,BasicXform,1,StatisticBasedCase,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,10234432,64
Time,BasicXform,1,StatisticBasedCase,3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,67153180751,64
Memory,BasicXform,1,StatisticBasedCase,3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,1721404360,64
Time,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,11769263925,64
Memory,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1008788240,64
AverageMemory,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1091876525,64
PeakMemory,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,2844996712,64
Time,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1803712297,64
Memory,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1062517728,64
AverageMemory,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1297703125,64
PeakMemory,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1553618696,64
Time,BasicXform,1,StatisticBasedCase,3,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,19021878,64
Memory,BasicXform,1,StatisticBasedCase,3,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1064340632,64
Time,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33491,64
Memory,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1064341512,64
PeakMemory,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1108924880,64
AverageMemory,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1108924880,64
Time,BasicXform,2,StatisticBasedCase,3,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2267025,64
Memory,BasicXform,2,StatisticBasedCase,3,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1064396560,64
Time,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,36801,64
Memory,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1064397440,64
AverageMemory,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1131624784,64
PeakMemory,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1154268792,64
Time,BasicXform,3,StatisticBasedCase,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1875853,64
Memory,BasicXform,3,StatisticBasedCase,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1064423320,64
Time,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,15835,64
Memory,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1064424200,64
PeakMemory,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1109007536,64
AverageMemory,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1065482304,64
Time,BasicXform,4,StatisticBasedCase,3,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1900547,64
Memory,BasicXform,4,StatisticBasedCase,3,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1064451176,64
Time,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,14599,64
Memory,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1064452080,64
PeakMemory,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1109035416,64
AverageMemory,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1079141672,64
Time,BasicXform,5,StatisticBasedCase,3,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1831220,64
Memory,BasicXform,5,StatisticBasedCase,3,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1064479064,64
Time,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16271,64
Memory,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1064479944,64
AverageMemory,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1086771712,64
PeakMemory,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1109063280,64
Time,BasicXform,1,StatisticBasedCase,2,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,229804,8
Memory,BasicXform,1,StatisticBasedCase,2,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,9307320,8
Time,BasicXform,1,StatisticBasedCase,2,2,BATCH_OPTIMIZED-TEMPLATE,Generation,955469527,8
Memory,BasicXform,1,StatisticBasedCase,2,2,BATCH_OPTIMIZED-TEMPLATE,Generation,32396176,8
Time,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,29973,8
Memory,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,10413464,8
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,42625296,8
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,31887856,8
Time,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,7475311626,8
Memory,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,12197208,8
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,809914510,8
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,1438104568,8
Time,BasicXform,1,StatisticBasedCase,2,5,BATCH_OPTIMIZED-TEMPLATE,Modification,265807,8
