Tool,MetricName,Iteration,Sequence,RunIndex,CaseName,Size,Scenario,MetricValue,PhaseName
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,2,4,StatisticBasedCase,16,BasicXform,4127144794,Generation
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,2,4,StatisticBasedCase,16,BasicXform,100126952,Generation
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,3,4,StatisticBasedCase,16,BasicXform,614262959,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,3,4,StatisticBasedCase,16,BasicXform,59459496,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,3,4,StatisticBasedCase,16,BasicXform,263846064,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,3,4,StatisticBasedCase,16,BasicXform,148377104,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,4,4,StatisticBasedCase,16,BasicXform,1221286750,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,4,4,StatisticBasedCase,16,BasicXform,138268792,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,4,4,StatisticBasedCase,16,BasicXform,267594637,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,4,4,StatisticBasedCase,16,BasicXform,392475064,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,5,4,StatisticBasedCase,16,BasicXform,2086247,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,5,4,StatisticBasedCase,16,BasicXform,138311712,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,6,4,StatisticBasedCase,16,BasicXform,3888,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,6,4,StatisticBasedCase,16,BasicXform,138312592,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,6,4,StatisticBasedCase,16,BasicXform,179938800,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,6,4,StatisticBasedCase,16,BasicXform,159125796,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,2,7,4,StatisticBasedCase,16,BasicXform,2145039,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,2,7,4,StatisticBasedCase,16,BasicXform,138367768,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,2,8,4,StatisticBasedCase,16,BasicXform,3954,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,2,8,4,StatisticBasedCase,16,BasicXform,138368648,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,2,8,4,StatisticBasedCase,16,BasicXform,179994856,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,2,8,4,StatisticBasedCase,16,BasicXform,159181852,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,3,9,4,StatisticBasedCase,16,BasicXform,1589269,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,3,9,4,StatisticBasedCase,16,BasicXform,138391952,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,3,10,4,StatisticBasedCase,16,BasicXform,4126,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,3,10,4,StatisticBasedCase,16,BasicXform,138392832,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,3,10,4,StatisticBasedCase,16,BasicXform,159206036,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,3,10,4,StatisticBasedCase,16,BasicXform,180019040,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,4,11,4,StatisticBasedCase,16,BasicXform,1841201,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,4,11,4,StatisticBasedCase,16,BasicXform,138417392,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,4,12,4,StatisticBasedCase,16,BasicXform,4169,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,4,12,4,StatisticBasedCase,16,BasicXform,138418496,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,4,12,4,StatisticBasedCase,16,BasicXform,180044504,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,4,12,4,StatisticBasedCase,16,BasicXform,159231500,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,5,13,4,StatisticBasedCase,16,BasicXform,1445349,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,5,13,4,StatisticBasedCase,16,BasicXform,138442496,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,5,14,4,StatisticBasedCase,16,BasicXform,4166,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,5,14,4,StatisticBasedCase,16,BasicXform,138443376,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,5,14,4,StatisticBasedCase,16,BasicXform,159256580,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,5,14,4,StatisticBasedCase,16,BasicXform,180069584,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,1,3,StatisticBasedCase,8,BasicXform,353989,EMFResourceInitialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,1,3,StatisticBasedCase,8,BasicXform,9615296,EMFResourceInitialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,2,3,StatisticBasedCase,8,BasicXform,928100280,Generation
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,2,3,StatisticBasedCase,8,BasicXform,32708736,Generation
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,3,3,StatisticBasedCase,8,BasicXform,66650063,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,3,3,StatisticBasedCase,8,BasicXform,16094336,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,3,3,StatisticBasedCase,8,BasicXform,85881128,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,3,3,StatisticBasedCase,8,BasicXform,53668840,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,4,3,StatisticBasedCase,8,BasicXform,100035960,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,4,3,StatisticBasedCase,8,BasicXform,21283208,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,4,3,StatisticBasedCase,8,BasicXform,59044576,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,4,3,StatisticBasedCase,8,BasicXform,48307132,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,5,3,StatisticBasedCase,8,BasicXform,564783,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,5,3,StatisticBasedCase,8,BasicXform,21302000,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,6,3,StatisticBasedCase,8,BasicXform,100941011,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,6,3,StatisticBasedCase,8,BasicXform,22654264,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,6,3,StatisticBasedCase,8,BasicXform,85727360,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,6,3,StatisticBasedCase,8,BasicXform,53515092,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,2,7,3,StatisticBasedCase,8,BasicXform,400481,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,2,7,3,StatisticBasedCase,8,BasicXform,22659896,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,2,8,3,StatisticBasedCase,8,BasicXform,95055868,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,2,8,3,StatisticBasedCase,8,BasicXform,23939248,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,2,8,3,StatisticBasedCase,8,BasicXform,87085280,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,2,8,3,StatisticBasedCase,8,BasicXform,54873000,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,3,9,3,StatisticBasedCase,8,BasicXform,301833,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,3,9,3,StatisticBasedCase,8,BasicXform,23943992,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,3,10,3,StatisticBasedCase,8,BasicXform,86530450,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,3,10,3,StatisticBasedCase,8,BasicXform,25286112,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,3,10,3,StatisticBasedCase,8,BasicXform,66894576,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,3,10,3,StatisticBasedCase,8,BasicXform,56157124,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,4,11,3,StatisticBasedCase,8,BasicXform,379156,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,4,11,3,StatisticBasedCase,8,BasicXform,25290920,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,4,12,3,StatisticBasedCase,8,BasicXform,93750947,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,4,12,3,StatisticBasedCase,8,BasicXform,26710616,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,4,12,3,StatisticBasedCase,8,BasicXform,68241464,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,4,12,3,StatisticBasedCase,8,BasicXform,57504044,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,5,13,3,StatisticBasedCase,8,BasicXform,303824,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,5,13,3,StatisticBasedCase,8,BasicXform,26715504,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,5,14,3,StatisticBasedCase,8,BasicXform,82234777,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,5,14,3,StatisticBasedCase,8,BasicXform,27989208,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,5,14,3,StatisticBasedCase,8,BasicXform,58928596,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,5,14,3,StatisticBasedCase,8,BasicXform,91140864,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Time,1,1,5,StatisticBasedCase,1,BasicXform,602359,EMFResourceInitialization
BATCH_SIMPLE-TEMPLATE,Memory,1,1,5,StatisticBasedCase,1,BasicXform,9324200,EMFResourceInitialization
BATCH_SIMPLE-TEMPLATE,Time,1,2,5,StatisticBasedCase,1,BasicXform,72723942,Generation
BATCH_SIMPLE-TEMPLATE,Memory,1,2,5,StatisticBasedCase,1,BasicXform,10499344,Generation
BATCH_SIMPLE-TEMPLATE,Time,1,3,5,StatisticBasedCase,1,BasicXform,12098,Initialization
BATCH_SIMPLE-TEMPLATE,Memory,1,3,5,StatisticBasedCase,1,BasicXform,9439880,Initialization
BATCH_SIMPLE-TEMPLATE,PeakMemory,1,3,5,StatisticBasedCase,1,BasicXform,30914664,Initialization
BATCH_SIMPLE-TEMPLATE,AverageMemory,1,3,5,StatisticBasedCase,1,BasicXform,20177372,Initialization
BATCH_SIMPLE-TEMPLATE,Time,1,4,5,StatisticBasedCase,1,BasicXform,373175195,M2MTransformation1
BATCH_SIMPLE-TEMPLATE,Memory,1,4,5,StatisticBasedCase,1,BasicXform,9531808,M2MTransformation1
BATCH_SIMPLE-TEMPLATE,PeakMemory,1,4,5,StatisticBasedCase,1,BasicXform,374514552,M2MTransformation1
BATCH_SIMPLE-TEMPLATE,AverageMemory,1,4,5,StatisticBasedCase,1,BasicXform,202714892,M2MTransformation1
BATCH_SIMPLE-TEMPLATE,Time,1,5,5,StatisticBasedCase,1,BasicXform,73968,Modification
BATCH_SIMPLE-TEMPLATE,Memory,1,5,5,StatisticBasedCase,1,BasicXform,9531912,Modification
BATCH_SIMPLE-TEMPLATE,Time,1,6,5,StatisticBasedCase,1,BasicXform,395245162,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Memory,1,6,5,StatisticBasedCase,1,BasicXform,9534160,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,AverageMemory,1,6,5,StatisticBasedCase,1,BasicXform,213545092,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,PeakMemory,1,6,5,StatisticBasedCase,1,BasicXform,417557448,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Time,2,7,5,StatisticBasedCase,1,BasicXform,49618,Modification
BATCH_SIMPLE-TEMPLATE,Memory,2,7,5,StatisticBasedCase,1,BasicXform,9534264,Modification
BATCH_SIMPLE-TEMPLATE,Time,2,8,5,StatisticBasedCase,1,BasicXform,419678895,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Memory,2,8,5,StatisticBasedCase,1,BasicXform,9536744,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,AverageMemory,2,8,5,StatisticBasedCase,1,BasicXform,213548240,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,PeakMemory,2,8,5,StatisticBasedCase,1,BasicXform,417561392,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Time,3,9,5,StatisticBasedCase,1,BasicXform,92868,Modification
BATCH_SIMPLE-TEMPLATE,Memory,3,9,5,StatisticBasedCase,1,BasicXform,9536848,Modification
BATCH_SIMPLE-TEMPLATE,Time,3,10,5,StatisticBasedCase,1,BasicXform,439188700,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Memory,3,10,5,StatisticBasedCase,1,BasicXform,9539096,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,PeakMemory,3,10,5,StatisticBasedCase,1,BasicXform,417562328,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,AverageMemory,3,10,5,StatisticBasedCase,1,BasicXform,224287428,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Time,4,11,5,StatisticBasedCase,1,BasicXform,79620,Modification
BATCH_SIMPLE-TEMPLATE,Memory,4,11,5,StatisticBasedCase,1,BasicXform,9539224,Modification
BATCH_SIMPLE-TEMPLATE,Time,4,12,5,StatisticBasedCase,1,BasicXform,460468466,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Memory,4,12,5,StatisticBasedCase,1,BasicXform,9541856,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,AverageMemory,4,12,5,StatisticBasedCase,1,BasicXform,224290756,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,PeakMemory,4,12,5,StatisticBasedCase,1,BasicXform,417566584,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Time,5,13,5,StatisticBasedCase,1,BasicXform,113022,Modification
BATCH_SIMPLE-TEMPLATE,Memory,5,13,5,StatisticBasedCase,1,BasicXform,9542000,Modification
BATCH_SIMPLE-TEMPLATE,Time,5,14,5,StatisticBasedCase,1,BasicXform,484564832,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,Memory,5,14,5,StatisticBasedCase,1,BasicXform,9544288,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,AverageMemory,5,14,5,StatisticBasedCase,1,BasicXform,235030340,M2MTransformation2
BATCH_SIMPLE-TEMPLATE,PeakMemory,5,14,5,StatisticBasedCase,1,BasicXform,439043000,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,1,4,StatisticBasedCase,32,BasicXform,247447,EMFResourceInitialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,1,4,StatisticBasedCase,32,BasicXform,10210008,EMFResourceInitialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,2,4,StatisticBasedCase,32,BasicXform,8830909031,Generation
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,2,4,StatisticBasedCase,32,BasicXform,180137192,Generation
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,3,4,StatisticBasedCase,32,BasicXform,1424068405,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,3,4,StatisticBasedCase,32,BasicXform,140495240,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,3,4,StatisticBasedCase,32,BasicXform,563924424,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,3,4,StatisticBasedCase,32,BasicXform,328015352,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,4,4,StatisticBasedCase,32,BasicXform,1722869293,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,4,4,StatisticBasedCase,32,BasicXform,240227744,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,4,4,StatisticBasedCase,32,BasicXform,383695440,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,4,4,StatisticBasedCase,32,BasicXform,571397928,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,5,4,StatisticBasedCase,32,BasicXform,2379276,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,5,4,StatisticBasedCase,32,BasicXform,240264480,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,6,4,StatisticBasedCase,32,BasicXform,3853,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,6,4,StatisticBasedCase,32,BasicXform,240265360,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,6,4,StatisticBasedCase,32,BasicXform,282935680,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,6,4,StatisticBasedCase,32,BasicXform,261600620,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,2,7,4,StatisticBasedCase,32,BasicXform,2572226,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,2,7,4,StatisticBasedCase,32,BasicXform,240340128,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,2,8,4,StatisticBasedCase,32,BasicXform,4252,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,2,8,4,StatisticBasedCase,32,BasicXform,240341008,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,2,8,4,StatisticBasedCase,32,BasicXform,283011328,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,2,8,4,StatisticBasedCase,32,BasicXform,283011328,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,3,9,4,StatisticBasedCase,32,BasicXform,1861924,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,3,9,4,StatisticBasedCase,32,BasicXform,240370336,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,3,10,4,StatisticBasedCase,32,BasicXform,4119,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,3,10,4,StatisticBasedCase,32,BasicXform,240371416,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,3,10,4,StatisticBasedCase,32,BasicXform,283041536,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,3,10,4,StatisticBasedCase,32,BasicXform,261706476,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,4,11,4,StatisticBasedCase,32,BasicXform,1900515,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,4,11,4,StatisticBasedCase,32,BasicXform,240400832,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,4,12,4,StatisticBasedCase,32,BasicXform,4025,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,4,12,4,StatisticBasedCase,32,BasicXform,240401736,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,4,12,4,StatisticBasedCase,32,BasicXform,283072056,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,4,12,4,StatisticBasedCase,32,BasicXform,261736996,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,5,13,4,StatisticBasedCase,32,BasicXform,1806729,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,5,13,4,StatisticBasedCase,32,BasicXform,240431896,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,5,14,4,StatisticBasedCase,32,BasicXform,4297,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,5,14,4,StatisticBasedCase,32,BasicXform,240432776,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,5,14,4,StatisticBasedCase,32,BasicXform,283103096,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,5,14,4,StatisticBasedCase,32,BasicXform,261768036,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,1,4,StatisticBasedCase,4,BasicXform,497023,EMFResourceInitialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,1,4,StatisticBasedCase,4,BasicXform,9570576,EMFResourceInitialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,2,4,StatisticBasedCase,4,BasicXform,257352949,Generation
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,2,4,StatisticBasedCase,4,BasicXform,16170488,Generation
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,3,4,StatisticBasedCase,4,BasicXform,41245353,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,3,4,StatisticBasedCase,4,BasicXform,12737736,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,3,4,StatisticBasedCase,4,BasicXform,63768464,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,3,4,StatisticBasedCase,4,BasicXform,42293600,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,4,4,StatisticBasedCase,4,BasicXform,56376474,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,4,4,StatisticBasedCase,4,BasicXform,15114200,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,4,4,StatisticBasedCase,4,BasicXform,34213040,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,4,4,StatisticBasedCase,4,BasicXform,34213040,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,5,4,StatisticBasedCase,4,BasicXform,488784,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,5,4,StatisticBasedCase,4,BasicXform,15122256,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,6,4,StatisticBasedCase,4,BasicXform,57197987,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,6,4,StatisticBasedCase,4,BasicXform,15777000,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,6,4,StatisticBasedCase,4,BasicXform,36597888,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,6,4,StatisticBasedCase,4,BasicXform,36597888,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,2,7,4,StatisticBasedCase,4,BasicXform,360903,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,2,7,4,StatisticBasedCase,4,BasicXform,15781584,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,2,8,4,StatisticBasedCase,4,BasicXform,50946520,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,2,8,4,StatisticBasedCase,4,BasicXform,16396344,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,2,8,4,StatisticBasedCase,4,BasicXform,37257216,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,2,8,4,StatisticBasedCase,4,BasicXform,37257216,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,3,9,4,StatisticBasedCase,4,BasicXform,387145,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,3,9,4,StatisticBasedCase,4,BasicXform,16406976,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,3,10,4,StatisticBasedCase,4,BasicXform,46552230,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,3,10,4,StatisticBasedCase,4,BasicXform,17057200,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,3,10,4,StatisticBasedCase,4,BasicXform,37882608,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,3,10,4,StatisticBasedCase,4,BasicXform,37882608,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,4,11,4,StatisticBasedCase,4,BasicXform,349218,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,4,11,4,StatisticBasedCase,4,BasicXform,17062368,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,4,12,4,StatisticBasedCase,4,BasicXform,42683141,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,4,12,4,StatisticBasedCase,4,BasicXform,17768320,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,4,12,4,StatisticBasedCase,4,BasicXform,38538024,M2MTransformation2
