MetricName,Sequence,Tool,Iteration,RunIndex,MetricValue,Scenario,CaseName,Size,PhaseName
AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,2,952153250,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,536124,BasicXform,StatisticBasedCase,64,Modification
Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,214780528,BasicXform,StatisticBasedCase,64,Modification
Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,1055586553,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,214789248,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,960431498,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2,1398893288,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,534203,BasicXform,StatisticBasedCase,64,Modification
Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,214789064,BasicXform,StatisticBasedCase,64,Modification
Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,1053968307,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,214791376,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,959284981,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,2,1363438888,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,242516,BasicXform,StatisticBasedCase,16,EMFResourceInitialization
Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,9687432,BasicXform,StatisticBasedCase,16,EMFResourceInitialization
Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,3450631666,BasicXform,StatisticBasedCase,16,Generation
Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,101416112,BasicXform,StatisticBasedCase,16,Generation
Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,198324325,BasicXform,StatisticBasedCase,16,Initialization
Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,17124184,BasicXform,StatisticBasedCase,16,Initialization
PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,118903936,BasicXform,StatisticBasedCase,16,Initialization
AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,86907188,BasicXform,StatisticBasedCase,16,Initialization
Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,369189652,BasicXform,StatisticBasedCase,16,M2MTransformation1
Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,22586672,BasicXform,StatisticBasedCase,16,M2MTransformation1
PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,272236784,BasicXform,StatisticBasedCase,16,M2MTransformation1
AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,165940108,BasicXform,StatisticBasedCase,16,M2MTransformation1
Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,372714,BasicXform,StatisticBasedCase,16,Modification
Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,22586688,BasicXform,StatisticBasedCase,16,Modification
Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,375784102,BasicXform,StatisticBasedCase,16,M2MTransformation2
Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,22598792,BasicXform,StatisticBasedCase,16,M2MTransformation2
PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,363167776,BasicXform,StatisticBasedCase,16,M2MTransformation2
AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,3,192662100,BasicXform,StatisticBasedCase,16,M2MTransformation2
Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,3,380307,BasicXform,StatisticBasedCase,16,Modification
Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,3,22597592,BasicXform,StatisticBasedCase,16,Modification
Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,3,339460575,BasicXform,StatisticBasedCase,16,M2MTransformation2
Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,3,22608416,BasicXform,StatisticBasedCase,16,M2MTransformation2
AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,3,171413764,BasicXform,StatisticBasedCase,16,M2MTransformation2
PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,3,277710504,BasicXform,StatisticBasedCase,16,M2MTransformation2
Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,3,313203,BasicXform,StatisticBasedCase,16,Modification
Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,3,22606192,BasicXform,StatisticBasedCase,16,Modification
Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,3,286455605,BasicXform,StatisticBasedCase,16,M2MTransformation2
Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,3,22629616,BasicXform,StatisticBasedCase,16,M2MTransformation2
PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,3,277718960,BasicXform,StatisticBasedCase,16,M2MTransformation2
AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,3,171422292,BasicXform,StatisticBasedCase,16,M2MTransformation2
Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3,269867,BasicXform,StatisticBasedCase,16,Modification
Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3,22629440,BasicXform,StatisticBasedCase,16,Modification
Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3,269431296,BasicXform,StatisticBasedCase,16,M2MTransformation2
Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3,22635288,BasicXform,StatisticBasedCase,16,M2MTransformation2
AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3,171445648,BasicXform,StatisticBasedCase,16,M2MTransformation2
PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3,277742400,BasicXform,StatisticBasedCase,16,M2MTransformation2
Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,3,255111,BasicXform,StatisticBasedCase,16,Modification
Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,3,22635112,BasicXform,StatisticBasedCase,16,Modification
Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,3,259914087,BasicXform,StatisticBasedCase,16,M2MTransformation2
Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,3,22638976,BasicXform,StatisticBasedCase,16,M2MTransformation2
PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,3,277747872,BasicXform,StatisticBasedCase,16,M2MTransformation2
AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,3,171451208,BasicXform,StatisticBasedCase,16,M2MTransformation2
Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,303234,BasicXform,StatisticBasedCase,64,EMFResourceInitialization
Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,10226064,BasicXform,StatisticBasedCase,64,EMFResourceInitialization
Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,68963301257,BasicXform,StatisticBasedCase,64,Generation
Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,1727967904,BasicXform,StatisticBasedCase,64,Generation
Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,3203238432,BasicXform,StatisticBasedCase,64,Initialization
Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,184283224,BasicXform,StatisticBasedCase,64,Initialization
AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,607860003,BasicXform,StatisticBasedCase,64,Initialization
PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,1005596584,BasicXform,StatisticBasedCase,64,Initialization
Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,1378672476,BasicXform,StatisticBasedCase,64,M2MTransformation1
Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,214745800,BasicXform,StatisticBasedCase,64,M2MTransformation1
AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,812217381,BasicXform,StatisticBasedCase,64,M2MTransformation1
PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,1294381352,BasicXform,StatisticBasedCase,64,M2MTransformation1
Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,992757,BasicXform,StatisticBasedCase,64,Modification
Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,214744824,BasicXform,StatisticBasedCase,64,Modification
Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,1235628174,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,214760456,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,874904546,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,1,1322469880,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,2398273,BasicXform,StatisticBasedCase,64,Modification
Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,214760152,BasicXform,StatisticBasedCase,64,Modification
Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,1253385428,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,214765736,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,1315012096,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,1,859352584,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,538279,BasicXform,StatisticBasedCase,64,Modification
Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,214765528,BasicXform,StatisticBasedCase,64,Modification
Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,1095670049,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,214767136,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,922847954,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,1,1345102568,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,512121,BasicXform,StatisticBasedCase,64,Modification
Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,214766952,BasicXform,StatisticBasedCase,64,Modification
Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,1092734739,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,214779288,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,920740456,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1,1306819288,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,523461,BasicXform,StatisticBasedCase,64,Modification
Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,214779104,BasicXform,StatisticBasedCase,64,Modification
Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,1093161519,BasicXform,StatisticBasedCase,64,M2MTransformation2
Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,214781632,BasicXform,StatisticBasedCase,64,M2MTransformation2
AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,919359304,BasicXform,StatisticBasedCase,64,M2MTransformation2
PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1,1304676144,BasicXform,StatisticBasedCase,64,M2MTransformation2
Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,812615,BasicXform,StatisticBasedCase,8,EMFResourceInitialization
Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,9558072,BasicXform,StatisticBasedCase,8,EMFResourceInitialization
Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,537264629,BasicXform,StatisticBasedCase,8,Generation
Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,20901016,BasicXform,StatisticBasedCase,8,Generation
Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,80244768,BasicXform,StatisticBasedCase,8,Initialization
Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,19214448,BasicXform,StatisticBasedCase,8,Initialization
AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,53575016,BasicXform,StatisticBasedCase,8,Initialization
PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,75049864,BasicXform,StatisticBasedCase,8,Initialization
Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,69210212,BasicXform,StatisticBasedCase,8,M2MTransformation1
Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,24396184,BasicXform,StatisticBasedCase,8,M2MTransformation1
AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,51427400,BasicXform,StatisticBasedCase,8,M2MTransformation1
PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,62164920,BasicXform,StatisticBasedCase,8,M2MTransformation1
Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,302281,BasicXform,StatisticBasedCase,8,Modification
Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,24403872,BasicXform,StatisticBasedCase,8,Modification
Time,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,80630097,BasicXform,StatisticBasedCase,8,M2MTransformation2
Memory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,24509880,BasicXform,StatisticBasedCase,8,M2MTransformation2
PeakMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,67354328,BasicXform,StatisticBasedCase,8,M2MTransformation2
AverageMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,56616916,BasicXform,StatisticBasedCase,8,M2MTransformation2
Time,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,394647,BasicXform,StatisticBasedCase,8,Modification
Memory,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,24512824,BasicXform,StatisticBasedCase,8,Modification
Time,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,86007617,BasicXform,StatisticBasedCase,8,M2MTransformation2
Memory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,24524472,BasicXform,StatisticBasedCase,8,M2MTransformation2
AverageMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,67463308,BasicXform,StatisticBasedCase,8,M2MTransformation2
PeakMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,88938160,BasicXform,StatisticBasedCase,8,M2MTransformation2
Time,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,480887,BasicXform,StatisticBasedCase,8,Modification
Memory,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,24527336,BasicXform,StatisticBasedCase,8,Modification
Time,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,137219576,BasicXform,StatisticBasedCase,8,M2MTransformation2
Memory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,24537104,BasicXform,StatisticBasedCase,8,M2MTransformation2
PeakMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,88952680,BasicXform,StatisticBasedCase,8,M2MTransformation2
AverageMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,56740396,BasicXform,StatisticBasedCase,8,M2MTransformation2
Time,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,460215,BasicXform,StatisticBasedCase,8,Modification
Memory,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,24540144,BasicXform,StatisticBasedCase,8,Modification
Time,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,65197219,BasicXform,StatisticBasedCase,8,M2MTransformation2
Memory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,24747544,BasicXform,StatisticBasedCase,8,M2MTransformation2
PeakMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,88981880,BasicXform,StatisticBasedCase,8,M2MTransformation2
AverageMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,56761412,BasicXform,StatisticBasedCase,8,M2MTransformation2
Time,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,423542,BasicXform,StatisticBasedCase,8,Modification
Memory,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,24750560,BasicXform,StatisticBasedCase,8,Modification
Time,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,59723893,BasicXform,StatisticBasedCase,8,M2MTransformation2
Memory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,24759632,BasicXform,StatisticBasedCase,8,M2MTransformation2
AverageMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,56963628,BasicXform,StatisticBasedCase,8,M2MTransformation2
PeakMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,67701064,BasicXform,StatisticBasedCase,8,M2MTransformation2
Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,138717,BasicXform,StatisticBasedCase,1,EMFResourceInitialization
Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,9593016,BasicXform,StatisticBasedCase,1,EMFResourceInitialization
Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,48882822,BasicXform,StatisticBasedCase,1,Generation
Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,10869832,BasicXform,StatisticBasedCase,1,Generation
Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,44096678,BasicXform,StatisticBasedCase,1,Initialization
Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12044904,BasicXform,StatisticBasedCase,1,Initialization
PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,74127696,BasicXform,StatisticBasedCase,1,Initialization
AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,41915416,BasicXform,StatisticBasedCase,1,Initialization
Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,26104532,BasicXform,StatisticBasedCase,1,M2MTransformation1
Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12746416,BasicXform,StatisticBasedCase,1,M2MTransformation1
PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,44257768,BasicXform,StatisticBasedCase,1,M2MTransformation1
AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,33520328,BasicXform,StatisticBasedCase,1,M2MTransformation1
Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2360568,BasicXform,StatisticBasedCase,1,Modification
Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12833888,BasicXform,StatisticBasedCase,1,Modification
Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,18730,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12834760,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34309520,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34309520,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,1925021,BasicXform,StatisticBasedCase,1,Modification
Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,12860952,BasicXform,StatisticBasedCase,1,Modification
Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,18832,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,12861824,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,55811440,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,34336584,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,2035965,BasicXform,StatisticBasedCase,1,Modification
Memory,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,12889688,BasicXform,StatisticBasedCase,1,Modification
Time,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,19711,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,12890560,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,23628040,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,34365320,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,5637458,BasicXform,StatisticBasedCase,1,Modification
Memory,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,12917888,BasicXform,StatisticBasedCase,1,Modification
Time,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,17853,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,12918784,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,34393544,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,34393544,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,1913293,BasicXform,StatisticBasedCase,1,Modification
Memory,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,12947432,BasicXform,StatisticBasedCase,1,Modification
Time,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,18587,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,12949104,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,23685784,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,34423064,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,159600,BasicXform,StatisticBasedCase,2,EMFResourceInitialization
Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,9524400,BasicXform,StatisticBasedCase,2,EMFResourceInitialization
Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,95757479,BasicXform,StatisticBasedCase,2,Generation
Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,12111496,BasicXform,StatisticBasedCase,2,Generation
Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,52908982,BasicXform,StatisticBasedCase,2,Initialization
Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,12641880,BasicXform,StatisticBasedCase,2,Initialization
AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,52715348,BasicXform,StatisticBasedCase,2,Initialization
PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,74190184,BasicXform,StatisticBasedCase,2,Initialization
Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,52719821,BasicXform,StatisticBasedCase,2,M2MTransformation1
Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,13736224,BasicXform,StatisticBasedCase,2,M2MTransformation1
