Size,RunIndex,Tool,PhaseName,MetricName,Sequence,MetricValue,Scenario,Iteration,CaseName
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,11,4025091944,ToolChainPerformance,2,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,12,15122867,ToolChainPerformance,2,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,12,4025091944,ToolChainPerformance,2,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,13,7533140,ToolChainPerformance,3,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,13,4025091944,ToolChainPerformance,3,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,14,6326,ToolChainPerformance,3,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,14,4025091944,ToolChainPerformance,3,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,15,22546962,ToolChainPerformance,3,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,15,4038952832,ToolChainPerformance,3,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,16,6455754,ToolChainPerformance,4,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,16,4038952832,ToolChainPerformance,4,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,17,6400,ToolChainPerformance,4,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,17,4038952832,ToolChainPerformance,4,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,18,29456514,ToolChainPerformance,4,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,18,4038952832,ToolChainPerformance,4,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,19,6215858,ToolChainPerformance,5,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,19,4038952832,ToolChainPerformance,5,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,20,6865,ToolChainPerformance,5,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,20,4038952832,ToolChainPerformance,5,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,21,35646115,ToolChainPerformance,5,StatisticBasedCase
64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,21,4052901752,ToolChainPerformance,5,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Time,1,515430,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Memory,1,53231360,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Time,2,998219573,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Memory,2,557159792,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Time,3,87098398,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Time,4,147332792,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Memory,4,663699432,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation1,Time,5,2717667618,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation1,Memory,5,331482592,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EmptyChangeMonitorInitialization,Time,6,391,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EmptyChangeMonitorInitialization,Memory,6,331482592,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,7,390730,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,7,331482592,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,8,108035243,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,8,372361232,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,9,2667765041,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,9,1113256712,ToolChainPerformance,1,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,10,361105,ToolChainPerformance,2,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,10,1113256712,ToolChainPerformance,2,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,11,125502099,ToolChainPerformance,2,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,11,155287920,ToolChainPerformance,2,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,12,2497691552,ToolChainPerformance,2,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,12,894831648,ToolChainPerformance,2,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,13,344573,ToolChainPerformance,3,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,13,894831648,ToolChainPerformance,3,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,14,92127525,ToolChainPerformance,3,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,14,955720400,ToolChainPerformance,3,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,15,2340850809,ToolChainPerformance,3,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,15,655283056,ToolChainPerformance,3,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,16,300676,ToolChainPerformance,4,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,16,655283056,ToolChainPerformance,4,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,17,92398986,ToolChainPerformance,4,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,17,736468000,ToolChainPerformance,4,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,18,2294361074,ToolChainPerformance,4,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,18,407420760,ToolChainPerformance,4,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,19,297737,ToolChainPerformance,5,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,19,407420760,ToolChainPerformance,5,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,20,97732936,ToolChainPerformance,5,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,20,489742304,ToolChainPerformance,5,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Time,21,2207369681,ToolChainPerformance,5,StatisticBasedCase
8,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2TTransformation2,Memory,21,1213662408,ToolChainPerformance,5,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,EMFResourceInitialization,Time,1,430143,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,EMFResourceInitialization,Memory,1,53332784,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Generation,Time,2,140779112,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Generation,Memory,2,53332784,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Initialization,Time,3,41834798,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation1,Time,4,31378361,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation1,Memory,4,73574064,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation1,Time,5,330402669,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation1,Memory,5,165624256,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,EmptyChangeMonitorInitialization,Time,6,297,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,EmptyChangeMonitorInitialization,Memory,6,165624256,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,7,252407,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,7,165624256,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,8,32099197,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,8,165624256,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,9,310551266,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,9,246590832,ToolChainPerformance,1,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,10,186496,ToolChainPerformance,2,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,10,246590832,ToolChainPerformance,2,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,11,28252411,ToolChainPerformance,2,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,11,246590832,ToolChainPerformance,2,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,12,324232864,ToolChainPerformance,2,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,12,327557360,ToolChainPerformance,2,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,13,150345,ToolChainPerformance,3,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,13,327557360,ToolChainPerformance,3,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,14,30292876,ToolChainPerformance,3,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,14,327557360,ToolChainPerformance,3,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,15,315283996,ToolChainPerformance,3,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,15,408523896,ToolChainPerformance,3,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,16,171504,ToolChainPerformance,4,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,16,408523896,ToolChainPerformance,4,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,17,25965814,ToolChainPerformance,4,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,17,428765168,ToolChainPerformance,4,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,18,320364955,ToolChainPerformance,4,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,18,489491048,ToolChainPerformance,4,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,19,159097,ToolChainPerformance,5,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,19,489491048,ToolChainPerformance,5,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,20,26453538,ToolChainPerformance,5,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,20,509732328,ToolChainPerformance,5,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,21,329165933,ToolChainPerformance,5,StatisticBasedCase
1,3,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,21,590697496,ToolChainPerformance,5,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,EMFResourceInitialization,Time,1,763669,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,EMFResourceInitialization,Memory,1,41628688,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Generation,Time,2,362917012,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Generation,Memory,2,162914752,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,Time,3,114169242,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,Time,4,92269595,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,Memory,4,214894680,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation1,Time,5,1327527270,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation1,Memory,5,549648832,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,ChangeMonitorInitialization,Time,6,24569257,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,ChangeMonitorInitialization,Memory,6,549648832,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Time,7,430058,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Memory,7,549648832,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Time,8,32075671,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Memory,8,566975384,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Time,9,52511180,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Memory,9,566975384,ToolChainPerformance,1,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Time,10,371731,ToolChainPerformance,2,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Memory,10,566975384,ToolChainPerformance,2,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Time,11,26931640,ToolChainPerformance,2,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Memory,11,584301944,ToolChainPerformance,2,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Time,12,61219452,ToolChainPerformance,2,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Memory,12,584301944,ToolChainPerformance,2,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Time,13,332418,ToolChainPerformance,3,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Memory,13,584301944,ToolChainPerformance,3,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Time,14,24850650,ToolChainPerformance,3,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Memory,14,601628496,ToolChainPerformance,3,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Time,15,68740598,ToolChainPerformance,3,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Memory,15,618955056,ToolChainPerformance,3,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Time,16,339925,ToolChainPerformance,4,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Memory,16,618955056,ToolChainPerformance,4,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Time,17,25333144,ToolChainPerformance,4,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Memory,17,618955056,ToolChainPerformance,4,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Time,18,79183616,ToolChainPerformance,4,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Memory,18,636285136,ToolChainPerformance,4,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Time,19,338905,ToolChainPerformance,5,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,Memory,19,636285136,ToolChainPerformance,5,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Time,20,25197359,ToolChainPerformance,5,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,Memory,20,653611696,ToolChainPerformance,5,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Time,21,83664403,ToolChainPerformance,5,StatisticBasedCase
4,5,INCR_VIATRA_AGGREGATED-TEMPLATE,M2TTransformation2,Memory,21,670939464,ToolChainPerformance,5,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,Time,1,411742,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,Memory,1,51360008,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Generation,Time,2,1052401230,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Generation,Memory,2,545522824,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,Time,3,204080017,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,Time,4,581656866,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,Memory,4,889292704,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation1,Time,5,3060776160,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation1,Memory,5,645879448,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,ChangeMonitorInitialization,Time,6,50856008,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,ChangeMonitorInitialization,Memory,6,666720248,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Time,7,3264789,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Memory,7,666720248,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,8,1808,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,8,666720248,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,9,11698943,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,9,666720248,ToolChainPerformance,1,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Time,10,3328903,ToolChainPerformance,2,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Memory,10,666720248,ToolChainPerformance,2,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,11,1749,ToolChainPerformance,2,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,11,666720248,ToolChainPerformance,2,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,12,20004867,ToolChainPerformance,2,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,12,666720248,ToolChainPerformance,2,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Time,13,2544179,ToolChainPerformance,3,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Memory,13,666720248,ToolChainPerformance,3,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,14,1985,ToolChainPerformance,3,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,14,666720248,ToolChainPerformance,3,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,15,28110072,ToolChainPerformance,3,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,15,687568352,ToolChainPerformance,3,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Time,16,2099559,ToolChainPerformance,4,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Memory,16,687568352,ToolChainPerformance,4,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,17,1794,ToolChainPerformance,4,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,17,687568352,ToolChainPerformance,4,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,18,35463198,ToolChainPerformance,4,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,18,687568352,ToolChainPerformance,4,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Time,19,2117576,ToolChainPerformance,5,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,Memory,19,687568352,ToolChainPerformance,5,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,20,1874,ToolChainPerformance,5,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,20,687568352,ToolChainPerformance,5,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,21,43297108,ToolChainPerformance,5,StatisticBasedCase
8,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,21,687568352,ToolChainPerformance,5,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,EMFResourceInitialization,Time,1,214390,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,EMFResourceInitialization,Memory,1,52474928,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,Generation,Time,2,3206232474,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,Generation,Memory,2,1185305952,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,Initialization,Time,3,12366,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,M2MTransformation1,Time,4,34430062020,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,M2MTransformation1,Memory,4,453740096,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,M2TTransformation1,Time,5,5723291885,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,M2TTransformation1,Memory,5,2228972568,ToolChainPerformance,1,StatisticBasedCase
16,2,BATCH_OPTIMIZED-JDT,EmptyChangeMonitorInitialization,Time,6,156,ToolChainPerformance,1,StatisticBasedCase
