Size,RunIndex,Tool,PhaseName,MetricName,Sequence,MetricValue,Scenario,Iteration,CaseName
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,7,418660736,ToolChainPerformance,1,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,8,1879,ToolChainPerformance,1,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,8,418660736,ToolChainPerformance,1,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,9,10950842,ToolChainPerformance,1,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,9,418660736,ToolChainPerformance,1,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,10,2614769,ToolChainPerformance,2,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,10,418660736,ToolChainPerformance,2,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,11,2222,ToolChainPerformance,2,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,11,418660736,ToolChainPerformance,2,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,12,18674881,ToolChainPerformance,2,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,12,418660736,ToolChainPerformance,2,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,13,2376234,ToolChainPerformance,3,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,13,418660736,ToolChainPerformance,3,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,14,1881,ToolChainPerformance,3,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,14,418660736,ToolChainPerformance,3,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,15,26914953,ToolChainPerformance,3,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,15,418660736,ToolChainPerformance,3,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,16,2449401,ToolChainPerformance,4,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,16,418660736,ToolChainPerformance,4,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,17,1721,ToolChainPerformance,4,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,17,418660736,ToolChainPerformance,4,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,18,34787814,ToolChainPerformance,4,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,18,439716376,ToolChainPerformance,4,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,19,2468441,ToolChainPerformance,5,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,19,439716376,ToolChainPerformance,5,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,20,2130,ToolChainPerformance,5,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,20,439716376,ToolChainPerformance,5,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,21,45456090,ToolChainPerformance,5,StatisticBasedCase
8,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,21,439716376,ToolChainPerformance,5,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,Time,1,900244,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,Memory,1,51292480,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Generation,Time,2,13287359774,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Generation,Memory,2,2110843104,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Initialization,Time,3,1327262704,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation1,Time,4,845000548,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation1,Memory,4,3850589160,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation1,Time,5,14840191739,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation1,Memory,5,2877457888,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,ChangeMonitorInitialization,Time,6,464205677,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,ChangeMonitorInitialization,Memory,6,3089081528,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,7,10040056,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,7,3097596680,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,8,2105,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,8,3097596680,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,9,605336942,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,9,3302116480,ToolChainPerformance,1,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,10,3158143,ToolChainPerformance,2,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,10,3302116480,ToolChainPerformance,2,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,11,2074,ToolChainPerformance,2,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,11,3302116480,ToolChainPerformance,2,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,12,15839823,ToolChainPerformance,2,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,12,3302116480,ToolChainPerformance,2,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,13,3189663,ToolChainPerformance,3,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,13,3302116480,ToolChainPerformance,3,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,14,1837,ToolChainPerformance,3,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,14,3302116480,ToolChainPerformance,3,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,15,40024892,ToolChainPerformance,3,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,15,3302116480,ToolChainPerformance,3,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,16,3700973,ToolChainPerformance,4,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,16,3302116480,ToolChainPerformance,4,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,17,2044,ToolChainPerformance,4,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,17,3302116480,ToolChainPerformance,4,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,18,30450763,ToolChainPerformance,4,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,18,3302116480,ToolChainPerformance,4,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Time,19,3079711,ToolChainPerformance,5,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,Memory,19,3302116480,ToolChainPerformance,5,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Time,20,2205,ToolChainPerformance,5,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,Memory,20,3302116480,ToolChainPerformance,5,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Time,21,36412116,ToolChainPerformance,5,StatisticBasedCase
32,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2TTransformation2,Memory,21,3302116480,ToolChainPerformance,5,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,EMFResourceInitialization,Time,1,233619,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,EMFResourceInitialization,Memory,1,51262400,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Generation,Time,2,13462603785,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Generation,Memory,2,3200880016,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Initialization,Time,3,1931370785,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation1,Time,4,793516647,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation1,Memory,4,1937501840,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation1,Time,5,14640308017,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation1,Memory,5,1955664888,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,ChangeMonitorInitialization,Time,6,457700305,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,ChangeMonitorInitialization,Memory,6,2126885904,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Time,7,9699316,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Memory,7,2131189264,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Time,8,7550,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Memory,8,2131189264,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Time,9,503460914,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Memory,9,2329394544,ToolChainPerformance,1,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Time,10,4007868,ToolChainPerformance,2,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Memory,10,2329394544,ToolChainPerformance,2,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Time,11,6096,ToolChainPerformance,2,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Memory,11,2329394544,ToolChainPerformance,2,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Time,12,14288701,ToolChainPerformance,2,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Memory,12,2329394544,ToolChainPerformance,2,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Time,13,4043171,ToolChainPerformance,3,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Memory,13,2331783080,ToolChainPerformance,3,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Time,14,6031,ToolChainPerformance,3,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Memory,14,2331783080,ToolChainPerformance,3,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Time,15,20620965,ToolChainPerformance,3,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Memory,15,2331783080,ToolChainPerformance,3,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Time,16,4070999,ToolChainPerformance,4,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Memory,16,2331783080,ToolChainPerformance,4,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Time,17,5931,ToolChainPerformance,4,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Memory,17,2331783080,ToolChainPerformance,4,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Time,18,45040765,ToolChainPerformance,4,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Memory,18,2335944232,ToolChainPerformance,4,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Time,19,4247538,ToolChainPerformance,5,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,Modification,Memory,19,2335944232,ToolChainPerformance,5,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Time,20,5923,ToolChainPerformance,5,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2MTransformation2,Memory,20,2335944232,ToolChainPerformance,5,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Time,21,33957910,ToolChainPerformance,5,StatisticBasedCase
32,4,INCR_VIATRA_TRANSFORMATION-JDT,M2TTransformation2,Memory,21,2382567208,ToolChainPerformance,5,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,EMFResourceInitialization,Time,1,880401,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,EMFResourceInitialization,Memory,1,51340304,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Generation,Time,2,281048715,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Generation,Memory,2,73532120,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Initialization,Time,3,32932,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation1,Time,4,3204677295,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation1,Memory,4,400089648,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation1,Time,5,631952091,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation1,Memory,5,571742592,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,EmptyChangeMonitorInitialization,Time,6,426,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,EmptyChangeMonitorInitialization,Memory,6,571742592,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Time,7,81492,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Memory,7,571742592,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Time,8,3167019515,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Memory,8,1047995632,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Time,9,645370878,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Memory,9,122862576,ToolChainPerformance,1,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Time,10,100052,ToolChainPerformance,2,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Memory,10,122862576,ToolChainPerformance,2,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Time,11,3361914441,ToolChainPerformance,2,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Memory,11,568891064,ToolChainPerformance,2,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Time,12,621615288,ToolChainPerformance,2,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Memory,12,728630640,ToolChainPerformance,2,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Time,13,51600,ToolChainPerformance,3,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Memory,13,728630640,ToolChainPerformance,3,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Time,14,3358319123,ToolChainPerformance,3,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Memory,14,865336624,ToolChainPerformance,3,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Time,15,630713088,ToolChainPerformance,3,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Memory,15,1025371408,ToolChainPerformance,3,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Time,16,71498,ToolChainPerformance,4,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Memory,16,1025371408,ToolChainPerformance,4,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Time,17,3341766642,ToolChainPerformance,4,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Memory,17,1190977968,ToolChainPerformance,4,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Time,18,611398781,ToolChainPerformance,4,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Memory,18,1348187144,ToolChainPerformance,4,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Time,19,53328,ToolChainPerformance,5,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,Modification,Memory,19,1348187144,ToolChainPerformance,5,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Time,20,3329608679,ToolChainPerformance,5,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2MTransformation2,Memory,20,124755024,ToolChainPerformance,5,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Time,21,616609360,ToolChainPerformance,5,StatisticBasedCase
2,1,BATCH_SIMPLE-JDT,M2TTransformation2,Memory,21,310478688,ToolChainPerformance,5,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,EMFResourceInitialization,Time,1,1050358,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,EMFResourceInitialization,Memory,1,53333688,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Generation,Time,2,2912247149,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Generation,Memory,2,914860584,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Initialization,Time,3,261822783,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation1,Time,4,343015811,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation1,Memory,4,205556560,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation1,Time,5,5678274557,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation1,Memory,5,1971706920,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,EmptyChangeMonitorInitialization,Time,6,148,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,EmptyChangeMonitorInitialization,Memory,6,1971706920,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,7,344783,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,7,1971706920,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,8,289893600,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,8,2187637488,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,9,9195672934,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,9,1084528880,ToolChainPerformance,1,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,10,300541,ToolChainPerformance,2,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,10,1084528880,ToolChainPerformance,2,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,11,273864872,ToolChainPerformance,2,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,11,1335114568,ToolChainPerformance,2,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,12,7683831774,ToolChainPerformance,2,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,12,849055856,ToolChainPerformance,2,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,13,311077,ToolChainPerformance,3,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,13,849055856,ToolChainPerformance,3,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,14,261330526,ToolChainPerformance,3,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,14,1045780064,ToolChainPerformance,3,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,15,7332616991,ToolChainPerformance,3,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,15,679133040,ToolChainPerformance,3,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,16,302445,ToolChainPerformance,4,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,16,679133040,ToolChainPerformance,4,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,17,255899702,ToolChainPerformance,4,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,17,916010648,ToolChainPerformance,4,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,18,7086007721,ToolChainPerformance,4,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,18,721117960,ToolChainPerformance,4,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Time,19,304104,ToolChainPerformance,5,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,Modification,Memory,19,721117960,ToolChainPerformance,5,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Time,20,264191332,ToolChainPerformance,5,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2MTransformation2,Memory,20,949175064,ToolChainPerformance,5,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Time,21,6819745738,ToolChainPerformance,5,StatisticBasedCase
16,1,BATCH_VIATRA_QUERY_RETE-JDT,M2TTransformation2,Memory,21,3515551768,ToolChainPerformance,5,StatisticBasedCase
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Time,1,260024,ToolChainPerformance,1,StatisticBasedCase
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Memory,1,51197152,ToolChainPerformance,1,StatisticBasedCase
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Time,2,100738039,ToolChainPerformance,1,StatisticBasedCase
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Memory,2,51197152,ToolChainPerformance,1,StatisticBasedCase
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Time,3,59001388,ToolChainPerformance,1,StatisticBasedCase
