RunIndex,MetricValue,PhaseName,Sequence,MetricName,Iteration,Tool,Scenario,Size,CaseName
3,981968536,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,1383780960,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,1211351088,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,961373,Modification,13,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,981980736,Modification,13,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,630679183,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,984098104,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,1384317832,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
3,1211887960,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,64,StatisticBasedCase
2,255230,EMFResourceInitialization,1,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,9541240,EMFResourceInitialization,1,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,366195331,Generation,2,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,15895464,Generation,2,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,94537424,Initialization,3,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,15698488,Initialization,3,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,85180672,Initialization,3,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,52968384,Initialization,3,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,115661743,M2MTransformation1,4,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17773376,M2MTransformation1,4,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,80123624,M2MTransformation1,4,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,58648788,M2MTransformation1,4,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,3088700,Modification,5,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17864184,Modification,5,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,19647,M2MTransformation2,6,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17865056,M2MTransformation2,6,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39339864,M2MTransformation2,6,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,28602560,M2MTransformation2,6,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1857142,Modification,7,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17884840,Modification,7,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,18356,M2MTransformation2,8,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17885712,M2MTransformation2,8,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39360520,M2MTransformation2,8,PeakMemory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,28623216,M2MTransformation2,8,AverageMemory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1484050,Modification,9,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17903624,Modification,9,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,18872,M2MTransformation2,10,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17904496,M2MTransformation2,10,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39379304,M2MTransformation2,10,PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,28642000,M2MTransformation2,10,AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1578014,Modification,11,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17922896,Modification,11,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,21735,M2MTransformation2,12,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17923792,M2MTransformation2,12,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39398600,M2MTransformation2,12,PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39398600,M2MTransformation2,12,AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1878068,Modification,13,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17941720,Modification,13,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,19653,M2MTransformation2,14,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17942592,M2MTransformation2,14,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39417400,M2MTransformation2,14,PeakMemory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
2,39417400,M2MTransformation2,14,AverageMemory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,331679,EMFResourceInitialization,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,9808896,EMFResourceInitialization,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,14599588499,Generation,2,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,385654040,Generation,2,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,648255826,Initialization,3,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,42732072,Initialization,3,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,227967512,Initialization,3,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,154381272,Initialization,3,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,624048120,M2MTransformation1,4,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55136792,M2MTransformation1,4,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,263643152,M2MTransformation1,4,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,421436352,M2MTransformation1,4,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,514218,Modification,5,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55136040,Modification,5,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,554297707,M2MTransformation2,6,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55138224,M2MTransformation2,6,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,276047168,M2MTransformation2,6,AverageMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,433840240,M2MTransformation2,6,PeakMemory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,351578,Modification,7,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55138200,Modification,7,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,531239885,M2MTransformation2,8,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55147816,M2MTransformation2,8,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,433842448,M2MTransformation2,8,PeakMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,276049352,M2MTransformation2,8,AverageMemory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,320386,Modification,9,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55147792,Modification,9,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,516750317,M2MTransformation2,10,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55152008,M2MTransformation2,10,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,433852032,M2MTransformation2,10,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,276058940,M2MTransformation2,10,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,354843,Modification,11,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55152008,Modification,11,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,501903234,M2MTransformation2,12,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55157656,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,276063296,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,433856504,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,328834,Modification,13,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55157656,Modification,13,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,496650231,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,55161840,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,433862224,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
3,276068968,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,32,StatisticBasedCase
2,558591,EMFResourceInitialization,1,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,9377968,EMFResourceInitialization,1,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,97043021,Generation,2,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,11742824,Generation,2,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,38968790,Initialization,3,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,11371096,Initialization,3,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,52569384,Initialization,3,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,52569384,Initialization,3,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,23672188,M2MTransformation1,4,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12128128,M2MTransformation1,4,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,43583968,M2MTransformation1,4,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,38215248,M2MTransformation1,4,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,312484,Modification,5,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12131776,Modification,5,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,24815993,M2MTransformation2,6,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12164904,M2MTransformation2,6,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33607408,M2MTransformation2,6,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33607408,M2MTransformation2,6,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,291597,Modification,7,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12167752,Modification,7,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,24007264,M2MTransformation2,8,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12174440,M2MTransformation2,8,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33643384,M2MTransformation2,8,AverageMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,55118240,M2MTransformation2,8,PeakMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,376615,Modification,9,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12177240,Modification,9,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,22500970,M2MTransformation2,10,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12196192,M2MTransformation2,10,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33652872,M2MTransformation2,10,PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33652872,M2MTransformation2,10,AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,279575,Modification,11,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12199192,Modification,11,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,21414029,M2MTransformation2,12,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12256520,M2MTransformation2,12,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33674848,M2MTransformation2,12,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,55149704,M2MTransformation2,12,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,245569,Modification,13,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12259352,Modification,13,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,22911513,M2MTransformation2,14,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,12266552,M2MTransformation2,14,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,33734984,M2MTransformation2,14,AverageMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,55209840,M2MTransformation2,14,PeakMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,2,StatisticBasedCase
2,188003,EMFResourceInitialization,1,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,9257736,EMFResourceInitialization,1,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,330958530,Generation,2,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,15924992,Generation,2,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,17680,Initialization,3,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,9754088,Initialization,3,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,31228480,Initialization,3,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,31228480,Initialization,3,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1915749440,M2MTransformation1,4,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,10577040,M2MTransformation1,4,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,611644274,M2MTransformation1,4,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1084380696,M2MTransformation1,4,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,122736,Modification,5,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,10577168,Modification,5,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1719855122,M2MTransformation2,6,Time,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,10818000,M2MTransformation2,6,Memory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,440311944,M2MTransformation2,6,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1092805728,M2MTransformation2,6,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,160454,Modification,7,Time,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,10818096,Modification,7,Memory,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1799125225,M2MTransformation2,8,Time,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11071952,M2MTransformation2,8,Memory,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1440754648,M2MTransformation2,8,PeakMemory,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,736793256,M2MTransformation2,8,AverageMemory,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,106316,Modification,9,Time,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11072048,Modification,9,Memory,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1712293953,M2MTransformation2,10,Time,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11302928,M2MTransformation2,10,Memory,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,824323605,M2MTransformation2,10,AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1441942408,M2MTransformation2,10,PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,80020,Modification,11,Time,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11303048,Modification,11,Memory,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1719714795,M2MTransformation2,12,Time,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11593056,M2MTransformation2,12,Memory,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,816121597,M2MTransformation2,12,AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1443025464,M2MTransformation2,12,PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,95860,Modification,13,Time,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11593176,Modification,13,Memory,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1728240089,M2MTransformation2,14,Time,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,11827304,M2MTransformation2,14,Memory,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,819510797,M2MTransformation2,14,AverageMemory,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
2,1443192624,M2MTransformation2,14,PeakMemory,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,4,StatisticBasedCase
3,190623,EMFResourceInitialization,1,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,9539296,EMFResourceInitialization,1,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,349251871,Generation,2,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,15897544,Generation,2,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,95042588,Initialization,3,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,15700176,Initialization,3,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,74453192,Initialization,3,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,52974252,Initialization,3,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,116152702,M2MTransformation1,4,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,17775120,M2MTransformation1,4,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,80125312,M2MTransformation1,4,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,58650476,M2MTransformation1,4,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,2598067,Modification,5,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,17865928,Modification,5,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,22248,M2MTransformation2,6,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,17866832,M2MTransformation2,6,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,39341608,M2MTransformation2,6,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,39341608,M2MTransformation2,6,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,1873387,Modification,7,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,17886616,Modification,7,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,16883,M2MTransformation2,8,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,17887488,M2MTransformation2,8,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,39362296,M2MTransformation2,8,PeakMemory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,28624992,M2MTransformation2,8,AverageMemory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,1753300,Modification,9,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,17905400,Modification,9,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
3,18324,M2MTransformation2,10,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,4,StatisticBasedCase
